"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"business_investor_class_18.nlogo"
"get-probabilities"
"10/21/2025 22:01:06:012 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","18","0","18"
"[run number]","stochastic?","failure-max","p-high-profit-high-risk","turtle-coloring-mode","p-low-profit-low-risk","failure-min","p-low-profit-high-risk","max-ticks","p-high-profit-low-risk","color-patches-by","num-investors","[step]","p-hplr","p-hphr","p-lplr","p-lphr","p-same"
"20","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","21","0.85","0.16666666666666666","0.043243243243243246","0","0.8952380952380953"
"21","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","21","0.9090909090909091","0.08139534883720931","0.022727272727272728","0","0.9333333333333333"
"30","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","3","0.6875","0.4","0.07407407407407407","0","0.6133333333333333"
"29","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","6","0.7894736842105263","0.48148148148148145","0.023809523809523808","0","0.8"
"16","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","22","0.7727272727272727","0.20652173913043478","0.03324808184143223","0","0.9109090909090909"
"23","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","18","0.5789473684210527","0.12299465240641712","0.03485254691689008","0","0.8955555555555555"
"17","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","22","0.7894736842105263","0.17985611510791366","0.039473684210526314","0","0.8945454545454545"
"24","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","19","0.8571428571428571","0.1368421052631579","0.056910569105691054","0","0.8631578947368421"
"19","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","24","0.6818181818181818","0.12437810945273632","0.05191256830601093","0","0.9016666666666666"
"22","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","15","0.7272727272727273","0.17355371900826447","0.03806228373702422","0","0.872"
"27","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","9","0.8235294117647058","0.20481927710843373","0.05421686746987952","0","0.8222222222222222"
"25","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","15","0.8636363636363636","0.22580645161290322","0.024096385542168676","0","0.896"
"28","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","5","0.8181818181818182","0.3333333333333333","0.030303030303030304","0","0.728"
"21","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","22","0.9090909090909091","0.07692307692307693","0.021798365122615803","0","0.9363636363636364"
"26","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","9","0.7692307692307693","0.2926829268292683","0.020202020202020204","0","0.84"
"20","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","22","0.85","0.1619718309859155","0.04177545691906005","0","0.8981818181818182"
"30","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","4","0.6875","0.32558139534883723","0.0684931506849315","0","0.7"
"17","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","23","0.7894736842105263","0.16891891891891891","0.03805496828752643","0","0.8991304347826087"
"29","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","7","0.7894736842105263","0.4482758620689655","0.020618556701030927","0","0.8285714285714286"
"16","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","23","0.7727272727272727","0.20408163265306123","0.03431372549019608","0","0.9113043478260869"
"22","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","16","0.7272727272727273","0.16666666666666666","0.03594771241830065","0","0.8775"
"27","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","10","0.8235294117647058","0.18478260869565216","0.05434782608695652","0","0.836"
"23","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","19","0.5789473684210527","0.12060301507537688","0.03816793893129771","0","0.8947368421052632"
"25","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","16","0.8636363636363636","0.2028985507246377","0.026415094339622643","0","0.9"
"20","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","23","0.85","0.15789473684210525","0.04292929292929293","0","0.8991304347826087"
"24","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","20","0.8571428571428571","0.12682926829268293","0.0546875","0","0.87"
"28","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","6","0.8181818181818182","0.3023255813953488","0.025","0","0.7733333333333333"
"21","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","23","0.9090909090909091","0.07291666666666667","0.020942408376963352","0","0.9391304347826087"
"17","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","24","0.7894736842105263","0.1592356687898089","0.036734693877551024","0","0.9033333333333333"
"30","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","5","0.6875","0.2830188679245283","0.06521739130434782","0","0.744"
"26","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","10","0.7692307692307693","0.26666666666666666","0.0228310502283105","0","0.852"
"16","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","24","0.7727272727272727","0.2","0.03286384976525822","0","0.9133333333333333"
"29","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","8","0.7894736842105263","0.41935483870967744","0.01818181818181818","0","0.85"
"23","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","20","0.5789473684210527","0.11374407582938388","0.03640776699029126","0","0.9"
"20","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","24","0.8571428571428571","0.14814814814814814","0.04656862745098039","0","0.8983333333333333"
"25","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","17","0.8636363636363636","0.18181818181818182","0.025","0","0.9058823529411765"
"22","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","17","0.7272727272727273","0.15492957746478872","0.037037037037037035","0","0.8823529411764706"
"31","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","0","0","0","0","0","0"
"28","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","7","0.8181818181818182","0.2765957446808511","0.03546099290780142","0","0.7942857142857143"
"24","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","21","0.8571428571428571","0.11818181818181818","0.05263157894736842","0","0.8761904761904762"
"27","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","11","0.8235294117647058","0.16666666666666666","0.04950495049504951","0","0.850909090909091"
"29","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","9","0.7894736842105263","0.42424242424242425","0.024390243902439025","0","0.8577777777777778"
"22","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","18","0.7272727272727273","0.1513157894736842","0.03812316715542522","0","0.8844444444444445"
"25","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","18","0.8636363636363636","0.16470588235294117","0.023728813559322035","0","0.9111111111111111"
"32","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","0","0","0","0","0","0"
"26","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","11","0.7692307692307693","0.24","0.02510460251046025","0","0.8618181818181818"
"31","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","1","0.7333333333333333","0.5882352941176471","0","0","0.16"
"33","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","0","0","0","0","0","0"
"28","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","8","0.8181818181818182","0.25","0.037267080745341616","0","0.815"
"21","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","24","0.9090909090909091","0.06930693069306931","0.020151133501259445","0","0.9416666666666667"
"23","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","21","0.5789473684210527","0.11210762331838565","0.037122969837587005","0","0.900952380952381"
"24","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","22","0.8571428571428571","0.11063829787234042","0.05314009661835749","0","0.88"
"34","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","0","0","0","0","0","0"
"27","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","12","0.8235294117647058","0.15178571428571427","0.045454545454545456","0","0.8633333333333333"
"25","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","19","0.8636363636363636","0.15053763440860216","0.02258064516129032","0","0.9157894736842105"
"22","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","19","0.7272727272727273","0.14814814814814814","0.03910614525139665","0","0.8863157894736842"
"29","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","10","0.7894736842105263","0.4","0.022058823529411766","0","0.872"
"31","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","2","0.7777777777777778","0.6086956521739131","0.02857142857142857","0","0.42"
"32","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","1","0.8421052631578947","0.35294117647058826","0","0","0.12"
"33","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","1","0.65","0.6","0.06666666666666667","0","0.08"
"28","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","9","0.8181818181818182","0.2413793103448276","0.03314917127071823","0","0.8311111111111111"
"23","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","22","0.55","0.1111111111111111","0.035634743875278395","0","0.9036363636363637"
"34","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","1","0.7058823529411765","0.5","0","0","0.28"
"26","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","12","0.7692307692307693","0.21428571428571427","0.023166023166023165","0","0.8733333333333333"
"24","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","23","0.8571428571428571","0.10358565737051793","0.055944055944055944","0","0.8817391304347826"
"25","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","20","0.8636363636363636","0.13861386138613863","0.021538461538461538","0","0.92"
"32","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","2","0.8636363636363636","0.35","0.03125","0","0.46"
"31","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","3","0.7777777777777778","0.5555555555555556","0.017857142857142856","0","0.6"
"29","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","11","0.7894736842105263","0.3783783783783784","0.03355704697986577","0","0.8763636363636363"
"27","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","13","0.8235294117647058","0.13934426229508196","0.04201680672268908","0","0.8738461538461538"
"22","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","20","0.7391304347826086","0.13872832369942195","0.040106951871657755","0","0.888"
"23","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","23","0.55","0.10655737704918032","0.03632478632478633","0","0.9060869565217391"
"33","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","2","0.6818181818181818","0.6666666666666666","0.02702702702702703","0","0.36"
"35","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","0","0","0","0","0","0"
"24","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","24","0.8571428571428571","0.09665427509293681","0.056433408577878104","0","0.885"
"32","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","3","0.8695652173913043","0.34782608695652173","0.02040816326530612","0","0.6133333333333333"
"25","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","21","0.8636363636363636","0.12844036697247707","0.020588235294117647","0","0.9238095238095239"
"26","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","13","0.7692307692307693","0.20634920634920634","0.025089605734767026","0","0.8769230769230769"
"28","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","10","0.8181818181818182","0.21875","0.04","0","0.84"
"34","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","2","0.7368421052631579","0.4666666666666667","0.03225806451612903","0","0.56"
"31","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","4","0.7777777777777778","0.5","0.025974025974025976","0","0.69"
"23","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","24","0.55","0.10196078431372549","0.03497942386831276","0","0.91"
"29","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","12","0.7894736842105263","0.3902439024390244","0.03125","0","0.88"
"27","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","14","0.8235294117647058","0.12878787878787878","0.0390625","0","0.8828571428571429"
"33","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","3","0.6956521739130435","0.5925925925925926","0.06557377049180328","0","0.52"
"35","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","1","0.8","0.35294117647058826","0","0","0.12"
"25","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","22","0.8636363636363636","0.11965811965811966","0.01971830985915493","0","0.9272727272727272"
"34","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","3","0.7368421052631579","0.4375","0.020833333333333332","0","0.7066666666666667"
"28","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","11","0.8181818181818182","0.20833333333333334","0.04128440366972477","0","0.8472727272727273"
"22","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","21","0.7391304347826086","0.13043478260869565","0.038461538461538464","0","0.8933333333333333"
"31","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","5","0.7777777777777778","0.4411764705882353","0.02040816326530612","0","0.752"
"29","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","13","0.8","0.36363636363636365","0.03468208092485549","0","0.8830769230769231"
"26","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","14","0.7692307692307693","0.19718309859154928","0.026845637583892617","0","0.88"
"27","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","15","0.8235294117647058","0.11971830985915492","0.0364963503649635","0","0.8906666666666667"
"35","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","2","0.8260869565217391","0.32","0.02564102564102564","0","0.44"
"33","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","4","0.6956521739130435","0.5625","0.060240963855421686","0","0.61"
"36","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","0","0","0","0","0","0"
"25","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","23","0.8636363636363636","0.12","0.021621621621621623","0","0.9269565217391305"
"34","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","4","0.7368421052631579","0.4117647058823529","0.03076923076923077","0","0.77"
"31","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","6","0.7777777777777778","0.39473684210526316","0.03361344537815126","0","0.78"
"28","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","12","0.8181818181818182","0.1875","0.04201680672268908","0","0.8566666666666667"
"22","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","22","0.7391304347826086","0.12307692307692308","0.03694581280788178","0","0.8981818181818182"
"33","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","5","0.6956521739130435","0.4864864864864865","0.05660377358490566","0","0.68"
"35","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","3","0.8333333333333334","0.2857142857142857","0.01694915254237288","0","0.6133333333333333"
"37","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","0","0","0","0","0","0"
"36","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","1","0.7333333333333333","0.4666666666666667","0.05555555555555555","0","0.24"
"31","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","7","0.7777777777777778","0.3409090909090909","0.028985507246376812","0","0.8114285714285714"
"27","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","16","0.8235294117647058","0.1118421052631579","0.0410958904109589","0","0.8925"
"34","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","5","0.7368421052631579","0.3684210526315789","0.024390243902439025","0","0.816"
"25","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","24","0.8636363636363636","0.11278195488721804","0.0234375","0","0.9283333333333333"
"26","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","15","0.7692307692307693","0.189873417721519","0.025157232704402517","0","0.8853333333333333"
"29","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","14","0.8","0.3404255319148936","0.032432432432432434","0","0.8914285714285715"
"28","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","13","0.8181818181818182","0.17045454545454544","0.03875968992248062","0","0.8676923076923077"
"35","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","4","0.8333333333333334","0.28125","0.012658227848101266","0","0.7"
"31","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","8","0.7777777777777778","0.3","0.03205128205128205","0","0.83"
"37","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","1","0.8","0.625","0","0","0.12"
"22","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","23","0.7391304347826086","0.11650485436893204","0.037914691943127965","0","0.9008695652173913"
"33","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","6","0.6956521739130435","0.4186046511627907","0.046875","0","0.7333333333333333"
"36","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","2","0.7647058823529411","0.4","0.02631578947368421","0","0.56"
"27","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","17","0.8235294117647058","0.10365853658536585","0.03870967741935484","0","0.8988235294117647"
"34","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","6","0.7368421052631579","0.3333333333333333","0.020202020202020204","0","0.8466666666666667"
"29","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","15","0.8","0.32","0.03553299492385787","0","0.896"
"28","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","14","0.8181818181818182","0.15625","0.03597122302158273","0","0.8771428571428571"
"31","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","9","0.7777777777777778","0.26785714285714285","0.028901734104046242","0","0.8488888888888889"
"35","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","5","0.8333333333333334","0.2777777777777778","0.02040816326530612","0","0.744"
"33","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","7","0.6956521739130435","0.3673469387755102","0.04666666666666667","0","0.7657142857142857"
"38","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","0","0","0","0","0","0"
"36","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","3","0.7777777777777778","0.3333333333333333","0.017543859649122806","0","0.6933333333333334"
"22","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","24","0.7391304347826086","0.11009174311926606","0.041189931350114416","0","0.9016666666666666"
"26","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","16","0.7692307692307693","0.1744186046511628","0.023668639053254437","0","0.8925"
"37","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","2","0.8421052631578947","0.55","0","0","0.46"
"27","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","18","0.8235294117647058","0.09659090909090909","0.036585365853658534","0","0.9044444444444445"
"31","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","10","0.7777777777777778","0.24193548387096775","0.031578947368421054","0","0.86"
"34","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","7","0.7368421052631579","0.30434782608695654","0.017241379310344827","0","0.8685714285714285"
"33","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","8","0.6956521739130435","0.32142857142857145","0.04678362573099415","0","0.79"
"28","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","15","0.8181818181818182","0.14423076923076922","0.03691275167785235","0","0.8826666666666667"
"29","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","16","0.8","0.2962962962962963","0.03365384615384615","0","0.9025"
"35","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","6","0.8333333333333334","0.275","0.042735042735042736","0","0.76"
"31","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","11","0.7777777777777778","0.21739130434782608","0.028985507246376812","0","0.8727272727272727"
"38","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","1","0.7368421052631579","0.6","0","0","0.08"
"36","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","4","0.7777777777777778","0.2857142857142857","0.02666666666666667","0","0.76"
"27","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","19","0.8235294117647058","0.09042553191489362","0.03757225433526012","0","0.9073684210526316"
"37","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","3","0.8421052631578947","0.5","0","0","0.64"
"34","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","8","0.7368421052631579","0.32","0.022556390977443608","0","0.875"
"26","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","17","0.7692307692307693","0.16129032258064516","0.025139664804469275","0","0.8964705882352941"
"33","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","9","0.6956521739130435","0.28125","0.041884816753926704","0","0.8133333333333334"
"35","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","7","0.8333333333333334","0.23404255319148937","0.044444444444444446","0","0.7885714285714286"
"28","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","16","0.8181818181818182","0.1504424778761062","0.03459119496855346","0","0.885"
"31","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","12","0.7777777777777778","0.19736842105263158","0.026785714285714284","0","0.8833333333333333"
"18","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","18","0.5555555555555556","0.13291139240506328","0.051829268292682924","0","0.8933333333333333"
"36","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","5","0.7777777777777778","0.2727272727272727","0.03260869565217391","0","0.792"
"39","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","0","0","0","0","0","0"
"37","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","4","0.8421052631578947","0.4583333333333333","0","0","0.73"
"27","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","20","0.8235294117647058","0.085","0.038461538461538464","0","0.91"
"29","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","17","0.8","0.29310344827586204","0.0319634703196347","0","0.9058823529411765"
"34","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","9","0.7368421052631579","0.2962962962962963","0.02","0","0.8888888888888888"
"33","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","10","0.6956521739130435","0.25","0.037914691943127965","0","0.832"
"38","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","2","0.782608695652174","0.5625","0.02631578947368421","0","0.44"
"35","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","8","0.8333333333333334","0.2","0.039473684210526314","0","0.815"
"31","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","13","0.7777777777777778","0.18072289156626506","0.029045643153526972","0","0.8892307692307693"
"26","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","18","0.7692307692307693","0.1485148514851485","0.026455026455026454","0","0.9"
"28","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","17","0.8181818181818182","0.14049586776859505","0.038348082595870206","0","0.8870588235294118"
"18","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","19","0.5555555555555556","0.12941176470588237","0.05263157894736842","0","0.8947368421052632"
"36","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","6","0.7777777777777778","0.25","0.045454545454545456","0","0.8066666666666666"
"34","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","10","0.7368421052631579","0.27586206896551724","0.029940119760479042","0","0.892"
"37","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","5","0.8421052631578947","0.4230769230769231","0.01","0","0.776"
"33","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","11","0.6956521739130435","0.225","0.03896103896103896","0","0.8436363636363636"
"31","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","14","0.7777777777777778","0.17582417582417584","0.027237354085603113","0","0.8942857142857142"
"27","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","21","0.8235294117647058","0.08962264150943396","0.03674540682414698","0","0.9104761904761904"
"38","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","3","0.782608695652174","0.47368421052631576","0.017543859649122806","0","0.6266666666666667"
"35","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","9","0.8333333333333334","0.1746031746031746","0.03550295857988166","0","0.8355555555555556"
"29","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","18","0.8","0.2786885245901639","0.030303030303030304","0","0.9111111111111111"
"26","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","19","0.7692307692307693","0.13636363636363635","0.02763819095477387","0","0.9031578947368422"
"34","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","11","0.7368421052631579","0.22857142857142856","0.043478260869565216","0","0.8909090909090909"
"18","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","20","0.5555555555555556","0.12637362637362637","0.05056179775280899","0","0.898"
"39","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","1","0.6","0.7058823529411765","0","0","0.16"
"28","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","18","0.8181818181818182","0.13076923076923078","0.03899721448467967","0","0.8911111111111111"
"33","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","12","0.6956521739130435","0.20224719101123595","0.035856573705179286","0","0.8566666666666667"
"31","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","15","0.7777777777777778","0.16326530612244897","0.025547445255474453","0","0.9013333333333333"
"27","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","22","0.8235294117647058","0.08482142857142858","0.03508771929824561","0","0.9145454545454546"
"37","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","6","0.8421052631578947","0.3793103448275862","0.01652892561983471","0","0.8066666666666666"
"36","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","7","0.7777777777777778","0.2653061224489796","0.03968253968253968","0","0.8171428571428572"
"26","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","20","0.7692307692307693","0.13445378151260504","0.026378896882494004","0","0.906"
"34","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","12","0.7368421052631579","0.2222222222222222","0.045","0","0.89"
"18","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","21","0.5555555555555556","0.11855670103092783","0.05121293800539083","0","0.900952380952381"
"38","false","0.1","4.6","wealth","3.2","0.01","0","25","80","exp utility","25","4","0.782608695652174","0.4090909090909091","0.013157894736842105","0","0.72"
