"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"butterfly_class_06b.nlogox"
"terrrain-experiment"
"08/26/2026 09:53:15:460 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","149","0","149"
"[run number]","q","real-terrain","concentrate-turtles","[step]","corridor-width","mean [elevation] of turtles"
"185","0.8","true","true","999","23.4638971602545","564.1750000000001"
"189","0.8","true","true","999","22.654561535905255","561.65"
"187","0.8","true","true","999","23.267030663862073","561.6763999999997"
"188","0.8","true","true","999","22.16139869688492","561.3435999999998"
"192","0.8","true","true","999","22.924826938245772","562.6338000000003"
"193","0.8","true","true","999","22.488952278813116","561.6345999999998"
"190","0.8","true","true","999","22.941783183726088","561.4072"
"191","0.8","true","true","999","22.912784715912643","565.3498"
"194","0.8","true","true","999","22.15194959504146","559.2689999999999"
"195","0.8","true","true","999","22.362524678849443","562.8902"
"197","0.8","true","true","999","22.113336338992504","564.2929999999999"
"196","0.8","true","true","999","23.507065879492497","560.6846"
"198","0.8","true","true","999","21.685106658001096","562.6958000000002"
"201","1","false","true","999","25.869972095677937","399.9422183107152"
"202","1","false","true","999","25.862647309260705","399.9423206517755"
"203","1","false","true","999","25.889573658169198","399.9436169718774"
"204","1","false","true","999","25.868486078060705","399.94228653808887"
"199","0.8","true","true","999","22.131742535322502","562.8312"
"205","1","false","true","999","25.941039578774166","399.9426617886446"
"208","1","false","true","999","25.895509654125203","399.94290058445273"
"206","1","false","true","999","25.898236195829366","399.94259356127105"
"207","1","false","true","999","25.863821775793177","399.94290058445296"
"200","0.8","true","true","999","23.65821352113629","560.1547999999999"
"209","1","false","true","999","25.882865635436104","399.94303703920053"
"211","1","false","true","999","25.819867280477027","399.941740719099"
"210","1","false","true","999","25.861551319798544","399.94208185596796"
"212","1","false","true","999","25.887721803148235","399.9423888791498"
"213","1","false","true","999","25.897659088504646","399.9435146308174"
"214","1","false","true","999","25.91803181585741","399.9425594475844"
"216","1","false","true","999","25.84787615622489","399.9433099486956"
"215","1","false","true","999","25.867521983222357","399.9435828581909"
"217","1","false","true","999","25.85155068284647","399.9424229928367"
"220","1","false","true","999","25.892210428531342","399.94249122021057"
"218","1","false","true","999","25.8703995396413","399.94249122021046"
"219","1","false","true","999","25.895464870917156","399.9421159696547"
"225","1","true","true","999","8.830225012727658","510.0056000000005"
"223","1","true","true","999","8.815765761238865","509.8656000000007"
"221","1","true","true","999","9.11717436376312","508.63200000000063"
"222","1","true","true","999","8.763440627199737","509.84520000000055"
"224","1","true","true","999","8.918669300615743","509.46040000000073"
"226","1","true","true","999","8.653206922200086","510.68560000000065"
"227","1","true","true","999","8.75873906385931","510.5228000000007"
"236","1","true","true","999","8.646448094274053","510.10680000000065"
"230","1","true","true","999","8.968824225356576","509.4568000000006"
"229","1","true","true","999","8.843812170934685","510.1164000000007"
"228","1","true","true","999","8.812801122988411","509.8572000000006"
"231","1","true","true","999","8.923189706568472","509.6268000000007"
"233","1","true","true","999","8.404123050090437","510.9256000000006"
"232","1","true","true","999","8.850020320434158","510.18640000000073"
"234","1","true","true","999","8.827924160500503","509.77760000000063"
"235","1","true","true","999","8.770353250347581","510.0044000000005"
"237","1","true","true","999","9.48037324020082","507.5516000000006"
"239","1","true","true","999","9.162909660772455","508.7152000000006"
"238","1","true","true","999","8.93498440843225","509.2844000000007"
"240","1","true","true","999","9.039136253672222","509.11920000000055"
