"BehaviorSpace results (NetLogo 5.3.1)"
"wood_hoopoe_strategies.nlogo"
"optimize"
"04/06/2017 00:11:07:861 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-12","12","0","0"
"[run number]","x2","x1","p-vacant","strategy","[step]","age-diff","foray-timing","group-dist-1","group-dist-2","group-dist-3","performance"
"7528","0.16","0","0.03","""expected reproduction""","264","1","0","0","0","0","1"
"7526","0.16","0","0.03","""expected reproduction""","264","1","0","0","0","0","1"
"7529","0.16","0","0.03","""expected reproduction""","264","1","0","0","0","0","1"
"7531","0.16","0","0.04","""expected reproduction""","264","0","0","0","0","0","0"
"7530","0.16","0","0.03","""expected reproduction""","264","1","0","0","0","0","1"
"7536","0.16","0","0.04","""expected reproduction""","264","1","0","0","0","0","1"
"7532","0.16","0","0.04","""expected reproduction""","264","1","0","0","0","0","1"
"7534","0.16","0","0.04","""expected reproduction""","264","0","0","0","0","0","0"
"7533","0.16","0","0.04","""expected reproduction""","264","0","0","0","0","0","0"
"7535","0.16","0","0.04","""expected reproduction""","264","1","0","0","0","0","1"
"7537","0.16","0","0.04","""expected reproduction""","264","1","0","0","0","0","1"
"7538","0.16","0","0.04","""expected reproduction""","264","1","0","0","0","0","1"
"7539","0.16","0","0.04","""expected reproduction""","264","1","0","0","0","0","1"
"7540","0.16","0","0.04","""expected reproduction""","264","1","0","0","0","0","1"
"7542","0.16","0","0.05","""expected reproduction""","264","1","0","1","0","0","1.5"
"7541","0.16","0","0.05","""expected reproduction""","264","0","0","0","0","0","0"
"7543","0.16","0","0.05","""expected reproduction""","264","1","0","1","0","0","1.5"
"7545","0.16","0","0.05","""expected reproduction""","264","1","0","0","0","0","1"
"7544","0.16","0","0.05","""expected reproduction""","264","1","0","0","0","0","1"
"7547","0.16","0","0.05","""expected reproduction""","264","1","0","0","0","0","1"
"7548","0.16","0","0.05","""expected reproduction""","264","0","0","1","0","0","0.5"
"7546","0.16","0","0.05","""expected reproduction""","264","1","0","0","0","0","1"
"7550","0.16","0","0.05","""expected reproduction""","264","0","0","1","0","0","0.5"
"7549","0.16","0","0.05","""expected reproduction""","264","1","0","0","0","0","1"
"7553","0.16","0","0.06","""expected reproduction""","264","0","0","1","0","0","0.5"
"7552","0.16","0","0.06","""expected reproduction""","264","1","0","1","1","0","1.6"
"7554","0.16","0","0.06","""expected reproduction""","264","0","0","1","0","0","0.5"
"7551","0.16","0","0.06","""expected reproduction""","264","1","0","1","0","0","1.5"
"7556","0.16","0","0.06","""expected reproduction""","264","1","0","1","1","0","1.6"
"7555","0.16","0","0.06","""expected reproduction""","264","1","0","1","0","0","1.5"
"7557","0.16","0","0.06","""expected reproduction""","264","0","0","1","1","0","0.6"
"7559","0.16","0","0.06","""expected reproduction""","264","1","0","1","0","0","1.5"
"7558","0.16","0","0.06","""expected reproduction""","264","1","0","1","0","0","1.5"
"7560","0.16","0","0.06","""expected reproduction""","264","1","0","1","0","0","1.5"
"7561","0.16","0","0.07","""expected reproduction""","264","1","0","1","1","0","1.6"
"7563","0.16","0","0.07","""expected reproduction""","264","0","0","1","0","0","0.5"
"7562","0.16","0","0.07","""expected reproduction""","264","1","0","1","1","0","1.6"
"7564","0.16","0","0.07","""expected reproduction""","264","0","0","1","1","0","0.6"
"7565","0.16","0","0.07","""expected reproduction""","264","1","0","1","0","0","1.5"
"7566","0.16","0","0.07","""expected reproduction""","264","1","0","1","0","0","1.5"
"7567","0.16","0","0.07","""expected reproduction""","264","0","0","1","1","0","0.6"
"7571","0.16","0","0.08","""expected reproduction""","264","0","0","1","0","0","0.5"
"7568","0.16","0","0.07","""expected reproduction""","264","0","0","1","1","0","0.6"
"7569","0.16","0","0.07","""expected reproduction""","264","1","0","1","1","0","1.6"
"7570","0.16","0","0.07","""expected reproduction""","264","0","0","1","0","0","0.5"
"7574","0.16","0","0.08","""expected reproduction""","264","1","0","1","1","0","1.6"
"7572","0.16","0","0.08","""expected reproduction""","264","1","0","1","0","0","1.5"
"7573","0.16","0","0.08","""expected reproduction""","264","1","0","1","1","0","1.6"
"7575","0.16","0","0.08","""expected reproduction""","264","1","0","1","1","0","1.6"
"7577","0.16","0","0.08","""expected reproduction""","264","1","0","1","1","0","1.6"
"7576","0.16","0","0.08","""expected reproduction""","264","1","0","1","1","0","1.6"
"7578","0.16","0","0.08","""expected reproduction""","264","1","0","1","1","0","1.6"
"7581","0.16","0","0.09","""expected reproduction""","264","1","0","1","1","0","1.6"
"7579","0.16","0","0.08","""expected reproduction""","264","0","0","1","0","0","0.5"
"7580","0.16","0","0.08","""expected reproduction""","264","1","0","1","0","0","1.5"
"7582","0.16","0","0.09","""expected reproduction""","264","1","0","1","1","0","1.6"
"7583","0.16","0","0.09","""expected reproduction""","264","0","0","1","1","0","0.6"
"7584","0.16","0","0.09","""expected reproduction""","264","0","0","1","1","0","0.6"
"7586","0.16","0","0.09","""expected reproduction""","264","1","0","1","1","0","1.6"
"7591","0.16","0","0.1","""expected reproduction""","264","0","0","1","1","0","0.6"
"7588","0.16","0","0.09","""expected reproduction""","264","1","0","1","1","0","1.6"
"7590","0.16","0","0.09","""expected reproduction""","264","1","0","1","1","0","1.6"
"7587","0.16","0","0.09","""expected reproduction""","264","1","0","1","1","0","1.6"
"7592","0.16","0","0.1","""expected reproduction""","264","1","0","1","1","0","1.6"
"7594","0.16","0","0.1","""expected reproduction""","264","1","0","1","0","0","1.5"
"7585","0.16","0","0.09","""expected reproduction""","264","1","0","1","0","0","1.5"
"7595","0.16","0","0.1","""expected reproduction""","264","0","0","1","1","0","0.6"
"7596","0.16","0","0.1","""expected reproduction""","264","1","0","1","1","0","1.6"
"7593","0.16","0","0.1","""expected reproduction""","264","1","0","1","0","0","1.5"
"7589","0.16","0","0.09","""expected reproduction""","264","1","0","1","0","0","1.5"
"7599","0.16","0","0.1","""expected reproduction""","264","0","0","1","1","0","0.6"
"7598","0.16","0","0.1","""expected reproduction""","264","1","0","1","1","0","1.6"
"7597","0.16","0","0.1","""expected reproduction""","264","1","0","1","1","0","1.6"
"7600","0.16","0","0.1","""expected reproduction""","264","1","0","1","1","0","1.6"
"7602","0.16","0","0.11","""expected reproduction""","264","1","0","1","1","0","1.6"
"7601","0.16","0","0.11","""expected reproduction""","264","1","0","1","1","0","1.6"
"7603","0.16","0","0.11","""expected reproduction""","264","1","0","1","1","0","1.6"
"7606","0.16","0","0.11","""expected reproduction""","264","1","0","1","1","0","1.6"
"7607","0.16","0","0.11","""expected reproduction""","264","0","0","1","1","0","0.6"
"7605","0.16","0","0.11","""expected reproduction""","264","1","0","1","1","0","1.6"
"7608","0.16","0","0.11","""expected reproduction""","264","1","0","1","1","0","1.6"
"7604","0.16","0","0.11","""expected reproduction""","264","1","0","1","1","0","1.6"
"7609","0.16","0","0.11","""expected reproduction""","264","0","0","1","1","0","0.6"
"7610","0.16","0","0.11","""expected reproduction""","264","1","0","1","1","0","1.6"
"7617","0.16","0","0.12","""expected reproduction""","264","1","0","1","1","0","1.6"
"7611","0.16","0","0.12","""expected reproduction""","264","1","0","1","1","0","1.6"
"7614","0.16","0","0.12","""expected reproduction""","264","0","0","1","1","0","0.6"
"7613","0.16","0","0.12","""expected reproduction""","264","1","0","1","1","0","1.6"
"7618","0.16","0","0.12","""expected reproduction""","264","0","0","1","1","0","0.6"
"7615","0.16","0","0.12","""expected reproduction""","264","1","0","1","0","0","1.5"
"7616","0.16","0","0.12","""expected reproduction""","264","1","0","1","1","0","1.6"
"7612","0.16","0","0.12","""expected reproduction""","264","1","0","1","1","0","1.6"
"7620","0.16","0","0.12","""expected reproduction""","264","1","0","1","1","0","1.6"
"7619","0.16","0","0.12","""expected reproduction""","264","1","0","1","1","0","1.6"
"7621","0.16","0","0.13","""expected reproduction""","264","1","0","1","1","0","1.6"
"7622","0.16","0","0.13","""expected reproduction""","264","1","0","1","1","0","1.6"
"7623","0.16","0","0.13","""expected reproduction""","264","1","0","1","1","0","1.6"
"7624","0.16","0","0.13","""expected reproduction""","264","1","0","1","1","0","1.6"
"7625","0.16","0","0.13","""expected reproduction""","264","1","0","1","1","0","1.6"
"7626","0.16","0","0.13","""expected reproduction""","264","1","0","1","1","0","1.6"
"7627","0.16","0","0.13","""expected reproduction""","264","0","0","1","1","0","0.6"
"7631","0.16","0","0.14","""expected reproduction""","264","1","0","1","1","0","1.6"
"7628","0.16","0","0.13","""expected reproduction""","264","0","0","1","1","0","0.6"
"7629","0.16","0","0.13","""expected reproduction""","264","1","0","1","1","0","1.6"
"7630","0.16","0","0.13","""expected reproduction""","264","1","0","1","1","0","1.6"
"7632","0.16","0","0.14","""expected reproduction""","264","1","0","1","1","0","1.6"
"7633","0.16","0","0.14","""expected reproduction""","264","1","0","1","1","0","1.6"
"7634","0.16","0","0.14","""expected reproduction""","264","0","0","1","1","0","0.6"
"7635","0.16","0","0.14","""expected reproduction""","264","1","0","1","1","0","1.6"
"7636","0.16","0","0.14","""expected reproduction""","264","1","0","1","1","0","1.6"
"7637","0.16","0","0.14","""expected reproduction""","264","1","0","1","1","0","1.6"
"7638","0.16","0","0.14","""expected reproduction""","264","1","0","1","1","0","1.6"
"7639","0.16","0","0.14","""expected reproduction""","264","1","0","1","1","0","1.6"
"7640","0.16","0","0.14","""expected reproduction""","264","1","0","1","1","0","1.6"
"7641","0.16","0","0.15","""expected reproduction""","264","1","0","1","0","0","1.5"
"7643","0.16","0","0.15","""expected reproduction""","264","1","0","1","1","0","1.6"
"7642","0.16","0","0.15","""expected reproduction""","264","1","0","1","1","0","1.6"
"7646","0.16","0","0.15","""expected reproduction""","264","1","0","1","1","0","1.6"
"7644","0.16","0","0.15","""expected reproduction""","264","1","0","1","1","0","1.6"
"7648","0.16","0","0.15","""expected reproduction""","264","1","0","1","1","0","1.6"
"7647","0.16","0","0.15","""expected reproduction""","264","1","0","1","1","0","1.6"
"7645","0.16","0","0.15","""expected reproduction""","264","1","0","1","1","0","1.6"
"7650","0.16","0","0.15","""expected reproduction""","264","1","0","1","1","0","1.6"
"7649","0.16","0","0.15","""expected reproduction""","264","1","0","1","1","0","1.6"
"7652","0.16","0","0.16","""expected reproduction""","264","1","0","1","1","0","1.6"
"7653","0.16","0","0.16","""expected reproduction""","264","1","0","1","1","0","1.6"
"7651","0.16","0","0.16","""expected reproduction""","264","1","0","1","1","0","1.6"
"7654","0.16","0","0.16","""expected reproduction""","264","1","0","1","1","0","1.6"
"7655","0.16","0","0.16","""expected reproduction""","264","1","0","1","0","0","1.5"
"7656","0.16","0","0.16","""expected reproduction""","264","1","0","1","1","0","1.6"
"7657","0.16","0","0.16","""expected reproduction""","264","1","0","1","1","0","1.6"
"7658","0.16","0","0.16","""expected reproduction""","264","1","0","1","0","0","1.5"
"7660","0.16","0","0.16","""expected reproduction""","264","1","0","1","1","0","1.6"
"7659","0.16","0","0.16","""expected reproduction""","264","1","0","1","1","0","1.6"
"7661","0.16","0","0.17","""expected reproduction""","264","1","0","1","1","0","1.6"
"7666","0.16","0","0.17","""expected reproduction""","264","1","0","1","1","0","1.6"
"7662","0.16","0","0.17","""expected reproduction""","264","1","0","1","1","0","1.6"
"7665","0.16","0","0.17","""expected reproduction""","264","1","0","1","1","0","1.6"
"7664","0.16","0","0.17","""expected reproduction""","264","1","0","1","1","0","1.6"
"7667","0.16","0","0.17","""expected reproduction""","264","1","0","1","1","0","1.6"
"7668","0.16","0","0.17","""expected reproduction""","264","1","0","1","1","0","1.6"
"7663","0.16","0","0.17","""expected reproduction""","264","1","0","1","1","0","1.6"
"7669","0.16","0","0.17","""expected reproduction""","264","1","0","1","1","0","1.6"
"7672","0.16","0","0.18","""expected reproduction""","264","1","0","1","1","0","1.6"
"7670","0.16","0","0.17","""expected reproduction""","264","1","0","1","0","0","1.5"
"7671","0.16","0","0.18","""expected reproduction""","264","1","0","1","1","0","1.6"
"7674","0.16","0","0.18","""expected reproduction""","264","1","0","1","1","0","1.6"
"7673","0.16","0","0.18","""expected reproduction""","264","1","0","1","1","0","1.6"
"7675","0.16","0","0.18","""expected reproduction""","264","1","0","1","1","0","1.6"
"7677","0.16","0","0.18","""expected reproduction""","264","1","0","1","1","0","1.6"
"7676","0.16","0","0.18","""expected reproduction""","264","1","0","1","1","0","1.6"
"7678","0.16","0","0.18","""expected reproduction""","264","1","0","1","1","0","1.6"
"7681","0.16","0","0.19","""expected reproduction""","264","1","0","1","1","0","1.6"
"7682","0.16","0","0.19","""expected reproduction""","264","1","0","1","1","0","1.6"
"7680","0.16","0","0.18","""expected reproduction""","264","1","0","1","1","0","1.6"
"7679","0.16","0","0.18","""expected reproduction""","264","1","0","1","1","0","1.6"
"7684","0.16","0","0.19","""expected reproduction""","264","1","0","1","1","0","1.6"
"7685","0.16","0","0.19","""expected reproduction""","264","1","0","1","0","0","1.5"
"7687","0.16","0","0.19","""expected reproduction""","264","1","0","1","1","0","1.6"
"7683","0.16","0","0.19","""expected reproduction""","264","1","0","1","1","0","1.6"
"7686","0.16","0","0.19","""expected reproduction""","264","1","0","1","1","0","1.6"
"7688","0.16","0","0.19","""expected reproduction""","264","1","0","1","1","0","1.6"
"7690","0.16","0","0.19","""expected reproduction""","264","1","0","1","1","0","1.6"
"7689","0.16","0","0.19","""expected reproduction""","264","1","0","1","1","0","1.6"
"7691","0.16","0","0.2","""expected reproduction""","264","1","0","1","1","0","1.6"
"7694","0.16","0","0.2","""expected reproduction""","264","1","0","1","1","0","1.6"
"7692","0.16","0","0.2","""expected reproduction""","264","1","0","1","1","0","1.6"
"7693","0.16","0","0.2","""expected reproduction""","264","1","0","1","1","0","1.6"
"7695","0.16","0","0.2","""expected reproduction""","264","1","0","1","0","0","1.5"
"7696","0.16","0","0.2","""expected reproduction""","264","1","0","1","1","0","1.6"
"7697","0.16","0","0.2","""expected reproduction""","264","1","0","1","1","0","1.6"
"7700","0.16","0","0.2","""expected reproduction""","264","1","0","1","1","0","1.6"
"7699","0.16","0","0.2","""expected reproduction""","264","1","0","1","1","0","1.6"
"7698","0.16","0","0.2","""expected reproduction""","264","1","0","1","1","0","1.6"
"7701","0.16","0","0.21","""expected reproduction""","264","1","0","1","1","0","1.6"
"7702","0.16","0","0.21","""expected reproduction""","264","1","0","1","1","0","1.6"
"7703","0.16","0","0.21","""expected reproduction""","264","1","0","1","1","0","1.6"
"7704","0.16","0","0.21","""expected reproduction""","264","1","0","1","1","0","1.6"
"7705","0.16","0","0.21","""expected reproduction""","264","1","0","1","0","0","1.5"
"7707","0.16","0","0.21","""expected reproduction""","264","1","0","1","1","0","1.6"
"7706","0.16","0","0.21","""expected reproduction""","264","1","0","1","1","0","1.6"
"7708","0.16","0","0.21","""expected reproduction""","264","1","0","1","1","0","1.6"
"7709","0.16","0","0.21","""expected reproduction""","264","1","0","1","0","0","1.5"
"7710","0.16","0","0.21","""expected reproduction""","264","1","0","1","1","0","1.6"
"7712","0.16","0","0.22","""expected reproduction""","264","1","0","1","1","0","1.6"
"7711","0.16","0","0.22","""expected reproduction""","264","1","0","1","1","0","1.6"
"7714","0.16","0","0.22","""expected reproduction""","264","1","0","1","1","0","1.6"
"7715","0.16","0","0.22","""expected reproduction""","264","1","0","1","1","0","1.6"
"7713","0.16","0","0.22","""expected reproduction""","264","1","0","1","1","0","1.6"
"7716","0.16","0","0.22","""expected reproduction""","264","1","0","1","1","0","1.6"
"7718","0.16","0","0.22","""expected reproduction""","264","1","0","1","1","0","1.6"
"7717","0.16","0","0.22","""expected reproduction""","264","1","0","1","1","0","1.6"
"7719","0.16","0","0.22","""expected reproduction""","264","1","0","1","1","0","1.6"
"7720","0.16","0","0.22","""expected reproduction""","264","1","0","1","1","0","1.6"
"7721","0.16","0","0.23","""expected reproduction""","264","1","0","1","1","0","1.6"
"7724","0.16","0","0.23","""expected reproduction""","264","1","0","1","1","0","1.6"
"7723","0.16","0","0.23","""expected reproduction""","264","1","0","1","1","0","1.6"
"7722","0.16","0","0.23","""expected reproduction""","264","1","0","1","1","0","1.6"
"7725","0.16","0","0.23","""expected reproduction""","264","1","0","1","1","1","1.7"
"7726","0.16","0","0.23","""expected reproduction""","264","1","0","1","0","0","1.5"
"7727","0.16","0","0.23","""expected reproduction""","264","1","0","1","1","0","1.6"
"7729","0.16","0","0.23","""expected reproduction""","264","1","0","1","1","0","1.6"
"7728","0.16","0","0.23","""expected reproduction""","264","1","0","1","1","0","1.6"
"7730","0.16","0","0.23","""expected reproduction""","264","1","0","1","1","0","1.6"
"7731","0.16","0","0.24","""expected reproduction""","264","1","0","1","1","0","1.6"
"7732","0.16","0","0.24","""expected reproduction""","264","1","0","1","0","0","1.5"
"7734","0.16","0","0.24","""expected reproduction""","264","1","0","1","1","0","1.6"
"7735","0.16","0","0.24","""expected reproduction""","264","1","0","1","1","0","1.6"
"7733","0.16","0","0.24","""expected reproduction""","264","1","0","1","1","0","1.6"
"7737","0.16","0","0.24","""expected reproduction""","264","1","0","1","0","0","1.5"
"7736","0.16","0","0.24","""expected reproduction""","264","1","0","1","1","0","1.6"
"7739","0.16","0","0.24","""expected reproduction""","264","1","0","1","1","0","1.6"
"7738","0.16","0","0.24","""expected reproduction""","264","1","0","1","1","0","1.6"
"7741","0.16","0","0.25","""expected reproduction""","264","1","0","1","1","0","1.6"
"7743","0.16","0","0.25","""expected reproduction""","264","1","0","1","0","0","1.5"
"7742","0.16","0","0.25","""expected reproduction""","264","1","0","1","1","0","1.6"
"7740","0.16","0","0.24","""expected reproduction""","264","1","0","1","1","0","1.6"
"7745","0.16","0","0.25","""expected reproduction""","264","1","0","1","1","0","1.6"
"7746","0.16","0","0.25","""expected reproduction""","264","1","0","1","1","0","1.6"
"7744","0.16","0","0.25","""expected reproduction""","264","1","0","1","1","0","1.6"
"7747","0.16","0","0.25","""expected reproduction""","264","1","0","1","1","0","1.6"
"7748","0.16","0","0.25","""expected reproduction""","264","1","0","1","1","0","1.6"
"7756","0.16","0","0.26","""expected reproduction""","264","1","0","1","1","0","1.6"
"7750","0.16","0","0.25","""expected reproduction""","264","1","0","1","1","0","1.6"
"7751","0.16","0","0.26","""expected reproduction""","264","1","0","1","1","0","1.6"
"7749","0.16","0","0.25","""expected reproduction""","264","1","0","1","1","0","1.6"
"7753","0.16","0","0.26","""expected reproduction""","264","1","0","1","1","0","1.6"
"7754","0.16","0","0.26","""expected reproduction""","264","1","0","1","1","0","1.6"
"7752","0.16","0","0.26","""expected reproduction""","264","1","0","1","1","0","1.6"
"7755","0.16","0","0.26","""expected reproduction""","264","1","0","1","1","0","1.6"
"7758","0.16","0","0.26","""expected reproduction""","264","1","0","1","1","0","1.6"
"7757","0.16","0","0.26","""expected reproduction""","264","1","0","1","1","0","1.6"
"7761","0.16","0","0.27","""expected reproduction""","264","1","0","1","1","0","1.6"
"7762","0.16","0","0.27","""expected reproduction""","264","1","0","1","1","0","1.6"
"7759","0.16","0","0.26","""expected reproduction""","264","1","0","1","1","0","1.6"
"7764","0.16","0","0.27","""expected reproduction""","264","1","0","1","1","0","1.6"
"7760","0.16","0","0.26","""expected reproduction""","264","1","0","1","1","0","1.6"
"7765","0.16","0","0.27","""expected reproduction""","264","1","0","1","1","0","1.6"
"7763","0.16","0","0.27","""expected reproduction""","264","1","0","1","1","0","1.6"
"7769","0.16","0","0.27","""expected reproduction""","264","1","0","1","1","0","1.6"
"7767","0.16","0","0.27","""expected reproduction""","264","1","0","1","1","0","1.6"
"7768","0.16","0","0.27","""expected reproduction""","264","1","0","1","1","0","1.6"
"7766","0.16","0","0.27","""expected reproduction""","264","1","0","1","0","0","1.5"
"7770","0.16","0","0.27","""expected reproduction""","264","1","0","1","1","0","1.6"
"7771","0.16","0","0.28","""expected reproduction""","264","1","0","1","1","0","1.6"
"7773","0.16","0","0.28","""expected reproduction""","264","1","0","1","1","0","1.6"
"7772","0.16","0","0.28","""expected reproduction""","264","1","0","1","1","0","1.6"
"7775","0.16","0","0.28","""expected reproduction""","264","1","0","1","0","0","1.5"
"7774","0.16","0","0.28","""expected reproduction""","264","1","0","1","1","0","1.6"
"7776","0.16","0","0.28","""expected reproduction""","264","1","0","1","1","0","1.6"
"7777","0.16","0","0.28","""expected reproduction""","264","1","0","1","1","0","1.6"
"7778","0.16","0","0.28","""expected reproduction""","264","1","0","1","1","0","1.6"
"7780","0.16","0","0.28","""expected reproduction""","264","1","0","1","1","0","1.6"
"7779","0.16","0","0.28","""expected reproduction""","264","1","0","1","1","0","1.6"
"7782","0.16","0","0.29","""expected reproduction""","264","1","0","1","1","0","1.6"
"7784","0.16","0","0.29","""expected reproduction""","264","1","0","1","1","0","1.6"
"7781","0.16","0","0.29","""expected reproduction""","264","1","0","1","1","0","1.6"
"7786","0.16","0","0.29","""expected reproduction""","264","1","0","1","1","0","1.6"
"7783","0.16","0","0.29","""expected reproduction""","264","1","0","1","1","0","1.6"
"7785","0.16","0","0.29","""expected reproduction""","264","1","0","1","1","0","1.6"
"7788","0.16","0","0.29","""expected reproduction""","264","1","0","1","1","0","1.6"
"7787","0.16","0","0.29","""expected reproduction""","264","1","0","1","1","0","1.6"
"7789","0.16","0","0.29","""expected reproduction""","264","1","0","1","1","0","1.6"
"7790","0.16","0","0.29","""expected reproduction""","264","1","0","1","0","0","1.5"
"7792","0.16","0","0.3","""expected reproduction""","264","1","0","1","1","0","1.6"
"7791","0.16","0","0.3","""expected reproduction""","264","1","0","1","1","1","1.7"
"7794","0.16","0","0.3","""expected reproduction""","264","1","0","1","1","0","1.6"
"7795","0.16","0","0.3","""expected reproduction""","264","1","0","1","1","0","1.6"
"7793","0.16","0","0.3","""expected reproduction""","264","1","0","1","1","0","1.6"
"7796","0.16","0","0.3","""expected reproduction""","264","1","0","1","1","0","1.6"
"7797","0.16","0","0.3","""expected reproduction""","264","1","0","1","1","0","1.6"
"7798","0.16","0","0.3","""expected reproduction""","264","1","0","1","1","0","1.6"
"7799","0.16","0","0.3","""expected reproduction""","264","1","0","1","1","1","1.7"
"7801","0.16","0","0.31","""expected reproduction""","264","1","0","1","1","0","1.6"
"7800","0.16","0","0.3","""expected reproduction""","264","1","0","1","1","0","1.6"
"7804","0.16","0","0.31","""expected reproduction""","264","1","0","1","1","0","1.6"
"7802","0.16","0","0.31","""expected reproduction""","264","1","0","1","1","0","1.6"
"7805","0.16","0","0.31","""expected reproduction""","264","1","0","1","1","0","1.6"
"7803","0.16","0","0.31","""expected reproduction""","264","1","0","1","1","0","1.6"
"7806","0.16","0","0.31","""expected reproduction""","264","1","0","1","1","0","1.6"
"7807","0.16","0","0.31","""expected reproduction""","264","1","0","1","1","0","1.6"
"7808","0.16","0","0.31","""expected reproduction""","264","1","0","1","1","0","1.6"
"7809","0.16","0","0.31","""expected reproduction""","264","1","0","1","1","1","1.7"
"7810","0.16","0","0.31","""expected reproduction""","264","1","0","1","1","0","1.6"
"7811","0.16","0","0.32","""expected reproduction""","264","1","0","1","1","0","1.6"
"7812","0.16","0","0.32","""expected reproduction""","264","1","0","1","1","0","1.6"
"7814","0.16","0","0.32","""expected reproduction""","264","1","0","1","1","0","1.6"
"7815","0.16","0","0.32","""expected reproduction""","264","1","0","1","1","0","1.6"
"7813","0.16","0","0.32","""expected reproduction""","264","1","0","1","1","0","1.6"
"7816","0.16","0","0.32","""expected reproduction""","264","1","0","1","1","0","1.6"
"7817","0.16","0","0.32","""expected reproduction""","264","1","0","1","1","0","1.6"
"7819","0.16","0","0.32","""expected reproduction""","264","1","0","1","0","0","1.5"
"7818","0.16","0","0.32","""expected reproduction""","264","1","0","1","1","0","1.6"
"7822","0.16","0","0.33","""expected reproduction""","264","1","0","1","1","0","1.6"
"7820","0.16","0","0.32","""expected reproduction""","264","1","0","1","1","0","1.6"
"7821","0.16","0","0.33","""expected reproduction""","264","1","0","1","1","0","1.6"
"7823","0.16","0","0.33","""expected reproduction""","264","1","0","1","1","0","1.6"
"7825","0.16","0","0.33","""expected reproduction""","264","1","0","1","1","0","1.6"
"7824","0.16","0","0.33","""expected reproduction""","264","1","0","1","1","0","1.6"
"7827","0.16","0","0.33","""expected reproduction""","264","1","0","1","0","0","1.5"
"7826","0.16","0","0.33","""expected reproduction""","264","1","0","1","1","0","1.6"
"7828","0.16","0","0.33","""expected reproduction""","264","1","0","1","1","0","1.6"
"7831","0.16","0","0.34","""expected reproduction""","264","1","0","1","1","0","1.6"
"7829","0.16","0","0.33","""expected reproduction""","264","1","0","1","1","0","1.6"
"7830","0.16","0","0.33","""expected reproduction""","264","1","0","1","1","0","1.6"
"7832","0.16","0","0.34","""expected reproduction""","264","1","0","1","1","0","1.6"
"7833","0.16","0","0.34","""expected reproduction""","264","1","0","1","1","0","1.6"
"7835","0.16","0","0.34","""expected reproduction""","264","1","0","1","1","0","1.6"
"7834","0.16","0","0.34","""expected reproduction""","264","1","0","1","1","0","1.6"
"7837","0.16","0","0.34","""expected reproduction""","264","1","0","1","1","1","1.7"
"7836","0.16","0","0.34","""expected reproduction""","264","1","0","1","1","0","1.6"
"7840","0.16","0","0.34","""expected reproduction""","264","1","0","1","1","0","1.6"
"7838","0.16","0","0.34","""expected reproduction""","264","1","0","1","1","1","1.7"
"7839","0.16","0","0.34","""expected reproduction""","264","1","0","1","1","0","1.6"
"7841","0.16","0","0.35","""expected reproduction""","264","1","0","1","1","0","1.6"
"7842","0.16","0","0.35","""expected reproduction""","264","1","0","1","1","1","1.7"
"7843","0.16","0","0.35","""expected reproduction""","264","1","0","1","0","0","1.5"
"7844","0.16","0","0.35","""expected reproduction""","264","1","0","1","1","1","1.7"
"7846","0.16","0","0.35","""expected reproduction""","264","1","0","1","1","0","1.6"
"7845","0.16","0","0.35","""expected reproduction""","264","1","0","1","1","0","1.6"
"7847","0.16","0","0.35","""expected reproduction""","264","1","0","1","1","0","1.6"
"7848","0.16","0","0.35","""expected reproduction""","264","1","0","1","1","0","1.6"
"7849","0.16","0","0.35","""expected reproduction""","264","1","0","1","1","0","1.6"
"7850","0.16","0","0.35","""expected reproduction""","264","1","0","1","1","0","1.6"
"7851","0.16","0","0.36","""expected reproduction""","264","1","0","1","1","0","1.6"
"7852","0.16","0","0.36","""expected reproduction""","264","1","0","1","1","0","1.6"
"7853","0.16","0","0.36","""expected reproduction""","264","1","0","1","1","0","1.6"
"7854","0.16","0","0.36","""expected reproduction""","264","1","0","1","1","0","1.6"
"7856","0.16","0","0.36","""expected reproduction""","264","1","0","1","1","0","1.6"
"7855","0.16","0","0.36","""expected reproduction""","264","1","0","1","1","0","1.6"
"7858","0.16","0","0.36","""expected reproduction""","264","1","0","1","1","0","1.6"
"7857","0.16","0","0.36","""expected reproduction""","264","1","0","1","1","1","1.7"
"7859","0.16","0","0.36","""expected reproduction""","264","1","0","1","0","0","1.5"
"7861","0.16","0","0.37","""expected reproduction""","264","1","0","1","1","0","1.6"
"7862","0.16","0","0.37","""expected reproduction""","264","1","0","1","1","0","1.6"
"7860","0.16","0","0.36","""expected reproduction""","264","1","0","1","1","0","1.6"
"7863","0.16","0","0.37","""expected reproduction""","264","1","0","1","1","0","1.6"
"7865","0.16","0","0.37","""expected reproduction""","264","1","0","1","1","0","1.6"
"7864","0.16","0","0.37","""expected reproduction""","264","1","0","1","1","0","1.6"
"7866","0.16","0","0.37","""expected reproduction""","264","1","0","1","1","0","1.6"
"7868","0.16","0","0.37","""expected reproduction""","264","1","0","1","1","0","1.6"
"7867","0.16","0","0.37","""expected reproduction""","264","1","0","1","1","0","1.6"
"7869","0.16","0","0.37","""expected reproduction""","264","1","0","1","1","0","1.6"
"7877","0.16","0","0.38","""expected reproduction""","264","1","0","1","1","0","1.6"
"7873","0.16","0","0.38","""expected reproduction""","264","1","0","1","1","0","1.6"
"7870","0.16","0","0.37","""expected reproduction""","264","1","0","1","1","0","1.6"
