"BehaviorSpace results (NetLogo 6.1.0)"
"wild_dogs.nlogo"
"vary_meeting_disp_mortality_pe"
"10/29/2019 01:00:55:953 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","num-initial-packs","mean-meeting-rate","mortality-adult","mortality-disperser","years-to-simulate","carrying-capacity","mean-initial-pack-size","[step]","p-extinction","time-to-extinction"
"399","10","1","0.2","0.25","100","60","5","1","0.23","92.86"
"396","10","1","0.2","0.25","100","60","5","1","0.15","93.86"
"393","10","1","0.2","0.25","100","60","5","1","0.15","94.69"
"395","10","1","0.2","0.25","100","60","5","1","0.14","96.4"
"398","10","1","0.2","0.25","100","60","5","1","0.15","93.8"
"400","10","1","0.2","0.25","100","60","5","1","0.16","93.18"
"401","10","1","0.2","0.3","100","60","5","1","0.28","91.1"
"403","10","1","0.2","0.3","100","60","5","1","0.23","91.02"
"402","10","1","0.2","0.3","100","60","5","1","0.17","93.23"
"405","10","1","0.2","0.3","100","60","5","1","0.35","88.79"
"404","10","1","0.2","0.3","100","60","5","1","0.22","92.31"
"407","10","1","0.2","0.3","100","60","5","1","0.25","92"
"408","10","1","0.2","0.3","100","60","5","1","0.32","88.99"
"406","10","1","0.2","0.3","100","60","5","1","0.25","91.3"
"412","10","1","0.2","0.3","100","60","5","1","0.3","89.69"
"410","10","1","0.2","0.3","100","60","5","1","0.29","90.48"
"409","10","1","0.2","0.3","100","60","5","1","0.26","90.99"
"411","10","1","0.2","0.3","100","60","5","1","0.24","91.86"
"414","10","1","0.2","0.3","100","60","5","1","0.25","88.79"
"413","10","1","0.2","0.3","100","60","5","1","0.23","92.11"
"415","10","1","0.2","0.3","100","60","5","1","0.27","90.81"
"417","10","1","0.2","0.3","100","60","5","1","0.29","92.34"
"416","10","1","0.2","0.3","100","60","5","1","0.28","91.83"
"419","10","1","0.2","0.3","100","60","5","1","0.23","93.83"
"420","10","1","0.2","0.3","100","60","5","1","0.34","87.91"
"418","10","1","0.2","0.3","100","60","5","1","0.26","92.56"
"421","10","1","0.2","0.35","100","60","5","1","0.4","86.81"
"423","10","1","0.2","0.35","100","60","5","1","0.43","86.14"
"422","10","1","0.2","0.35","100","60","5","1","0.35","87.98"
"425","10","1","0.2","0.35","100","60","5","1","0.37","86.89"
"428","10","1","0.2","0.35","100","60","5","1","0.41","80.75"
"427","10","1","0.2","0.35","100","60","5","1","0.39","86.17"
"426","10","1","0.2","0.35","100","60","5","1","0.29","91.07"
"429","10","1","0.2","0.35","100","60","5","1","0.4","87.53"
"430","10","1","0.2","0.35","100","60","5","1","0.44","85.21"
"424","10","1","0.2","0.35","100","60","5","1","0.25","92.79"
"431","10","1","0.2","0.35","100","60","5","1","0.4","84.41"
"432","10","1","0.2","0.35","100","60","5","1","0.38","86.47"
"434","10","1","0.2","0.35","100","60","5","1","0.44","84.72"
"433","10","1","0.2","0.35","100","60","5","1","0.31","87.45"
"435","10","1","0.2","0.35","100","60","5","1","0.33","87.32"
"436","10","1","0.2","0.35","100","60","5","1","0.39","86.27"
"437","10","1","0.2","0.35","100","60","5","1","0.37","85.6"
"439","10","1","0.2","0.35","100","60","5","1","0.32","88.97"
"438","10","1","0.2","0.35","100","60","5","1","0.35","87.68"
"440","10","1","0.2","0.35","100","60","5","1","0.23","91.93"
"441","10","1","0.2","0.4","100","60","5","1","0.46","86.04"
"443","10","1","0.2","0.4","100","60","5","1","0.48","80.93"
"442","10","1","0.2","0.4","100","60","5","1","0.46","84.46"
"444","10","1","0.2","0.4","100","60","5","1","0.44","82.74"
"445","10","1","0.2","0.4","100","60","5","1","0.47","79.09"
"446","10","1","0.2","0.4","100","60","5","1","0.45","84.64"
"450","10","1","0.2","0.4","100","60","5","1","0.47","81.35"
"447","10","1","0.2","0.4","100","60","5","1","0.43","83.56"
"448","10","1","0.2","0.4","100","60","5","1","0.45","83.98"
"449","10","1","0.2","0.4","100","60","5","1","0.4","84.73"
"451","10","1","0.2","0.4","100","60","5","1","0.42","85.73"
"452","10","1","0.2","0.4","100","60","5","1","0.41","85.07"
"454","10","1","0.2","0.4","100","60","5","1","0.48","82.76"
"453","10","1","0.2","0.4","100","60","5","1","0.48","82.1"
"455","10","1","0.2","0.4","100","60","5","1","0.47","83.19"
"457","10","1","0.2","0.4","100","60","5","1","0.45","84.06"
"456","10","1","0.2","0.4","100","60","5","1","0.46","84.76"
"458","10","1","0.2","0.4","100","60","5","1","0.45","83.59"
"459","10","1","0.2","0.4","100","60","5","1","0.39","86.14"
"460","10","1","0.2","0.4","100","60","5","1","0.36","85.59"
"462","10","1","0.2","0.45","100","60","5","1","0.56","78.85"
"461","10","1","0.2","0.45","100","60","5","1","0.52","79.06"
"465","10","1","0.2","0.45","100","60","5","1","0.58","76.59"
"464","10","1","0.2","0.45","100","60","5","1","0.57","79.66"
"463","10","1","0.2","0.45","100","60","5","1","0.45","84.25"
"468","10","1","0.2","0.45","100","60","5","1","0.53","79.04"
"466","10","1","0.2","0.45","100","60","5","1","0.51","79.21"
"467","10","1","0.2","0.45","100","60","5","1","0.57","77.93"
"469","10","1","0.2","0.45","100","60","5","1","0.54","79.47"
"470","10","1","0.2","0.45","100","60","5","1","0.54","79.14"
"471","10","1","0.2","0.45","100","60","5","1","0.57","80.49"
"472","10","1","0.2","0.45","100","60","5","1","0.54","77.43"
"473","10","1","0.2","0.45","100","60","5","1","0.58","78.07"
"475","10","1","0.2","0.45","100","60","5","1","0.52","77.27"
"474","10","1","0.2","0.45","100","60","5","1","0.51","81.24"
"476","10","1","0.2","0.45","100","60","5","1","0.59","78.67"
"477","10","1","0.2","0.45","100","60","5","1","0.54","77.35"
"479","10","1","0.2","0.45","100","60","5","1","0.51","79.05"
"478","10","1","0.2","0.45","100","60","5","1","0.57","80.62"
"483","10","1","0.2","0.5","100","60","5","1","0.67","70.56"
"481","10","1","0.2","0.5","100","60","5","1","0.65","76.17"
"480","10","1","0.2","0.45","100","60","5","1","0.56","77.37"
"484","10","1","0.2","0.5","100","60","5","1","0.66","71.19"
"482","10","1","0.2","0.5","100","60","5","1","0.57","77.19"
"488","10","1","0.2","0.5","100","60","5","1","0.73","68.44"
"485","10","1","0.2","0.5","100","60","5","1","0.54","79.27"
"486","10","1","0.2","0.5","100","60","5","1","0.61","75.44"
"487","10","1","0.2","0.5","100","60","5","1","0.6","74.63"
"489","10","1","0.2","0.5","100","60","5","1","0.64","74.19"
"492","10","1","0.2","0.5","100","60","5","1","0.74","68.8"
"490","10","1","0.2","0.5","100","60","5","1","0.7","73.53"
"491","10","1","0.2","0.5","100","60","5","1","0.61","75.12"
"494","10","1","0.2","0.5","100","60","5","1","0.71","72.11"
"493","10","1","0.2","0.5","100","60","5","1","0.57","76.39"
"495","10","1","0.2","0.5","100","60","5","1","0.66","74.51"
"496","10","1","0.2","0.5","100","60","5","1","0.61","73.61"
"497","10","1","0.2","0.5","100","60","5","1","0.7","69.14"
"498","10","1","0.2","0.5","100","60","5","1","0.69","70.35"
"499","10","1","0.2","0.5","100","60","5","1","0.6","76.5"
"501","10","1","0.2","0.55","100","60","5","1","0.79","68.37"
"503","10","1","0.2","0.55","100","60","5","1","0.7","70.13"
"500","10","1","0.2","0.5","100","60","5","1","0.59","74.44"
"502","10","1","0.2","0.55","100","60","5","1","0.67","73.21"
"505","10","1","0.2","0.55","100","60","5","1","0.66","72.26"
"506","10","1","0.2","0.55","100","60","5","1","0.75","71.28"
"504","10","1","0.2","0.55","100","60","5","1","0.59","77.64"
"507","10","1","0.2","0.55","100","60","5","1","0.65","71.67"
"508","10","1","0.2","0.55","100","60","5","1","0.77","69.71"
"509","10","1","0.2","0.55","100","60","5","1","0.69","73.57"
"511","10","1","0.2","0.55","100","60","5","1","0.73","72.3"
"510","10","1","0.2","0.55","100","60","5","1","0.6","72.59"
"512","10","1","0.2","0.55","100","60","5","1","0.67","69.97"
"514","10","1","0.2","0.55","100","60","5","1","0.67","71.57"
"513","10","1","0.2","0.55","100","60","5","1","0.67","70.34"
"516","10","1","0.2","0.55","100","60","5","1","0.76","68.69"
"517","10","1","0.2","0.55","100","60","5","1","0.69","72.48"
"515","10","1","0.2","0.55","100","60","5","1","0.65","74.87"
"518","10","1","0.2","0.55","100","60","5","1","0.63","74.29"
"521","10","1","0.2","0.6","100","60","5","1","0.72","70.4"
"519","10","1","0.2","0.55","100","60","5","1","0.65","73.97"
"520","10","1","0.2","0.55","100","60","5","1","0.64","74.83"
"527","10","1","0.2","0.6","100","60","5","1","0.75","64.89"
"528","10","1","0.2","0.6","100","60","5","1","0.82","62.58"
"525","10","1","0.2","0.6","100","60","5","1","0.71","69.82"
"524","10","1","0.2","0.6","100","60","5","1","0.68","72.23"
"523","10","1","0.2","0.6","100","60","5","1","0.71","72.35"
"522","10","1","0.2","0.6","100","60","5","1","0.67","72.05"
"526","10","1","0.2","0.6","100","60","5","1","0.73","72.2"
"529","10","1","0.2","0.6","100","60","5","1","0.68","67.28"
"530","10","1","0.2","0.6","100","60","5","1","0.77","65.22"
"532","10","1","0.2","0.6","100","60","5","1","0.76","67.45"
"531","10","1","0.2","0.6","100","60","5","1","0.73","70.04"
"534","10","1","0.2","0.6","100","60","5","1","0.72","69.61"
"533","10","1","0.2","0.6","100","60","5","1","0.75","70.57"
"535","10","1","0.2","0.6","100","60","5","1","0.72","69.79"
"536","10","1","0.2","0.6","100","60","5","1","0.75","64.67"
"537","10","1","0.2","0.6","100","60","5","1","0.8","67.49"
"538","10","1","0.2","0.6","100","60","5","1","0.76","70.31"
"539","10","1","0.2","0.6","100","60","5","1","0.76","64.99"
"540","10","1","0.2","0.6","100","60","5","1","0.68","71.3"
"544","10","1.5","0.2","0.2","100","60","5","1","0.08","97.49"
"542","10","1.5","0.2","0.2","100","60","5","1","0.07","98.44"
"545","10","1.5","0.2","0.2","100","60","5","1","0.07","97.3"
"543","10","1.5","0.2","0.2","100","60","5","1","0.06","98.73"
"541","10","1.5","0.2","0.2","100","60","5","1","0.05","97.57"
"549","10","1.5","0.2","0.2","100","60","5","1","0.1","96.79"
"546","10","1.5","0.2","0.2","100","60","5","1","0.06","98.23"
"548","10","1.5","0.2","0.2","100","60","5","1","0.11","96.14"
"547","10","1.5","0.2","0.2","100","60","5","1","0.05","97.55"
"550","10","1.5","0.2","0.2","100","60","5","1","0.08","97.17"
"551","10","1.5","0.2","0.2","100","60","5","1","0.1","96.36"
"552","10","1.5","0.2","0.2","100","60","5","1","0.05","98.18"
"553","10","1.5","0.2","0.2","100","60","5","1","0.04","98.97"
"555","10","1.5","0.2","0.2","100","60","5","1","0.09","96.74"
"554","10","1.5","0.2","0.2","100","60","5","1","0.07","98.47"
"558","10","1.5","0.2","0.2","100","60","5","1","0.09","97.36"
"556","10","1.5","0.2","0.2","100","60","5","1","0.06","96.61"
"557","10","1.5","0.2","0.2","100","60","5","1","0.06","98.15"
"559","10","1.5","0.2","0.2","100","60","5","1","0.04","98.87"
"560","10","1.5","0.2","0.2","100","60","5","1","0.09","96.3"
"562","10","1.5","0.2","0.25","100","60","5","1","0.15","95.16"
"563","10","1.5","0.2","0.25","100","60","5","1","0.16","93.14"
"561","10","1.5","0.2","0.25","100","60","5","1","0.15","95.03"
"565","10","1.5","0.2","0.25","100","60","5","1","0.15","94.69"
"564","10","1.5","0.2","0.25","100","60","5","1","0.11","95.69"
"566","10","1.5","0.2","0.25","100","60","5","1","0.19","94.26"
"568","10","1.5","0.2","0.25","100","60","5","1","0.18","94.61"
"567","10","1.5","0.2","0.25","100","60","5","1","0.1","97.74"
"570","10","1.5","0.2","0.25","100","60","5","1","0.11","95.27"
"569","10","1.5","0.2","0.25","100","60","5","1","0.19","94.77"
"572","10","1.5","0.2","0.25","100","60","5","1","0.15","96.17"
"571","10","1.5","0.2","0.25","100","60","5","1","0.14","96.28"
"573","10","1.5","0.2","0.25","100","60","5","1","0.14","94.86"
"574","10","1.5","0.2","0.25","100","60","5","1","0.14","96.67"
"577","10","1.5","0.2","0.25","100","60","5","1","0.16","92.56"
"576","10","1.5","0.2","0.25","100","60","5","1","0.12","95.51"
"575","10","1.5","0.2","0.25","100","60","5","1","0.12","95.76"
"578","10","1.5","0.2","0.25","100","60","5","1","0.14","96.22"
"579","10","1.5","0.2","0.25","100","60","5","1","0.08","97.13"
"580","10","1.5","0.2","0.25","100","60","5","1","0.09","97.37"
"581","10","1.5","0.2","0.3","100","60","5","1","0.16","94.36"
"582","10","1.5","0.2","0.3","100","60","5","1","0.2","93.71"
"584","10","1.5","0.2","0.3","100","60","5","1","0.22","92.89"
"585","10","1.5","0.2","0.3","100","60","5","1","0.19","94.11"
"583","10","1.5","0.2","0.3","100","60","5","1","0.12","96.06"
"586","10","1.5","0.2","0.3","100","60","5","1","0.22","92.46"
"589","10","1.5","0.2","0.3","100","60","5","1","0.25","90.56"
"588","10","1.5","0.2","0.3","100","60","5","1","0.26","92.24"
"591","10","1.5","0.2","0.3","100","60","5","1","0.21","92.77"
"587","10","1.5","0.2","0.3","100","60","5","1","0.16","93.94"
"590","10","1.5","0.2","0.3","100","60","5","1","0.24","92.96"
"596","10","1.5","0.2","0.3","100","60","5","1","0.29","90.59"
"592","10","1.5","0.2","0.3","100","60","5","1","0.18","92.38"
"593","10","1.5","0.2","0.3","100","60","5","1","0.11","96.11"
"595","10","1.5","0.2","0.3","100","60","5","1","0.2","92.75"
"594","10","1.5","0.2","0.3","100","60","5","1","0.15","94.3"
"597","10","1.5","0.2","0.3","100","60","5","1","0.24","92.68"
"599","10","1.5","0.2","0.3","100","60","5","1","0.17","94.96"
"598","10","1.5","0.2","0.3","100","60","5","1","0.17","94.28"
"600","10","1.5","0.2","0.3","100","60","5","1","0.24","93.65"
"601","10","1.5","0.2","0.35","100","60","5","1","0.24","91.52"
"602","10","1.5","0.2","0.35","100","60","5","1","0.3","91.44"
"604","10","1.5","0.2","0.35","100","60","5","1","0.3","89.05"
"603","10","1.5","0.2","0.35","100","60","5","1","0.26","91.4"
"605","10","1.5","0.2","0.35","100","60","5","1","0.32","90.63"
"606","10","1.5","0.2","0.35","100","60","5","1","0.27","88.19"
"607","10","1.5","0.2","0.35","100","60","5","1","0.3","90.01"
"610","10","1.5","0.2","0.35","100","60","5","1","0.38","86.77"
"609","10","1.5","0.2","0.35","100","60","5","1","0.22","90.82"
"608","10","1.5","0.2","0.35","100","60","5","1","0.23","92.52"
"612","10","1.5","0.2","0.35","100","60","5","1","0.28","89.59"
"613","10","1.5","0.2","0.35","100","60","5","1","0.36","87.64"
"611","10","1.5","0.2","0.35","100","60","5","1","0.28","90.64"
"614","10","1.5","0.2","0.35","100","60","5","1","0.36","86.21"
"616","10","1.5","0.2","0.35","100","60","5","1","0.36","88.63"
"615","10","1.5","0.2","0.35","100","60","5","1","0.25","90.31"
"617","10","1.5","0.2","0.35","100","60","5","1","0.32","88.64"
"618","10","1.5","0.2","0.35","100","60","5","1","0.22","91.75"
"620","10","1.5","0.2","0.35","100","60","5","1","0.37","86.68"
"619","10","1.5","0.2","0.35","100","60","5","1","0.3","89.1"
"621","10","1.5","0.2","0.4","100","60","5","1","0.33","88.21"
"625","10","1.5","0.2","0.4","100","60","5","1","0.34","85.14"
"624","10","1.5","0.2","0.4","100","60","5","1","0.38","86.63"
"622","10","1.5","0.2","0.4","100","60","5","1","0.38","88.47"
"623","10","1.5","0.2","0.4","100","60","5","1","0.32","87.21"
"626","10","1.5","0.2","0.4","100","60","5","1","0.39","83.77"
"627","10","1.5","0.2","0.4","100","60","5","1","0.29","89.7"
"632","10","1.5","0.2","0.4","100","60","5","1","0.42","82.06"
"631","10","1.5","0.2","0.4","100","60","5","1","0.37","86.54"
"628","10","1.5","0.2","0.4","100","60","5","1","0.43","86.1"
"629","10","1.5","0.2","0.4","100","60","5","1","0.34","88.27"
"630","10","1.5","0.2","0.4","100","60","5","1","0.4","84.86"
"633","10","1.5","0.2","0.4","100","60","5","1","0.37","86.6"
"634","10","1.5","0.2","0.4","100","60","5","1","0.25","90.06"
"636","10","1.5","0.2","0.4","100","60","5","1","0.39","84.41"
"635","10","1.5","0.2","0.4","100","60","5","1","0.34","88.26"
"637","10","1.5","0.2","0.4","100","60","5","1","0.39","84.61"
"639","10","1.5","0.2","0.4","100","60","5","1","0.36","86.34"
"638","10","1.5","0.2","0.4","100","60","5","1","0.34","88.6"
"640","10","1.5","0.2","0.4","100","60","5","1","0.39","84.21"
"641","10","1.5","0.2","0.45","100","60","5","1","0.56","77.61"
"645","10","1.5","0.2","0.45","100","60","5","1","0.51","79.04"
"642","10","1.5","0.2","0.45","100","60","5","1","0.46","82.62"
"643","10","1.5","0.2","0.45","100","60","5","1","0.42","85.46"
"646","10","1.5","0.2","0.45","100","60","5","1","0.42","81.88"
"644","10","1.5","0.2","0.45","100","60","5","1","0.4","84.91"
"647","10","1.5","0.2","0.45","100","60","5","1","0.42","84.21"
"652","10","1.5","0.2","0.45","100","60","5","1","0.5","81.84"
"650","10","1.5","0.2","0.45","100","60","5","1","0.51","80.63"
"649","10","1.5","0.2","0.45","100","60","5","1","0.44","82.72"
"648","10","1.5","0.2","0.45","100","60","5","1","0.42","83.89"
"651","10","1.5","0.2","0.45","100","60","5","1","0.43","84.72"
"654","10","1.5","0.2","0.45","100","60","5","1","0.46","81.21"
"653","10","1.5","0.2","0.45","100","60","5","1","0.43","84.51"
"655","10","1.5","0.2","0.45","100","60","5","1","0.5","82"
"656","10","1.5","0.2","0.45","100","60","5","1","0.5","80.35"
"657","10","1.5","0.2","0.45","100","60","5","1","0.44","83.25"
"659","10","1.5","0.2","0.45","100","60","5","1","0.5","81.2"
"661","10","1.5","0.2","0.5","100","60","5","1","0.51","77.4"
"662","10","1.5","0.2","0.5","100","60","5","1","0.54","77.37"
"658","10","1.5","0.2","0.45","100","60","5","1","0.43","84.12"
"664","10","1.5","0.2","0.5","100","60","5","1","0.6","75.48"
"663","10","1.5","0.2","0.5","100","60","5","1","0.53","80.35"
"660","10","1.5","0.2","0.45","100","60","5","1","0.44","84.56"
"666","10","1.5","0.2","0.5","100","60","5","1","0.62","72.35"
"665","10","1.5","0.2","0.5","100","60","5","1","0.54","79.75"
"667","10","1.5","0.2","0.5","100","60","5","1","0.52","79.69"
"669","10","1.5","0.2","0.5","100","60","5","1","0.59","76.64"
"672","10","1.5","0.2","0.5","100","60","5","1","0.6","74.73"
"668","10","1.5","0.2","0.5","100","60","5","1","0.49","80.74"
"670","10","1.5","0.2","0.5","100","60","5","1","0.45","82.06"
"671","10","1.5","0.2","0.5","100","60","5","1","0.57","78.16"
"673","10","1.5","0.2","0.5","100","60","5","1","0.48","82.34"
"682","10","1.5","0.2","0.55","100","60","5","1","0.76","71.54"
"675","10","1.5","0.2","0.5","100","60","5","1","0.52","81.21"
"676","10","1.5","0.2","0.5","100","60","5","1","0.5","81.08"
"674","10","1.5","0.2","0.5","100","60","5","1","0.48","80.92"
"680","10","1.5","0.2","0.5","100","60","5","1","0.62","76.03"
"685","10","1.5","0.2","0.55","100","60","5","1","0.64","72.72"
"683","10","1.5","0.2","0.55","100","60","5","1","0.65","74.38"
"677","10","1.5","0.2","0.5","100","60","5","1","0.53","80.44"
"681","10","1.5","0.2","0.55","100","60","5","1","0.54","80.59"
"684","10","1.5","0.2","0.55","100","60","5","1","0.61","74.23"
"679","10","1.5","0.2","0.5","100","60","5","1","0.54","80.41"
"686","10","1.5","0.2","0.55","100","60","5","1","0.67","73.23"
"678","10","1.5","0.2","0.5","100","60","5","1","0.51","79.99"
"687","10","1.5","0.2","0.55","100","60","5","1","0.7","74.08"
"689","10","1.5","0.2","0.55","100","60","5","1","0.63","74.22"
"688","10","1.5","0.2","0.55","100","60","5","1","0.63","72.07"
"692","10","1.5","0.2","0.55","100","60","5","1","0.65","70.13"
"691","10","1.5","0.2","0.55","100","60","5","1","0.61","74.52"
"690","10","1.5","0.2","0.55","100","60","5","1","0.59","77.51"
"696","10","1.5","0.2","0.55","100","60","5","1","0.7","70.31"
"694","10","1.5","0.2","0.55","100","60","5","1","0.61","73.69"
"704","10","1.5","0.2","0.6","100","60","5","1","0.75","65.98"
"695","10","1.5","0.2","0.55","100","60","5","1","0.6","75.36"
"700","10","1.5","0.2","0.55","100","60","5","1","0.65","73.13"
"705","10","1.5","0.2","0.6","100","60","5","1","0.68","70.1"
"702","10","1.5","0.2","0.6","100","60","5","1","0.67","72.42"
"699","10","1.5","0.2","0.55","100","60","5","1","0.63","75.01"
"698","10","1.5","0.2","0.55","100","60","5","1","0.56","77.55"
"706","10","1.5","0.2","0.6","100","60","5","1","0.63","74.83"
"693","10","1.5","0.2","0.55","100","60","5","1","0.54","82.73"
"703","10","1.5","0.2","0.6","100","60","5","1","0.66","70.55"
"697","10","1.5","0.2","0.55","100","60","5","1","0.56","77.66"
"701","10","1.5","0.2","0.6","100","60","5","1","0.64","75.08"
"708","10","1.5","0.2","0.6","100","60","5","1","0.74","63.2"
"707","10","1.5","0.2","0.6","100","60","5","1","0.76","69.32"
"711","10","1.5","0.2","0.6","100","60","5","1","0.7","68.51"
"709","10","1.5","0.2","0.6","100","60","5","1","0.7","73.67"
"712","10","1.5","0.2","0.6","100","60","5","1","0.75","69.4"
"710","10","1.5","0.2","0.6","100","60","5","1","0.62","75.67"
"713","10","1.5","0.2","0.6","100","60","5","1","0.73","69.64"
"715","10","1.5","0.2","0.6","100","60","5","1","0.78","68.43"
"714","10","1.5","0.2","0.6","100","60","5","1","0.61","74.08"
"717","10","1.5","0.2","0.6","100","60","5","1","0.68","66.58"
"720","10","1.5","0.2","0.6","100","60","5","1","0.72","71.83"
"716","10","1.5","0.2","0.6","100","60","5","1","0.68","73.24"
"718","10","1.5","0.2","0.6","100","60","5","1","0.64","71.28"
"719","10","1.5","0.2","0.6","100","60","5","1","0.76","68.8"
"722","10","2","0.2","0.2","100","60","5","1","0.09","97.81"
"723","10","2","0.2","0.2","100","60","5","1","0.07","97.29"
"721","10","2","0.2","0.2","100","60","5","1","0.04","97.96"
"725","10","2","0.2","0.2","100","60","5","1","0.06","98.33"
"726","10","2","0.2","0.2","100","60","5","1","0.08","96.79"
"724","10","2","0.2","0.2","100","60","5","1","0.05","98.7"
"727","10","2","0.2","0.2","100","60","5","1","0.05","98.19"
"728","10","2","0.2","0.2","100","60","5","1","0.06","97.71"
"729","10","2","0.2","0.2","100","60","5","1","0.03","99.63"
"731","10","2","0.2","0.2","100","60","5","1","0.08","96.52"
"730","10","2","0.2","0.2","100","60","5","1","0.04","98.97"
"732","10","2","0.2","0.2","100","60","5","1","0.07","98.3"
"735","10","2","0.2","0.2","100","60","5","1","0.05","98.12"
"734","10","2","0.2","0.2","100","60","5","1","0.05","99.21"
"736","10","2","0.2","0.2","100","60","5","1","0.06","98.02"
"733","10","2","0.2","0.2","100","60","5","1","0.04","98.72"
"738","10","2","0.2","0.2","100","60","5","1","0.08","96.84"
"739","10","2","0.2","0.2","100","60","5","1","0.03","98.58"
"737","10","2","0.2","0.2","100","60","5","1","0.02","99.32"
"740","10","2","0.2","0.2","100","60","5","1","0.08","96.78"
"741","10","2","0.2","0.25","100","60","5","1","0.08","97.21"
"744","10","2","0.2","0.25","100","60","5","1","0.13","93.98"
"743","10","2","0.2","0.25","100","60","5","1","0.09","97.15"
"742","10","2","0.2","0.25","100","60","5","1","0.12","96.66"
"745","10","2","0.2","0.25","100","60","5","1","0.1","96.85"
"746","10","2","0.2","0.25","100","60","5","1","0.11","95.95"
"747","10","2","0.2","0.25","100","60","5","1","0.13","95.1"
"748","10","2","0.2","0.25","100","60","5","1","0.14","95.11"
"749","10","2","0.2","0.25","100","60","5","1","0.13","95.62"
"750","10","2","0.2","0.25","100","60","5","1","0.14","94.8"
"751","10","2","0.2","0.25","100","60","5","1","0.13","95.51"
"752","10","2","0.2","0.25","100","60","5","1","0.1","97.39"
"753","10","2","0.2","0.25","100","60","5","1","0.08","96.9"
"754","10","2","0.2","0.25","100","60","5","1","0.09","96.35"
"755","10","2","0.2","0.25","100","60","5","1","0.09","96.86"
"756","10","2","0.2","0.25","100","60","5","1","0.1","96.21"
"759","10","2","0.2","0.25","100","60","5","1","0.09","97.36"
"757","10","2","0.2","0.25","100","60","5","1","0.1","96.84"
"758","10","2","0.2","0.25","100","60","5","1","0.07","97.81"
"760","10","2","0.2","0.25","100","60","5","1","0.08","96.89"
"761","10","2","0.2","0.3","100","60","5","1","0.21","92.46"
"762","10","2","0.2","0.3","100","60","5","1","0.15","95.27"
"763","10","2","0.2","0.3","100","60","5","1","0.2","92.12"
"764","10","2","0.2","0.3","100","60","5","1","0.16","94.53"
"766","10","2","0.2","0.3","100","60","5","1","0.22","90.72"
"765","10","2","0.2","0.3","100","60","5","1","0.18","94.93"
"767","10","2","0.2","0.3","100","60","5","1","0.2","92.65"
"769","10","2","0.2","0.3","100","60","5","1","0.17","94.81"
"768","10","2","0.2","0.3","100","60","5","1","0.16","94.97"
"770","10","2","0.2","0.3","100","60","5","1","0.17","93.72"
"773","10","2","0.2","0.3","100","60","5","1","0.2","92.3"
"774","10","2","0.2","0.3","100","60","5","1","0.16","93.8"
"772","10","2","0.2","0.3","100","60","5","1","0.18","92.37"
"771","10","2","0.2","0.3","100","60","5","1","0.16","94.74"
"775","10","2","0.2","0.3","100","60","5","1","0.17","94.57"
"776","10","2","0.2","0.3","100","60","5","1","0.18","93.24"
"779","10","2","0.2","0.3","100","60","5","1","0.17","94.04"
"777","10","2","0.2","0.3","100","60","5","1","0.15","95.67"
"778","10","2","0.2","0.3","100","60","5","1","0.16","94.47"
"781","10","2","0.2","0.35","100","60","5","1","0.27","89.31"
"780","10","2","0.2","0.3","100","60","5","1","0.25","92.34"
"782","10","2","0.2","0.35","100","60","5","1","0.28","90.69"
"784","10","2","0.2","0.35","100","60","5","1","0.35","86.6"
"783","10","2","0.2","0.35","100","60","5","1","0.27","90.8"
"786","10","2","0.2","0.35","100","60","5","1","0.32","90.69"
"785","10","2","0.2","0.35","100","60","5","1","0.21","93.13"
"787","10","2","0.2","0.35","100","60","5","1","0.24","92"
"789","10","2","0.2","0.35","100","60","5","1","0.24","92.34"
"788","10","2","0.2","0.35","100","60","5","1","0.18","92.06"
"790","10","2","0.2","0.35","100","60","5","1","0.23","92.58"
"792","10","2","0.2","0.35","100","60","5","1","0.27","90.66"
"791","10","2","0.2","0.35","100","60","5","1","0.21","93.74"
"795","10","2","0.2","0.35","100","60","5","1","0.26","91.88"
"793","10","2","0.2","0.35","100","60","5","1","0.22","92.8"
"796","10","2","0.2","0.35","100","60","5","1","0.24","90.46"
"794","10","2","0.2","0.35","100","60","5","1","0.19","93.18"
"797","10","2","0.2","0.35","100","60","5","1","0.28","88.76"
"798","10","2","0.2","0.35","100","60","5","1","0.2","93.67"
"799","10","2","0.2","0.35","100","60","5","1","0.24","92.59"
"800","10","2","0.2","0.35","100","60","5","1","0.15","95"
"802","10","2","0.2","0.4","100","60","5","1","0.35","87.99"
"803","10","2","0.2","0.4","100","60","5","1","0.3","84.98"
"801","10","2","0.2","0.4","100","60","5","1","0.3","89.09"
"804","10","2","0.2","0.4","100","60","5","1","0.33","90.13"
"805","10","2","0.2","0.4","100","60","5","1","0.3","88.85"
"806","10","2","0.2","0.4","100","60","5","1","0.29","89.96"
"807","10","2","0.2","0.4","100","60","5","1","0.26","90.38"
"809","10","2","0.2","0.4","100","60","5","1","0.37","84.29"
"808","10","2","0.2","0.4","100","60","5","1","0.36","87.97"
"813","10","2","0.2","0.4","100","60","5","1","0.34","86.31"
"811","10","2","0.2","0.4","100","60","5","1","0.32","88.38"
"810","10","2","0.2","0.4","100","60","5","1","0.29","89.17"
"812","10","2","0.2","0.4","100","60","5","1","0.33","86.71"
"815","10","2","0.2","0.4","100","60","5","1","0.33","86"
