"BehaviorSpace results (NetLogo 6.1.0)"
"wild_dogs.nlogo"
"vary_initialization"
"10/29/2019 00:36:56:900 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","num-initial-packs","mean-meeting-rate","mortality-adult","mortality-disperser","years-to-simulate","carrying-capacity","mean-initial-pack-size","[step]","ticks","extinct?"
"487","2","1","0.2","0.44","100","60","10","58","58","true"
"486","2","1","0.2","0.44","100","60","10","46","46","true"
"501","4","1","0.2","0.44","100","60","2","16","16","true"
"502","4","1","0.2","0.44","100","60","2","3","3","true"
"483","2","1","0.2","0.44","100","60","10","84","84","true"
"463","2","1","0.2","0.44","100","60","10","100","100","false"
"481","2","1","0.2","0.44","100","60","10","94","94","true"
"506","4","1","0.2","0.44","100","60","2","10","10","true"
"507","4","1","0.2","0.44","100","60","2","10","10","true"
"474","2","1","0.2","0.44","100","60","10","100","100","false"
"509","4","1","0.2","0.44","100","60","2","24","24","true"
"510","4","1","0.2","0.44","100","60","2","16","16","true"
"511","4","1","0.2","0.44","100","60","2","9","9","true"
"478","2","1","0.2","0.44","100","60","10","100","100","false"
"479","2","1","0.2","0.44","100","60","10","100","100","false"
"484","2","1","0.2","0.44","100","60","10","100","100","false"
"504","4","1","0.2","0.44","100","60","2","41","41","true"
"512","4","1","0.2","0.44","100","60","2","31","31","true"
"517","4","1","0.2","0.44","100","60","2","11","11","true"
"518","4","1","0.2","0.44","100","60","2","9","9","true"
"519","4","1","0.2","0.44","100","60","2","9","9","true"
"520","4","1","0.2","0.44","100","60","2","14","14","true"
"521","4","1","0.2","0.44","100","60","2","8","8","true"
"508","4","1","0.2","0.44","100","60","2","37","37","true"
"491","2","1","0.2","0.44","100","60","10","72","72","true"
"524","4","1","0.2","0.44","100","60","2","8","8","true"
"525","4","1","0.2","0.44","100","60","2","22","22","true"
"503","4","1","0.2","0.44","100","60","2","53","53","true"
"513","4","1","0.2","0.44","100","60","2","59","59","true"
"488","2","1","0.2","0.44","100","60","10","100","100","false"
"529","4","1","0.2","0.44","100","60","2","7","7","true"
"516","4","1","0.2","0.44","100","60","2","73","73","true"
"495","2","1","0.2","0.44","100","60","10","89","89","true"
"532","4","1","0.2","0.44","100","60","2","13","13","true"
"533","4","1","0.2","0.44","100","60","2","12","12","true"
"523","4","1","0.2","0.44","100","60","2","45","45","true"
"490","2","1","0.2","0.44","100","60","10","100","100","false"
"500","2","1","0.2","0.44","100","60","10","62","62","true"
"482","2","1","0.2","0.44","100","60","10","100","100","false"
"496","2","1","0.2","0.44","100","60","10","100","100","false"
"528","4","1","0.2","0.44","100","60","2","43","43","true"
"535","4","1","0.2","0.44","100","60","2","35","35","true"
"537","4","1","0.2","0.44","100","60","2","26","26","true"
"499","2","1","0.2","0.44","100","60","10","100","100","false"
"534","4","1","0.2","0.44","100","60","2","49","49","true"
"541","4","1","0.2","0.44","100","60","2","37","37","true"
"542","4","1","0.2","0.44","100","60","2","18","18","true"
"530","4","1","0.2","0.44","100","60","2","49","49","true"
"526","4","1","0.2","0.44","100","60","2","93","93","true"
"545","4","1","0.2","0.44","100","60","2","20","20","true"
"536","4","1","0.2","0.44","100","60","2","39","39","true"
"489","2","1","0.2","0.44","100","60","10","100","100","false"
"550","4","1","0.2","0.44","100","60","2","12","12","true"
"552","4","1","0.2","0.44","100","60","2","5","5","true"
"543","4","1","0.2","0.44","100","60","2","19","19","true"
"493","2","1","0.2","0.44","100","60","10","100","100","false"
"505","4","1","0.2","0.44","100","60","2","100","100","false"
"497","2","1","0.2","0.44","100","60","10","100","100","false"
"551","4","1","0.2","0.44","100","60","2","16","16","true"
"558","4","1","0.2","0.44","100","60","2","13","13","true"
"531","4","1","0.2","0.44","100","60","2","100","100","false"
"560","4","1","0.2","0.44","100","60","2","14","14","true"
"549","4","1","0.2","0.44","100","60","2","47","47","true"
"515","4","1","0.2","0.44","100","60","2","100","100","false"
"563","4","1","0.2","0.44","100","60","2","28","28","true"
"564","4","1","0.2","0.44","100","60","2","14","14","true"
"527","4","1","0.2","0.44","100","60","2","63","63","true"
"498","2","1","0.2","0.44","100","60","10","100","100","false"
"565","4","1","0.2","0.44","100","60","2","13","13","true"
"522","4","1","0.2","0.44","100","60","2","92","92","true"
"561","4","1","0.2","0.44","100","60","2","37","37","true"
"568","4","1","0.2","0.44","100","60","2","11","11","true"
"562","4","1","0.2","0.44","100","60","2","27","27","true"
"554","4","1","0.2","0.44","100","60","2","47","47","true"
"540","4","1","0.2","0.44","100","60","2","100","100","false"
"514","4","1","0.2","0.44","100","60","2","100","100","false"
"553","4","1","0.2","0.44","100","60","2","50","50","true"
"571","4","1","0.2","0.44","100","60","2","26","26","true"
"577","4","1","0.2","0.44","100","60","2","5","5","true"
"578","4","1","0.2","0.44","100","60","2","10","10","true"
"570","4","1","0.2","0.44","100","60","2","26","26","true"
"579","4","1","0.2","0.44","100","60","2","21","21","true"
"581","4","1","0.2","0.44","100","60","2","13","13","true"
"539","4","1","0.2","0.44","100","60","2","100","100","false"
"583","4","1","0.2","0.44","100","60","2","13","13","true"
"584","4","1","0.2","0.44","100","60","2","22","22","true"
"585","4","1","0.2","0.44","100","60","2","13","13","true"
"555","4","1","0.2","0.44","100","60","2","96","96","true"
"582","4","1","0.2","0.44","100","60","2","16","16","true"
"587","4","1","0.2","0.44","100","60","2","12","12","true"
"586","4","1","0.2","0.44","100","60","2","18","18","true"
"580","4","1","0.2","0.44","100","60","2","29","29","true"
"589","4","1","0.2","0.44","100","60","2","14","14","true"
"592","4","1","0.2","0.44","100","60","2","4","4","true"
"590","4","1","0.2","0.44","100","60","2","12","12","true"
"548","4","1","0.2","0.44","100","60","2","92","92","true"
"557","4","1","0.2","0.44","100","60","2","89","89","true"
"596","4","1","0.2","0.44","100","60","2","9","9","true"
"574","4","1","0.2","0.44","100","60","2","54","54","true"
"556","4","1","0.2","0.44","100","60","2","82","82","true"
"599","4","1","0.2","0.44","100","60","2","10","10","true"
"593","4","1","0.2","0.44","100","60","2","23","23","true"
"569","4","1","0.2","0.44","100","60","2","76","76","true"
"546","4","1","0.2","0.44","100","60","2","100","100","false"
"600","4","1","0.2","0.44","100","60","2","12","12","true"
"573","4","1","0.2","0.44","100","60","2","69","69","true"
"598","4","1","0.2","0.44","100","60","2","25","25","true"
"576","4","1","0.2","0.44","100","60","2","51","51","true"
"538","4","1","0.2","0.44","100","60","2","100","100","false"
"572","4","1","0.2","0.44","100","60","2","48","48","true"
"595","4","1","0.2","0.44","100","60","2","36","36","true"
"604","4","1","0.2","0.44","100","60","4","26","26","true"
"547","4","1","0.2","0.44","100","60","2","100","100","false"
"601","4","1","0.2","0.44","100","60","4","27","27","true"
"544","4","1","0.2","0.44","100","60","2","100","100","false"
"566","4","1","0.2","0.44","100","60","2","100","100","false"
"588","4","1","0.2","0.44","100","60","2","96","96","true"
"597","4","1","0.2","0.44","100","60","2","81","81","true"
"559","4","1","0.2","0.44","100","60","2","100","100","false"
"591","4","1","0.2","0.44","100","60","2","85","85","true"
"607","4","1","0.2","0.44","100","60","4","44","44","true"
"609","4","1","0.2","0.44","100","60","4","41","41","true"
"605","4","1","0.2","0.44","100","60","4","50","50","true"
"594","4","1","0.2","0.44","100","60","2","100","100","false"
"619","4","1","0.2","0.44","100","60","4","67","67","true"
"613","4","1","0.2","0.44","100","60","4","56","56","true"
"567","4","1","0.2","0.44","100","60","2","100","100","false"
"602","4","1","0.2","0.44","100","60","4","53","53","true"
"611","4","1","0.2","0.44","100","60","4","70","70","true"
"616","4","1","0.2","0.44","100","60","4","50","50","true"
"603","4","1","0.2","0.44","100","60","4","69","69","true"
"621","4","1","0.2","0.44","100","60","4","54","54","true"
"618","4","1","0.2","0.44","100","60","4","68","68","true"
"629","4","1","0.2","0.44","100","60","4","27","27","true"
"575","4","1","0.2","0.44","100","60","2","100","100","false"
"624","4","1","0.2","0.44","100","60","4","56","56","true"
"615","4","1","0.2","0.44","100","60","4","81","81","true"
"608","4","1","0.2","0.44","100","60","4","100","100","false"
"614","4","1","0.2","0.44","100","60","4","100","100","false"
"606","4","1","0.2","0.44","100","60","4","100","100","false"
"631","4","1","0.2","0.44","100","60","4","32","32","true"
"628","4","1","0.2","0.44","100","60","4","54","54","true"
"610","4","1","0.2","0.44","100","60","4","100","100","false"
"620","4","1","0.2","0.44","100","60","4","100","100","false"
"633","4","1","0.2","0.44","100","60","4","43","43","true"
"617","4","1","0.2","0.44","100","60","4","100","100","false"
"637","4","1","0.2","0.44","100","60","4","62","62","true"
"612","4","1","0.2","0.44","100","60","4","100","100","false"
"643","4","1","0.2","0.44","100","60","4","23","23","true"
"648","4","1","0.2","0.44","100","60","4","19","19","true"
"649","4","1","0.2","0.44","100","60","4","7","7","true"
"626","4","1","0.2","0.44","100","60","4","100","100","false"
"632","4","1","0.2","0.44","100","60","4","76","76","true"
"623","4","1","0.2","0.44","100","60","4","100","100","false"
"622","4","1","0.2","0.44","100","60","4","100","100","false"
"644","4","1","0.2","0.44","100","60","4","31","31","true"
"653","4","1","0.2","0.44","100","60","4","28","28","true"
"640","4","1","0.2","0.44","100","60","4","87","87","true"
"635","4","1","0.2","0.44","100","60","4","100","100","false"
"627","4","1","0.2","0.44","100","60","4","100","100","false"
"630","4","1","0.2","0.44","100","60","4","100","100","false"
"654","4","1","0.2","0.44","100","60","4","28","28","true"
"641","4","1","0.2","0.44","100","60","4","93","93","true"
"652","4","1","0.2","0.44","100","60","4","48","48","true"
"638","4","1","0.2","0.44","100","60","4","100","100","false"
"625","4","1","0.2","0.44","100","60","4","100","100","false"
"642","4","1","0.2","0.44","100","60","4","94","94","true"
"639","4","1","0.2","0.44","100","60","4","100","100","false"
"634","4","1","0.2","0.44","100","60","4","100","100","false"
"636","4","1","0.2","0.44","100","60","4","100","100","false"
"663","4","1","0.2","0.44","100","60","4","52","52","true"
"645","4","1","0.2","0.44","100","60","4","81","81","true"
"658","4","1","0.2","0.44","100","60","4","88","88","true"
"662","4","1","0.2","0.44","100","60","4","69","69","true"
"646","4","1","0.2","0.44","100","60","4","70","70","true"
"657","4","1","0.2","0.44","100","60","4","69","69","true"
"660","4","1","0.2","0.44","100","60","4","57","57","true"
"666","4","1","0.2","0.44","100","60","4","62","62","true"
"647","4","1","0.2","0.44","100","60","4","100","100","false"
"651","4","1","0.2","0.44","100","60","4","100","100","false"
"656","4","1","0.2","0.44","100","60","4","92","92","true"
"670","4","1","0.2","0.44","100","60","4","46","46","true"
"675","4","1","0.2","0.44","100","60","4","32","32","true"
"668","4","1","0.2","0.44","100","60","4","100","100","false"
"672","4","1","0.2","0.44","100","60","4","72","72","true"
"673","4","1","0.2","0.44","100","60","4","59","59","true"
"683","4","1","0.2","0.44","100","60","4","26","26","true"
"655","4","1","0.2","0.44","100","60","4","100","100","false"
"650","4","1","0.2","0.44","100","60","4","100","100","false"
"667","4","1","0.2","0.44","100","60","4","100","100","false"
"686","4","1","0.2","0.44","100","60","4","29","29","true"
"671","4","1","0.2","0.44","100","60","4","83","83","true"
"679","4","1","0.2","0.44","100","60","4","68","68","true"
"665","4","1","0.2","0.44","100","60","4","100","100","false"
"674","4","1","0.2","0.44","100","60","4","84","84","true"
"681","4","1","0.2","0.44","100","60","4","69","69","true"
"689","4","1","0.2","0.44","100","60","4","34","34","true"
"688","4","1","0.2","0.44","100","60","4","27","27","true"
"661","4","1","0.2","0.44","100","60","4","100","100","false"
"659","4","1","0.2","0.44","100","60","4","100","100","false"
"678","4","1","0.2","0.44","100","60","4","74","74","true"
"684","4","1","0.2","0.44","100","60","4","43","43","true"
"664","4","1","0.2","0.44","100","60","4","100","100","false"
"696","4","1","0.2","0.44","100","60","4","33","33","true"
"690","4","1","0.2","0.44","100","60","4","63","63","true"
"669","4","1","0.2","0.44","100","60","4","100","100","false"
"701","4","1","0.2","0.44","100","60","6","45","45","true"
"695","4","1","0.2","0.44","100","60","4","43","43","true"
"680","4","1","0.2","0.44","100","60","4","100","100","false"
"685","4","1","0.2","0.44","100","60","4","79","79","true"
"705","4","1","0.2","0.44","100","60","6","27","27","true"
"699","4","1","0.2","0.44","100","60","4","75","75","true"
"704","4","1","0.2","0.44","100","60","6","59","59","true"
"693","4","1","0.2","0.44","100","60","4","77","77","true"
"677","4","1","0.2","0.44","100","60","4","100","100","false"
"694","4","1","0.2","0.44","100","60","4","77","77","true"
"691","4","1","0.2","0.44","100","60","4","89","89","true"
"692","4","1","0.2","0.44","100","60","4","100","100","false"
"706","4","1","0.2","0.44","100","60","6","46","46","true"
"697","4","1","0.2","0.44","100","60","4","100","100","false"
"703","4","1","0.2","0.44","100","60","6","95","95","true"
"682","4","1","0.2","0.44","100","60","4","100","100","false"
"676","4","1","0.2","0.44","100","60","4","100","100","false"
"717","4","1","0.2","0.44","100","60","6","25","25","true"
"700","4","1","0.2","0.44","100","60","4","100","100","false"
"721","4","1","0.2","0.44","100","60","6","23","23","true"
"710","4","1","0.2","0.44","100","60","6","85","85","true"
"707","4","1","0.2","0.44","100","60","6","89","89","true"
"687","4","1","0.2","0.44","100","60","4","100","100","false"
"712","4","1","0.2","0.44","100","60","6","47","47","true"
"698","4","1","0.2","0.44","100","60","4","100","100","false"
"716","4","1","0.2","0.44","100","60","6","74","74","true"
"702","4","1","0.2","0.44","100","60","6","100","100","false"
"718","4","1","0.2","0.44","100","60","6","78","78","true"
"713","4","1","0.2","0.44","100","60","6","67","67","true"
"714","4","1","0.2","0.44","100","60","6","100","100","false"
"708","4","1","0.2","0.44","100","60","6","100","100","false"
"728","4","1","0.2","0.44","100","60","6","65","65","true"
"719","4","1","0.2","0.44","100","60","6","97","97","true"
"732","4","1","0.2","0.44","100","60","6","92","92","true"
"723","4","1","0.2","0.44","100","60","6","99","99","true"
"709","4","1","0.2","0.44","100","60","6","100","100","false"
"733","4","1","0.2","0.44","100","60","6","74","74","true"
"727","4","1","0.2","0.44","100","60","6","68","68","true"
"720","4","1","0.2","0.44","100","60","6","100","100","false"
"724","4","1","0.2","0.44","100","60","6","100","100","false"
"736","4","1","0.2","0.44","100","60","6","50","50","true"
"726","4","1","0.2","0.44","100","60","6","100","100","false"
"725","4","1","0.2","0.44","100","60","6","89","89","true"
"729","4","1","0.2","0.44","100","60","6","100","100","false"
"739","4","1","0.2","0.44","100","60","6","37","37","true"
"749","4","1","0.2","0.44","100","60","6","22","22","true"
"711","4","1","0.2","0.44","100","60","6","100","100","false"
"715","4","1","0.2","0.44","100","60","6","100","100","false"
"722","4","1","0.2","0.44","100","60","6","100","100","false"
"738","4","1","0.2","0.44","100","60","6","58","58","true"
"730","4","1","0.2","0.44","100","60","6","100","100","false"
"742","4","1","0.2","0.44","100","60","6","72","72","true"
"735","4","1","0.2","0.44","100","60","6","100","100","false"
"740","4","1","0.2","0.44","100","60","6","74","74","true"
"744","4","1","0.2","0.44","100","60","6","100","100","false"
"754","4","1","0.2","0.44","100","60","6","46","46","true"
"734","4","1","0.2","0.44","100","60","6","100","100","false"
"731","4","1","0.2","0.44","100","60","6","100","100","false"
"758","4","1","0.2","0.44","100","60","6","67","67","true"
"737","4","1","0.2","0.44","100","60","6","100","100","false"
"752","4","1","0.2","0.44","100","60","6","68","68","true"
"743","4","1","0.2","0.44","100","60","6","100","100","false"
"759","4","1","0.2","0.44","100","60","6","50","50","true"
"748","4","1","0.2","0.44","100","60","6","100","100","false"
"753","4","1","0.2","0.44","100","60","6","99","99","true"
"747","4","1","0.2","0.44","100","60","6","94","94","true"
"751","4","1","0.2","0.44","100","60","6","100","100","false"
"741","4","1","0.2","0.44","100","60","6","100","100","false"
"750","4","1","0.2","0.44","100","60","6","100","100","false"
"745","4","1","0.2","0.44","100","60","6","100","100","false"
"771","4","1","0.2","0.44","100","60","6","18","18","true"
"763","4","1","0.2","0.44","100","60","6","71","71","true"
"772","4","1","0.2","0.44","100","60","6","18","18","true"
"756","4","1","0.2","0.44","100","60","6","100","100","false"
"770","4","1","0.2","0.44","100","60","6","51","51","true"
"755","4","1","0.2","0.44","100","60","6","100","100","false"
"746","4","1","0.2","0.44","100","60","6","100","100","false"
"764","4","1","0.2","0.44","100","60","6","84","84","true"
"766","4","1","0.2","0.44","100","60","6","100","100","false"
"762","4","1","0.2","0.44","100","60","6","99","99","true"
"760","4","1","0.2","0.44","100","60","6","100","100","false"
"774","4","1","0.2","0.44","100","60","6","67","67","true"
"757","4","1","0.2","0.44","100","60","6","100","100","false"
"768","4","1","0.2","0.44","100","60","6","59","59","true"
"775","4","1","0.2","0.44","100","60","6","49","49","true"
"781","4","1","0.2","0.44","100","60","6","53","53","true"
"785","4","1","0.2","0.44","100","60","6","38","38","true"
"786","4","1","0.2","0.44","100","60","6","38","38","true"
"783","4","1","0.2","0.44","100","60","6","76","76","true"
"767","4","1","0.2","0.44","100","60","6","100","100","false"
"761","4","1","0.2","0.44","100","60","6","100","100","false"
"765","4","1","0.2","0.44","100","60","6","100","100","false"
"778","4","1","0.2","0.44","100","60","6","100","100","false"
"788","4","1","0.2","0.44","100","60","6","60","60","true"
"793","4","1","0.2","0.44","100","60","6","33","33","true"
"776","4","1","0.2","0.44","100","60","6","100","100","false"
"798","4","1","0.2","0.44","100","60","6","19","19","true"
"792","4","1","0.2","0.44","100","60","6","58","58","true"
"782","4","1","0.2","0.44","100","60","6","82","82","true"
"769","4","1","0.2","0.44","100","60","6","100","100","false"
"777","4","1","0.2","0.44","100","60","6","100","100","false"
"794","4","1","0.2","0.44","100","60","6","62","62","true"
"773","4","1","0.2","0.44","100","60","6","100","100","false"
"780","4","1","0.2","0.44","100","60","6","100","100","false"
"779","4","1","0.2","0.44","100","60","6","100","100","false"
"784","4","1","0.2","0.44","100","60","6","100","100","false"
"800","4","1","0.2","0.44","100","60","6","65","65","true"
"796","4","1","0.2","0.44","100","60","6","68","68","true"
"807","4","1","0.2","0.44","100","60","8","44","44","true"
"787","4","1","0.2","0.44","100","60","6","100","100","false"
"790","4","1","0.2","0.44","100","60","6","100","100","false"
"809","4","1","0.2","0.44","100","60","8","53","53","true"
"797","4","1","0.2","0.44","100","60","6","100","100","false"
"799","4","1","0.2","0.44","100","60","6","100","100","false"
"810","4","1","0.2","0.44","100","60","8","62","62","true"
"802","4","1","0.2","0.44","100","60","8","91","91","true"
"804","4","1","0.2","0.44","100","60","8","100","100","false"
"812","4","1","0.2","0.44","100","60","8","43","43","true"
"808","4","1","0.2","0.44","100","60","8","74","74","true"
"791","4","1","0.2","0.44","100","60","6","100","100","false"
"789","4","1","0.2","0.44","100","60","6","100","100","false"
"801","4","1","0.2","0.44","100","60","8","100","100","false"
"820","4","1","0.2","0.44","100","60","8","25","25","true"
"818","4","1","0.2","0.44","100","60","8","40","40","true"
"817","4","1","0.2","0.44","100","60","8","48","48","true"
"803","4","1","0.2","0.44","100","60","8","100","100","false"
"795","4","1","0.2","0.44","100","60","6","100","100","false"
"826","4","1","0.2","0.44","100","60","8","27","27","true"
"805","4","1","0.2","0.44","100","60","8","100","100","false"
"824","4","1","0.2","0.44","100","60","8","80","80","true"
"835","4","1","0.2","0.44","100","60","8","7","7","true"
"821","4","1","0.2","0.44","100","60","8","73","73","true"
"823","4","1","0.2","0.44","100","60","8","58","58","true"
"806","4","1","0.2","0.44","100","60","8","100","100","false"
"825","4","1","0.2","0.44","100","60","8","77","77","true"
"822","4","1","0.2","0.44","100","60","8","67","67","true"
"829","4","1","0.2","0.44","100","60","8","83","83","true"
"834","4","1","0.2","0.44","100","60","8","55","55","true"
"811","4","1","0.2","0.44","100","60","8","100","100","false"
"816","4","1","0.2","0.44","100","60","8","100","100","false"
"815","4","1","0.2","0.44","100","60","8","87","87","true"
"831","4","1","0.2","0.44","100","60","8","100","100","false"
"814","4","1","0.2","0.44","100","60","8","100","100","false"
"833","4","1","0.2","0.44","100","60","8","55","55","true"
"827","4","1","0.2","0.44","100","60","8","100","100","false"
"844","4","1","0.2","0.44","100","60","8","35","35","true"
"837","4","1","0.2","0.44","100","60","8","61","61","true"
"832","4","1","0.2","0.44","100","60","8","79","79","true"
"813","4","1","0.2","0.44","100","60","8","100","100","false"
"846","4","1","0.2","0.44","100","60","8","39","39","true"
"848","4","1","0.2","0.44","100","60","8","27","27","true"
"830","4","1","0.2","0.44","100","60","8","100","100","false"
"842","4","1","0.2","0.44","100","60","8","51","51","true"
"839","4","1","0.2","0.44","100","60","8","63","63","true"
"819","4","1","0.2","0.44","100","60","8","100","100","false"
"851","4","1","0.2","0.44","100","60","8","42","42","true"
"828","4","1","0.2","0.44","100","60","8","100","100","false"
"840","4","1","0.2","0.44","100","60","8","71","71","true"
"838","4","1","0.2","0.44","100","60","8","95","95","true"
"853","4","1","0.2","0.44","100","60","8","67","67","true"
"850","4","1","0.2","0.44","100","60","8","100","100","false"
"849","4","1","0.2","0.44","100","60","8","80","80","true"
"836","4","1","0.2","0.44","100","60","8","100","100","false"
"859","4","1","0.2","0.44","100","60","8","100","100","false"
"847","4","1","0.2","0.44","100","60","8","100","100","false"
"852","4","1","0.2","0.44","100","60","8","100","100","false"
"845","4","1","0.2","0.44","100","60","8","100","100","false"
"861","4","1","0.2","0.44","100","60","8","100","100","false"
"858","4","1","0.2","0.44","100","60","8","100","100","false"
"856","4","1","0.2","0.44","100","60","8","95","95","true"
"869","4","1","0.2","0.44","100","60","8","46","46","true"
"854","4","1","0.2","0.44","100","60","8","100","100","false"
"841","4","1","0.2","0.44","100","60","8","100","100","false"
"855","4","1","0.2","0.44","100","60","8","100","100","false"
"866","4","1","0.2","0.44","100","60","8","57","57","true"
"843","4","1","0.2","0.44","100","60","8","100","100","false"
"860","4","1","0.2","0.44","100","60","8","100","100","false"
"872","4","1","0.2","0.44","100","60","8","39","39","true"
"871","4","1","0.2","0.44","100","60","8","47","47","true"
"857","4","1","0.2","0.44","100","60","8","100","100","false"
"877","4","1","0.2","0.44","100","60","8","38","38","true"
"863","4","1","0.2","0.44","100","60","8","100","100","false"
"862","4","1","0.2","0.44","100","60","8","100","100","false"
"882","4","1","0.2","0.44","100","60","8","38","38","true"
"864","4","1","0.2","0.44","100","60","8","100","100","false"
"867","4","1","0.2","0.44","100","60","8","100","100","false"
"883","4","1","0.2","0.44","100","60","8","33","33","true"
"889","4","1","0.2","0.44","100","60","8","31","31","true"
"880","4","1","0.2","0.44","100","60","8","66","66","true"
"887","4","1","0.2","0.44","100","60","8","48","48","true"
"879","4","1","0.2","0.44","100","60","8","67","67","true"
"884","4","1","0.2","0.44","100","60","8","61","61","true"
"873","4","1","0.2","0.44","100","60","8","100","100","false"
"865","4","1","0.2","0.44","100","60","8","97","97","true"
"890","4","1","0.2","0.44","100","60","8","49","49","true"
"868","4","1","0.2","0.44","100","60","8","100","100","false"
"878","4","1","0.2","0.44","100","60","8","100","100","false"
"895","4","1","0.2","0.44","100","60","8","42","42","true"
"894","4","1","0.2","0.44","100","60","8","33","33","true"
"874","4","1","0.2","0.44","100","60","8","100","100","false"
"875","4","1","0.2","0.44","100","60","8","100","100","false"
"886","4","1","0.2","0.44","100","60","8","73","73","true"
"870","4","1","0.2","0.44","100","60","8","100","100","false"
"881","4","1","0.2","0.44","100","60","8","100","100","false"
"885","4","1","0.2","0.44","100","60","8","100","100","false"
"905","4","1","0.2","0.44","100","60","10","42","42","true"
"876","4","1","0.2","0.44","100","60","8","100","100","false"
"898","4","1","0.2","0.44","100","60","8","70","70","true"
"892","4","1","0.2","0.44","100","60","8","100","100","false"
"896","4","1","0.2","0.44","100","60","8","70","70","true"
"893","4","1","0.2","0.44","100","60","8","90","90","true"
"911","4","1","0.2","0.44","100","60","10","40","40","true"
"888","4","1","0.2","0.44","100","60","8","100","100","false"
"897","4","1","0.2","0.44","100","60","8","100","100","false"
"906","4","1","0.2","0.44","100","60","10","73","73","true"
"914","4","1","0.2","0.44","100","60","10","40","40","true"
"909","4","1","0.2","0.44","100","60","10","50","50","true"
"900","4","1","0.2","0.44","100","60","8","77","77","true"
"912","4","1","0.2","0.44","100","60","10","35","35","true"
"908","4","1","0.2","0.44","100","60","10","85","85","true"
"901","4","1","0.2","0.44","100","60","10","68","68","true"
"910","4","1","0.2","0.44","100","60","10","77","77","true"
"904","4","1","0.2","0.44","100","60","10","79","79","true"
"915","4","1","0.2","0.44","100","60","10","37","37","true"
"891","4","1","0.2","0.44","100","60","8","100","100","false"
"917","4","1","0.2","0.44","100","60","10","39","39","true"
"924","4","1","0.2","0.44","100","60","10","22","22","true"
"899","4","1","0.2","0.44","100","60","8","100","100","false"
"929","4","1","0.2","0.44","100","60","10","20","20","true"
"907","4","1","0.2","0.44","100","60","10","73","73","true"
"902","4","1","0.2","0.44","100","60","10","100","100","false"
"927","4","1","0.2","0.44","100","60","10","77","77","true"
"913","4","1","0.2","0.44","100","60","10","100","100","false"
"934","4","1","0.2","0.44","100","60","10","41","41","true"
"930","4","1","0.2","0.44","100","60","10","68","68","true"
"903","4","1","0.2","0.44","100","60","10","100","100","false"
"926","4","1","0.2","0.44","100","60","10","100","100","false"
"918","4","1","0.2","0.44","100","60","10","90","90","true"
"921","4","1","0.2","0.44","100","60","10","82","82","true"
"916","4","1","0.2","0.44","100","60","10","69","69","true"
"931","4","1","0.2","0.44","100","60","10","74","74","true"
"923","4","1","0.2","0.44","100","60","10","100","100","false"
"932","4","1","0.2","0.44","100","60","10","60","60","true"
"944","4","1","0.2","0.44","100","60","10","31","31","true"
"925","4","1","0.2","0.44","100","60","10","100","100","false"
"933","4","1","0.2","0.44","100","60","10","83","83","true"
"920","4","1","0.2","0.44","100","60","10","100","100","false"
"945","4","1","0.2","0.44","100","60","10","38","38","true"
"928","4","1","0.2","0.44","100","60","10","100","100","false"
"938","4","1","0.2","0.44","100","60","10","53","53","true"
"941","4","1","0.2","0.44","100","60","10","53","53","true"
"952","4","1","0.2","0.44","100","60","10","21","21","true"
"949","4","1","0.2","0.44","100","60","10","26","26","true"
"919","4","1","0.2","0.44","100","60","10","100","100","false"
"922","4","1","0.2","0.44","100","60","10","100","100","false"
"947","4","1","0.2","0.44","100","60","10","54","54","true"
"936","4","1","0.2","0.44","100","60","10","100","100","false"
"948","4","1","0.2","0.44","100","60","10","44","44","true"
"937","4","1","0.2","0.44","100","60","10","100","100","false"
"955","4","1","0.2","0.44","100","60","10","81","81","true"
"940","4","1","0.2","0.44","100","60","10","100","100","false"
"939","4","1","0.2","0.44","100","60","10","100","100","false"
"946","4","1","0.2","0.44","100","60","10","86","86","true"
"951","4","1","0.2","0.44","100","60","10","94","94","true"
"935","4","1","0.2","0.44","100","60","10","100","100","false"
"943","4","1","0.2","0.44","100","60","10","100","100","false"
"962","4","1","0.2","0.44","100","60","10","42","42","true"
"961","4","1","0.2","0.44","100","60","10","67","67","true"
"960","4","1","0.2","0.44","100","60","10","94","94","true"
"958","4","1","0.2","0.44","100","60","10","85","85","true"
"942","4","1","0.2","0.44","100","60","10","100","100","false"
"972","4","1","0.2","0.44","100","60","10","43","43","true"
"971","4","1","0.2","0.44","100","60","10","49","49","true"
"953","4","1","0.2","0.44","100","60","10","100","100","false"
"965","4","1","0.2","0.44","100","60","10","39","39","true"
"957","4","1","0.2","0.44","100","60","10","100","100","false"
"970","4","1","0.2","0.44","100","60","10","65","65","true"
"950","4","1","0.2","0.44","100","60","10","100","100","false"
"954","4","1","0.2","0.44","100","60","10","100","100","false"
"959","4","1","0.2","0.44","100","60","10","100","100","false"
"969","4","1","0.2","0.44","100","60","10","82","82","true"
"966","4","1","0.2","0.44","100","60","10","57","57","true"
"976","4","1","0.2","0.44","100","60","10","60","60","true"
"977","4","1","0.2","0.44","100","60","10","51","51","true"
"956","4","1","0.2","0.44","100","60","10","100","100","false"
"974","4","1","0.2","0.44","100","60","10","100","100","false"
"964","4","1","0.2","0.44","100","60","10","98","98","true"
