"BehaviorSpace results (NetLogo 6.2.0)"
"wild_dogs.nlogo"
"vary_meeting_disp_mortality"
"11/01/2021 22:21:42:264 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","num-initial-packs","mean-meeting-rate","mortality-adult","mortality-disperser","years-to-simulate","carrying-capacity","mean-initial-pack-size","[step]","ticks","extinct?"
"3393","10","1.5","0.2","0.5","100","60","5","61","61","true"
"3387","10","1.5","0.2","0.5","100","60","5","74","74","true"
"3395","10","1.5","0.2","0.5","100","60","5","56","56","true"
"3382","10","1.5","0.2","0.5","100","60","5","100","100","false"
"3390","10","1.5","0.2","0.5","100","60","5","86","86","true"
"3388","10","1.5","0.2","0.5","100","60","5","100","100","false"
"3377","10","1.5","0.2","0.5","100","60","5","100","100","false"
"3385","10","1.5","0.2","0.5","100","60","5","100","100","false"
"3386","10","1.5","0.2","0.5","100","60","5","100","100","false"
"3396","10","1.5","0.2","0.5","100","60","5","52","52","true"
"3380","10","1.5","0.2","0.5","100","60","5","100","100","false"
"3392","10","1.5","0.2","0.5","100","60","5","90","90","true"
"3394","10","1.5","0.2","0.5","100","60","5","91","91","true"
"3381","10","1.5","0.2","0.5","100","60","5","100","100","false"
"3410","10","1.5","0.2","0.55","100","60","5","33","33","true"
"3399","10","1.5","0.2","0.5","100","60","5","68","68","true"
"3408","10","1.5","0.2","0.55","100","60","5","54","54","true"
"3401","10","1.5","0.2","0.55","100","60","5","54","54","true"
"3384","10","1.5","0.2","0.5","100","60","5","100","100","false"
"3411","10","1.5","0.2","0.55","100","60","5","82","82","true"
"3417","10","1.5","0.2","0.55","100","60","5","30","30","true"
"3412","10","1.5","0.2","0.55","100","60","5","48","48","true"
"3403","10","1.5","0.2","0.55","100","60","5","73","73","true"
"3405","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3398","10","1.5","0.2","0.5","100","60","5","100","100","false"
"3409","10","1.5","0.2","0.55","100","60","5","88","88","true"
"3416","10","1.5","0.2","0.55","100","60","5","70","70","true"
"3407","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3397","10","1.5","0.2","0.5","100","60","5","100","100","false"
"3424","10","1.5","0.2","0.55","100","60","5","68","68","true"
"3400","10","1.5","0.2","0.5","100","60","5","100","100","false"
"3413","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3402","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3406","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3430","10","1.5","0.2","0.55","100","60","5","26","26","true"
"3414","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3426","10","1.5","0.2","0.55","100","60","5","44","44","true"
"3420","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3421","10","1.5","0.2","0.55","100","60","5","88","88","true"
"3404","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3419","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3422","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3431","10","1.5","0.2","0.55","100","60","5","47","47","true"
"3423","10","1.5","0.2","0.55","100","60","5","79","79","true"
"3415","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3433","10","1.5","0.2","0.55","100","60","5","40","40","true"
"3428","10","1.5","0.2","0.55","100","60","5","95","95","true"
"3443","10","1.5","0.2","0.55","100","60","5","30","30","true"
"3432","10","1.5","0.2","0.55","100","60","5","64","64","true"
"3429","10","1.5","0.2","0.55","100","60","5","90","90","true"
"3418","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3436","10","1.5","0.2","0.55","100","60","5","97","97","true"
"3427","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3448","10","1.5","0.2","0.55","100","60","5","57","57","true"
"3445","10","1.5","0.2","0.55","100","60","5","56","56","true"
"3451","10","1.5","0.2","0.55","100","60","5","35","35","true"
"3425","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3439","10","1.5","0.2","0.55","100","60","5","71","71","true"
"3454","10","1.5","0.2","0.55","100","60","5","20","20","true"
"3450","10","1.5","0.2","0.55","100","60","5","68","68","true"
"3453","10","1.5","0.2","0.55","100","60","5","37","37","true"
"3435","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3442","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3455","10","1.5","0.2","0.55","100","60","5","36","36","true"
"3438","10","1.5","0.2","0.55","100","60","5","82","82","true"
"3441","10","1.5","0.2","0.55","100","60","5","81","81","true"
"3437","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3449","10","1.5","0.2","0.55","100","60","5","75","75","true"
"3434","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3467","10","1.5","0.2","0.55","100","60","5","34","34","true"
"3452","10","1.5","0.2","0.55","100","60","5","62","62","true"
"3456","10","1.5","0.2","0.55","100","60","5","59","59","true"
"3444","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3447","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3440","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3459","10","1.5","0.2","0.55","100","60","5","57","57","true"
"3465","10","1.5","0.2","0.55","100","60","5","52","52","true"
"3458","10","1.5","0.2","0.55","100","60","5","52","52","true"
"3446","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3464","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3469","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3471","10","1.5","0.2","0.55","100","60","5","53","53","true"
"3480","10","1.5","0.2","0.55","100","60","5","39","39","true"
"3474","10","1.5","0.2","0.55","100","60","5","56","56","true"
"3477","10","1.5","0.2","0.55","100","60","5","55","55","true"
"3460","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3462","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3466","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3461","10","1.5","0.2","0.55","100","60","5","97","97","true"
"3476","10","1.5","0.2","0.55","100","60","5","65","65","true"
"3457","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3482","10","1.5","0.2","0.55","100","60","5","49","49","true"
"3493","10","1.5","0.2","0.55","100","60","5","16","16","true"
"3468","10","1.5","0.2","0.55","100","60","5","82","82","true"
"3488","10","1.5","0.2","0.55","100","60","5","58","58","true"
"3473","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3478","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3472","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3463","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3470","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3481","10","1.5","0.2","0.55","100","60","5","67","67","true"
"3475","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3490","10","1.5","0.2","0.55","100","60","5","53","53","true"
"3479","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3483","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3497","10","1.5","0.2","0.55","100","60","5","45","45","true"
"3492","10","1.5","0.2","0.55","100","60","5","68","68","true"
"3496","10","1.5","0.2","0.55","100","60","5","82","82","true"
"3502","10","1.5","0.2","0.6","100","60","5","44","44","true"
"3506","10","1.5","0.2","0.6","100","60","5","29","29","true"
"3485","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3501","10","1.5","0.2","0.6","100","60","5","69","69","true"
"3494","10","1.5","0.2","0.55","100","60","5","58","58","true"
"3484","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3500","10","1.5","0.2","0.55","100","60","5","64","64","true"
"3487","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3486","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3504","10","1.5","0.2","0.6","100","60","5","74","74","true"
"3505","10","1.5","0.2","0.6","100","60","5","72","72","true"
"3498","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3507","10","1.5","0.2","0.6","100","60","5","53","53","true"
"3495","10","1.5","0.2","0.55","100","60","5","89","89","true"
"3514","10","1.5","0.2","0.6","100","60","5","44","44","true"
"3517","10","1.5","0.2","0.6","100","60","5","28","28","true"
"3509","10","1.5","0.2","0.6","100","60","5","60","60","true"
"3489","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3510","10","1.5","0.2","0.6","100","60","5","61","61","true"
"3511","10","1.5","0.2","0.6","100","60","5","60","60","true"
"3515","10","1.5","0.2","0.6","100","60","5","68","68","true"
"3491","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3521","10","1.5","0.2","0.6","100","60","5","40","40","true"
"3508","10","1.5","0.2","0.6","100","60","5","95","95","true"
"3513","10","1.5","0.2","0.6","100","60","5","78","78","true"
"3528","10","1.5","0.2","0.6","100","60","5","16","16","true"
"3499","10","1.5","0.2","0.55","100","60","5","100","100","false"
"3520","10","1.5","0.2","0.6","100","60","5","68","68","true"
"3518","10","1.5","0.2","0.6","100","60","5","69","69","true"
"3525","10","1.5","0.2","0.6","100","60","5","36","36","true"
"3512","10","1.5","0.2","0.6","100","60","5","75","75","true"
"3529","10","1.5","0.2","0.6","100","60","5","36","36","true"
"3523","10","1.5","0.2","0.6","100","60","5","82","82","true"
"3503","10","1.5","0.2","0.6","100","60","5","100","100","false"
"3540","10","1.5","0.2","0.6","100","60","5","14","14","true"
"3516","10","1.5","0.2","0.6","100","60","5","81","81","true"
"3519","10","1.5","0.2","0.6","100","60","5","82","82","true"
"3536","10","1.5","0.2","0.6","100","60","5","42","42","true"
"3526","10","1.5","0.2","0.6","100","60","5","75","75","true"
"3524","10","1.5","0.2","0.6","100","60","5","77","77","true"
"3534","10","1.5","0.2","0.6","100","60","5","64","64","true"
"3527","10","1.5","0.2","0.6","100","60","5","63","63","true"
"3546","10","1.5","0.2","0.6","100","60","5","18","18","true"
"3538","10","1.5","0.2","0.6","100","60","5","43","43","true"
"3535","10","1.5","0.2","0.6","100","60","5","65","65","true"
"3522","10","1.5","0.2","0.6","100","60","5","71","71","true"
"3542","10","1.5","0.2","0.6","100","60","5","42","42","true"
"3544","10","1.5","0.2","0.6","100","60","5","48","48","true"
"3541","10","1.5","0.2","0.6","100","60","5","56","56","true"
"3533","10","1.5","0.2","0.6","100","60","5","69","69","true"
"3553","10","1.5","0.2","0.6","100","60","5","38","38","true"
"3550","10","1.5","0.2","0.6","100","60","5","45","45","true"
"3551","10","1.5","0.2","0.6","100","60","5","33","33","true"
"3537","10","1.5","0.2","0.6","100","60","5","82","82","true"
"3543","10","1.5","0.2","0.6","100","60","5","78","78","true"
"3530","10","1.5","0.2","0.6","100","60","5","100","100","false"
"3547","10","1.5","0.2","0.6","100","60","5","62","62","true"
"3548","10","1.5","0.2","0.6","100","60","5","63","63","true"
"3563","10","1.5","0.2","0.6","100","60","5","24","24","true"
"3549","10","1.5","0.2","0.6","100","60","5","89","89","true"
"3561","10","1.5","0.2","0.6","100","60","5","45","45","true"
"3558","10","1.5","0.2","0.6","100","60","5","74","74","true"
"3552","10","1.5","0.2","0.6","100","60","5","100","100","false"
"3539","10","1.5","0.2","0.6","100","60","5","100","100","false"
"3556","10","1.5","0.2","0.6","100","60","5","95","95","true"
"3531","10","1.5","0.2","0.6","100","60","5","100","100","false"
"3532","10","1.5","0.2","0.6","100","60","5","100","100","false"
"3545","10","1.5","0.2","0.6","100","60","5","100","100","false"
"3566","10","1.5","0.2","0.6","100","60","5","41","41","true"
"3559","10","1.5","0.2","0.6","100","60","5","85","85","true"
"3564","10","1.5","0.2","0.6","100","60","5","61","61","true"
"3578","10","1.5","0.2","0.6","100","60","5","21","21","true"
"3554","10","1.5","0.2","0.6","100","60","5","100","100","false"
"3555","10","1.5","0.2","0.6","100","60","5","100","100","false"
"3570","10","1.5","0.2","0.6","100","60","5","39","39","true"
"3567","10","1.5","0.2","0.6","100","60","5","88","88","true"
"3569","10","1.5","0.2","0.6","100","60","5","54","54","true"
"3577","10","1.5","0.2","0.6","100","60","5","27","27","true"
"3581","10","1.5","0.2","0.6","100","60","5","35","35","true"
"3565","10","1.5","0.2","0.6","100","60","5","100","100","false"
"3573","10","1.5","0.2","0.6","100","60","5","75","75","true"
"3582","10","1.5","0.2","0.6","100","60","5","37","37","true"
"3562","10","1.5","0.2","0.6","100","60","5","100","100","false"
"3583","10","1.5","0.2","0.6","100","60","5","37","37","true"
"3560","10","1.5","0.2","0.6","100","60","5","100","100","false"
"3557","10","1.5","0.2","0.6","100","60","5","100","100","false"
"3587","10","1.5","0.2","0.6","100","60","5","29","29","true"
"3575","10","1.5","0.2","0.6","100","60","5","81","81","true"
"3595","10","1.5","0.2","0.6","100","60","5","27","27","true"
"3596","10","1.5","0.2","0.6","100","60","5","27","27","true"
"3589","10","1.5","0.2","0.6","100","60","5","51","51","true"
"3572","10","1.5","0.2","0.6","100","60","5","100","100","false"
"3579","10","1.5","0.2","0.6","100","60","5","100","100","false"
"3585","10","1.5","0.2","0.6","100","60","5","75","75","true"
"3576","10","1.5","0.2","0.6","100","60","5","100","100","false"
"3599","10","1.5","0.2","0.6","100","60","5","34","34","true"
"3574","10","1.5","0.2","0.6","100","60","5","100","100","false"
"3568","10","1.5","0.2","0.6","100","60","5","100","100","false"
"3571","10","1.5","0.2","0.6","100","60","5","100","100","false"
"3594","10","1.5","0.2","0.6","100","60","5","66","66","true"
"3584","10","1.5","0.2","0.6","100","60","5","99","99","true"
"3590","10","1.5","0.2","0.6","100","60","5","100","100","false"
"3592","10","1.5","0.2","0.6","100","60","5","91","91","true"
"3607","10","2","0.2","0.2","100","60","5","53","53","true"
"3586","10","1.5","0.2","0.6","100","60","5","100","100","false"
"3588","10","1.5","0.2","0.6","100","60","5","100","100","false"
"3598","10","1.5","0.2","0.6","100","60","5","89","89","true"
"3580","10","1.5","0.2","0.6","100","60","5","100","100","false"
"3600","10","1.5","0.2","0.6","100","60","5","71","71","true"
"3591","10","1.5","0.2","0.6","100","60","5","100","100","false"
"3593","10","1.5","0.2","0.6","100","60","5","84","84","true"
"3597","10","1.5","0.2","0.6","100","60","5","100","100","false"
"3617","10","2","0.2","0.2","100","60","5","39","39","true"
"3606","10","2","0.2","0.2","100","60","5","76","76","true"
"3601","10","2","0.2","0.2","100","60","5","100","100","false"
"3604","10","2","0.2","0.2","100","60","5","100","100","false"
"3609","10","2","0.2","0.2","100","60","5","100","100","false"
"3615","10","2","0.2","0.2","100","60","5","91","91","true"
"3603","10","2","0.2","0.2","100","60","5","100","100","false"
"3602","10","2","0.2","0.2","100","60","5","100","100","false"
"3614","10","2","0.2","0.2","100","60","5","100","100","false"
"3612","10","2","0.2","0.2","100","60","5","100","100","false"
"3608","10","2","0.2","0.2","100","60","5","100","100","false"
"3605","10","2","0.2","0.2","100","60","5","100","100","false"
"3613","10","2","0.2","0.2","100","60","5","100","100","false"
"3627","10","2","0.2","0.2","100","60","5","53","53","true"
"3611","10","2","0.2","0.2","100","60","5","100","100","false"
"3616","10","2","0.2","0.2","100","60","5","100","100","false"
"3618","10","2","0.2","0.2","100","60","5","100","100","false"
"3619","10","2","0.2","0.2","100","60","5","100","100","false"
"3624","10","2","0.2","0.2","100","60","5","100","100","false"
"3610","10","2","0.2","0.2","100","60","5","100","100","false"
"3629","10","2","0.2","0.2","100","60","5","100","100","false"
"3620","10","2","0.2","0.2","100","60","5","100","100","false"
"3621","10","2","0.2","0.2","100","60","5","100","100","false"
"3635","10","2","0.2","0.2","100","60","5","66","66","true"
"3622","10","2","0.2","0.2","100","60","5","100","100","false"
"3623","10","2","0.2","0.2","100","60","5","100","100","false"
"3625","10","2","0.2","0.2","100","60","5","100","100","false"
"3626","10","2","0.2","0.2","100","60","5","100","100","false"
"3628","10","2","0.2","0.2","100","60","5","100","100","false"
"3630","10","2","0.2","0.2","100","60","5","100","100","false"
"3633","10","2","0.2","0.2","100","60","5","100","100","false"
"3631","10","2","0.2","0.2","100","60","5","100","100","false"
"3632","10","2","0.2","0.2","100","60","5","100","100","false"
"3639","10","2","0.2","0.2","100","60","5","100","100","false"
"3638","10","2","0.2","0.2","100","60","5","100","100","false"
"3636","10","2","0.2","0.2","100","60","5","100","100","false"
"3640","10","2","0.2","0.2","100","60","5","100","100","false"
"3634","10","2","0.2","0.2","100","60","5","100","100","false"
"3657","10","2","0.2","0.2","100","60","5","38","38","true"
"3641","10","2","0.2","0.2","100","60","5","100","100","false"
"3643","10","2","0.2","0.2","100","60","5","100","100","false"
"3649","10","2","0.2","0.2","100","60","5","100","100","false"
"3642","10","2","0.2","0.2","100","60","5","100","100","false"
"3637","10","2","0.2","0.2","100","60","5","100","100","false"
"3646","10","2","0.2","0.2","100","60","5","100","100","false"
"3644","10","2","0.2","0.2","100","60","5","100","100","false"
"3645","10","2","0.2","0.2","100","60","5","100","100","false"
"3647","10","2","0.2","0.2","100","60","5","100","100","false"
"3650","10","2","0.2","0.2","100","60","5","100","100","false"
"3651","10","2","0.2","0.2","100","60","5","100","100","false"
"3659","10","2","0.2","0.2","100","60","5","81","81","true"
"3648","10","2","0.2","0.2","100","60","5","100","100","false"
"3653","10","2","0.2","0.2","100","60","5","100","100","false"
"3652","10","2","0.2","0.2","100","60","5","100","100","false"
"3655","10","2","0.2","0.2","100","60","5","100","100","false"
"3665","10","2","0.2","0.2","100","60","5","70","70","true"
"3656","10","2","0.2","0.2","100","60","5","100","100","false"
"3654","10","2","0.2","0.2","100","60","5","100","100","false"
"3661","10","2","0.2","0.2","100","60","5","100","100","false"
"3662","10","2","0.2","0.2","100","60","5","100","100","false"
"3660","10","2","0.2","0.2","100","60","5","100","100","false"
"3658","10","2","0.2","0.2","100","60","5","100","100","false"
"3663","10","2","0.2","0.2","100","60","5","100","100","false"
"3664","10","2","0.2","0.2","100","60","5","100","100","false"
"3667","10","2","0.2","0.2","100","60","5","100","100","false"
"3675","10","2","0.2","0.2","100","60","5","98","98","true"
"3668","10","2","0.2","0.2","100","60","5","100","100","false"
"3673","10","2","0.2","0.2","100","60","5","100","100","false"
"3666","10","2","0.2","0.2","100","60","5","100","100","false"
"3671","10","2","0.2","0.2","100","60","5","100","100","false"
"3679","10","2","0.2","0.2","100","60","5","83","83","true"
"3669","10","2","0.2","0.2","100","60","5","100","100","false"
"3674","10","2","0.2","0.2","100","60","5","100","100","false"
"3670","10","2","0.2","0.2","100","60","5","100","100","false"
"3672","10","2","0.2","0.2","100","60","5","100","100","false"
"3691","10","2","0.2","0.2","100","60","5","38","38","true"
"3677","10","2","0.2","0.2","100","60","5","100","100","false"
"3676","10","2","0.2","0.2","100","60","5","100","100","false"
"3678","10","2","0.2","0.2","100","60","5","100","100","false"
"3680","10","2","0.2","0.2","100","60","5","100","100","false"
"3685","10","2","0.2","0.2","100","60","5","100","100","false"
"3687","10","2","0.2","0.2","100","60","5","100","100","false"
"3681","10","2","0.2","0.2","100","60","5","100","100","false"
"3682","10","2","0.2","0.2","100","60","5","100","100","false"
"3683","10","2","0.2","0.2","100","60","5","100","100","false"
"3688","10","2","0.2","0.2","100","60","5","100","100","false"
"3693","10","2","0.2","0.2","100","60","5","100","100","false"
"3689","10","2","0.2","0.2","100","60","5","100","100","false"
"3686","10","2","0.2","0.2","100","60","5","100","100","false"
"3701","10","2","0.2","0.25","100","60","5","24","24","true"
"3694","10","2","0.2","0.2","100","60","5","100","100","false"
"3690","10","2","0.2","0.2","100","60","5","100","100","false"
"3684","10","2","0.2","0.2","100","60","5","100","100","false"
"3698","10","2","0.2","0.2","100","60","5","100","100","false"
"3697","10","2","0.2","0.2","100","60","5","100","100","false"
"3696","10","2","0.2","0.2","100","60","5","100","100","false"
"3703","10","2","0.2","0.25","100","60","5","78","78","true"
"3692","10","2","0.2","0.2","100","60","5","100","100","false"
"3711","10","2","0.2","0.25","100","60","5","100","100","false"
"3695","10","2","0.2","0.2","100","60","5","100","100","false"
"3699","10","2","0.2","0.2","100","60","5","100","100","false"
"3718","10","2","0.2","0.25","100","60","5","46","46","true"
"3700","10","2","0.2","0.2","100","60","5","100","100","false"
"3704","10","2","0.2","0.25","100","60","5","100","100","false"
"3714","10","2","0.2","0.25","100","60","5","69","69","true"
"3713","10","2","0.2","0.25","100","60","5","78","78","true"
"3707","10","2","0.2","0.25","100","60","5","100","100","false"
"3708","10","2","0.2","0.25","100","60","5","100","100","false"
"3705","10","2","0.2","0.25","100","60","5","100","100","false"
"3702","10","2","0.2","0.25","100","60","5","100","100","false"
"3710","10","2","0.2","0.25","100","60","5","100","100","false"
"3709","10","2","0.2","0.25","100","60","5","100","100","false"
"3706","10","2","0.2","0.25","100","60","5","100","100","false"
"3717","10","2","0.2","0.25","100","60","5","100","100","false"
"3712","10","2","0.2","0.25","100","60","5","100","100","false"
"3716","10","2","0.2","0.25","100","60","5","100","100","false"
"3715","10","2","0.2","0.25","100","60","5","100","100","false"
"3721","10","2","0.2","0.25","100","60","5","100","100","false"
"3720","10","2","0.2","0.25","100","60","5","100","100","false"
"3719","10","2","0.2","0.25","100","60","5","100","100","false"
"3722","10","2","0.2","0.25","100","60","5","100","100","false"
"3724","10","2","0.2","0.25","100","60","5","100","100","false"
"3723","10","2","0.2","0.25","100","60","5","100","100","false"
"3727","10","2","0.2","0.25","100","60","5","100","100","false"
"3725","10","2","0.2","0.25","100","60","5","100","100","false"
"3728","10","2","0.2","0.25","100","60","5","100","100","false"
"3730","10","2","0.2","0.25","100","60","5","100","100","false"
"3726","10","2","0.2","0.25","100","60","5","100","100","false"
"3734","10","2","0.2","0.25","100","60","5","100","100","false"
"3731","10","2","0.2","0.25","100","60","5","100","100","false"
"3729","10","2","0.2","0.25","100","60","5","100","100","false"
"3732","10","2","0.2","0.25","100","60","5","100","100","false"
"3737","10","2","0.2","0.25","100","60","5","100","100","false"
"3736","10","2","0.2","0.25","100","60","5","100","100","false"
"3735","10","2","0.2","0.25","100","60","5","100","100","false"
"3738","10","2","0.2","0.25","100","60","5","100","100","false"
"3733","10","2","0.2","0.25","100","60","5","100","100","false"
"3739","10","2","0.2","0.25","100","60","5","100","100","false"
"3741","10","2","0.2","0.25","100","60","5","100","100","false"
"3740","10","2","0.2","0.25","100","60","5","100","100","false"
"3744","10","2","0.2","0.25","100","60","5","100","100","false"
"3742","10","2","0.2","0.25","100","60","5","100","100","false"
"3746","10","2","0.2","0.25","100","60","5","100","100","false"
"3748","10","2","0.2","0.25","100","60","5","100","100","false"
"3743","10","2","0.2","0.25","100","60","5","100","100","false"
"3756","10","2","0.2","0.25","100","60","5","91","91","true"
"3750","10","2","0.2","0.25","100","60","5","100","100","false"
"3749","10","2","0.2","0.25","100","60","5","100","100","false"
"3745","10","2","0.2","0.25","100","60","5","100","100","false"
"3747","10","2","0.2","0.25","100","60","5","100","100","false"
"3759","10","2","0.2","0.25","100","60","5","93","93","true"
"3751","10","2","0.2","0.25","100","60","5","100","100","false"
"3755","10","2","0.2","0.25","100","60","5","100","100","false"
"3752","10","2","0.2","0.25","100","60","5","100","100","false"
"3754","10","2","0.2","0.25","100","60","5","100","100","false"
"3757","10","2","0.2","0.25","100","60","5","100","100","false"
"3753","10","2","0.2","0.25","100","60","5","100","100","false"
"3758","10","2","0.2","0.25","100","60","5","100","100","false"
"3760","10","2","0.2","0.25","100","60","5","100","100","false"
"3761","10","2","0.2","0.25","100","60","5","100","100","false"
"3766","10","2","0.2","0.25","100","60","5","100","100","false"
"3764","10","2","0.2","0.25","100","60","5","100","100","false"
"3770","10","2","0.2","0.25","100","60","5","100","100","false"
"3769","10","2","0.2","0.25","100","60","5","100","100","false"
"3765","10","2","0.2","0.25","100","60","5","100","100","false"
"3763","10","2","0.2","0.25","100","60","5","100","100","false"
"3767","10","2","0.2","0.25","100","60","5","100","100","false"
"3762","10","2","0.2","0.25","100","60","5","100","100","false"
"3768","10","2","0.2","0.25","100","60","5","100","100","false"
"3771","10","2","0.2","0.25","100","60","5","100","100","false"
"3773","10","2","0.2","0.25","100","60","5","100","100","false"
"3774","10","2","0.2","0.25","100","60","5","100","100","false"
"3775","10","2","0.2","0.25","100","60","5","100","100","false"
"3772","10","2","0.2","0.25","100","60","5","100","100","false"
"3787","10","2","0.2","0.25","100","60","5","41","41","true"
"3776","10","2","0.2","0.25","100","60","5","100","100","false"
"3777","10","2","0.2","0.25","100","60","5","100","100","false"
"3783","10","2","0.2","0.25","100","60","5","69","69","true"
"3778","10","2","0.2","0.25","100","60","5","100","100","false"
"3779","10","2","0.2","0.25","100","60","5","100","100","false"
"3782","10","2","0.2","0.25","100","60","5","100","100","false"
"3780","10","2","0.2","0.25","100","60","5","100","100","false"
"3786","10","2","0.2","0.25","100","60","5","98","98","true"
"3784","10","2","0.2","0.25","100","60","5","100","100","false"
"3781","10","2","0.2","0.25","100","60","5","100","100","false"
"3799","10","2","0.2","0.25","100","60","5","59","59","true"
"3790","10","2","0.2","0.25","100","60","5","100","100","false"
"3788","10","2","0.2","0.25","100","60","5","100","100","false"
"3785","10","2","0.2","0.25","100","60","5","100","100","false"
"3796","10","2","0.2","0.25","100","60","5","100","100","false"
"3789","10","2","0.2","0.25","100","60","5","100","100","false"
"3793","10","2","0.2","0.25","100","60","5","100","100","false"
"3792","10","2","0.2","0.25","100","60","5","100","100","false"
"3795","10","2","0.2","0.25","100","60","5","100","100","false"
"3797","10","2","0.2","0.25","100","60","5","100","100","false"
"3791","10","2","0.2","0.25","100","60","5","100","100","false"
"3794","10","2","0.2","0.25","100","60","5","100","100","false"
"3805","10","2","0.2","0.3","100","60","5","100","100","false"
"3801","10","2","0.2","0.3","100","60","5","100","100","false"
"3803","10","2","0.2","0.3","100","60","5","100","100","false"
"3802","10","2","0.2","0.3","100","60","5","100","100","false"
"3800","10","2","0.2","0.25","100","60","5","100","100","false"
"3810","10","2","0.2","0.3","100","60","5","58","58","true"
"3798","10","2","0.2","0.25","100","60","5","100","100","false"
"3817","10","2","0.2","0.3","100","60","5","66","66","true"
"3821","10","2","0.2","0.3","100","60","5","43","43","true"
"3804","10","2","0.2","0.3","100","60","5","100","100","false"
"3807","10","2","0.2","0.3","100","60","5","100","100","false"
"3806","10","2","0.2","0.3","100","60","5","100","100","false"
"3809","10","2","0.2","0.3","100","60","5","100","100","false"
"3813","10","2","0.2","0.3","100","60","5","100","100","false"
"3808","10","2","0.2","0.3","100","60","5","100","100","false"
"3814","10","2","0.2","0.3","100","60","5","100","100","false"
"3812","10","2","0.2","0.3","100","60","5","100","100","false"
"3811","10","2","0.2","0.3","100","60","5","100","100","false"
"3815","10","2","0.2","0.3","100","60","5","100","100","false"
"3816","10","2","0.2","0.3","100","60","5","100","100","false"
"3819","10","2","0.2","0.3","100","60","5","100","100","false"
"3818","10","2","0.2","0.3","100","60","5","100","100","false"
"3820","10","2","0.2","0.3","100","60","5","100","100","false"
"3823","10","2","0.2","0.3","100","60","5","100","100","false"
"3825","10","2","0.2","0.3","100","60","5","100","100","false"
"3828","10","2","0.2","0.3","100","60","5","100","100","false"
"3822","10","2","0.2","0.3","100","60","5","100","100","false"
"3831","10","2","0.2","0.3","100","60","5","100","100","false"
"3824","10","2","0.2","0.3","100","60","5","100","100","false"
"3827","10","2","0.2","0.3","100","60","5","100","100","false"
"3826","10","2","0.2","0.3","100","60","5","100","100","false"
"3829","10","2","0.2","0.3","100","60","5","100","100","false"
"3830","10","2","0.2","0.3","100","60","5","100","100","false"
"3833","10","2","0.2","0.3","100","60","5","100","100","false"
"3837","10","2","0.2","0.3","100","60","5","100","100","false"
"3832","10","2","0.2","0.3","100","60","5","100","100","false"
"3849","10","2","0.2","0.3","100","60","5","35","35","true"
"3835","10","2","0.2","0.3","100","60","5","100","100","false"
"3836","10","2","0.2","0.3","100","60","5","100","100","false"
"3850","10","2","0.2","0.3","100","60","5","51","51","true"
"3838","10","2","0.2","0.3","100","60","5","100","100","false"
"3834","10","2","0.2","0.3","100","60","5","100","100","false"
"3856","10","2","0.2","0.3","100","60","5","45","45","true"
