Easting	Northing	Elevation
10500	47500	718.661204
10510	47500	713.493931
10520	47500	711.225242
10530	47500	705.371553
10540	47500	703.614932
10550	47500	697.870942
10560	47500	695.642014
10570	47500	688.791738
10580	47500	686.453815
10590	47500	681.62357
10600	47500	679.934702
10610	47500	676.534654
10620	47500	673.087231
10630	47500	669.346198
10640	47500	663.244758
10650	47500	661.125856
10660	47500	655.86289
10670	47500	653.645365
10680	47500	646.761974
10690	47500	644.363811
10700	47500	637.268252
10710	47500	635.068632
10720	47500	628.093657
10730	47500	625.362721
10740	47500	616.560651
10750	47500	613.638936
10760	47500	608.079681
10770	47500	601.781337
10780	47500	595.339407
10790	47500	586.390124
10800	47500	583.80032
10810	47500	575.146539
10820	47500	572.288353
10830	47500	563.723368
10840	47500	560.500366
10850	47500	549.761747
10860	47500	546.081529
10870	47500	536.248718
10880	47500	532.556565
10890	47500	521.053953
10900	47500	517.097293
10910	47500	510.393793
10920	47500	503.159195
10930	47500	496.94336
10940	47500	503.295903
10950	47500	506.858917
10960	47500	520.099065
10970	47500	525.143366
10980	47500	542.358148
10990	47500	547.532719
11000	47500	563.223321
11010	47500	568.518051
11020	47500	584.600175
11030	47500	588.079444
11040	47500	598.015937
11050	47500	601.71706
11060	47500	607.686056
11070	47500	612.80593
11080	47500	617.808734
11090	47500	625.08337
11100	47500	626.980934
11110	47500	631.55733
11120	47500	632.546089
11130	47500	635.172332
11140	47500	636.683699
11150	47500	642.784009
11160	47500	645.074644
11170	47500	651.374371
11180	47500	653.377399
11190	47500	659.007256
11200	47500	660.372077
11210	47500	663.112494
11220	47500	665.871973
11230	47500	668.934797
11240	47500	673.338204
11250	47500	674.748818
11260	47500	678.856084
11270	47500	680.253622
11280	47500	684.533188
11290	47500	685.985869
11300	47500	690.494868
11310	47500	691.205596
11320	47500	691.972485
11330	47500	691.773017
11340	47500	688.819423
11350	47500	689.706501
11360	47500	692.732281
11370	47500	693.751416
11380	47500	695.254715
11390	47500	696.502366
11400	47500	696.730256
11410	47500	696.12016
11420	47500	695.622304
11430	47500	694.030611
11440	47500	693.45596
11450	47500	691.125069
11460	47500	690.074906
11470	47500	686.836831
11480	47500	685.888754
11490	47500	687.200508
11500	47500	689.23584
11510	47500	699.896993
11520	47500	702.842462
11530	47500	708.607358
11540	47500	716.482834
11550	47500	718.796567
11560	47500	727.306737
11570	47500	730.171728
11580	47500	738.42785
11590	47500	741.257501
11600	47500	750.803987
11610	47500	753.996328
11620	47500	760.882577
11630	47500	763.238398
11640	47500	771.261312
11650	47500	774.210172
11660	47500	781.52361
11670	47500	784.48394
11680	47500	790.399373
11690	47500	799.37824
11700	47500	802.62842
11710	47500	812.841091
11720	47500	816.359605
11730	47500	827.267092
11740	47500	829.769338
11750	47500	837.226018
11760	47500	839.692221
11770	47500	846.213626
11780	47500	848.95188
11790	47500	858.406884
11800	47500	862.096104
11810	47500	873.82904
11820	47500	877.663108
11830	47500	885.0368
11840	47500	893.825166
11850	47500	902.590962
11860	47500	916.716254
11870	47500	922.156429
11880	47500	937.796269
11890	47500	943.233038
11900	47500	960.675658
11910	47500	967.005397
11920	47500	986.666388
11930	47500	993.101361
11940	47500	1010.871329
11950	47500	1017.116881
11960	47500	1035.418301
11970	47500	1041.411135
11980	47500	1050.849625
11990	47500	1061.062518
12000	47500	1071.809992
12010	47500	1087.260475
12020	47500	1092.107907
12030	47500	1103.524184
12040	47500	1106.684475
12050	47500	1116.831341
12060	47500	1119.397044
12070	47500	1126.424823
12080	47500	1128.544306
12090	47500	1136.241043
12100	47500	1138.966671
12110	47500	1147.369667
12120	47500	1150.278518
12130	47500	1156.494231
12140	47500	1162.620434
12150	47500	1168.145195
12160	47500	1173.91804
12170	47500	1174.40269
12180	47500	1174.973702
12190	47500	1174.767357
12200	47500	1173.949963
12210	47500	1173.170934
12220	47500	1169.155959
12230	47500	1167.013318
12240	47500	1159.358408
12250	47500	1156.677006
12260	47500	1148.869744
12270	47500	1146.406895
12280	47500	1141.414675
12290	47500	1136.334541
12300	47500	1131.437013
12310	47500	1124.833243
12320	47500	1122.551822
12330	47500	1114.912693
12340	47500	1112.031024
12350	47500	1103.853508
12360	47500	1101.284586
12370	47500	1094.544546
12380	47500	1092.033511
12390	47500	1083.284441
12400	47500	1080.018668
12410	47500	1073.477236
12420	47500	1071.287572
12430	47500	1066.535386
12440	47500	1059.471482
12450	47500	1052.086985
12460	47500	1040.551634
12470	47500	1036.632742
12480	47500	1026.2034
12490	47500	1023.597355
12500	47500	1014.950757
12510	47500	1011.748217
10500	47510	722.977873
10510	47510	717.821203
10520	47510	715.296627
10530	47510	708.844349
10540	47510	706.934553
10550	47510	701.287993
10560	47510	699.163399
10570	47510	692.846487
10580	47510	690.759806
10590	47510	685.708402
10600	47510	684.001261
10610	47510	680.572634
10620	47510	677.069613
10630	47510	673.017025
10640	47510	665.92039
10650	47510	663.366614
10660	47510	658.15976
10670	47510	655.822606
10680	47510	648.10599
10690	47510	645.216975
10700	47510	636.650441
10710	47510	634.476543
10720	47510	628.575258
10730	47510	626.493292
10740	47510	617.78136
10750	47510	614.812962
10760	47510	609.66734
10770	47510	603.993703
10780	47510	597.796464
10790	47510	589.031866
10800	47510	586.947372
10810	47510	578.988578
10820	47510	576.104065
10830	47510	567.474835
10840	47510	564.785914
10850	47510	555.038721
10860	47510	551.555268
10870	47510	541.948886
10880	47510	538.296075
10890	47510	526.368562
10900	47510	522.114254
10910	47510	514.110969
10920	47510	504.852982
10930	47510	496.131721
10940	47510	500.156012
10950	47510	503.650652
10960	47510	516.699737
10970	47510	521.683827
10980	47510	538.460365
10990	47510	543.649315
11000	47510	559.714703
11010	47510	565.2626
11020	47510	581.874485
11030	47510	586.249541
11040	47510	600.033963
11050	47510	605.461185
11060	47510	613.954481
11070	47510	620.991417
11080	47510	627.662966
11090	47510	636.102284
11100	47510	638.21058
11110	47510	643.589149
11120	47510	644.946537
11130	47510	647.941026
11140	47510	648.964414
11150	47510	652.409073
11160	47510	653.688073
11170	47510	658.580147
11180	47510	660.46478
11190	47510	666.535224
11200	47510	668.052332
11210	47510	670.894195
11220	47510	673.395739
11230	47510	676.266457
11240	47510	681.116036
11250	47510	682.768235
11260	47510	687.590108
11270	47510	689.218293
11280	47510	693.807832
11290	47510	695.270154
11300	47510	699.22258
11310	47510	699.944325
11320	47510	700.543153
11330	47510	700.220626
11340	47510	697.764606
11350	47510	697.913654
11360	47510	699.427567
11370	47510	700.396856
11380	47510	702.085877
11390	47510	704.029069
11400	47510	704.554492
11410	47510	704.838393
11420	47510	704.710827
11430	47510	703.987287
11440	47510	703.592975
11450	47510	702.06523
11460	47510	701.37264
11470	47510	698.891799
11480	47510	697.906659
11490	47510	697.892976
11500	47510	699.750679
11510	47510	712.055982
11520	47510	715.807125
11530	47510	722.42724
11540	47510	730.443782
11550	47510	733.07846
11560	47510	740.243048
11570	47510	742.718159
11580	47510	750.896134
11590	47510	753.892763
11600	47510	762.083991
11610	47510	764.627779
11620	47510	771.66779
11630	47510	774.104372
11640	47510	781.120897
11650	47510	783.37548
11660	47510	789.700197
11670	47510	792.087097
11680	47510	796.841153
11690	47510	803.762655
11700	47510	806.026535
11710	47510	814.275779
11720	47510	817.38601
11730	47510	825.256058
11740	47510	827.791928
11750	47510	836.372262
11760	47510	839.608495
11770	47510	848.720331
11780	47510	852.122137
11790	47510	863.081132
11800	47510	867.051634
11810	47510	878.65415
11820	47510	882.433409
11830	47510	889.880748
11840	47510	897.438685
11850	47510	905.172944
11860	47510	917.994971
11870	47510	922.76919
11880	47510	938.803499
11890	47510	944.246257
11900	47510	961.181719
11910	47510	967.432462
11920	47510	985.669668
11930	47510	991.600119
11940	47510	1009.141893
11950	47510	1015.479815
11960	47510	1034.147393
11970	47510	1040.284302
11980	47510	1049.689441
11990	47510	1060.236371
12000	47510	1071.520753
12010	47510	1087.315573
12020	47510	1092.212383
12030	47510	1103.183065
12040	47510	1106.044802
12050	47510	1114.231834
12060	47510	1116.679753
12070	47510	1124.011047
12080	47510	1126.450657
12090	47510	1134.634519
12100	47510	1137.434008
12110	47510	1146.227087
12120	47510	1149.360921
12130	47510	1156.529005
12140	47510	1163.547188
12150	47510	1169.324273
12160	47510	1174.785389
12170	47510	1175.101445
12180	47510	1175.291581
12190	47510	1175.014395
12200	47510	1173.988967
12210	47510	1173.193361
12220	47510	1169.256652
12230	47510	1167.189041
12240	47510	1160.047896
12250	47510	1157.504096
12260	47510	1149.739879
12270	47510	1147.243636
12280	47510	1142.302686
12290	47510	1137.439838
12300	47510	1132.785281
12310	47510	1125.973059
12320	47510	1123.589507
12330	47510	1115.944023
12340	47510	1113.287655
12350	47510	1105.627754
12360	47510	1103.147903
12370	47510	1095.952257
12380	47510	1093.512146
12390	47510	1086.042
12400	47510	1083.508901
12410	47510	1076.952591
12420	47510	1074.527013
12430	47510	1069.303339
12440	47510	1061.770059
12450	47510	1053.492836
12460	47510	1039.946864
12470	47510	1035.244037
12480	47510	1023.392601
12490	47510	1020.520286
12500	47510	1010.344094
12510	47510	1006.34912
10500	47520	726.521931
10510	47520	721.438682
10520	47520	718.900137
10530	47520	712.274795
10540	47520	710.291013
10550	47520	705.036695
10560	47520	703.129441
10570	47520	697.41832
10580	47520	695.51816
10590	47520	690.161375
10600	47520	688.365962
10610	47520	684.800039
10620	47520	681.535872
10630	47520	677.829388
10640	47520	671.779187
10650	47520	669.7054
10660	47520	664.024232
10670	47520	661.828132
10680	47520	654.570255
10690	47520	651.850138
10700	47520	644.365168
10710	47520	642.00018
10720	47520	635.808785
10730	47520	634.329383
10740	47520	627.695248
10750	47520	624.961405
10760	47520	618.73649
10770	47520	612.37845
10780	47520	606.2459
10790	47520	597.61833
10800	47520	594.761045
10810	47520	585.455027
10820	47520	582.19127
10830	47520	572.450173
10840	47520	569.521305
10850	47520	559.818178
10860	47520	556.369496
10870	47520	545.343915
10880	47520	541.774698
10890	47520	529.652994
10900	47520	525.206089
10910	47520	517.078444
10920	47520	506.872924
10930	47520	496.306676
10940	47520	497.107151
10950	47520	500.932214
10960	47520	514.091293
10970	47520	518.894099
10980	47520	532.68416
10990	47520	537.981542
11000	47520	554.114356
11010	47520	559.585018
11020	47520	577.751713
11030	47520	582.258318
11040	47520	596.791851
11050	47520	602.861584
11060	47520	613.657434
11070	47520	623.477163
11080	47520	632.646834
11090	47520	641.547499
11100	47520	644.279467
11110	47520	651.830149
11120	47520	654.015525
11130	47520	658.765102
11140	47520	659.763648
11150	47520	662.018933
11160	47520	662.841501
11170	47520	666.509414
11180	47520	668.058227
11190	47520	673.705778
11200	47520	675.406133
11210	47520	678.547168
11220	47520	681.228779
11230	47520	683.760921
11240	47520	689.250192
11250	47520	691.24251
11260	47520	696.926312
11270	47520	698.777168
11280	47520	703.493854
11290	47520	704.87571
11300	47520	708.228957
11310	47520	708.935055
11320	47520	709.207471
11330	47520	708.682982
11340	47520	704.56668
11350	47520	704.389092
11360	47520	705.62172
11370	47520	706.838913
11380	47520	708.705491
11390	47520	710.545517
11400	47520	710.990731
11410	47520	711.64536
11420	47520	711.748216
11430	47520	711.895129
11440	47520	711.871471
11450	47520	711.680218
11460	47520	711.535513
11470	47520	710.74137
11480	47520	710.276513
11490	47520	708.273436
11500	47520	709.159872
11510	47520	720.433696
11520	47520	725.390599
11530	47520	733.353943
11540	47520	741.377874
11550	47520	744.159901
11560	47520	752.307644
11570	47520	754.889907
11580	47520	762.548659
11590	47520	765.364431
11600	47520	773.168678
11610	47520	775.614161
11620	47520	782.345654
11630	47520	784.563883
11640	47520	791.037042
11650	47520	793.142598
11660	47520	799.49634
11670	47520	801.720038
11680	47520	806.190642
11690	47520	813.218084
11700	47520	815.736719
11710	47520	823.518512
11720	47520	826.168309
11730	47520	833.677541
11740	47520	836.104915
11750	47520	843.175876
11760	47520	845.451214
11770	47520	852.836967
11780	47520	855.781978
11790	47520	866.068044
11800	47520	870.219973
11810	47520	879.914796
11820	47520	883.959384
11830	47520	894.258145
11840	47520	902.77796
11850	47520	911.096865
11860	47520	924.5456
11870	47520	929.461269
11880	47520	944.147436
11890	47520	949.322066
11900	47520	966.215857
11910	47520	972.563768
11920	47520	991.412667
11930	47520	997.532046
11940	47520	1015.035068
11950	47520	1021.182925
11960	47520	1039.066507
11970	47520	1044.889209
11980	47520	1053.45697
11990	47520	1062.911048
12000	47520	1072.985972
12010	47520	1087.552319
12020	47520	1092.303962
12030	47520	1102.684378
12040	47520	1105.29475
12050	47520	1111.7475
12060	47520	1114.043797
12070	47520	1121.527061
12080	47520	1124.219606
12090	47520	1133.354091
12100	47520	1136.414046
12110	47520	1145.984098
12120	47520	1149.380422
12130	47520	1157.318263
12140	47520	1165.043999
12150	47520	1171.142489
12160	47520	1175.489817
12170	47520	1175.792931
12180	47520	1175.897467
12190	47520	1175.570732
12200	47520	1174.336381
12210	47520	1173.448538
12220	47520	1169.410547
12230	47520	1167.452001
12240	47520	1160.81266
12250	47520	1158.397815
12260	47520	1150.718242
12270	47520	1148.229277
12280	47520	1143.33911
12290	47520	1138.566815
12300	47520	1133.619583
12310	47520	1125.959997
12320	47520	1123.512435
12330	47520	1116.553841
12340	47520	1114.225365
12350	47520	1106.964544
12360	47520	1104.502374
12370	47520	1097.395975
12380	47520	1095.387601
12390	47520	1089.373239
12400	47520	1087.371545
12410	47520	1081.033406
12420	47520	1078.825515
12430	47520	1074.154365
12440	47520	1067.899936
12450	47520	1060.633219
12460	47520	1048.068427
12470	47520	1043.593634
12480	47520	1029.423007
12490	47520	1025.440961
12500	47520	1013.53103
12510	47520	1009.575053
10500	47530	728.614258
10510	47530	723.916167
10520	47530	721.413524
10530	47530	714.817059
10540	47530	712.835629
10550	47530	708.089285
10560	47530	706.413525
10570	47530	701.171434
10580	47530	699.352468
10590	47530	693.606565
10600	47530	691.776225
10610	47530	688.174905
10620	47530	685.103883
10630	47530	681.97184
10640	47530	676.709961
10650	47530	674.805559
10660	47530	668.768771
10670	47530	666.461811
10680	47530	659.671363
10690	47530	657.46648
10700	47530	651.470666
10710	47530	649.393098
10720	47530	643.367016
10730	47530	641.608864
10740	47530	635.753462
10750	47530	633.444599
10760	47530	627.938753
10770	47530	621.228188
10780	47530	614.357366
10790	47530	604.182195
10800	47530	600.702621
10810	47530	589.867258
10820	47530	586.263042
10830	47530	575.770963
10840	47530	572.454518
10850	47530	562.316049
10860	47530	558.822362
10870	47530	547.209237
10880	47530	543.489335
10890	47530	531.171999
10900	47530	526.733567
10910	47530	517.799883
10920	47530	508.323195
10930	47530	498.831129
10940	47530	492.281247
10950	47530	495.691077
10960	47530	509.759334
10970	47530	515.398126
10980	47530	530.407688
10990	47530	536.17775
11000	47530	554.314241
11010	47530	560.679244
11020	47530	580.316993
11030	47530	585.668705
11040	47530	601.517275
11050	47530	607.123191
11060	47530	617.438596
11070	47530	626.802113
11080	47530	634.829994
11090	47530	643.643312
11100	47530	646.950094
11110	47530	655.898631
11120	47530	658.328173
11130	47530	663.375048
11140	47530	664.830258
11150	47530	669.430806
11160	47530	671.227361
11170	47530	675.846956
11180	47530	677.224181
11190	47530	681.252091
11200	47530	683.002913
11210	47530	686.714963
11220	47530	690.799275
11230	47530	693.88908
11240	47530	698.552635
11250	47530	700.169806
11260	47530	705.361498
11270	47530	707.206749
11280	47530	711.891779
11290	47530	713.25755
11300	47530	716.40084
11310	47530	716.906015
11320	47530	716.680061
11330	47530	716.024249
11340	47530	711.990369
11350	47530	711.397509
11360	47530	711.252515
11370	47530	711.983885
11380	47530	713.314243
11390	47530	714.900763
11400	47530	715.337176
11410	47530	716.471782
11420	47530	716.998387
11430	47530	718.61226
11440	47530	719.165518
11450	47530	721.000965
11460	47530	721.503865
11470	47530	722.535577
11480	47530	722.634407
11490	47530	721.990443
11500	47530	722.149616
11510	47530	726.734707
11520	47530	730.578343
11530	47530	738.385865
11540	47530	749.56563
11550	47530	752.810789
11560	47530	761.377868
11570	47530	764.128059
11580	47530	772.443997
11590	47530	775.227962
11600	47530	782.720983
11610	47530	785.056161
11620	47530	791.940955
11630	47530	794.203348
11640	47530	800.715617
11650	47530	802.807376
11660	47530	809.171706
11670	47530	811.44596
11680	47530	816.053009
11690	47530	823.771127
11700	47530	826.782377
11710	47530	836.093304
11720	47530	839.265496
11730	47530	847.777904
11740	47530	850.090387
11750	47530	856.037433
11760	47530	857.636827
11770	47530	862.743552
11780	47530	866.151002
11790	47530	876.827736
11800	47530	880.043062
11810	47530	888.072127
11820	47530	890.688751
11830	47530	896.144322
11840	47530	901.226092
11850	47530	908.36915
11860	47530	922.881732
11870	47530	927.845617
11880	47530	945.563615
11890	47530	951.410247
11900	47530	968.87058
11910	47530	975.118723
11920	47530	993.210173
11930	47530	998.97562
11940	47530	1015.085752
11950	47530	1020.62419
11960	47530	1037.103242
11970	47530	1042.562561
11980	47530	1052.262344
11990	47530	1061.744416
12000	47530	1071.007418
12010	47530	1084.389797
12020	47530	1088.89937
12030	47530	1099.636756
12040	47530	1102.582372
12050	47530	1109.393104
12060	47530	1111.943776
12070	47530	1119.744855
12080	47530	1122.394901
12090	47530	1132.357282
12100	47530	1135.8117
12110	47530	1146.472726
12120	47530	1150.176352
12130	47530	1158.321505
12140	47530	1166.067729
12150	47530	1172.169393
12160	47530	1176.372872
12170	47530	1176.534181
12180	47530	1176.512594
12190	47530	1176.278284
12200	47530	1174.978073
12210	47530	1174.046994
12220	47530	1170.022589
12230	47530	1168.171193
12240	47530	1161.72797
12250	47530	1159.405364
12260	47530	1152.193316
12270	47530	1149.845075
12280	47530	1145.071975
12290	47530	1140.18658
12300	47530	1135.125105
12310	47530	1127.275584
12320	47530	1124.781576
12330	47530	1117.864157
12340	47530	1115.679804
12350	47530	1108.856776
12360	47530	1106.545871
12370	47530	1099.89649
12380	47530	1097.901585
12390	47530	1092.037182
12400	47530	1090.116953
12410	47530	1083.628214
12420	47530	1081.269022
12430	47530	1076.388427
12440	47530	1070.502123
12450	47530	1064.324471
12460	47530	1054.2611
12470	47530	1050.745589
12480	47530	1038.056832
12490	47530	1033.786765
12500	47530	1021.644332
12510	47530	1017.855057
10500	47540	729.931263
10510	47540	725.481793
10520	47540	723.057269
10530	47540	716.640448
10540	47540	714.712545
10550	47540	710.423572
10560	47540	708.994978
10570	47540	704.219254
10580	47540	702.464033
10590	47540	696.377628
10600	47540	694.485628
10610	47540	690.79648
10620	47540	687.937509
10630	47540	685.27778
10640	47540	680.812363
10650	47540	679.149372
10660	47540	672.933799
10670	47540	670.649876
10680	47540	664.286868
10690	47540	662.385454
10700	47540	657.278967
10710	47540	655.436647
10720	47540	649.598841
10730	47540	647.578075
10740	47540	641.598257
10750	47540	639.449273
10760	47540	634.628694
10770	47540	628.273769
10780	47540	621.249139
10790	47540	609.868499
10800	47540	605.942894
10810	47540	593.897646
10820	47540	589.936896
10830	47540	578.537135
10840	47540	574.983614
10850	47540	564.064898
10860	47540	560.354101
10870	47540	548.722903
10880	47540	544.552366
10890	47540	532.210877
10900	47540	528.145934
10910	47540	519.668236
10920	47540	510.770523
10930	47540	501.390924
10940	47540	489.473045
10950	47540	491.169053
10960	47540	503.169984
10970	47540	508.879938
10980	47540	526.114198
10990	47540	532.879465
11000	47540	553.568585
11010	47540	560.617041
11020	47540	581.246195
11030	47540	587.354472
11040	47540	604.755104
11050	47540	610.261371
11060	47540	620.261104
11070	47540	629.122274
11080	47540	636.28511
11090	47540	644.621735
11100	47540	647.76951
11110	47540	656.50359
11120	47540	659.00177
11130	47540	664.920266
11140	47540	666.866596
11150	47540	673.519805
11160	47540	676.264693
11170	47540	682.778322
11180	47540	684.491987
11190	47540	688.622768
11200	47540	690.837516
11210	47540	695.407282
11220	47540	700.225215
11230	47540	703.559052
11240	47540	708.23846
11250	47540	709.80131
11260	47540	714.621073
11270	47540	716.176937
11280	47540	720.160236
11290	47540	721.342398
11300	47540	724.688232
11310	47540	725.223124
11320	47540	724.941927
11330	47540	724.219569
11340	47540	720.04793
11350	47540	719.095585
11360	47540	717.508067
11370	47540	717.59707
11380	47540	718.100216
11390	47540	719.161687
11400	47540	719.541993
11410	47540	721.291665
11420	47540	722.218163
11430	47540	725.200699
11440	47540	726.286099
11450	47540	729.974411
11460	47540	731.060841
11470	47540	733.644533
11480	47540	734.159449
11490	47540	734.49164
11500	47540	734.321727
11510	47540	734.90265
11520	47540	737.286465
11530	47540	743.732999
11540	47540	756.019751
11550	47540	759.557333
11560	47540	769.190046
11570	47540	772.20044
11580	47540	780.799615
11590	47540	783.517547
11600	47540	791.227414
11610	47540	793.712555
11620	47540	801.06098
11630	47540	803.421534
11640	47540	810.276683
11650	47540	812.496643
11660	47540	818.911919
11670	47540	821.376949
11680	47540	826.455469
11690	47540	835.664411
11700	47540	839.084845
11710	47540	849.519087
11720	47540	853.039938
11730	47540	862.121745
11740	47540	864.707356
11750	47540	871.222002
11760	47540	872.913237
11770	47540	876.10794
11780	47540	878.472562
11790	47540	887.081551
11800	47540	890.368339
11810	47540	898.340998
11820	47540	900.456073
11830	47540	904.000294
11840	47540	907.139619
11850	47540	912.127271
11860	47540	923.516039
11870	47540	927.678513
11880	47540	944.65714
11890	47540	950.157921
11900	47540	966.484225
11910	47540	972.670079
11920	47540	989.445451
11930	47540	994.680194
11940	47540	1010.267005
11950	47540	1016.360209
11960	47540	1033.820985
11970	47540	1039.438736
11980	47540	1049.561251
11990	47540	1059.654575
12000	47540	1069.334132
12010	47540	1081.444215
12020	47540	1085.707118
12030	47540	1096.314995
12040	47540	1099.368399
12050	47540	1107.567655
12060	47540	1110.485977
12070	47540	1118.967275
12080	47540	1121.703152
12090	47540	1132.270626
12100	47540	1135.941993
12110	47540	1147.211988
12120	47540	1151.096351
12130	47540	1159.270538
12140	47540	1166.902749
12150	47540	1172.897733
12160	47540	1177.291381
12170	47540	1177.483897
12180	47540	1177.548053
12190	47540	1177.338785
12200	47540	1175.914596
12210	47540	1174.895898
12220	47540	1170.735325
12230	47540	1168.958092
12240	47540	1162.691093
12250	47540	1160.459308
12260	47540	1153.67572
12270	47540	1151.440073
12280	47540	1146.794541
12290	47540	1141.897847
12300	47540	1136.748101
12310	47540	1129.025185
12320	47540	1126.557582
12330	47540	1119.598116
12340	47540	1117.40842
12350	47540	1110.635798
12360	47540	1108.365386
12370	47540	1101.997785
12380	47540	1100.063811
12390	47540	1094.260413
12400	47540	1092.325523
12410	47540	1085.685361
12420	47540	1083.229313
12430	47540	1078.214888
12440	47540	1072.566026
12450	47540	1067.007797
12460	47540	1058.527312
12470	47540	1055.653876
12480	47540	1044.792911
12490	47540	1040.654581
12500	47540	1028.846115
12510	47540	1025.144482
10500	47550	730.402634
10510	47550	726.053822
10520	47550	723.740457
10530	47550	717.655694
10540	47550	715.838988
10550	47550	711.956806
10560	47550	710.76747
10570	47550	706.431047
10580	47550	704.729434
10590	47550	698.411014
10600	47550	696.449166
10610	47550	692.651848
10620	47550	690.004552
10630	47550	687.661629
10640	47550	683.938018
10650	47550	682.578965
10660	47550	676.426991
10670	47550	674.287456
10680	47550	668.256623
10690	47550	666.420562
10700	47550	661.611207
10710	47550	659.922603
10720	47550	654.298861
10730	47550	652.130065
10740	47550	645.429921
10750	47550	643.190311
10760	47550	638.769588
10770	47550	633.326942
10780	47550	626.774338
10790	47550	614.849959
10800	47550	610.701658
10810	47550	597.979636
10820	47550	593.687753
10830	47550	581.20148
10840	47550	577.517865
10850	47550	565.684267
10860	47550	561.673091
10870	47550	550.337633
10880	47550	545.603744
10890	47550	533.282279
10900	47550	529.715412
10910	47550	522.534262
10920	47550	513.809597
10930	47550	503.506749
10940	47550	488.693773
10950	47550	487.940432
10960	47550	495.598931
10970	47550	500.604732
10980	47550	520.373892
10990	47550	528.314528
11000	47550	551.355656
11010	47550	558.73413
11020	47550	579.645888
11030	47550	586.250751
11040	47550	605.195139
11050	47550	611.087961
11060	47550	621.127303
11070	47550	629.64966
11080	47550	636.582183
11090	47550	644.257011
11100	47550	646.570863
11110	47550	653.484728
11120	47550	655.788872
11130	47550	662.996592
11140	47550	665.420517
11150	47550	673.585883
11160	47550	677.088451
11170	47550	686.303996
11180	47550	688.880683
11190	47550	694.893161
11200	47550	697.899087
11210	47550	703.570697
11220	47550	708.640337
11230	47550	712.129001
11240	47550	717.983182
11250	47550	719.873729
11260	47550	724.481758
11270	47550	725.548192
11280	47550	728.316599
11290	47550	729.171511
11300	47550	732.78241
11310	47550	733.486501
11320	47550	733.473436
11330	47550	732.760635
11340	47550	728.215356
11350	47550	726.959512
11360	47550	724.100621
11370	47550	723.59208
11380	47550	723.211999
11390	47550	723.522718
11400	47550	723.758596
11410	47550	726.195386
11420	47550	727.566855
11430	47550	731.960907
11440	47550	733.551228
11450	47550	738.864683
11460	47550	740.444715
11470	47550	744.237289
11480	47550	745.004323
11490	47550	745.714179
11500	47550	745.573459
11510	47550	745.120975
11520	47550	745.995388
11530	47550	749.935262
11540	47550	760.723955
11550	47550	764.49069
11560	47550	775.713661
11570	47550	779.041158
11580	47550	787.652704
11590	47550	790.360321
11600	47550	798.771946
11610	47550	801.605782
11620	47550	809.697081
11630	47550	812.224487
11640	47550	819.750751
11650	47550	822.243426
11660	47550	829.008254
11670	47550	831.722429
11680	47550	837.420416
11690	47550	848.526637
11700	47550	852.314722
11710	47550	863.402863
11720	47550	867.030624
11730	47550	876.354941
11740	47550	879.500727
11750	47550	887.825963
11760	47550	890.171021
11770	47550	892.282571
11780	47550	892.472728
11790	47550	896.651269
11800	47550	900.358798
11810	47550	909.392457
11820	47550	912.055971
11830	47550	917.129147
11840	47550	920.324452
11850	47550	923.033575
11860	47550	928.395081
11870	47550	931.023027
11880	47550	943.784262
11890	47550	948.045319
11900	47550	961.576687
11910	47550	967.411611
11920	47550	982.018372
11930	47550	986.618713
11940	47550	1003.032334
11950	47550	1010.579492
11960	47550	1030.939877
11970	47550	1037.162532
11980	47550	1047.027929
11990	47550	1057.939604
12000	47550	1068.75412
12010	47550	1079.66529
12020	47550	1083.647077
12030	47550	1093.703957
12040	47550	1096.675049
12050	47550	1106.565111
12060	47550	1109.822983
12070	47550	1119.157455
12080	47550	1122.122564
12090	47550	1133.067756
12100	47550	1136.807692
12110	47550	1148.289875
12120	47550	1152.252687
12130	47550	1160.326884
12140	47550	1167.756946
12150	47550	1173.574497
12160	47550	1178.369427
12170	47550	1178.759038
12180	47550	1179.102784
12190	47550	1178.846675
12200	47550	1177.176556
12210	47550	1176.019498
12220	47550	1171.562493
12230	47550	1169.813848
12240	47550	1163.690363
12250	47550	1161.5364
12260	47550	1155.060892
12270	47550	1152.88646
12280	47550	1148.348021
12290	47550	1143.533582
12300	47550	1138.34844
12310	47550	1130.941619
12320	47550	1128.546357
12330	47550	1121.507642
12340	47550	1119.207272
12350	47550	1112.185055
12360	47550	1109.858107
12370	47550	1103.541467
12380	47550	1101.723757
12390	47550	1095.997527
12400	47550	1094.010307
12410	47550	1087.279685
12420	47550	1084.838879
12430	47550	1079.892437
12440	47550	1074.544039
12450	47550	1069.246445
12460	47550	1061.343245
12470	47550	1058.713245
12480	47550	1049.450204
12490	47550	1045.724011
12500	47550	1034.59824
12510	47550	1030.910068
10500	47560	729.199982
10510	47560	724.949065
10520	47560	722.742677
10530	47560	717.200405
10540	47560	715.607066
10550	47560	712.157152
10560	47560	711.078242
10570	47560	706.959119
10580	47560	705.291947
10590	47560	699.102216
10600	47560	697.194929
10610	47560	693.505591
10620	47560	690.939706
10630	47560	688.631107
10640	47560	685.135123
10650	47560	683.911492
10660	47560	678.404797
10670	47560	676.29222
10680	47560	670.229139
10690	47560	668.331504
10700	47560	663.680653
10710	47560	662.170975
10720	47560	657.023469
10730	47560	654.883103
10740	47560	648.122944
10750	47560	645.8062
10760	47560	641.110203
10770	47560	636.269947
