"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"business-investor.nlogo"
"vary profit"
"09/28/2025 22:18:16:098 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-9","9","-9","9"
"[run number]","number-of-links","profit-multiplier","risk-multiplier","vision-mode","objective","number-investors","max-ticks","[step]","mean [wealth] of turtles","standard-deviation [wealth] of turtles","mean [profit] of patches with [any? turtles-here]","mean [annual-risk] of patches with [any? turtles-here]"
"29","0","0.5","1","neighbors","Optimize","25","50","33","163519.72106146868","119429.4343462454","6524.024236579603","0.0307917671358758"
"36","0","0.5","1","neighbors","Optimize","25","50","6","27947.122368839882","16642.91250938574","5475.083921479286","0.043803346967920695"
"33","0","0.5","1","neighbors","Optimize","25","50","27","117355.8143423654","68925.35718821161","6821.436164250249","0.03135421880315512"
"27","0","0.5","1","neighbors","Optimize","25","50","33","96864.08270969894","53235.92983158154","5149.623436599231","0.026380830544218078"
"35","0","0.5","1","neighbors","Optimize","25","50","25","92823.83875973594","66791.03476986047","5828.3123981506515","0.03740953884179962"
"26","0","0.5","1","neighbors","Optimize","25","50","39","152759.17717203635","141877.4253126679","6154.021734813724","0.029750400203794988"
"22","0","0.5","1","neighbors","Optimize","25","50","44","237911.7383959949","138642.00645614363","6442.588730754373","0.026248654824195788"
"31","0","0.5","1","neighbors","Optimize","25","50","44","138145.30228147793","75208.82556893521","5128.409585097821","0.030242203212881024"
"34","0","0.5","1","neighbors","Optimize","25","50","20","99965.71281231656","63181.16139249471","5540.369726632197","0.03435286899606103"
"39","0","0.5","1","neighbors","Optimize","25","50","1","5940.434536594693","3177.904113441492","6127.86720322058","0.042012901348382495"
"38","0","0.5","1","neighbors","Optimize","25","50","2","11767.69003030642","5368.041374196711","6640.8242811304945","0.03383707293868868"
"37","0","0.5","1","neighbors","Optimize","25","50","8","40642.69436148814","27160.535259084172","6631.71924185532","0.049299830325464235"
"33","0","0.5","1","neighbors","Optimize","25","50","28","124177.25050661562","70130.52617737811","6821.436164250249","0.03135421880315512"
"35","0","0.5","1","neighbors","Optimize","25","50","26","95015.2024323658","70951.45739838686","5828.312398150653","0.03740953884179962"
"29","0","0.5","1","neighbors","Optimize","25","50","34","170177.16785755754","122085.08630206785","6657.446796088865","0.031332107166801654"
"34","0","0.5","1","neighbors","Optimize","25","50","21","105316.81477810814","65198.41335140616","5351.101965791584","0.03337079103668239"
"28","0","0.5","1","neighbors","Optimize","25","50","29","158924.74851683227","89526.74257195239","6455.605900546529","0.030109565260369068"
"36","0","0.5","1","neighbors","Optimize","25","50","7","33364.64597936967","18749.252656999044","5417.523610529814","0.04234723679034578"
"31","0","0.5","1","neighbors","Optimize","25","50","45","142970.52171863924","73473.53675811141","4825.219437161256","0.027598421468988756"
"30","0","0.5","1","neighbors","Optimize","25","50","26","96149.2739535847","52882.94198688278","5800.753154484103","0.03532902667403843"
"32","0","0.5","1","neighbors","Optimize","25","50","20","74767.93320817073","47419.141182801555","5997.604205659691","0.04056047273037136"
"27","0","0.5","1","neighbors","Optimize","25","50","34","97175.53080180034","57237.71835406237","5149.623436599232","0.026380830544218085"
"26","0","0.5","1","neighbors","Optimize","25","50","40","158051.872530213","145511.5058604329","6154.021734813724","0.029750400203794988"
"35","0","0.5","1","neighbors","Optimize","25","50","27","100499.84435894518","70805.45588430949","5484.6419265793775","0.035899914192571956"
"39","0","0.5","1","neighbors","Optimize","25","50","2","11840.179803458457","6583.141080940017","6967.956001150196","0.04582213884732973"
"33","0","0.5","1","neighbors","Optimize","25","50","29","130998.68667086586","71530.53997238296","6821.436164250251","0.03135421880315513"
"22","0","0.5","1","neighbors","Optimize","25","50","45","244354.32712674935","141475.68350942622","6442.588730754375","0.026248654824195788"
"37","0","0.5","1","neighbors","Optimize","25","50","9","47346.99523064465","28711.03600682559","6704.300869156528","0.051732665024093266"
"31","0","0.5","1","neighbors","Optimize","25","50","46","147795.74115580044","71886.89334252103","4825.219437161256","0.027598421468988756"
"34","0","0.5","1","neighbors","Optimize","25","50","22","99472.08622327227","71973.65365160657","5329.379368034554","0.03188572846659113"
"35","0","0.5","1","neighbors","Optimize","25","50","28","97477.56500382088","74959.48054038698","5205.562733228211","0.03293242894011619"
"29","0","0.5","1","neighbors","Optimize","25","50","35","166042.4710219144","129449.50955477277","6553.126927060627","0.029638873136894384"
"28","0","0.5","1","neighbors","Optimize","25","50","30","165128.30475476306","91570.23164941171","6203.556237930766","0.028241057641735713"
"30","0","0.5","1","neighbors","Optimize","25","50","27","101950.02710806878","54560.954866058135","5800.753154484101","0.03532902667403842"
"36","0","0.5","1","neighbors","Optimize","25","50","8","34566.553866713104","22974.260943489113","5471.95602079487","0.04351265226862428"
"33","0","0.5","1","neighbors","Optimize","25","50","30","137739.73396536047","72709.94604490178","6741.047294494583","0.0308615482840646"
"26","0","0.5","1","neighbors","Optimize","25","50","41","163440.15232383867","147248.97096203663","5388.279793625613","0.027865624109328236"
"27","0","0.5","1","neighbors","Optimize","25","50","35","94523.39194543689","58629.167344711335","5211.226164910088","0.027617044113874573"
"32","0","0.5","1","neighbors","Optimize","25","50","21","80839.24546653674","48352.51985774573","6071.31225836601","0.041787773789672536"
"35","0","0.5","1","neighbors","Optimize","25","50","29","102800.08733951447","75125.17249455342","5322.52233569358","0.033371535570244054"
"34","0","0.5","1","neighbors","Optimize","25","50","23","100563.53115198413","76221.17038740596","5329.379368034556","0.03188572846659112"
"31","0","0.5","1","neighbors","Optimize","25","50","47","152411.14686148343","70402.60814099178","4615.405705682977","0.0264848958326405"
"37","0","0.5","1","neighbors","Optimize","25","50","10","52880.34228564942","31968.531676098184","6631.719241855317","0.04929983032546423"
"39","0","0.5","1","neighbors","Optimize","25","50","3","17977.673825067057","9194.520291260875","7275.14494952069","0.044736428393978345"
"38","0","0.5","1","neighbors","Optimize","25","50","3","18419.853072199625","6931.046677190775","6652.163041893203","0.03246988787404156"
"22","0","0.5","1","neighbors","Optimize","25","50","46","245765.3596227643","150935.97363365247","6442.588730754375","0.026248654824195788"
"29","0","0.5","1","neighbors","Optimize","25","50","36","154800.5282830799","137670.29282001566","6553.126927060627","0.029638873136894384"
"33","0","0.5","1","neighbors","Optimize","25","50","31","131128.30784311928","83052.53570029436","6436.468584037881","0.028874268131722048"
"28","0","0.5","1","neighbors","Optimize","25","50","31","156880.76746543692","92578.47044741982","6203.556237930765","0.028241057641735713"
"35","0","0.5","1","neighbors","Optimize","25","50","30","108122.60967520806","75442.61798708103","5322.522335693581","0.03337153557024405"
"31","0","0.5","1","neighbors","Optimize","25","50","48","157026.55256716636","69090.58672570749","4615.405705682977","0.026484895832640496"
"26","0","0.5","1","neighbors","Optimize","25","50","42","168828.43211746428","149054.95539439225","5388.279793625611","0.02786562410932823"
"34","0","0.5","1","neighbors","Optimize","25","50","24","97914.01042064441","78033.41553097345","5221.455304249089","0.030667636918167488"
"30","0","0.5","1","neighbors","Optimize","25","50","28","104874.90587819213","60041.14747850408","5752.162248898039","0.03459122426595636"
"37","0","0.5","1","neighbors","Optimize","25","50","11","55734.18035968103","37487.132440753565","6631.719241855318","0.049299830325464214"
"33","0","0.5","1","neighbors","Optimize","25","50","32","135042.0163541154","87794.51531052835","6436.468584037882","0.028874268131722055"
"39","0","0.5","1","neighbors","Optimize","25","50","4","24734.399144892133","11823.936455654524","7275.144949520692","0.044736428393978345"
"27","0","0.5","1","neighbors","Optimize","25","50","36","99734.61811034699","58712.67641583411","5211.226164910087","0.027617044113874577"
"32","0","0.5","1","neighbors","Optimize","25","50","22","85092.43056657306","51747.71913487016","6056.303394558179","0.04161620251886058"
"35","0","0.5","1","neighbors","Optimize","25","50","31","100338.82979545018","81306.32619450253","5293.961809292556","0.032884595204233855"
"29","0","0.5","1","neighbors","Optimize","25","50","37","161393.67578459575","140707.00740856578","7166.561074338832","0.03242206867490702"
"28","0","0.5","1","neighbors","Optimize","25","50","32","162883.34892516411","94325.9970132713","6203.556237930766","0.028241057641735713"
"30","0","0.5","1","neighbors","Optimize","25","50","29","110627.06812709017","61869.88344397462","5752.16224889804","0.034591224265956344"
"26","0","0.5","1","neighbors","Optimize","25","50","43","174216.71191108983","150926.99948156226","5388.279793625611","0.027865624109328236"
"22","0","0.5","1","neighbors","Optimize","25","50","47","245111.2533355459","161179.42945580126","6607.356377114327","0.02855317796670563"
"31","0","0.5","1","neighbors","Optimize","25","50","49","150571.9430376554","71269.79792582992","4487.569883074961","0.025115579312870596"
"38","0","0.5","1","neighbors","Optimize","25","50","4","25072.016114092832","8719.714519512781","6652.163041893202","0.032469887874041564"
"34","0","0.5","1","neighbors","Optimize","25","50","25","103188.31480812335","79138.94622018002","5274.304387478895","0.030753201418157638"
"35","0","0.5","1","neighbors","Optimize","25","50","32","98563.3957914613","86852.34565744364","5293.961809292555","0.03288459520423385"
"33","0","0.5","1","neighbors","Optimize","25","50","33","141478.48493815324","89321.32495236659","6436.468584037881","0.028874268131722065"
"39","0","0.5","1","neighbors","Optimize","25","50","5","32009.54409441282","13665.042883950015","7275.1449495206925","0.04473642839397834"
"36","0","0.5","1","neighbors","Optimize","25","50","9","39969.11905324375","24612.97429354391","5402.565186530635","0.041954035518390845"
"27","0","0.5","1","neighbors","Optimize","25","50","37","96452.53124032462","58108.14597655275","5211.226164910087","0.02761704411387457"
"37","0","0.5","1","neighbors","Optimize","25","50","12","62148.17807009946","39588.09254108834","6631.7192418553195","0.04929983032546423"
"32","0","0.5","1","neighbors","Optimize","25","50","23","91083.04073542016","52931.7115759186","5990.610168847094","0.03969031584377986"
"31","0","0.5","1","neighbors","Optimize","25","50","50","148473.20479996738","76828.41554813662","4487.56988307496","0.025115579312870596"
"29","0","0.5","1","neighbors","Optimize","25","50","38","168560.23685893454","143155.85753366447","7166.561074338832","0.03242206867490701"
"34","0","0.5","1","neighbors","Optimize","25","50","26","96930.08678936673","82858.13171083813","5274.304387478895","0.03075320141815764"
"28","0","0.5","1","neighbors","Optimize","25","50","33","161779.3425123022","101716.50043983736","6049.182837910743","0.026179498388906562"
"26","0","0.5","1","neighbors","Optimize","25","50","44","179604.9917047155","152862.67622944582","5388.279793625611","0.027865624109328233"
"35","0","0.5","1","neighbors","Optimize","25","50","33","93042.63534302458","82586.52685359432","5268.526291156986","0.032510233684881214"
"39","0","0.5","1","neighbors","Optimize","25","50","6","39284.689043933526","15857.445262963596","7275.14494952069","0.04473642839397834"
"33","0","0.5","1","neighbors","Optimize","25","50","34","147914.95352219118","91000.25654408311","6436.46858403788","0.028874268131722048"
"22","0","0.5","1","neighbors","Optimize","25","50","48","222040.07352358213","153208.40906596323","6652.539763580836","0.029807407103673612"
"30","0","0.5","1","neighbors","Optimize","25","50","30","116353.7593103932","63857.94883564016","5726.691183303043","0.03435848428488868"
"36","0","0.5","1","neighbors","Optimize","25","50","10","45262.65104147309","26521.37068288814","5293.531988229348","0.03880970464642716"
"37","0","0.5","1","neighbors","Optimize","25","50","13","66570.96768662016","43603.10939781272","6631.7192418553195","0.049299830325464235"
"35","0","0.5","1","neighbors","Optimize","25","50","34","97544.2859197912","83758.18259914618","5268.526291156985","0.032510233684881214"
"32","0","0.5","1","neighbors","Optimize","25","50","24","96491.04174965774","53300.95333054235","5408.001014237599","0.03624507298106433"
"29","0","0.5","1","neighbors","Optimize","25","50","39","175517.01529080386","145796.77648056028","6956.778431869282","0.030740015873452816"
"26","0","0.5","1","neighbors","Optimize","25","50","45","184993.27149834108","154859.59951577726","5388.279793625611","0.027865624109328236"
"33","0","0.5","1","neighbors","Optimize","25","50","35","154351.42210622906","92823.05596207561","6436.468584037882","0.028874268131722048"
"27","0","0.5","1","neighbors","Optimize","25","50","38","98583.97879541431","61054.90678670186","5211.226164910088","0.027617044113874577"
"34","0","0.5","1","neighbors","Optimize","25","50","27","102204.39117684566","83556.38474601811","5274.304387478895","0.03075320141815763"
"28","0","0.5","1","neighbors","Optimize","25","50","34","146753.16991321364","106230.11229374999","6049.182837910743","0.026179498388906562"
"39","0","0.5","1","neighbors","Optimize","25","50","7","46345.44738722529","18161.512149141527","7060.758343291764","0.04217052926540217"
"35","0","0.5","1","neighbors","Optimize","25","50","35","102598.75818781756","83920.35573463759","5054.472268026366","0.03168944481808262"
"36","0","0.5","1","neighbors","Optimize","25","50","11","48635.64754597487","30303.599244456","5293.531988229346","0.03880970464642716"
"40","0","0.5","1","neighbors","Optimize","25","50","0","0","0","2315.735920699967","0.05737952519673045"
"38","0","0.5","1","neighbors","Optimize","25","50","5","31724.17915598604","10620.635949711384","6652.163041893202","0.032469887874041564"
"30","0","0.5","1","neighbors","Optimize","25","50","31","109493.47461217683","72524.815680551","5544.66632696225","0.03345986787921458"
"35","0","0.5","1","neighbors","Optimize","25","50","36","103906.96146931211","87694.16787321065","5242.968746806171","0.03258706299442497"
"29","0","0.5","1","neighbors","Optimize","25","50","40","182473.79372267317","148510.10012586956","6956.778431869282","0.030740015873452823"
"32","0","0.5","1","neighbors","Optimize","25","50","25","101831.52177709469","53773.50605134199","5340.480027436912","0.03536167660454457"
"39","0","0.5","1","neighbors","Optimize","25","50","8","50888.472508571256","23210.281641933023","6901.433348263661","0.03969740902631158"
"22","0","0.5","1","neighbors","Optimize","25","50","49","222166.28752997037","159918.575561806","6652.539763580836","0.02980740710367362"
"37","0","0.5","1","neighbors","Optimize","25","50","14","72994.69735703048","45516.27309389339","6423.729670410297","0.04742145277519101"
"33","0","0.5","1","neighbors","Optimize","25","50","36","160787.89069026694","94781.42313974457","6436.468584037881","0.028874268131722055"
"34","0","0.5","1","neighbors","Optimize","25","50","28","107478.69556432455","84371.43954680854","5274.304387478896","0.030753201418157638"
"40","0","0.5","1","neighbors","Optimize","25","50","1","7102.344556217093","4020.3176376075226","7102.344556217091","0.051746150602802465"
"27","0","0.5","1","neighbors","Optimize","25","50","39","102748.985447727","62328.739694273645","5211.226164910087","0.027617044113874577"
"26","0","0.5","1","neighbors","Optimize","25","50","46","181227.3890205656","163129.4730987885","5077.449834359785","0.026677038058319183"
"35","0","0.5","1","neighbors","Optimize","25","50","37","108151.33180498632","88883.54946616002","5234.307218584234","0.03242415944075085"
"38","0","0.5","1","neighbors","Optimize","25","50","6","36668.954421504","14693.098223592102","6652.163041893203","0.032469887874041564"
"36","0","0.5","1","neighbors","Optimize","25","50","12","50433.82258644481","34808.35068011768","5029.532008860942","0.037461126638229696"
"40","0","0.5","1","neighbors","Optimize","25","50","2","12586.717268305723","8750.435154262615","7310.164712802978","0.04981371880006711"
"33","0","0.5","1","neighbors","Optimize","25","50","37","167224.35927430476","96867.13608783424","6436.468584037881","0.028874268131722055"
"28","0","0.5","1","neighbors","Optimize","25","50","35","142197.70107149065","108686.36661700094","6049.182837910743","0.02617949838890656"
"39","0","0.5","1","neighbors","Optimize","25","50","9","57789.90585683492","25307.085568364906","6901.433348263661","0.03969740902631159"
"29","0","0.5","1","neighbors","Optimize","25","50","41","180650.7110264225","158776.8607497137","6956.778431869283","0.03074001587345281"
"30","0","0.5","1","neighbors","Optimize","25","50","32","115257.42442882813","74165.2966072344","5763.94981665129","0.03585487921052603"
"37","0","0.5","1","neighbors","Optimize","25","50","15","76294.2993842581","50182.737588385055","6221.63726203179","0.04466851668665438"
"34","0","0.5","1","neighbors","Optimize","25","50","29","100217.07286822013","77328.12507306537","5116.169727628827","0.030217640191267544"
"35","0","0.5","1","neighbors","Optimize","25","50","38","113385.6390235706","89081.58594693839","5234.307218584233","0.03242415944075085"
"32","0","0.5","1","neighbors","Optimize","25","50","26","105299.71719119808","57242.76733802949","5340.480027436912","0.03536167660454456"
"27","0","0.5","1","neighbors","Optimize","25","50","40","107960.21161263708","62119.85858479484","5211.226164910087","0.027617044113874573"
"36","0","0.5","1","neighbors","Optimize","25","50","13","50130.54107077633","33951.277404480934","4660.504789960711","0.03530402786893539"
"40","0","0.5","1","neighbors","Optimize","25","50","3","19891.7911501009","11954.565416159863","7305.07388179517","0.04942907165372726"
"38","0","0.5","1","neighbors","Optimize","25","50","7","41357.820065364285","18539.437225869646","6488.576465161995","0.029819622935481554"
"33","0","0.5","1","neighbors","Optimize","25","50","38","173328.65969816345","99007.4471596735","6104.3004238586445","0.027447893809871175"
"35","0","0.5","1","neighbors","Optimize","25","50","39","118230.70317880416","89346.8311169521","4845.064155233595","0.030015464155238144"
"22","0","0.5","1","neighbors","Optimize","25","50","50","229036.93349145076","160358.6018796965","6870.645961480334","0.03144910683443551"
"29","0","0.5","1","neighbors","Optimize","25","50","42","184972.24150998716","164175.89076498136","7162.600137654787","0.03302495293668903"
"38","0","0.5","1","neighbors","Optimize","25","50","8","45530.423511342284","22181.87758334402","6488.576465161994","0.02981962293548156"
"40","0","0.5","1","neighbors","Optimize","25","50","4","26229.88345350694","16389.645190859974","7305.073881795169","0.04942907165372726"
"35","0","0.5","1","neighbors","Optimize","25","50","40","120670.2141280571","92238.65373894045","4845.064155233595","0.030015464155238137"
"39","0","0.5","1","neighbors","Optimize","25","50","10","57342.86770713699","29090.39162862441","6563.035925699285","0.036557772414811174"
"26","0","0.5","1","neighbors","Optimize","25","50","47","157358.52089411803","164054.36218307744","5208.430526635397","0.028167017471686213"
"28","0","0.5","1","neighbors","Optimize","25","50","36","147950.5574407631","109543.90958981779","5752.856369272446","0.024014719993704192"
"32","0","0.5","1","neighbors","Optimize","25","50","27","105633.53639338001","61747.350088521554","5340.480027436914","0.03536167660454457"
"37","0","0.5","1","neighbors","Optimize","25","50","16","82515.93664628986","52191.52657540445","6221.63726203179","0.0446685166866544"
"34","0","0.5","1","neighbors","Optimize","25","50","30","102244.09329669536","79910.98077228849","4984.609289478153","0.028381141562408344"
"33","0","0.5","1","neighbors","Optimize","25","50","39","171038.29978133022","107149.8659394541","6104.300423858643","0.027447893809871175"
"27","0","0.5","1","neighbors","Optimize","25","50","41","113171.43777754715","62041.92371978631","5211.226164910087","0.027617044113874573"
"30","0","0.5","1","neighbors","Optimize","25","50","33","121021.37424547941","75917.61994503815","5763.949816651292","0.03585487921052604"
"36","0","0.5","1","neighbors","Optimize","25","50","14","45905.43272811694","31466.826182739103","4660.5047899607125","0.03530402786893539"
"40","0","0.5","1","neighbors","Optimize","25","50","5","33534.95733530211","19915.40108792245","7305.073881795169","0.04942907165372725"
"35","0","0.5","1","neighbors","Optimize","25","50","41","111770.65385361783","93565.07227049743","4845.064155233595","0.030015464155238137"
"38","0","0.5","1","neighbors","Optimize","25","50","9","49889.01516714286","25738.548550566135","6535.381263890628","0.030434083614091625"
"29","0","0.5","1","neighbors","Optimize","25","50","43","192189.9606975481","166693.3038495937","7217.719187560953","0.033181118755189754"
"39","0","0.5","1","neighbors","Optimize","25","50","11","60868.4018410066","32528.95060207879","6534.177495971991","0.03601868283777423"
"32","0","0.5","1","neighbors","Optimize","25","50","28","108644.40402466856","65197.8384787569","5340.480027436914","0.035361676604544555"
"28","0","0.5","1","neighbors","Optimize","25","50","37","151145.50552225707","113346.34975090927","5739.409682751834","0.023661057559034252"
"35","0","0.5","1","neighbors","Optimize","25","50","42","116380.99110182184","93099.86388837242","4845.064155233595","0.030015464155238137"
"26","0","0.5","1","neighbors","Optimize","25","50","48","163056.94738604032","165095.30875435492","5698.426491922325","0.032153348942481196"
"33","0","0.5","1","neighbors","Optimize","25","50","40","177275.77834787295","109425.50814986881","6237.478566542742","0.02833181549394518"
"36","0","0.5","1","neighbors","Optimize","25","50","15","50934.96473697788","31372.04273047786","5029.532008860943","0.0374611266382297"
"40","0","0.5","1","neighbors","Optimize","25","50","6","38870.33307588129","24816.16691881332","7185.199655256615","0.048009459248292384"
"37","0","0.5","1","neighbors","Optimize","25","50","17","88737.57390832168","54266.36428389397","6221.637262031791","0.04466851668665438"
"27","0","0.5","1","neighbors","Optimize","25","50","42","114850.33326087515","66250.24040568635","5211.226164910087","0.027617044113874577"
"34","0","0.5","1","neighbors","Optimize","25","50","31","100834.95575216405","83504.39387889713","4984.609289478154","0.028381141562408344"
"38","0","0.5","1","neighbors","Optimize","25","50","10","52691.2616485588","28357.92460695928","6441.6857135594055","0.029232140250892602"
"30","0","0.5","1","neighbors","Optimize","25","50","34","125842.89623587247","79206.7224064613","5763.949816651294","0.03585487921052603"
"35","0","0.5","1","neighbors","Optimize","25","50","43","109850.32689244635","92478.52851824378","4819.628637098026","0.029641102635885503"
"39","0","0.5","1","neighbors","Optimize","25","50","12","62520.31131871028","38093.47780366005","6724.62185424856","0.03769457897774482"
"33","0","0.5","1","neighbors","Optimize","25","50","41","178140.0798322327","117034.96939802484","6436.468584037882","0.028874268131722055"
"36","0","0.5","1","neighbors","Optimize","25","50","16","54868.886323538405","32695.193232770325","4888.194051567763","0.035943258650327166"
"37","0","0.5","1","neighbors","Optimize","25","50","18","93063.30266129579","58810.51156924544","6221.63726203179","0.0446685166866544"
"35","0","0.5","1","neighbors","Optimize","25","50","44","113091.13383871112","93680.59281103029","5150.787241886772","0.030947197445751556"
"28","0","0.5","1","neighbors","Optimize","25","50","38","145385.63023288976","119106.60377145086","5893.783082771858","0.025722616811863396"
"32","0","0.5","1","neighbors","Optimize","25","50","29","113287.9385467354","66702.49880515579","5269.367125223698","0.03510495511530679"
"38","0","0.5","1","neighbors","Optimize","25","50","11","59132.947362118204","29384.43583819628","6441.6857135594055","0.029232140250892602"
"41","0","0.5","1","neighbors","Optimize","25","50","0","0","0","1954.595065868293","0.05369919404623084"
"34","0","0.5","1","neighbors","Optimize","25","50","32","105844.25663642905","83775.86365873781","5009.300884265002","0.029657127357601416"
"29","0","0.5","1","neighbors","Optimize","25","50","44","189672.201048237","176964.42300517438","7217.719187560953","0.033181118755189754"
"39","0","0.5","1","neighbors","Optimize","25","50","13","69175.09077799834","39166.836388250704","6654.779459288057","0.03767538503091075"
"40","0","0.5","1","neighbors","Optimize","25","50","7","42160.582463204686","27899.687798267783","7060.130443519837","0.04445985550314526"
"30","0","0.5","1","neighbors","Optimize","25","50","35","128866.01656186569","84411.65846819388","5763.949816651293","0.035854879210526026"
"35","0","0.5","1","neighbors","Optimize","25","50","45","109064.6742373086","98505.7152866815","5086.24383272375","0.03073271876067832"
"27","0","0.5","1","neighbors","Optimize","25","50","43","115803.37348648366","70453.07929412115","5475.33704211676","0.030153557567335863"
"37","0","0.5","1","neighbors","Optimize","25","50","19","99284.9399233276","61026.238944062214","6221.63726203179","0.044668516686654385"
"36","0","0.5","1","neighbors","Optimize","25","50","17","59777.973346917235","32883.02816880084","4909.087023378824","0.035509420139608776"
"40","0","0.5","1","neighbors","Optimize","25","50","8","49182.262197918564","30774.86961202602","7021.679734713877","0.043636491299180215"
"35","0","0.5","1","neighbors","Optimize","25","50","46","110127.22205159772","100540.58619191514","5030.057146047536","0.03033885467048413"
"34","0","0.5","1","neighbors","Optimize","25","50","33","110828.86592590723","84206.79695689383","4984.609289478154","0.02838114156240835"
"38","0","0.5","1","neighbors","Optimize","25","50","12","62923.05862893912","33228.62168424584","6441.685713559406","0.029232140250892606"
"26","0","0.5","1","neighbors","Optimize","25","50","49","168755.37387796267","166203.63535913825","5698.426491922325","0.0321533489424812"
"32","0","0.5","1","neighbors","Optimize","25","50","30","109215.6423419779","74348.04794157717","5269.367125223699","0.0351049551153068"
"29","0","0.5","1","neighbors","Optimize","25","50","45","195790.5937509573","180759.76103935047","7358.557570968143","0.03458810168291535"
"28","0","0.5","1","neighbors","Optimize","25","50","39","151110.66789807164","119768.35158892929","5725.0376651819215","0.02502556615179463"
"41","0","0.5","1","neighbors","Optimize","25","50","1","6806.144298392673","3069.120875490622","6806.144298392674","0.0525685712498378"
"39","0","0.5","1","neighbors","Optimize","25","50","14","74831.32423370276","41940.76031008707","6429.906370160339","0.033880961822478614"
"30","0","0.5","1","neighbors","Optimize","25","50","36","130544.65026650226","90238.79960904775","5689.081085521487","0.035911885606358086"
"40","0","0.5","1","neighbors","Optimize","25","50","9","56526.307131229936","33837.81553415849","7344.044933311379","0.04234516089342498"
"36","0","0.5","1","neighbors","Optimize","25","50","18","64687.06037029607","33257.39799377054","4909.087023378823","0.035509420139608776"
"37","0","0.5","1","neighbors","Optimize","25","50","20","105506.57718535939","63284.768785181615","6221.63726203179","0.044668516686654385"
"35","0","0.5","1","neighbors","Optimize","25","50","47","106509.80036389023","104838.99330917608","5058.617672448563","0.030825795036494342"
"27","0","0.5","1","neighbors","Optimize","25","50","44","121278.71052860042","70344.52507929981","5475.337042116759","0.03015355756733586"
"34","0","0.5","1","neighbors","Optimize","25","50","34","115813.47521538535","84764.2611706832","4984.609289478153","0.028381141562408344"
"29","0","0.5","1","neighbors","Optimize","25","50","46","202839.11010486365","183642.79795308583","7358.557570968146","0.03458810168291535"
"30","0","0.5","1","neighbors","Optimize","25","50","37","134749.01899102586","94311.88834313946","5824.754771955213","0.03734103246847565"
"37","0","0.5","1","neighbors","Optimize","25","50","21","111050.97214379949","65210.44220216848","5544.394958440118","0.04016307633427521"
"39","0","0.5","1","neighbors","Optimize","25","50","15","78451.83511043049","46829.50076887358","6453.8486181126955","0.03477096481108419"
"36","0","0.5","1","neighbors","Optimize","25","50","19","64382.58574201593","38897.431650877385","4909.087023378823","0.03550942013960877"
"32","0","0.5","1","neighbors","Optimize","25","50","31","114606.60013682189","74404.45468688504","5390.957794843998","0.03681816334899168"
"40","0","0.5","1","neighbors","Optimize","25","50","10","61644.668046180945","39177.93939593901","7315.720094006327","0.040291668245656345"
"35","0","0.5","1","neighbors","Optimize","25","50","48","108628.41112557189","106687.700297149","5248.013402393118","0.03208759673138851"
"28","0","0.5","1","neighbors","Optimize","25","50","40","156835.7055632536","120514.48332744832","5725.037665181921","0.025025566151794635"
"41","0","0.5","1","neighbors","Optimize","25","50","2","13281.507322244019","6794.1926020047995","7334.113245789056","0.04879456121961428"
"27","0","0.5","1","neighbors","Optimize","25","50","45","118548.81479023182","72959.89441534992","5381.896495098411","0.02859946515595635"
"34","0","0.5","1","neighbors","Optimize","25","50","35","119139.76233295465","87429.05144547873","4984.609289478153","0.028381141562408344"
"33","0","0.5","1","neighbors","Optimize","25","50","42","175025.05621955974","128674.69621509974","6486.1050689991125","0.030126245091593708"
"35","0","0.5","1","neighbors","Optimize","25","50","49","98341.18948318298","107436.02336071248","5248.013402393117","0.0320875967313885"
"39","0","0.5","1","neighbors","Optimize","25","50","16","81692.3619831303","51939.03069577065","6339.336600089883","0.033777043976888146"
"30","0","0.5","1","neighbors","Optimize","25","50","38","139995.72394558083","94842.12240424278","5246.704954554949","0.03586921367218549"
"37","0","0.5","1","neighbors","Optimize","25","50","22","116675.04508500319","67215.73931084314","5624.072941203702","0.039219551790709954"
"38","0","0.5","1","neighbors","Optimize","25","50","13","69411.63509410113","34444.083416217436","6488.576465161992","0.029819622935481557"
"36","0","0.5","1","neighbors","Optimize","25","50","20","69347.99576585685","39426.04241322957","4965.410023840905","0.03830741829000794"
"32","0","0.5","1","neighbors","Optimize","25","50","32","119997.55793166588","74572.73990371817","5390.957794843998","0.03681816334899168"
"29","0","0.5","1","neighbors","Optimize","25","50","47","209070.95076009084","187451.66450711267","7358.5575709681425","0.03458810168291535"
"33","0","0.5","1","neighbors","Optimize","25","50","43","181511.16128855885","130436.46807628564","6486.105068999111","0.030126245091593708"
"34","0","0.5","1","neighbors","Optimize","25","50","36","112789.39171837135","85055.14891186605","4984.609289478153","0.028381141562408344"
"35","0","0.5","1","neighbors","Optimize","25","50","50","90624.37095191592","113524.21857038731","5798.237245955096","0.03712435057660287"
"26","0","0.5","1","neighbors","Optimize","25","50","50","174363.02529911834","167389.1754456697","5607.651421155685","0.031605432859443054"
"28","0","0.5","1","neighbors","Optimize","25","50","41","160730.0893539484","123504.86260954461","5725.037665181922","0.025025566151794635"
