"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"business-investor.nlogo"
"vary risk"
"09/28/2025 22:18:05:532 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-9","9","-9","9"
"[run number]","number-of-links","profit-multiplier","risk-multiplier","vision-mode","objective","number-investors","max-ticks","[step]","mean [wealth] of turtles","standard-deviation [wealth] of turtles","mean [profit] of patches with [any? turtles-here]","mean [annual-risk] of patches with [any? turtles-here]"
"151","0","1","1.3","neighbors","Optimize","25","50","24","211445.54183973314","137566.3997230999","13023.63757863156","0.043156719453414434"
"147","0","1","1.2","neighbors","Optimize","25","50","33","250919.5252135718","161990.33064068248","10083.877543690547","0.03642271564278292"
"152","0","1","1.3","neighbors","Optimize","25","50","18","117516.68338370527","82425.60079513167","11187.02633759782","0.036133598413104304"
"155","0","1","1.3","neighbors","Optimize","25","50","6","66014.99594737805","47916.00547345681","14772.584510580735","0.060821139241639066"
"149","0","1","1.2","neighbors","Optimize","25","50","30","195377.52808896478","126956.98113705353","10783.801958948558","0.03161031743218513"
"140","0","1","1.2","neighbors","Optimize","25","50","48","228585.95823339338","195433.3146879492","11193.364423861061","0.03664493852801594"
"144","0","1","1.2","neighbors","Optimize","25","50","37","256557.13740462466","159668.54188775667","11911.042879468161","0.030941707958060595"
"148","0","1","1.2","neighbors","Optimize","25","50","31","219660.5989500924","209246.38804848754","11439.215546620953","0.034690131446193234"
"154","0","1","1.3","neighbors","Optimize","25","50","8","87315.23653597228","63792.35540315213","14081.21131396934","0.049589088435616775"
"153","0","1","1.3","neighbors","Optimize","25","50","21","136766.8848597388","105322.0374982099","11087.410133049867","0.036719394725924365"
"145","0","1","1.2","neighbors","Optimize","25","50","34","178223.37905772284","147031.47356706785","10496.098316616579","0.0396019861788443"
"143","0","1","1.2","neighbors","Optimize","25","50","39","273516.58296495513","186824.89249062058","13156.106915305569","0.03399680285702006"
"146","0","1","1.2","neighbors","Optimize","25","50","41","263610.4680660832","222432.14612837476","11146.229845124855","0.04279112965357729"
"151","0","1","1.3","neighbors","Optimize","25","50","25","216331.21736659133","146429.3098606835","12066.428245386189","0.039612479285471985"
"152","0","1","1.3","neighbors","Optimize","25","50","19","128703.70972130308","83965.22392176838","11187.02633759782","0.03613359841310431"
"150","0","1","1.2","neighbors","Optimize","25","50","23","180553.48531378634","128461.79399367915","11958.126399881216","0.036184817985352724"
"147","0","1","1.2","neighbors","Optimize","25","50","34","261113.56298451734","163903.67554201008","10194.037770945568","0.03527907292473368"
"144","0","1","1.2","neighbors","Optimize","25","50","38","254548.981612315","167516.08387401453","12237.421391761729","0.03337705164188629"
"148","0","1","1.2","neighbors","Optimize","25","50","32","231860.84558821394","213186.73354715243","12200.246638121549","0.03735230888120891"
"149","0","1","1.2","neighbors","Optimize","25","50","31","199436.35549135442","135787.8294159443","10783.801958948558","0.03161031743218514"
"155","0","1","1.3","neighbors","Optimize","25","50","7","77108.1835763348","56787.10716682371","15377.137718101138","0.060882314051673436"
"140","0","1","1.2","neighbors","Optimize","25","50","49","221084.50619293182","206055.0195120026","11193.364423861061","0.03664493852801594"
"153","0","1","1.3","neighbors","Optimize","25","50","22","137726.61251452798","115911.86724742764","11087.410133049867","0.036719394725924365"
"154","0","1","1.3","neighbors","Optimize","25","50","9","97465.82254908545","72295.24473975631","14081.211313969337","0.04958908843561678"
"143","0","1","1.2","neighbors","Optimize","25","50","40","286672.68988026073","187547.173806168","13156.10691530557","0.033996802857020045"
"146","0","1","1.2","neighbors","Optimize","25","50","42","274756.6979112081","224142.832409907","11146.22984512486","0.04279112965357727"
"151","0","1","1.3","neighbors","Optimize","25","50","26","228502.11926109117","148625.37930336173","12170.901894499848","0.041108463604455706"
"152","0","1","1.3","neighbors","Optimize","25","50","20","137532.56140677872","88995.93521176947","11033.6095206369","0.03423054594330628"
"147","0","1","1.2","neighbors","Optimize","25","50","35","271030.3715542999","166366.02476592181","9916.808569782557","0.033964871169928676"
"145","0","1","1.2","neighbors","Optimize","25","50","35","187330.2784281048","151757.83916259403","10352.089921156588","0.037423327569903055"
"148","0","1","1.2","neighbors","Optimize","25","50","33","244061.0922263355","217214.12291029305","12200.246638121549","0.037352308881208905"
"153","0","1","1.3","neighbors","Optimize","25","50","23","147977.01518890183","118802.10096098602","11087.41013304987","0.036719394725924365"
"144","0","1","1.2","neighbors","Optimize","25","50","39","266786.4030040768","167833.4230611983","12237.42139176173","0.0333770516418863"
"154","0","1","1.3","neighbors","Optimize","25","50","10","110985.51596293248","78927.85019453838","14081.211313969337","0.04958908843561678"
"149","0","1","1.2","neighbors","Optimize","25","50","32","201915.29807097747","145113.18898600008","10473.208999153603","0.028354585845649875"
"150","0","1","1.2","neighbors","Optimize","25","50","24","191854.810401154","131318.09986088122","13094.489288913104","0.03927978563345726"
"155","0","1","1.3","neighbors","Optimize","25","50","8","92095.31045256613","61916.97433589344","14987.126876231281","0.05728241982866487"
"140","0","1","1.2","neighbors","Optimize","25","50","50","232277.87061679288","205151.837190869","11193.364423861061","0.03664493852801594"
"146","0","1","1.2","neighbors","Optimize","25","50","43","241602.4232447037","185508.452421669","11146.229845124857","0.042791129653577266"
"152","0","1","1.3","neighbors","Optimize","25","50","21","127560.54021194568","90934.10169919125","11033.435174577497","0.03379144661289485"
"143","0","1","1.2","neighbors","Optimize","25","50","41","299114.00490283","188765.63475983994","12441.31502256926","0.031776943264654446"
"151","0","1","1.3","neighbors","Optimize","25","50","27","240673.0211555911","150973.91000547344","12170.901894499848","0.0411084636044557"
"147","0","1","1.2","neighbors","Optimize","25","50","36","278873.7299418183","171767.2158336724","9206.119862260282","0.03094393084854317"
"148","0","1","1.2","neighbors","Optimize","25","50","34","244443.33522901312","226663.73643405703","12009.958145567207","0.03554919066103384"
"145","0","1","1.2","neighbors","Optimize","25","50","36","197589.68571897282","155405.192319955","10623.652117391048","0.04057318032838965"
"153","0","1","1.3","neighbors","Optimize","25","50","24","158227.4178632757","122114.71357984602","11087.410133049867","0.03671939472592436"
"149","0","1","1.2","neighbors","Optimize","25","50","33","208855.71253848312","152071.12868944227","10473.208999153603","0.02835458584564987"
"144","0","1","1.2","neighbors","Optimize","25","50","40","279023.8243958385","168438.9569448291","12237.42139176173","0.033377051641886285"
"154","0","1","1.3","neighbors","Optimize","25","50","11","124171.58230711758","85832.78749345917","13747.584244307396","0.04788795215079063"
"146","0","1","1.2","neighbors","Optimize","25","50","44","242502.50264470838","192074.51515978444","11489.419659197694","0.04515129823206074"
"152","0","1","1.3","neighbors","Optimize","25","50","22","138753.72999290633","90496.92645544694","11193.189780960685","0.03377078457628219"
"147","0","1","1.2","neighbors","Optimize","25","50","37","288066.6608351337","175102.4531337323","9192.930893315344","0.03086696328300839"
"155","0","1","1.3","neighbors","Optimize","25","50","9","102527.75905114455","70684.70787146647","14987.126876231281","0.05728241982866487"
"151","0","1","1.3","neighbors","Optimize","25","50","28","250828.05186852213","156538.21980994355","12170.90189449985","0.0411084636044557"
"150","0","1","1.2","neighbors","Optimize","25","50","25","200660.07674437936","137127.1171688191","13094.489288913104","0.03927978563345726"
"153","0","1","1.3","neighbors","Optimize","25","50","25","169238.54080809272","124769.88710194142","11011.122944817022","0.03608009333353848"
"148","0","1","1.2","neighbors","Optimize","25","50","35","256453.29337458042","230347.6861482334","12009.958145567207","0.03554919066103383"
"143","0","1","1.2","neighbors","Optimize","25","50","42","280574.97243428236","201082.55651844994","11758.305593376963","0.03035827174028221"
"145","0","1","1.2","neighbors","Optimize","25","50","37","208213.3378363639","158774.41478949905","10623.652117391048","0.040573180328389656"
"156","0","1","1.3","neighbors","Optimize","25","50","0","0","0","4247.055205586774","0.0775979550904322"
"149","0","1","1.2","neighbors","Optimize","25","50","34","219381.46420058346","155044.21959105114","10525.751662100407","0.029554983564154983"
"146","0","1","1.2","neighbors","Optimize","25","50","45","228724.40987472914","198272.81271188863","11192.59082107279","0.04305513825189636"
"152","0","1","1.3","neighbors","Optimize","25","50","23","149946.91977386703","90482.34749995996","11193.189780960685","0.03377078457628219"
"154","0","1","1.3","neighbors","Optimize","25","50","12","130881.8868596744","96972.54488359667","13350.399212017588","0.045574123401686525"
"144","0","1","1.2","neighbors","Optimize","25","50","41","291261.24578760023","169329.59374295548","12237.42139176173","0.03337705164188629"
"153","0","1","1.3","neighbors","Optimize","25","50","26","174106.4146920585","132768.13148494836","11011.122944817022","0.03608009333353848"
"151","0","1","1.3","neighbors","Optimize","25","50","29","243985.6053879252","161365.72542191492","12066.428245386185","0.039612479285472"
"147","0","1","1.2","neighbors","Optimize","25","50","38","297259.5917284491","178602.6756427927","9192.930893315344","0.030866963283008392"
"155","0","1","1.3","neighbors","Optimize","25","50","10","113027.58708634449","78488.81207946686","14083.469613499847","0.05389077999773813"
"148","0","1","1.2","neighbors","Optimize","25","50","36","264136.6493494976","236921.08286310817","11110.457803798767","0.03362176344518939"
"150","0","1","1.2","neighbors","Optimize","25","50","26","213430.87271498863","139001.0290710721","13323.819802405264","0.04089031850747069"
"154","0","1","1.3","neighbors","Optimize","25","50","13","140768.33864352375","106996.19543492145","13975.827773323284","0.046952993245141086"
"146","0","1","1.2","neighbors","Optimize","25","50","46","240456.7191725171","197457.90305293613","11732.309297788","0.045179078974888126"
"152","0","1","1.3","neighbors","Optimize","25","50","24","161140.10955482774","90890.56818780304","11193.189780960685","0.03377078457628219"
"149","0","1","1.2","neighbors","Optimize","25","50","35","229854.67319973704","158254.4249646478","10473.208999153601","0.028354585845649868"
"153","0","1","1.3","neighbors","Optimize","25","50","27","185234.24449841055","135676.19907997755","11127.829806352078","0.037079614271620924"
"145","0","1","1.2","neighbors","Optimize","25","50","38","215440.3934062086","166383.03865008746","10411.767860648088","0.03849432122255075"
"151","0","1","1.3","neighbors","Optimize","25","50","30","232440.99092608088","155227.9990781931","12264.93201333108","0.0400264716394026"
"147","0","1","1.2","neighbors","Optimize","25","50","39","305735.89058229787","181297.81579920772","8476.298853848835","0.029679749188560735"
"156","0","1","1.3","neighbors","Optimize","25","50","1","10538.922035294385","5823.093291950414","10538.922035294387","0.0617215817482982"
"143","0","1","1.2","neighbors","Optimize","25","50","43","277846.4575561436","209459.73622762525","12229.290932435983","0.033386503520867854"
"148","0","1","1.2","neighbors","Optimize","25","50","37","258975.88835580327","244732.46122064718","11110.457803798765","0.033621763445189384"
"144","0","1","1.2","neighbors","Optimize","25","50","42","300471.4628479479","175318.0598704218","12237.421391761734","0.03337705164188629"
"154","0","1","1.3","neighbors","Optimize","25","50","14","154866.45781077363","112860.04340335865","14098.119167249897","0.04734339774231198"
"150","0","1","1.2","neighbors","Optimize","25","50","27","213671.08568751183","153128.54244896673","13323.819802405262","0.04089031850747069"
"152","0","1","1.3","neighbors","Optimize","25","50","25","172238.5509399564","91763.40025686799","11098.441385128628","0.033119917267231465"
"149","0","1","1.2","neighbors","Optimize","25","50","36","234142.7585868108","167871.3420100728","10473.208999153603","0.02835458584564987"
"153","0","1","1.3","neighbors","Optimize","25","50","28","187409.99099229038","144389.30227335016","11011.122944817023","0.036080093333538475"
"151","0","1","1.3","neighbors","Optimize","25","50","31","243367.8882637605","157988.28998143825","11720.548886852053","0.037014552741399066"
"145","0","1","1.2","neighbors","Optimize","25","50","39","225371.05049144977","170284.49677317112","9930.657085241091","0.03665015422342033"
"147","0","1","1.2","neighbors","Optimize","25","50","40","306144.7392263796","193481.20661447075","8476.298853848837","0.02967974918856074"
"148","0","1","1.2","neighbors","Optimize","25","50","38","270086.34615960217","248102.54193401878","11110.457803798767","0.033621763445189384"
"155","0","1","1.3","neighbors","Optimize","25","50","11","126765.75165548107","83647.30716782957","13738.16456913658","0.05069902316304854"
"156","0","1","1.3","neighbors","Optimize","25","50","2","19598.245617226807","12741.196118840995","11304.479148124228","0.06509748215353793"
"144","0","1","1.2","neighbors","Optimize","25","50","43","312774.0705683656","176363.23347258792","12302.607720417645","0.03353361715944407"
"143","0","1","1.2","neighbors","Optimize","25","50","44","289609.7732490975","211325.48094966586","12791.373473535818","0.03520178149307226"
"152","0","1","1.3","neighbors","Optimize","25","50","26","174135.2311557468","99221.77074209217","11225.701301717756","0.03370573113180805"
"150","0","1","1.2","neighbors","Optimize","25","50","28","209933.82282844142","156072.52950887242","12775.403042076665","0.03893449736279879"
"154","0","1","1.3","neighbors","Optimize","25","50","15","162196.87976554493","123689.67554915605","14096.23092070748","0.04650112059855232"
"151","0","1","1.3","neighbors","Optimize","25","50","32","255088.4371506125","159671.4095349407","11720.548886852053","0.037014552741399066"
"147","0","1","1.2","neighbors","Optimize","25","50","41","312775.68935978424","198598.95705151057","8902.219257974417","0.03163114404228168"
"145","0","1","1.2","neighbors","Optimize","25","50","40","222976.9272131244","179370.7820016828","9687.814266328349","0.03666380071236428"
"149","0","1","1.2","neighbors","Optimize","25","50","37","244615.9675859645","170915.73927621063","10473.208999153601","0.02835458584564987"
"153","0","1","1.3","neighbors","Optimize","25","50","29","167703.62094538455","94685.19382856834","11011.122944817022","0.036080093333538475"
"146","0","1","1.2","neighbors","Optimize","25","50","47","245360.129383342","203822.54367303874","11732.309297788","0.04517907897488814"
"148","0","1","1.2","neighbors","Optimize","25","50","39","280267.0200321155","252612.26642656853","11110.457803798767","0.033621763445189384"
"155","0","1","1.3","neighbors","Optimize","25","50","12","131952.7973337166","92619.79992630299","12168.836273748226","0.0475047837480338"
"144","0","1","1.2","neighbors","Optimize","25","50","44","325011.4919601274","177565.48162347087","12237.421391761734","0.03337705164188629"
"152","0","1","1.3","neighbors","Optimize","25","50","27","172272.47957831106","102202.84447983214","11225.701301717756","0.03370573113180805"
"151","0","1","1.3","neighbors","Optimize","25","50","33","266808.9860374646","161554.2754721417","11720.54888685205","0.037014552741399066"
"150","0","1","1.2","neighbors","Optimize","25","50","29","222709.225870518","157770.513702902","12775.403042076665","0.0389344973627988"
"156","0","1","1.3","neighbors","Optimize","25","50","3","26624.82036168853","17586.625639221515","11586.15278173343","0.06054964303083779"
"154","0","1","1.3","neighbors","Optimize","25","50","16","168859.37989700082","134104.3269438045","14096.23092070748","0.04650112059855231"
"143","0","1","1.2","neighbors","Optimize","25","50","45","285306.475094076","218334.05317310998","12515.167049668187","0.034833452016153815"
"149","0","1","1.2","neighbors","Optimize","25","50","38","244315.04088538967","181347.3883030382","10314.154134042697","0.027871735341435243"
"145","0","1","1.2","neighbors","Optimize","25","50","41","232283.09003026853","183057.213509979","9306.16281714415","0.03521928409274506"
"153","0","1","1.3","neighbors","Optimize","25","50","30","178714.7438902016","95230.34071308534","11011.12294481702","0.03608009333353848"
"148","0","1","1.2","neighbors","Optimize","25","50","40","291270.3741113364","255503.6094959059","11003.354079220911","0.032586146438878416"
"146","0","1","1.2","neighbors","Optimize","25","50","48","257092.43868113006","203845.2295020869","11732.309297788","0.04517907897488814"
"147","0","1","1.2","neighbors","Optimize","25","50","42","305554.66510149324","209665.32453034614","8902.219257974417","0.03163114404228168"
"151","0","1","1.3","neighbors","Optimize","25","50","34","274509.5554575861","169321.51187572817","11720.548886852053","0.037014552741399066"
"144","0","1","1.2","neighbors","Optimize","25","50","45","317538.9631159955","200987.43617560744","12237.42139176173","0.03337705164188629"
"150","0","1","1.2","neighbors","Optimize","25","50","30","235484.62891259475","159750.01428188276","12775.403042076661","0.0389344973627988"
"152","0","1","1.3","neighbors","Optimize","25","50","28","183498.18088002875","102382.35836383107","11225.701301717756","0.03370573113180805"
"153","0","1","1.3","neighbors","Optimize","25","50","31","183731.68629575626","103410.11383130416","10875.994616286853","0.035223108753962985"
"155","0","1","1.3","neighbors","Optimize","25","50","13","145382.7692395011","94002.65438467769","13429.971905784489","0.04937091932279451"
"154","0","1","1.3","neighbors","Optimize","25","50","17","173014.63072410913","148264.96937336473","14096.23092070748","0.04650112059855232"
"146","0","1","1.2","neighbors","Optimize","25","50","49","246483.94761799238","215578.8978363787","11732.309297788004","0.04517907897488813"
"149","0","1","1.2","neighbors","Optimize","25","50","39","244773.25771559763","191388.00187321234","10219.241594204574","0.027521412145799732"
"147","0","1","1.2","neighbors","Optimize","25","50","43","313548.3767096398","213006.66670851666","8902.219257974415","0.03163114404228168"
"151","0","1","1.3","neighbors","Optimize","25","50","35","286230.10434443824","171303.10533443172","11720.548886852055","0.03701455274139906"
"143","0","1","1.2","neighbors","Optimize","25","50","46","298255.5592118327","218581.72591558663","12949.084117756724","0.03677019355205511"
"156","0","1","1.3","neighbors","Optimize","25","50","4","38361.56517314185","20530.558109970832","11736.744811453309","0.057026609065142154"
"152","0","1","1.3","neighbors","Optimize","25","50","29","194723.8821817466","102928.89963357098","11225.701301717754","0.03370573113180805"
"148","0","1","1.2","neighbors","Optimize","25","50","41","302273.7281905574","258516.27521362447","11003.354079220911","0.032586146438878416"
"153","0","1","1.3","neighbors","Optimize","25","50","32","193770.67345336708","106083.30601453167","10875.994616286853","0.03522310875396298"
"154","0","1","1.3","neighbors","Optimize","25","50","18","154107.7442982319","138231.39437894925","14346.221990664526","0.05008154426439841"
"146","0","1","1.2","neighbors","Optimize","25","50","50","246445.19511978852","222107.712118104","11838.586467074838","0.045245087024164625"
"145","0","1","1.2","neighbors","Optimize","25","50","42","181838.8102058398","136563.0645903453","9306.16281714415","0.03521928409274506"
"155","0","1","1.3","neighbors","Optimize","25","50","14","151191.01441222036","100752.10626430753","13429.971905784483","0.04937091932279451"
"144","0","1","1.2","neighbors","Optimize","25","50","46","329776.38450775726","202411.48787054597","12237.421391761734","0.03337705164188629"
"150","0","1","1.2","neighbors","Optimize","25","50","31","225869.3233552348","155713.9400833875","12775.403042076668","0.0389344973627988"
"149","0","1","1.2","neighbors","Optimize","25","50","40","254992.4993098022","194480.65974094736","10219.24159420457","0.02752141214579974"
"151","0","1","1.3","neighbors","Optimize","25","50","36","297390.79407626844","172760.39808138995","11160.689731830244","0.036042663874605044"
"147","0","1","1.2","neighbors","Optimize","25","50","44","312926.46673483594","224340.5093937721","8299.215059342721","0.029162895178242762"
"148","0","1","1.2","neighbors","Optimize","25","50","42","313277.08226977824","261646.0727850464","11003.354079220915","0.032586146438878416"
"143","0","1","1.2","neighbors","Optimize","25","50","47","301691.15799567616","227403.27420051128","12949.084117756722","0.0367701935520551"
"152","0","1","1.3","neighbors","Optimize","25","50","30","205949.58348346435","103836.67293727274","11225.701301717754","0.03370573113180805"
"156","0","1","1.3","neighbors","Optimize","25","50","5","47734.05216298343","26488.154188821158","11553.338683159333","0.05549521158612258"
"153","0","1","1.3","neighbors","Optimize","25","50","33","187452.1387726107","104505.21463776942","10875.994616286851","0.03522310875396299"
"154","0","1","1.3","neighbors","Optimize","25","50","19","156024.8094581907","147259.3527280136","13981.635978969112","0.045708469614488975"
"155","0","1","1.3","neighbors","Optimize","25","50","15","159880.89953427325","107370.60423565606","13021.990856393972","0.047429700997284226"
"151","0","1","1.3","neighbors","Optimize","25","50","37","298001.11466206063","187612.11713750285","11160.689731830242","0.03604266387460504"
"147","0","1","1.2","neighbors","Optimize","25","50","45","302016.75737964304","239504.84241095418","8273.639141217885","0.031483885337421184"
"145","0","1","1.2","neighbors","Optimize","25","50","43","190243.6120446662","137271.54937949948","9306.162817144148","0.035219284092745065"
"148","0","1","1.2","neighbors","Optimize","25","50","43","322420.8684864285","267074.4162295847","11003.354079220911","0.032586146438878416"
"150","0","1","1.2","neighbors","Optimize","25","50","32","226867.2241693643","167219.41363132178","12775.403042076665","0.0389344973627988"
"149","0","1","1.2","neighbors","Optimize","25","50","41","250671.4492811294","203467.4175132878","10219.24159420457","0.027521412145799732"
"143","0","1","1.2","neighbors","Optimize","25","50","48","303641.12464048836","236772.2511566957","13143.49102659136","0.03730790932231334"
"152","0","1","1.3","neighbors","Optimize","25","50","31","217175.2847851821","105096.318226916","11225.701301717754","0.03370573113180805"
"144","0","1","1.2","neighbors","Optimize","25","50","47","306947.03960158816","215309.39457498273","11601.601067308146","0.03247588577858327"
"153","0","1","1.3","neighbors","Optimize","25","50","34","191158.72720954556","111967.4044436917","10875.994616286853","0.03522310875396298"
"154","0","1","1.3","neighbors","Optimize","25","50","20","166744.0544079781","152742.072454871","13652.063885399979","0.04456587832089389"
"156","0","1","1.3","neighbors","Optimize","25","50","6","53855.173894895765","33114.440390465315","11233.148078433282","0.05310662957428664"
"157","0","1","1.3","neighbors","Optimize","25","50","0","0","0","4754.618665387975","0.06942139217781713"
"155","0","1","1.3","neighbors","Optimize","25","50","16","168702.65921683476","114257.43205340594","12673.14436944472","0.0453304900693118"
"151","0","1","1.3","neighbors","Optimize","25","50","38","303903.90022030496","195955.32329157047","11458.346402451994","0.03771436832727022"
"147","0","1","1.2","neighbors","Optimize","25","50","46","280230.60130560235","251615.0015128574","8662.632016828182","0.031498616613080996"
"148","0","1","1.2","neighbors","Optimize","25","50","44","286980.3701275793","268890.7531361164","10885.809002876247","0.0318942761898374"
"145","0","1","1.2","neighbors","Optimize","25","50","44","199306.48113617644","136117.67604099217","9062.869091510185","0.0348522362583403"
"150","0","1","1.2","neighbors","Optimize","25","50","33","237751.61762168622","167575.88714943675","10884.393452321983","0.0324138765067504"
"149","0","1","1.2","neighbors","Optimize","25","50","42","260890.690875334","206841.32920422117","10219.241594204574","0.027521412145799732"
"153","0","1","1.3","neighbors","Optimize","25","50","35","190508.29040073848","118384.48253082715","10774.046079174343","0.035487906244988536"
"152","0","1","1.3","neighbors","Optimize","25","50","32","221885.8371548497","115474.8043383866","11225.701301717754","0.03370573113180805"
"143","0","1","1.2","neighbors","Optimize","25","50","49","311927.6161484911","243782.5285554833","13143.49102659136","0.03730790932231335"
"154","0","1","1.3","neighbors","Optimize","25","50","21","180211.26079972883","155633.4861141673","13467.206391750638","0.04254633119323701"
"144","0","1","1.2","neighbors","Optimize","25","50","48","318858.0824810563","215331.90105344093","11911.042879468156","0.030941707958060595"
"151","0","1","1.3","neighbors","Optimize","25","50","39","300944.31306484976","206541.96051513957","11458.346402451989","0.03771436832727024"
"147","0","1","1.2","neighbors","Optimize","25","50","47","290172.7809572192","253787.8584048091","9942.179651616898","0.03611813608319523"
"157","0","1","1.3","neighbors","Optimize","25","50","1","12272.832838515784","6247.876132000195","12626.131604732138","0.05492107483148882"
"145","0","1","1.2","neighbors","Optimize","25","50","45","208341.08175708607","135858.7349122696","9034.60062090969","0.032069431334258464"
"148","0","1","1.2","neighbors","Optimize","25","50","45","267821.0003286538","261747.27837416803","10617.93359035135","0.031221805767006616"
"156","0","1","1.3","neighbors","Optimize","25","50","7","59781.831662825316","39156.26523649455","10474.742783463065","0.049313441704322517"
"155","0","1","1.3","neighbors","Optimize","25","50","17","172917.74199817068","122519.58575950141","12673.144369444719","0.0453304900693118"
"153","0","1","1.3","neighbors","Optimize","25","50","36","201282.33647991286","120042.3570590619","10774.046079174343","0.035487906244988536"
"150","0","1","1.2","neighbors","Optimize","25","50","34","248636.01107400827","168197.61986793074","10884.393452321983","0.03241387650675041"
"152","0","1","1.3","neighbors","Optimize","25","50","33","204357.1370152182","141159.65522763075","10838.05833463768","0.032034826883488764"
"143","0","1","1.2","neighbors","Optimize","25","50","50","318127.2192108108","251768.57193354974","13257.906175780774","0.038536582195585284"
"149","0","1","1.2","neighbors","Optimize","25","50","43","260693.0036682557","217226.6336824896","10219.24159420457","0.027521412145799732"
"154","0","1","1.3","neighbors","Optimize","25","50","22","193567.95811970838","158936.60653678182","13356.697319979541","0.04188489551665625"
"147","0","1","1.2","neighbors","Optimize","25","50","48","300114.9606088361","256096.08093083266","9942.179651616898","0.03611813608319523"
"157","0","1","1.3","neighbors","Optimize","25","50","2","26069.904314332653","12406.496301615522","14596.59633250107","0.05693010421486258"
"145","0","1","1.2","neighbors","Optimize","25","50","46","217375.68237799575","135891.88152315505","9034.600620909689","0.032069431334258464"
"144","0","1","1.2","neighbors","Optimize","25","50","49","310533.15948471404","222104.23098044776","11911.042879468161","0.030941707958060595"
"148","0","1","1.2","neighbors","Optimize","25","50","46","269047.76023323735","270084.14358213823","10836.969825089445","0.030021916414658144"
"151","0","1","1.3","neighbors","Optimize","25","50","40","312082.75852324197","207857.5460088407","11138.445458392314","0.03681924988810859"
"155","0","1","1.3","neighbors","Optimize","25","50","18","175181.1138375247","130076.88611204205","12673.144369444719","0.04533049006931181"
"153","0","1","1.3","neighbors","Optimize","25","50","37","212056.38255908721","122181.18818723806","10774.04607917434","0.035487906244988536"
"149","0","1","1.2","neighbors","Optimize","25","50","44","270912.2452624603","220592.2543945433","10219.24159420457","0.02752141214579974"
"156","0","1","1.3","neighbors","Optimize","25","50","8","67656.04233590756","43583.24779657159","10291.33665516909","0.04778204422530293"
"154","0","1","1.3","neighbors","Optimize","25","50","23","206924.6554396878","162610.26500750176","13356.697319979545","0.04188489551665625"
"152","0","1","1.3","neighbors","Optimize","25","50","34","213950.99304109733","141669.53704703535","9593.856025879128","0.030257502806549548"
"147","0","1","1.2","neighbors","Optimize","25","50","49","308892.0931040582","259916.69741475926","9859.855194731717","0.03444857830696101"
"151","0","1","1.3","neighbors","Optimize","25","50","41","320816.03264978685","212783.19631994524","11138.445458392316","0.03681924988810859"
"150","0","1","1.2","neighbors","Optimize","25","50","35","259520.40452633024","169081.68564676555","10884.393452321985","0.03241387650675039"
"145","0","1","1.2","neighbors","Optimize","25","50","47","210031.68883624717","137895.98301939497","9034.600620909689","0.03206943133425846"
"148","0","1","1.2","neighbors","Optimize","25","50","47","266680.20224943163","278773.97657851333","10644.688639223452","0.02908352778666918"
"157","0","1","1.3","neighbors","Optimize","25","50","3","36303.27442889219","17594.285437571692","14914.489884089564","0.05415235189655745"
"153","0","1","1.3","neighbors","Optimize","25","50","38","221218.69655921462","127463.61095483505","10774.04607917434","0.03548790624498852"
"144","0","1","1.2","neighbors","Optimize","25","50","50","315689.1771964508","229808.58805776722","12281.431456061058","0.03353578151936816"
"152","0","1","1.3","neighbors","Optimize","25","50","35","197850.30906509084","150918.1109396185","9561.753806972974","0.029250519712185633"
"154","0","1","1.3","neighbors","Optimize","25","50","24","215159.97788709114","171480.27933630356","13356.69731997954","0.04188489551665625"
"149","0","1","1.2","neighbors","Optimize","25","50","45","281131.4868566649","224074.70177005112","10219.241594204572","0.02752141214579974"
"147","0","1","1.2","neighbors","Optimize","25","50","50","315654.4959812773","265968.8186708294","9942.1796516169","0.036118136083195224"
"155","0","1","1.3","neighbors","Optimize","25","50","19","158884.91863167717","134288.28523014777","12673.144369444719","0.0453304900693118"
"151","0","1","1.3","neighbors","Optimize","25","50","42","300713.6916525974","227105.04893799758","11138.445458392314","0.03681924988810858"
"157","0","1","1.3","neighbors","Optimize","25","50","4","51217.76431298174","21789.8464644405","14914.489884089564","0.054152351896557455"
"152","0","1","1.3","neighbors","Optimize","25","50","36","200786.0479147219","156575.6959436092","9940.314925504817","0.02866291721723414"
"145","0","1","1.2","neighbors","Optimize","25","50","48","218578.7858684953","137706.82061629056","8547.097032248135","0.032606307970131476"
"158","0","1","1.3","neighbors","Optimize","25","50","0","0","0","3397.381972660951","0.08182099222813966"
"156","0","1","1.3","neighbors","Optimize","25","50","9","74997.52359943769","48031.69443871361","10811.96049164911","0.04779986283656795"
"153","0","1","1.3","neighbors","Optimize","25","50","39","231992.742638389","130433.84218471227","10774.046079174343","0.035487906244988536"
"150","0","1","1.2","neighbors","Optimize","25","50","36","257913.07949220345","185541.3112719615","10884.393452321985","0.0324138765067504"
"149","0","1","1.2","neighbors","Optimize","25","50","46","288014.98283520417","231734.0658069731","10219.241594204574","0.02752141214579973"
"154","0","1","1.3","neighbors","Optimize","25","50","25","183120.595089693","134821.6740906346","13382.778576233102","0.042154114917403146"
"151","0","1","1.3","neighbors","Optimize","25","50","43","307883.87936512707","233200.404846712","11138.445458392314","0.036819249888108585"
