"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"business-investor.nlogo"
"Number-of-Links"
"09/28/2025 22:48:19:783 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-9","9","-9","9"
"[run number]","number-of-links","profit-multiplier","risk-multiplier","vision-mode","objective","[step]","mean [wealth] of turtles","standard-deviation [wealth] of turtles"
"389","3","1","1","links","Optimize","43","247478.49107448236","173223.8453179175"
"394","8","1","1","links","Optimize","10","119660.70559587477","70225.55841797387"
"393","7","1","1","links","Optimize","17","219239.02955932706","108450.52475601055"
"382","7","1","1","links","Optimize","42","415453.24294063763","202850.97316777438"
"391","5","1","1","links","Optimize","31","303992.1876429725","162807.63028926143"
"387","1","1","1","links","Optimize","48","288979.5471514925","202467.21396181206"
"390","4","1","1","links","Optimize","33","203315.06846799585","192041.63497507165"
"395","9","1","1","links","Optimize","7","89471.28902067193","48773.86787317829"
"388","2","1","1","links","Optimize","46","361095.4638142251","269738.5189030349"
"389","3","1","1","links","Optimize","44","256123.42263968074","174465.8120558304"
"385","10","1","1","links","Optimize","34","304739.35688605526","163575.25426719262"
"392","6","1","1","links","Optimize","23","212583.60864903044","108819.02359302912"
"383","8","1","1","links","Optimize","40","236368.40548468422","156052.3327705704"
"387","1","1","1","links","Optimize","49","301327.4872231132","200163.73402134463"
"394","8","1","1","links","Optimize","11","135567.69567883317","72021.32561007488"
"382","7","1","1","links","Optimize","43","426453.97495436075","208058.92549534343"
"393","7","1","1","links","Optimize","18","223547.37342495215","122295.53287543051"
"391","5","1","1","links","Optimize","32","317473.5016692294","159859.62435320308"
"396","10","1","1","links","Optimize","2","28507.56281126252","12543.057245332866"
"384","9","1","1","links","Optimize","41","311477.8490192756","209358.72462750494"
"390","4","1","1","links","Optimize","34","176662.79494992908","192257.30896776766"
"388","2","1","1","links","Optimize","47","373265.7668317381","269378.40653801034"
"389","3","1","1","links","Optimize","45","253224.13954887728","178261.6118643653"
"387","1","1","1","links","Optimize","50","302741.7847068955","207793.42796929565"
"392","6","1","1","links","Optimize","24","215779.9325401897","114490.13367374445"
"385","10","1","1","links","Optimize","35","310863.1666936208","173529.62936987658"
"383","8","1","1","links","Optimize","41","238854.6444008126","161141.83610652568"
"391","5","1","1","links","Optimize","33","325702.86165744765","165981.54784028936"
"388","2","1","1","links","Optimize","48","355469.1028660439","289021.29053025704"
"395","9","1","1","links","Optimize","8","103478.87051402598","54020.29164284704"
"389","3","1","1","links","Optimize","46","244696.1634855918","187928.92001140228"
"393","7","1","1","links","Optimize","19","236574.69499341532","126915.09395651607"
"390","4","1","1","links","Optimize","35","189517.85748662453","193205.1372202145"
"396","10","1","1","links","Optimize","3","37668.069963377144","23651.44189170248"
"384","9","1","1","links","Optimize","42","318101.80311757117","216443.75078023708"
"394","8","1","1","links","Optimize","12","151140.69711372093","74597.88814412267"
"392","6","1","1","links","Optimize","25","228363.07128336534","111470.86270251809"
"382","7","1","1","links","Optimize","44","438908.0866207898","209904.18247221367"
"385","10","1","1","links","Optimize","36","322808.4958998494","174839.08339305536"
"389","3","1","1","links","Optimize","47","257283.3718227004","185872.50608292333"
"391","5","1","1","links","Optimize","34","325467.02263978595","176251.39579408718"
"383","8","1","1","links","Optimize","42","237936.29785869873","164934.66386901273"
"395","9","1","1","links","Optimize","9","117645.04529799895","59372.34304876652"
"393","7","1","1","links","Optimize","20","249105.1643145252","131894.93799869786"
"392","6","1","1","links","Optimize","26","236948.46371686817","116953.92531368507"
"390","4","1","1","links","Optimize","36","202062.14631607532","194176.0346434619"
"389","3","1","1","links","Optimize","48","265241.9265173942","188877.56154168578"
"394","8","1","1","links","Optimize","13","149813.3571593466","76525.10177747908"
"385","10","1","1","links","Optimize","37","334753.82510607806","176295.11024715676"
"374","10","1","1","links","Optimize","39","243284.3173779265","164609.12627620512"
"396","10","1","1","links","Optimize","4","49176.750063281695","30698.27434721683"
"391","5","1","1","links","Optimize","35","339964.4778970153","173180.43332582377"
"384","9","1","1","links","Optimize","43","330139.3424976365","216900.19762794886"
"382","7","1","1","links","Optimize","45","452064.8289316973","210835.10338882546"
"383","8","1","1","links","Optimize","43","250455.3587324884","162617.17035742084"
"397","0","1","1","links","Optimize","0","0","0"
"383","8","1","1","links","Optimize","44","262974.41960627807","160540.0446895825"
"374","10","1","1","links","Optimize","40","248050.15254085418","171770.76125707716"
"385","10","1","1","links","Optimize","38","301702.21084250853","208133.52018842698"
"384","9","1","1","links","Optimize","44","339346.8557121562","221687.9350594318"
"394","8","1","1","links","Optimize","14","165094.80788904513","77506.25166810327"
"389","3","1","1","links","Optimize","49","239548.4056073705","157209.17674335485"
"391","5","1","1","links","Optimize","36","335165.9689789445","191306.61298947825"
"396","10","1","1","links","Optimize","5","58919.2779853283","35385.917516635294"
"393","7","1","1","links","Optimize","21","261663.33380938682","136144.51537291202"
"382","7","1","1","links","Optimize","46","465500.2171113244","211812.96597812785"
"390","4","1","1","links","Optimize","37","208558.87374346334","200953.57599865273"
"392","6","1","1","links","Optimize","27","246061.3863860056","122259.97771844784"
"395","9","1","1","links","Optimize","10","128234.27868375178","69415.79160072195"
"397","0","1","1","links","Optimize","1","11251.168081226417","5537.989427084526"
"391","5","1","1","links","Optimize","37","327679.17063750135","199778.53777958167"
"383","8","1","1","links","Optimize","45","262044.4697672927","171522.9377233891"
"389","3","1","1","links","Optimize","50","251311.81039960624","153744.39163862937"
"385","10","1","1","links","Optimize","39","313626.6226143596","208791.82251844596"
"374","10","1","1","links","Optimize","41","259158.0396234279","172331.22357859332"
"393","7","1","1","links","Optimize","22","274273.7709750138","140622.31514701853"
"390","4","1","1","links","Optimize","38","221103.16257291418","202543.08957512787"
"394","8","1","1","links","Optimize","15","177352.11844380328","84420.69655367352"
"392","6","1","1","links","Optimize","28","255487.09262019666","125607.63985183722"
"396","10","1","1","links","Optimize","6","59083.066132058964","32653.03269505894"
"384","9","1","1","links","Optimize","45","350912.72406463063","223354.18721468028"
"382","7","1","1","links","Optimize","47","469235.96847440454","229015.97288715543"
"397","0","1","1","links","Optimize","2","21908.18760501198","10360.156375884431"
"395","9","1","1","links","Optimize","11","128779.08773807828","67503.32236451609"
"383","8","1","1","links","Optimize","46","273783.05273747386","169938.6506334218"
"391","5","1","1","links","Optimize","38","341131.961391038","196516.8814139156"
"397","0","1","1","links","Optimize","3","31746.301372031943","16515.90323606499"
"385","10","1","1","links","Optimize","40","325684.66858086776","208533.44336749124"
"374","10","1","1","links","Optimize","42","247580.9375851198","184065.93995285252"
"394","8","1","1","links","Optimize","16","192660.3952447643","86194.3997087926"
"398","1","1","1","links","Optimize","0","0","0"
"397","0","1","1","links","Optimize","4","44595.983311055126","19733.887016925648"
"384","9","1","1","links","Optimize","46","362950.263444696","224479.72412622036"
"392","6","1","1","links","Optimize","29","257980.15127631102","133313.82369244198"
"396","10","1","1","links","Optimize","7","67706.68656721216","32736.016122824974"
"393","7","1","1","links","Optimize","23","287001.5153142062","145259.36528682642"
"390","4","1","1","links","Optimize","39","230300.34329965163","207655.82519542077"
"391","5","1","1","links","Optimize","39","346658.46250833856","203947.58816780668"
"395","9","1","1","links","Optimize","12","138128.2110194865","75388.55574665072"
"385","10","1","1","links","Optimize","41","324644.9397411105","221442.89025924084"
"382","7","1","1","links","Optimize","48","482287.667809027","230229.83365966976"
"397","0","1","1","links","Optimize","5","57445.66525007831","23538.030339069748"
"383","8","1","1","links","Optimize","47","284957.79635307984","168705.9870818711"
"374","10","1","1","links","Optimize","43","258504.37683970053","183941.94305794273"
"398","1","1","1","links","Optimize","1","12655.0654258019","6356.846094478501"
"394","8","1","1","links","Optimize","17","207941.8459744629","88440.72278875716"
"397","0","1","1","links","Optimize","6","68756.80774251948","29904.025827977017"
"396","10","1","1","links","Optimize","8","81122.58762640945","33307.50517352336"
"390","4","1","1","links","Optimize","40","238317.8489564538","213862.6884208455"
"391","5","1","1","links","Optimize","40","360111.2532618752","201062.38780437902"
"384","9","1","1","links","Optimize","47","327940.65716821386","166745.13547983885"
"392","6","1","1","links","Optimize","30","269024.8158995046","133382.3744296792"
"393","7","1","1","links","Optimize","24","290219.16999794054","161284.21885869207"
"397","0","1","1","links","Optimize","7","74866.30510636524","40478.564865772474"
"395","9","1","1","links","Optimize","13","144185.62461571218","87673.51229917766"
"385","10","1","1","links","Optimize","42","336653.2924892625","221634.3865452542"
"398","1","1","1","links","Optimize","2","24908.984178073948","11659.445858240384"
"374","10","1","1","links","Optimize","44","261744.73826512578","192061.81270332166"
"382","7","1","1","links","Optimize","49","495339.36714364967","231603.34637477752"
"391","5","1","1","links","Optimize","41","373564.04401541175","198424.05857464924"
"397","0","1","1","links","Optimize","8","82980.40717542426","47320.37538927692"
"398","1","1","1","links","Optimize","3","34425.805983918464","19263.584813391168"
"394","8","1","1","links","Optimize","18","219770.36141667128","97608.34451905759"
"383","8","1","1","links","Optimize","48","296346.61749592744","167517.8995103268"
"384","9","1","1","links","Optimize","48","322349.3964090203","175922.0512766607"
"396","10","1","1","links","Optimize","9","92936.6680470991","39391.21879013138"
"393","7","1","1","links","Optimize","25","303305.1772028111","165570.14411554736"
"390","4","1","1","links","Optimize","41","250760.31350610405","216353.04818672469"
"397","0","1","1","links","Optimize","9","95495.87759154158","50994.02464013162"
"385","10","1","1","links","Optimize","43","331702.1800382291","236631.84211656597"
"398","1","1","1","links","Optimize","4","48600.34530619622","22078.109051644708"
"392","6","1","1","links","Optimize","31","281542.99884857325","129786.25262068125"
"391","5","1","1","links","Optimize","42","375630.0044803012","210004.99350696316"
"395","9","1","1","links","Optimize","14","158271.9686401747","90805.48329615008"
"382","7","1","1","links","Optimize","50","496110.1828518137","251542.99824852968"
"374","10","1","1","links","Optimize","45","259641.78771303492","203530.26943949907"
"393","7","1","1","links","Optimize","26","316455.1854679496","170130.8902265219"
"390","4","1","1","links","Optimize","42","263366.69985852146","219149.69899099026"
"397","0","1","1","links","Optimize","10","101630.30098256371","57819.49736107194"
"394","8","1","1","links","Optimize","19","234799.54705333852","100281.07167833702"
"396","10","1","1","links","Optimize","10","97162.77338175198","51256.72381503142"
"398","1","1","1","links","Optimize","5","58787.16410517805","29766.43392853525"
"384","9","1","1","links","Optimize","49","334386.93578908575","172973.74120721515"
"391","5","1","1","links","Optimize","43","389091.97267068154","205665.13298793932"
"385","10","1","1","links","Optimize","44","343882.99974872713","237095.3608694661"
"383","8","1","1","links","Optimize","49","307735.4386387749","166617.80563392956"
"393","7","1","1","links","Optimize","27","329605.1937330881","174823.31678747936"
"397","0","1","1","links","Optimize","11","113763.44195489891","61087.07165147881"
"374","10","1","1","links","Optimize","46","255342.2478706406","211441.8578247344"
"392","6","1","1","links","Optimize","32","294412.69115762843","126306.67933532095"
"395","9","1","1","links","Optimize","15","160520.27390925563","96630.03374880261"
"398","1","1","1","links","Optimize","6","62822.59205989909","40001.11033166186"
"391","5","1","1","links","Optimize","44","402553.940861062","201568.5077002982"
"390","4","1","1","links","Optimize","43","275973.0862109389","222191.6330380493"
"397","0","1","1","links","Optimize","12","125896.58292723405","64603.75946302891"
"399","2","1","1","links","Optimize","0","0","0"
"391","5","1","1","links","Optimize","45","383047.2618481439","224774.1310778931"
"374","10","1","1","links","Optimize","47","234859.40734270736","186741.3868854663"
"392","6","1","1","links","Optimize","33","306210.4578608161","123730.37037751281"
"394","8","1","1","links","Optimize","20","249828.7326900057","103310.37203368833"
"385","10","1","1","links","Optimize","45","328412.6224256184","256133.57339331962"
"383","8","1","1","links","Optimize","50","318326.73540297186","165179.45153289282"
"393","7","1","1","links","Optimize","28","342755.2019982265","179637.1049431678"
"384","9","1","1","links","Optimize","50","345652.1638815354","170636.77770042376"
"398","1","1","1","links","Optimize","7","74743.36522434342","45286.02033117284"
"396","10","1","1","links","Optimize","11","104163.63124722833","59518.2782899349"
"390","4","1","1","links","Optimize","44","265566.8020483175","230826.50411074152"
"395","9","1","1","links","Optimize","16","174606.61793371808","99558.56853542071"
"397","0","1","1","links","Optimize","13","129881.01409246273","72208.21287208406"
"391","5","1","1","links","Optimize","46","372695.1683311569","248160.80645431037"
"399","2","1","1","links","Optimize","1","14957.158423722978","8004.02994639349"
"392","6","1","1","links","Optimize","34","317807.18150880386","121772.95749829948"
"394","8","1","1","links","Optimize","21","264857.91832667287","106665.86997770666"
"393","7","1","1","links","Optimize","29","336225.86897634977","207818.8626017842"
"397","0","1","1","links","Optimize","14","141696.9592916345","75716.24005384141"
"390","4","1","1","links","Optimize","45","277847.7157127415","233647.08392235186"
"401","4","1","1","links","Optimize","0","0","0"
"399","2","1","1","links","Optimize","2","30010.979776892415","15948.719607365336"
"385","10","1","1","links","Optimize","46","340138.719376816","257950.23271165014"
"395","9","1","1","links","Optimize","17","188456.9546560837","102968.31625566864"
"391","5","1","1","links","Optimize","47","386157.1365215374","244741.69571664833"
"398","1","1","1","links","Optimize","8","87432.66776584808","50702.0857880525"
"374","10","1","1","links","Optimize","48","245726.38797613743","184170.07816684505"
"397","0","1","1","links","Optimize","15","147941.90513720698","85138.75531313283"
"400","3","1","1","links","Optimize","0","0","0"
"396","10","1","1","links","Optimize","12","117213.94554093052","62724.2985049071"
"390","4","1","1","links","Optimize","46","285286.7531148921","241493.25062301"
"398","1","1","1","links","Optimize","9","98012.92842892326","58028.116067803254"
"392","6","1","1","links","Optimize","35","318114.14640944044","136256.0127061566"
"393","7","1","1","links","Optimize","30","350260.33910971764","211109.91432211644"
"399","2","1","1","links","Optimize","3","45064.801130061845","23916.764018372378"
"397","0","1","1","links","Optimize","16","159295.80510763315","88744.9747047501"
"394","8","1","1","links","Optimize","22","258301.66981936005","110881.80929815906"
"391","5","1","1","links","Optimize","48","399619.1047119178","241555.12026235025"
"401","4","1","1","links","Optimize","1","14185.026380963904","6288.25929960688"
"385","10","1","1","links","Optimize","47","352335.47827244556","258400.99202690893"
"395","9","1","1","links","Optimize","18","193731.4945840906","113027.58452274915"
"398","1","1","1","links","Optimize","10","112168.45630780661","61928.09659317858"
"400","3","1","1","links","Optimize","1","12322.052606297542","6227.551491400771"
"392","6","1","1","links","Optimize","36","330097.17291417543","131877.48778370582"
"397","0","1","1","links","Optimize","17","170649.70507805925","92562.41589140613"
"390","4","1","1","links","Optimize","47","271371.0202311179","250388.85663219658"
"399","2","1","1","links","Optimize","4","59837.2523503726","31946.927468074464"
"396","10","1","1","links","Optimize","13","116890.77429168281","77646.95713124861"
"374","10","1","1","links","Optimize","49","256593.36860956743","181810.48215239338"
"393","7","1","1","links","Optimize","31","364294.8092430854","214587.8358801832"
"398","1","1","1","links","Optimize","11","122732.39508546019","69495.96451921365"
"401","4","1","1","links","Optimize","2","26184.53249909546","13952.673398326524"
"391","5","1","1","links","Optimize","49","412741.489245347","238397.10521924103"
"400","3","1","1","links","Optimize","2","23432.000431611057","13329.419632913"
"397","0","1","1","links","Optimize","18","182003.60504848548","96566.03210855357"
"394","8","1","1","links","Optimize","23","248922.36383277178","130397.60123007449"
"399","2","1","1","links","Optimize","5","74294.06454114788","40249.320555352824"
"395","9","1","1","links","Optimize","19","207130.2730860267","115732.07710220959"
"392","6","1","1","links","Optimize","37","313337.1167416377","158740.15405148067"
"398","1","1","1","links","Optimize","12","136287.80406851103","72072.5016320835"
"390","4","1","1","links","Optimize","48","283117.4871438939","254745.77492576136"
"397","0","1","1","links","Optimize","19","181705.77596505563","105659.82725346027"
"385","10","1","1","links","Optimize","48","363055.00082968076","260995.36686953984"
"400","3","1","1","links","Optimize","3","33843.39943883978","20795.011171512047"
"398","1","1","1","links","Optimize","13","149203.18916572342","74073.83300401541"
"393","7","1","1","links","Optimize","32","378195.8879725057","218262.05044101147"
"391","5","1","1","links","Optimize","50","406194.9601946215","258693.07578252026"
"396","10","1","1","links","Optimize","14","129312.8454936086","81807.8275244448"
"401","4","1","1","links","Optimize","3","39581.67549413172","20247.633405778965"
"374","10","1","1","links","Optimize","50","257874.64905620128","189561.55694686747"
"399","2","1","1","links","Optimize","6","81469.94066920798","56160.328147202454"
"390","4","1","1","links","Optimize","49","258991.64569856608","265122.35688027286"
"392","6","1","1","links","Optimize","38","310184.4608508769","166119.9696424768"
"394","8","1","1","links","Optimize","24","263777.6062787615","130411.27553239433"
"398","1","1","1","links","Optimize","14","141784.2893337732","85214.13039243463"
"397","0","1","1","links","Optimize","20","188622.5710565283","114870.6488001331"
"400","3","1","1","links","Optimize","4","46849.95458260787","25467.4611263474"
"395","9","1","1","links","Optimize","20","216583.03866950228","124472.70617250694"
"393","7","1","1","links","Optimize","33","380321.2817282003","234942.77274038026"
"385","10","1","1","links","Optimize","49","375000.5666366901","261926.3328373963"
"390","4","1","1","links","Optimize","50","270468.26841143373","268378.2821326639"
"398","1","1","1","links","Optimize","15","146380.2743685998","90675.09153507392"
"402","5","1","1","links","Optimize","0","0","0"
"401","4","1","1","links","Optimize","4","54315.572585684655","25047.377332102304"
"399","2","1","1","links","Optimize","7","95688.41860722197","64292.26052802848"
"397","0","1","1","links","Optimize","21","199399.65671031884","118206.8097837873"
"392","6","1","1","links","Optimize","39","317555.95688883885","170368.91155381512"
"396","10","1","1","links","Optimize","15","141938.7063173878","82877.90458164086"
"394","8","1","1","links","Optimize","25","260104.43510707078","136579.28698886212"
"403","6","1","1","links","Optimize","0","0","0"
"400","3","1","1","links","Optimize","5","56136.53878161919","31899.04859358556"
"398","1","1","1","links","Optimize","16","152105.14102776593","97023.42712323462"
"397","0","1","1","links","Optimize","22","187963.23990751297","131944.36671240168"
"404","7","1","1","links","Optimize","0","0","0"
"399","2","1","1","links","Optimize","8","107527.14601013555","74421.86418373819"
"395","9","1","1","links","Optimize","21","226280.57622428186","132822.1125828614"
"401","4","1","1","links","Optimize","5","59516.85204355421","36331.661477734204"
"402","5","1","1","links","Optimize","1","13601.920284730748","5386.070091085843"
"385","10","1","1","links","Optimize","50","386946.1324436995","262958.2121242489"
"398","1","1","1","links","Optimize","17","162817.50753762186","101874.57445481446"
"393","7","1","1","links","Optimize","34","393302.1220128424","239463.07519499495"
"392","6","1","1","links","Optimize","40","315253.68265241623","177907.30162939942"
"397","0","1","1","links","Optimize","23","189096.89433105156","141460.57547294328"
"400","3","1","1","links","Optimize","6","67158.40748928297","38690.66020885722"
"399","2","1","1","links","Optimize","9","119414.87292273277","77975.93019561272"
"394","8","1","1","links","Optimize","26","274535.4088243087","136834.64853087132"
"403","6","1","1","links","Optimize","1","14333.887858394814","5954.725902848595"
"396","10","1","1","links","Optimize","16","154011.84731281918","84926.89342751708"
"401","4","1","1","links","Optimize","6","73898.84995911465","39743.531129470524"
"404","7","1","1","links","Optimize","1","13120.686039322305","4619.337716907148"
"398","1","1","1","links","Optimize","18","149761.70983050184","114563.50090689481"
"397","0","1","1","links","Optimize","24","200350.58669671387","144150.3456670781"
"402","5","1","1","links","Optimize","2","28241.166967824913","9139.531829491722"
"392","6","1","1","links","Optimize","41","328498.4828131715","172727.73306072527"
"400","3","1","1","links","Optimize","7","80164.96263305107","43364.2756422145"
"405","8","1","1","links","Optimize","0","0","0"
"395","9","1","1","links","Optimize","22","226057.98899657148","142365.3320782707"
"399","2","1","1","links","Optimize","10","130123.37391861061","83957.2728869417"
"398","1","1","1","links","Optimize","19","160098.90082241248","117769.92050329687"
"393","7","1","1","links","Optimize","35","406282.9622974843","244091.40710937598"
"397","0","1","1","links","Optimize","25","193252.4712358896","143461.85517691236"
"403","6","1","1","links","Optimize","2","27677.565111771688","13423.944056119632"
"401","4","1","1","links","Optimize","7","87904.46143815965","43482.889552730434"
"394","8","1","1","links","Optimize","27","263037.54858578806","156793.7886702969"
"396","10","1","1","links","Optimize","17","165962.08231963374","87475.80728797491"
"404","7","1","1","links","Optimize","2","26600.719266191885","9513.347341819295"
"399","2","1","1","links","Optimize","11","137350.24901102425","90574.90933785833"
"402","5","1","1","links","Optimize","3","40048.00371631027","14797.651684608785"
"397","0","1","1","links","Optimize","26","199616.4161187955","149865.56664893113"
"392","6","1","1","links","Optimize","42","327506.6348048231","181221.9525985489"
"398","1","1","1","links","Optimize","20","172058.02850239672","119050.77824541557"
"400","3","1","1","links","Optimize","8","83076.13614370298","39781.036738438226"
"405","8","1","1","links","Optimize","1","13411.541415477282","6093.56449828907"
"393","7","1","1","links","Optimize","36","407724.90001556755","261505.36424462564"
"395","9","1","1","links","Optimize","23","239052.36595623873","143912.616433975"
"401","4","1","1","links","Optimize","8","93613.20909087617","55283.92763508774"
"403","6","1","1","links","Optimize","3","42648.70389297014","18295.39439985489"
"397","0","1","1","links","Optimize","27","210399.31739055392","151702.24858959348"
"399","2","1","1","links","Optimize","12","139225.76671426778","95908.46873796117"
"402","5","1","1","links","Optimize","4","54432.66860367012","17688.08518933614"
"394","8","1","1","links","Optimize","28","277842.87215527374","157486.84169231536"
"398","1","1","1","links","Optimize","21","170527.51805756596","121851.40736647169"
"396","10","1","1","links","Optimize","18","177912.3173264483","90729.98761225611"
"404","7","1","1","links","Optimize","3","37710.67492280968","16062.626570186861"
"400","3","1","1","links","Optimize","9","95677.98214368451","41393.5047426042"
"392","6","1","1","links","Optimize","43","340988.037603121","177047.55189383705"
"401","4","1","1","links","Optimize","9","102509.91190568595","62297.14018530632"
"397","0","1","1","links","Optimize","28","211779.86119257408","159927.44434936903"
"405","8","1","1","links","Optimize","2","28214.491582787217","11186.47308458331"
"398","1","1","1","links","Optimize","22","182588.10570109912","123539.87031172556"
"403","6","1","1","links","Optimize","4","51081.36216551284","26875.393812324863"
"399","2","1","1","links","Optimize","13","152723.14445624908","96142.62276525449"
"393","7","1","1","links","Optimize","37","421590.91524494125","265051.3453508405"
"395","9","1","1","links","Optimize","24","252046.74291590587","145771.0246982565"
"400","3","1","1","links","Optimize","10","108531.2883128272","43764.05882715415"
"397","0","1","1","links","Optimize","29","222479.75362591408","161859.18203816647"
"392","6","1","1","links","Optimize","44","340812.5352973219","190771.9188197911"
"399","2","1","1","links","Optimize","14","159947.34126253283","105045.51278333736"
"402","5","1","1","links","Optimize","5","61007.24713901742","31188.054780097096"
"398","1","1","1","links","Optimize","23","194934.72660184136","124266.7809670279"
"404","7","1","1","links","Optimize","4","46477.44715799703","23192.113291255784"
"401","4","1","1","links","Optimize","10","115573.19239578788","67765.59631398163"
"396","10","1","1","links","Optimize","19","189862.55233326287","94616.69303859919"
"394","8","1","1","links","Optimize","29","292621.3696534971","158517.70803788505"
"397","0","1","1","links","Optimize","30","229766.4884600591","168023.59430317327"
"405","8","1","1","links","Optimize","3","44186.165969966205","14315.525155011292"
"403","6","1","1","links","Optimize","5","62559.37452816284","32461.21921703487"
"393","7","1","1","links","Optimize","38","435456.9304743151","268744.2457627605"
"398","1","1","1","links","Optimize","24","207005.62729595296","125489.52425152504"
"399","2","1","1","links","Optimize","15","173345.30669272717","106873.830195666"
"400","3","1","1","links","Optimize","11","121384.59448196985","46729.64912084836"
"395","9","1","1","links","Optimize","25","254763.20538137457","157153.18256268417"
"397","0","1","1","links","Optimize","31","234648.68561663147","176083.80486875447"
"401","4","1","1","links","Optimize","11","129910.6161236989","71419.74468307506"
"402","5","1","1","links","Optimize","6","72455.19276484234","37545.945887415226"
"392","6","1","1","links","Optimize","45","353096.7422649473","188609.2612850056"
"398","1","1","1","links","Optimize","25","219424.14728950243","126881.44250460672"
"396","10","1","1","links","Optimize","20","201812.78734007734","99061.49963030036"
"404","7","1","1","links","Optimize","5","54783.604650257614","30199.091016611645"
"394","8","1","1","links","Optimize","30","307399.8671517207","159833.92935350584"
"399","2","1","1","links","Optimize","16","185576.96076716846","111305.83514911286"
"403","6","1","1","links","Optimize","6","71916.52294415783","36409.06291221665"
"400","3","1","1","links","Optimize","12","121414.57468306209","61348.39765337346"
"405","8","1","1","links","Optimize","4","60157.84035714519","17986.697509449965"
"397","0","1","1","links","Optimize","32","240341.62876102264","183831.37065083094"
"393","7","1","1","links","Optimize","39","444366.65142998705","279773.2192051476"
"398","1","1","1","links","Optimize","26","232194.99321572017","125939.64796962525"
"401","4","1","1","links","Optimize","12","134571.85127111425","77787.85916517928"
"399","2","1","1","links","Optimize","17","196195.00194968918","116530.32069355925"
"392","6","1","1","links","Optimize","46","365677.9331180153","185596.3378047777"
"402","5","1","1","links","Optimize","7","82097.48234455522","45171.28818003004"
"397","0","1","1","links","Optimize","33","227790.4981025542","196290.1037360741"
"400","3","1","1","links","Optimize","13","134016.42068304363","64296.14138366739"
"404","7","1","1","links","Optimize","6","68239.09806096139","33184.722224724406"
"405","8","1","1","links","Optimize","5","70084.55937882917","30346.93029016249"
"395","9","1","1","links","Optimize","26","267939.83173373225","159334.56021693003"
"398","1","1","1","links","Optimize","27","244551.32729927578","125917.91396792029"
"403","6","1","1","links","Optimize","7","80673.63399642869","45553.405792242585"
"396","10","1","1","links","Optimize","21","213763.02234689196","103992.869825054"
"394","8","1","1","links","Optimize","31","319377.0224993706","164568.9351943191"
"399","2","1","1","links","Optimize","18","204367.90782621314","124961.29721604919"
"397","0","1","1","links","Optimize","34","238952.43576463975","198349.7582929202"
"401","4","1","1","links","Optimize","13","141731.74804582604","86249.19504427281"
"393","7","1","1","links","Optimize","40","454110.8644436529","289688.80941462686"
"398","1","1","1","links","Optimize","28","249080.6612657146","136080.37927702462"
"400","3","1","1","links","Optimize","14","134995.13788841796","78690.28771621583"
"402","5","1","1","links","Optimize","8","96023.37193105237","48560.863529054244"
"392","6","1","1","links","Optimize","47","376852.67056625435","183096.40376486955"
"403","6","1","1","links","Optimize","8","95026.44888045818","45676.52933882758"
"405","8","1","1","links","Optimize","6","81306.34031851955","36520.762478661505"
"397","0","1","1","links","Optimize","35","250114.37342672542","200540.724831008"
"395","9","1","1","links","Optimize","27","274168.5492557933","170206.54859253293"
"404","7","1","1","links","Optimize","7","81731.56168509313","36600.529542757446"
"399","2","1","1","links","Optimize","19","216897.55432080317","128328.38579474864"
"394","8","1","1","links","Optimize","32","333396.6146136968","162954.5413420165"
"396","10","1","1","links","Optimize","22","220750.42451019742","113906.63269178147"
"398","1","1","1","links","Optimize","29","255133.5489204563","143998.68790168696"
"403","6","1","1","links","Optimize","9","105326.8896771223","51673.64371627055"
"402","5","1","1","links","Optimize","9","102792.97657402737","58590.52431286655"
"393","7","1","1","links","Optimize","41","438918.90217626235","305125.161547713"
"401","4","1","1","links","Optimize","14","148829.35485539885","97585.15141491976"
"397","0","1","1","links","Optimize","36","261276.3110888111","202858.74870800457"
"400","3","1","1","links","Optimize","15","147529.26266047548","81906.34853622745"
"405","8","1","1","links","Optimize","7","93171.17873950748","43377.17957597268"
"399","2","1","1","links","Optimize","20","229468.53636380032","132087.02655821905"
"404","7","1","1","links","Optimize","8","93775.26339749734","42706.427237479205"
"398","1","1","1","links","Optimize","30","267544.961395489","142462.344707999"
"392","6","1","1","links","Optimize","48","378409.533497741","194033.40452993326"
"397","0","1","1","links","Optimize","37","266677.70459066593","210952.63624816763"
"395","9","1","1","links","Optimize","28","287923.65121259546","172394.32423297022"
"401","4","1","1","links","Optimize","15","156100.73854583106","105481.30432088894"
"396","10","1","1","links","Optimize","23","227511.76523362647","123834.19129011371"
"402","5","1","1","links","Optimize","10","109518.07437532666","65028.70663639356"
"403","6","1","1","links","Optimize","10","119510.31808083832","52974.37889629094"
"394","8","1","1","links","Optimize","33","347389.3806567605","161731.00072006826"
"397","0","1","1","links","Optimize","38","277093.688743048","214183.5724719494"
"400","3","1","1","links","Optimize","16","160153.23574377192","85442.42263217836"
"393","7","1","1","links","Optimize","42","423011.93896037695","330943.84302814584"
"405","8","1","1","links","Optimize","8","102139.58546969682","48864.20755989419"
"398","1","1","1","links","Optimize","31","279956.37387052167","141445.13708059344"
"404","7","1","1","links","Optimize","9","106994.33446421035","46707.7346532916"
"402","5","1","1","links","Optimize","11","121339.03651592323","70724.79616159925"
