"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"PD_simple.nlogo"
"experiment"
"10/07/2024 00:31:12:079 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-15","15","-15","15"
"[run number]","payoff-benefit","init-coop-freq","payoff-cost","[step]","(count turtles with [strategy = 1]) / (count turtles)"
"320","1","0.5","0.16","85","0.7648283038501561"
"327","1","0.5","0.17","12","0.7304890738813735"
"321","1","0.5","0.17","73","0.7304890738813735"
"328","1","0.5","0.17","7","0.5920915712799167"
"330","1","0.5","0.17","6","0.5567117585848075"
"317","1","0.5","0.16","90","0.7544224765868887"
"325","1","0.5","0.17","17","0.7648283038501561"
"319","1","0.5","0.16","83","0.7440166493236212"
"318","1","0.5","0.16","89","0.7762747138397502"
"323","1","0.5","0.17","69","0.7710718002081165"
"331","1","0.5","0.17","4","0.4464099895941727"
"329","1","0.5","0.17","7","0.5806451612903226"
"322","1","0.5","0.17","72","0.7544224765868887"
"320","1","0.5","0.16","86","0.7648283038501561"
"326","1","0.5","0.17","14","0.7658688865764828"
"324","1","0.5","0.17","28","0.7637877211238293"
"327","1","0.5","0.17","13","0.7440166493236212"
"321","1","0.5","0.17","74","0.7304890738813735"
"330","1","0.5","0.17","7","0.5920915712799167"
"328","1","0.5","0.17","8","0.6233090530697191"
"317","1","0.5","0.16","91","0.7544224765868887"
"329","1","0.5","0.17","8","0.6670135275754423"
"319","1","0.5","0.16","84","0.7440166493236212"
"318","1","0.5","0.16","90","0.7762747138397502"
"320","1","0.5","0.16","87","0.7648283038501561"
"324","1","0.5","0.17","29","0.7637877211238293"
"331","1","0.5","0.17","5","0.5411030176899063"
"325","1","0.5","0.17","18","0.7648283038501561"
"326","1","0.5","0.17","15","0.7700312174817898"
"327","1","0.5","0.17","14","0.7554630593132154"
"322","1","0.5","0.17","73","0.7544224765868887"
"323","1","0.5","0.17","70","0.7710718002081165"
"330","1","0.5","0.17","8","0.6420395421436004"
"328","1","0.5","0.17","9","0.6795005202913632"
"321","1","0.5","0.17","75","0.7304890738813735"
"317","1","0.5","0.16","92","0.7544224765868887"
"329","1","0.5","0.17","9","0.6930280957336108"
"318","1","0.5","0.16","91","0.7762747138397502"
"319","1","0.5","0.16","85","0.7440166493236212"
"324","1","0.5","0.17","30","0.7637877211238293"
"327","1","0.5","0.17","15","0.7575442247658689"
"320","1","0.5","0.16","88","0.7648283038501561"
"326","1","0.5","0.17","16","0.7700312174817898"
"323","1","0.5","0.17","71","0.7710718002081165"
"322","1","0.5","0.17","74","0.7544224765868887"
"331","1","0.5","0.17","6","0.5879292403746098"
"325","1","0.5","0.17","19","0.7648283038501561"
"330","1","0.5","0.17","9","0.6753381893860562"
"328","1","0.5","0.17","10","0.704474505723205"
"321","1","0.5","0.17","76","0.7304890738813735"
"329","1","0.5","0.17","10","0.7585848074921956"
"319","1","0.5","0.16","86","0.7440166493236212"
"324","1","0.5","0.17","31","0.7637877211238293"
"317","1","0.5","0.16","93","0.7544224765868887"
"327","1","0.5","0.17","16","0.7585848074921956"
"331","1","0.5","0.17","7","0.6628511966701353"
"318","1","0.5","0.16","92","0.7762747138397502"
"323","1","0.5","0.17","72","0.7710718002081165"
"320","1","0.5","0.16","89","0.7648283038501561"
"325","1","0.5","0.17","20","0.7648283038501561"
"322","1","0.5","0.17","75","0.7544224765868887"
"328","1","0.5","0.17","11","0.7232049947970863"
"321","1","0.5","0.17","77","0.7304890738813735"
"330","1","0.5","0.17","10","0.6888657648283039"
"326","1","0.5","0.17","17","0.7700312174817898"
"319","1","0.5","0.16","87","0.7440166493236212"
"329","1","0.5","0.17","11","0.7627471383975026"
"318","1","0.5","0.16","93","0.7762747138397502"
"324","1","0.5","0.17","32","0.7637877211238293"
"317","1","0.5","0.16","94","0.7544224765868887"
"323","1","0.5","0.17","73","0.7710718002081165"
"320","1","0.5","0.16","90","0.7648283038501561"
"327","1","0.5","0.17","17","0.7627471383975026"
"331","1","0.5","0.17","8","0.6826222684703434"
"319","1","0.5","0.16","88","0.7440166493236212"
"330","1","0.5","0.17","11","0.704474505723205"
"328","1","0.5","0.17","12","0.7377731529656608"
"322","1","0.5","0.17","76","0.7544224765868887"
"325","1","0.5","0.17","21","0.7648283038501561"
"326","1","0.5","0.17","18","0.7700312174817898"
"329","1","0.5","0.17","12","0.777315296566077"
"318","1","0.5","0.16","94","0.7762747138397502"
"321","1","0.5","0.17","78","0.7304890738813735"
"317","1","0.5","0.16","95","0.7544224765868887"
"320","1","0.5","0.16","91","0.7648283038501561"
"324","1","0.5","0.17","33","0.7637877211238293"
"323","1","0.5","0.17","74","0.7710718002081165"
"327","1","0.5","0.17","18","0.7575442247658689"
"331","1","0.5","0.17","9","0.6878251821019771"
"319","1","0.5","0.16","89","0.7440166493236212"
"328","1","0.5","0.17","13","0.7440166493236212"
"330","1","0.5","0.17","12","0.7221644120707597"
"325","1","0.5","0.17","22","0.7648283038501561"
"329","1","0.5","0.17","13","0.7814776274713839"
"326","1","0.5","0.17","19","0.7700312174817898"
"318","1","0.5","0.16","95","0.7762747138397502"
"317","1","0.5","0.16","96","0.7544224765868887"
"321","1","0.5","0.17","79","0.7304890738813735"
"322","1","0.5","0.17","77","0.7544224765868887"
"320","1","0.5","0.16","92","0.7648283038501561"
"323","1","0.5","0.17","75","0.7710718002081165"
"327","1","0.5","0.17","19","0.7617065556711758"
"331","1","0.5","0.17","10","0.7075962539021852"
"319","1","0.5","0.16","90","0.7440166493236212"
"324","1","0.5","0.17","34","0.7637877211238293"
"325","1","0.5","0.17","23","0.7648283038501561"
"330","1","0.5","0.17","13","0.7211238293444329"
"328","1","0.5","0.17","14","0.7492195629552549"
"329","1","0.5","0.17","14","0.7845993756503642"
"320","1","0.5","0.16","93","0.7648283038501561"
"323","1","0.5","0.17","76","0.7710718002081165"
"326","1","0.5","0.17","20","0.7700312174817898"
"318","1","0.5","0.16","96","0.7762747138397502"
"317","1","0.5","0.16","97","0.7544224765868887"
"322","1","0.5","0.17","78","0.7544224765868887"
"324","1","0.5","0.17","35","0.7637877211238293"
"319","1","0.5","0.16","91","0.7440166493236212"
"327","1","0.5","0.17","20","0.7585848074921956"
"328","1","0.5","0.17","15","0.7554630593132154"
"330","1","0.5","0.17","14","0.7273673257023934"
"321","1","0.5","0.17","80","0.7304890738813735"
"331","1","0.5","0.17","11","0.7263267429760666"
"329","1","0.5","0.17","15","0.7866805411030177"
"320","1","0.5","0.16","94","0.7648283038501561"
"323","1","0.5","0.17","77","0.7710718002081165"
"325","1","0.5","0.17","24","0.7648283038501561"
"326","1","0.5","0.17","21","0.7700312174817898"
"317","1","0.5","0.16","98","0.7544224765868887"
"318","1","0.5","0.16","97","0.7762747138397502"
"324","1","0.5","0.17","36","0.7637877211238293"
"322","1","0.5","0.17","79","0.7544224765868887"
"319","1","0.5","0.16","92","0.7440166493236212"
"330","1","0.5","0.17","15","0.736732570239334"
"327","1","0.5","0.17","21","0.7617065556711758"
"321","1","0.5","0.17","81","0.7304890738813735"
"328","1","0.5","0.17","16","0.7565036420395421"
"331","1","0.5","0.17","12","0.7336108220603538"
"320","1","0.5","0.16","95","0.7648283038501561"
"329","1","0.5","0.17","16","0.7825182101977107"
"325","1","0.5","0.17","25","0.7648283038501561"
"317","1","0.5","0.16","99","0.7544224765868887"
"318","1","0.5","0.16","98","0.7762747138397502"
"324","1","0.5","0.17","37","0.7637877211238293"
"322","1","0.5","0.17","80","0.7544224765868887"
"326","1","0.5","0.17","22","0.7700312174817898"
"323","1","0.5","0.17","78","0.7710718002081165"
"319","1","0.5","0.16","93","0.7440166493236212"
"330","1","0.5","0.17","16","0.7419354838709677"
"327","1","0.5","0.17","22","0.7627471383975026"
"328","1","0.5","0.17","17","0.7565036420395421"
"331","1","0.5","0.17","13","0.740894901144641"
"321","1","0.5","0.17","82","0.7304890738813735"
"317","1","0.5","0.16","100","0.7544224765868887"
"329","1","0.5","0.17","17","0.7845993756503642"
"318","1","0.5","0.16","99","0.7762747138397502"
"324","1","0.5","0.17","38","0.7637877211238293"
"325","1","0.5","0.17","26","0.7648283038501561"
"323","1","0.5","0.17","79","0.7710718002081165"
"326","1","0.5","0.17","23","0.7700312174817898"
"322","1","0.5","0.17","81","0.7544224765868887"
"330","1","0.5","0.17","17","0.7460978147762747"
"320","1","0.5","0.16","96","0.7648283038501561"
"319","1","0.5","0.16","94","0.7440166493236212"
"327","1","0.5","0.17","23","0.7627471383975026"
"331","1","0.5","0.17","14","0.7388137356919875"
"328","1","0.5","0.17","18","0.7565036420395421"
"324","1","0.5","0.17","39","0.7637877211238293"
"329","1","0.5","0.17","18","0.7866805411030177"
"321","1","0.5","0.17","83","0.7304890738813735"
"325","1","0.5","0.17","27","0.7648283038501561"
"318","1","0.5","0.16","100","0.7762747138397502"
"320","1","0.5","0.16","97","0.7648283038501561"
"330","1","0.5","0.17","18","0.7523413111342352"
"323","1","0.5","0.17","80","0.7710718002081165"
"319","1","0.5","0.16","95","0.7440166493236212"
"326","1","0.5","0.17","24","0.7700312174817898"
"322","1","0.5","0.17","82","0.7544224765868887"
"327","1","0.5","0.17","24","0.7627471383975026"
"332","1","0.5","0.17","0","0.4984391259105099"
"333","1","0.5","0.17","0","0.4911550468262227"
"327","1","0.5","0.17","25","0.7627471383975026"
"322","1","0.5","0.17","83","0.7544224765868887"
"330","1","0.5","0.17","19","0.7596253902185224"
"323","1","0.5","0.17","81","0.7710718002081165"
"321","1","0.5","0.17","84","0.7304890738813735"
"331","1","0.5","0.17","15","0.7388137356919875"
"320","1","0.5","0.16","98","0.7648283038501561"
"319","1","0.5","0.16","96","0.7440166493236212"
"326","1","0.5","0.17","25","0.7700312174817898"
"328","1","0.5","0.17","19","0.7565036420395421"
"325","1","0.5","0.17","28","0.7648283038501561"
"324","1","0.5","0.17","40","0.7637877211238293"
"329","1","0.5","0.17","19","0.7825182101977107"
"327","1","0.5","0.17","26","0.7627471383975026"
"322","1","0.5","0.17","84","0.7544224765868887"
"320","1","0.5","0.16","99","0.7648283038501561"
"331","1","0.5","0.17","16","0.7377731529656608"
"330","1","0.5","0.17","20","0.7637877211238293"
"333","1","0.5","0.17","1","0.2518210197710718"
"323","1","0.5","0.17","82","0.7710718002081165"
"319","1","0.5","0.16","97","0.7440166493236212"
"328","1","0.5","0.17","20","0.7565036420395421"
"332","1","0.5","0.17","1","0.24245577523413112"
"324","1","0.5","0.17","41","0.7637877211238293"
"321","1","0.5","0.17","85","0.7304890738813735"
"325","1","0.5","0.17","29","0.7648283038501561"
"326","1","0.5","0.17","26","0.7700312174817898"
"329","1","0.5","0.17","20","0.7845993756503642"
"320","1","0.5","0.16","100","0.7648283038501561"
"330","1","0.5","0.17","21","0.7637877211238293"
"319","1","0.5","0.16","98","0.7440166493236212"
"333","1","0.5","0.17","2","0.29136316337148804"
"328","1","0.5","0.17","21","0.7565036420395421"
"327","1","0.5","0.17","27","0.7627471383975026"
"331","1","0.5","0.17","17","0.7388137356919875"
"326","1","0.5","0.17","27","0.7700312174817898"
"323","1","0.5","0.17","83","0.7710718002081165"
"324","1","0.5","0.17","42","0.7637877211238293"
"321","1","0.5","0.17","86","0.7304890738813735"
"322","1","0.5","0.17","85","0.7544224765868887"
"332","1","0.5","0.17","2","0.2809573361082206"
"325","1","0.5","0.17","30","0.7648283038501561"
"329","1","0.5","0.17","21","0.7866805411030177"
"330","1","0.5","0.17","22","0.7637877211238293"
"333","1","0.5","0.17","3","0.42247658688865763"
"319","1","0.5","0.16","99","0.7440166493236212"
"327","1","0.5","0.17","28","0.7627471383975026"
"321","1","0.5","0.17","87","0.7304890738813735"
"328","1","0.5","0.17","22","0.7565036420395421"
"324","1","0.5","0.17","43","0.7637877211238293"
"331","1","0.5","0.17","18","0.7388137356919875"
"322","1","0.5","0.17","86","0.7544224765868887"
"323","1","0.5","0.17","84","0.7710718002081165"
"334","1","0.5","0.17","0","0.5015608740894901"
"326","1","0.5","0.17","28","0.7700312174817898"
"329","1","0.5","0.17","22","0.7825182101977107"
"332","1","0.5","0.17","3","0.3850156087408949"
"325","1","0.5","0.17","31","0.7648283038501561"
"330","1","0.5","0.17","23","0.7637877211238293"
"333","1","0.5","0.17","4","0.5390218522372529"
"327","1","0.5","0.17","29","0.7627471383975026"
"328","1","0.5","0.17","23","0.7565036420395421"
"321","1","0.5","0.17","88","0.7304890738813735"
"322","1","0.5","0.17","87","0.7544224765868887"
"331","1","0.5","0.17","19","0.7388137356919875"
"334","1","0.5","0.17","1","0.18730489073881373"
"323","1","0.5","0.17","85","0.7710718002081165"
"319","1","0.5","0.16","100","0.7440166493236212"
"326","1","0.5","0.17","29","0.7700312174817898"
"324","1","0.5","0.17","44","0.7637877211238293"
"329","1","0.5","0.17","23","0.7845993756503642"
"325","1","0.5","0.17","32","0.7648283038501561"
"332","1","0.5","0.17","4","0.47762747138397504"
"330","1","0.5","0.17","24","0.7637877211238293"
"333","1","0.5","0.17","5","0.6264308012486993"
"321","1","0.5","0.17","89","0.7304890738813735"
"328","1","0.5","0.17","24","0.7565036420395421"
"331","1","0.5","0.17","20","0.7388137356919875"
"334","1","0.5","0.17","2","0.21852237252861603"
"327","1","0.5","0.17","30","0.7627471383975026"
"326","1","0.5","0.17","30","0.7700312174817898"
"323","1","0.5","0.17","86","0.7710718002081165"
"324","1","0.5","0.17","45","0.7637877211238293"
"322","1","0.5","0.17","88","0.7544224765868887"
"329","1","0.5","0.17","24","0.7866805411030177"
"332","1","0.5","0.17","5","0.5775234131113424"
"330","1","0.5","0.17","25","0.7637877211238293"
"325","1","0.5","0.17","33","0.7648283038501561"
"321","1","0.5","0.17","90","0.7304890738813735"
"335","1","0.5","0.17","0","0.48074921956295524"
"333","1","0.5","0.17","6","0.6971904266389178"
"328","1","0.5","0.17","25","0.7565036420395421"
"331","1","0.5","0.17","21","0.7388137356919875"
"334","1","0.5","0.17","3","0.33298647242455776"
"326","1","0.5","0.17","31","0.7700312174817898"
"327","1","0.5","0.17","31","0.7627471383975026"
"324","1","0.5","0.17","46","0.7637877211238293"
"323","1","0.5","0.17","87","0.7710718002081165"
"322","1","0.5","0.17","89","0.7544224765868887"
"330","1","0.5","0.17","26","0.7637877211238293"
"321","1","0.5","0.17","91","0.7304890738813735"
"329","1","0.5","0.17","25","0.7825182101977107"
"328","1","0.5","0.17","26","0.7565036420395421"
"332","1","0.5","0.17","6","0.627471383975026"
"333","1","0.5","0.17","7","0.7252861602497399"
"331","1","0.5","0.17","22","0.7377731529656608"
"335","1","0.5","0.17","1","0.21956295525494277"
"334","1","0.5","0.17","4","0.42247658688865763"
"325","1","0.5","0.17","34","0.7648283038501561"
"324","1","0.5","0.17","47","0.7637877211238293"
"327","1","0.5","0.17","32","0.7627471383975026"
"323","1","0.5","0.17","88","0.7710718002081165"
"322","1","0.5","0.17","90","0.7544224765868887"
"329","1","0.5","0.17","26","0.7866805411030177"
"328","1","0.5","0.17","27","0.7565036420395421"
"326","1","0.5","0.17","32","0.7700312174817898"
"334","1","0.5","0.17","5","0.5098855359001041"
"332","1","0.5","0.17","7","0.6711758584807492"
"325","1","0.5","0.17","35","0.7648283038501561"
"321","1","0.5","0.17","92","0.7304890738813735"
"330","1","0.5","0.17","27","0.7637877211238293"
"324","1","0.5","0.17","48","0.7637877211238293"
"327","1","0.5","0.17","33","0.7627471383975026"
"323","1","0.5","0.17","89","0.7710718002081165"
"331","1","0.5","0.17","23","0.7388137356919875"
"335","1","0.5","0.17","2","0.20707596253902186"
"329","1","0.5","0.17","27","0.7825182101977107"
"333","1","0.5","0.17","8","0.7377731529656608"
"322","1","0.5","0.17","91","0.7544224765868887"
"326","1","0.5","0.17","33","0.7700312174817898"
"328","1","0.5","0.17","28","0.7565036420395421"
"334","1","0.5","0.17","6","0.5515088449531738"
"325","1","0.5","0.17","36","0.7648283038501561"
"327","1","0.5","0.17","34","0.7627471383975026"
"330","1","0.5","0.17","28","0.7637877211238293"
"323","1","0.5","0.17","90","0.7710718002081165"
"335","1","0.5","0.17","3","0.2778355879292404"
"321","1","0.5","0.17","93","0.7304890738813735"
"324","1","0.5","0.17","49","0.7637877211238293"
"329","1","0.5","0.17","28","0.7835587929240374"
"333","1","0.5","0.17","9","0.7471383975026015"
"332","1","0.5","0.17","8","0.6919875130072841"
"322","1","0.5","0.17","92","0.7544224765868887"
"331","1","0.5","0.17","24","0.7388137356919875"
"328","1","0.5","0.17","29","0.7565036420395421"
"334","1","0.5","0.17","7","0.6077003121748179"
"326","1","0.5","0.17","34","0.7700312174817898"
"330","1","0.5","0.17","29","0.7637877211238293"
"327","1","0.5","0.17","35","0.7627471383975026"
"325","1","0.5","0.17","37","0.7648283038501561"
"324","1","0.5","0.17","50","0.7637877211238293"
"323","1","0.5","0.17","91","0.7710718002081165"
"333","1","0.5","0.17","10","0.7533818938605619"
"329","1","0.5","0.17","29","0.7845993756503642"
"321","1","0.5","0.17","94","0.7304890738813735"
"332","1","0.5","0.17","9","0.7190426638917794"
"335","1","0.5","0.17","4","0.37669094693028093"
"322","1","0.5","0.17","93","0.7544224765868887"
"328","1","0.5","0.17","30","0.7565036420395421"
"331","1","0.5","0.17","25","0.7388137356919875"
"334","1","0.5","0.17","8","0.6576482830385015"
"326","1","0.5","0.17","35","0.7700312174817898"
"323","1","0.5","0.17","92","0.7710718002081165"
"327","1","0.5","0.17","36","0.7627471383975026"
"333","1","0.5","0.17","11","0.7533818938605619"
"325","1","0.5","0.17","38","0.7648283038501561"
"329","1","0.5","0.17","30","0.7845993756503642"
"330","1","0.5","0.17","30","0.7637877211238293"
"324","1","0.5","0.17","51","0.7637877211238293"
"335","1","0.5","0.17","5","0.4672216441207076"
"332","1","0.5","0.17","10","0.72840790842872"
"328","1","0.5","0.17","31","0.7565036420395421"
"321","1","0.5","0.17","95","0.7304890738813735"
"331","1","0.5","0.17","26","0.7377731529656608"
"322","1","0.5","0.17","94","0.7544224765868887"
"334","1","0.5","0.17","9","0.6847034339229969"
"326","1","0.5","0.17","36","0.7700312174817898"
"330","1","0.5","0.17","31","0.7637877211238293"
"323","1","0.5","0.17","93","0.7710718002081165"
"327","1","0.5","0.17","37","0.7627471383975026"
"335","1","0.5","0.17","6","0.5515088449531738"
"325","1","0.5","0.17","39","0.7648283038501561"
"333","1","0.5","0.17","12","0.7575442247658689"
"329","1","0.5","0.17","31","0.7845993756503642"
"324","1","0.5","0.17","52","0.7637877211238293"
"321","1","0.5","0.17","96","0.7304890738813735"
"332","1","0.5","0.17","11","0.7398543184183143"
"331","1","0.5","0.17","27","0.7388137356919875"
"334","1","0.5","0.17","10","0.7075962539021852"
"322","1","0.5","0.17","95","0.7544224765868887"
"328","1","0.5","0.17","32","0.7565036420395421"
"326","1","0.5","0.17","37","0.7700312174817898"
"323","1","0.5","0.17","94","0.7710718002081165"
"327","1","0.5","0.17","38","0.7627471383975026"
"335","1","0.5","0.17","7","0.5962539021852237"
"330","1","0.5","0.17","32","0.7637877211238293"
"324","1","0.5","0.17","53","0.7637877211238293"
"333","1","0.5","0.17","13","0.7575442247658689"
"325","1","0.5","0.17","40","0.7648283038501561"
"329","1","0.5","0.17","32","0.7845993756503642"
"321","1","0.5","0.17","97","0.7304890738813735"
"332","1","0.5","0.17","12","0.7471383975026015"
"326","1","0.5","0.17","38","0.7700312174817898"
"327","1","0.5","0.17","39","0.7627471383975026"
"328","1","0.5","0.17","33","0.7565036420395421"
"335","1","0.5","0.17","8","0.6451612903225806"
"334","1","0.5","0.17","11","0.7273673257023934"
"323","1","0.5","0.17","95","0.7710718002081165"
"331","1","0.5","0.17","28","0.7388137356919875"
"322","1","0.5","0.17","96","0.7544224765868887"
"333","1","0.5","0.17","14","0.7575442247658689"
"324","1","0.5","0.17","54","0.7637877211238293"
"330","1","0.5","0.17","33","0.7637877211238293"
"329","1","0.5","0.17","33","0.7845993756503642"
"325","1","0.5","0.17","41","0.7648283038501561"
"321","1","0.5","0.17","98","0.7304890738813735"
"327","1","0.5","0.17","40","0.7627471383975026"
"335","1","0.5","0.17","9","0.6899063475546305"
"326","1","0.5","0.17","39","0.7700312174817898"
"334","1","0.5","0.17","12","0.7419354838709677"
"328","1","0.5","0.17","34","0.7565036420395421"
"322","1","0.5","0.17","97","0.7544224765868887"
"332","1","0.5","0.17","13","0.7471383975026015"
"333","1","0.5","0.17","15","0.7575442247658689"
"329","1","0.5","0.17","34","0.7845993756503642"
"330","1","0.5","0.17","34","0.7637877211238293"
"323","1","0.5","0.17","96","0.7710718002081165"
"331","1","0.5","0.17","29","0.7388137356919875"
"325","1","0.5","0.17","42","0.7648283038501561"
"324","1","0.5","0.17","55","0.7637877211238293"
"321","1","0.5","0.17","99","0.7304890738813735"
"335","1","0.5","0.17","10","0.7148803329864725"
"326","1","0.5","0.17","40","0.7700312174817898"
"334","1","0.5","0.17","13","0.7460978147762747"
"329","1","0.5","0.17","35","0.7845993756503642"
"328","1","0.5","0.17","35","0.7565036420395421"
"323","1","0.5","0.17","97","0.7710718002081165"
"322","1","0.5","0.17","98","0.7544224765868887"
"327","1","0.5","0.17","41","0.7627471383975026"
"333","1","0.5","0.17","16","0.7575442247658689"
"331","1","0.5","0.17","30","0.7377731529656608"
"330","1","0.5","0.17","35","0.7637877211238293"
"324","1","0.5","0.17","56","0.7637877211238293"
"325","1","0.5","0.17","43","0.7648283038501561"
"332","1","0.5","0.17","14","0.7471383975026015"
"321","1","0.5","0.17","100","0.7304890738813735"
"335","1","0.5","0.17","11","0.7325702393340271"
"326","1","0.5","0.17","41","0.7700312174817898"
"323","1","0.5","0.17","98","0.7710718002081165"
"334","1","0.5","0.17","14","0.7544224765868887"
"327","1","0.5","0.17","42","0.7627471383975026"
"333","1","0.5","0.17","17","0.7575442247658689"
"330","1","0.5","0.17","36","0.7637877211238293"
"329","1","0.5","0.17","36","0.7845993756503642"
"324","1","0.5","0.17","57","0.7637877211238293"
"328","1","0.5","0.17","36","0.7565036420395421"
"331","1","0.5","0.17","31","0.7388137356919875"
"325","1","0.5","0.17","44","0.7648283038501561"
"332","1","0.5","0.17","15","0.7471383975026015"
"322","1","0.5","0.17","99","0.7544224765868887"
"323","1","0.5","0.17","99","0.7710718002081165"
"334","1","0.5","0.17","15","0.7596253902185224"
"333","1","0.5","0.17","18","0.7575442247658689"
"326","1","0.5","0.17","42","0.7700312174817898"
"327","1","0.5","0.17","43","0.7627471383975026"
"336","1","0.5","0.17","0","0.5015608740894901"
"329","1","0.5","0.17","37","0.7845993756503642"
"330","1","0.5","0.17","37","0.7637877211238293"
"324","1","0.5","0.17","58","0.7637877211238293"
"331","1","0.5","0.17","32","0.7388137356919875"
"325","1","0.5","0.17","45","0.7648283038501561"
"328","1","0.5","0.17","37","0.7565036420395421"
"335","1","0.5","0.17","12","0.7325702393340271"
"332","1","0.5","0.17","16","0.7471383975026015"
"322","1","0.5","0.17","100","0.7544224765868887"
"323","1","0.5","0.17","100","0.7710718002081165"
"333","1","0.5","0.17","19","0.7575442247658689"
"327","1","0.5","0.17","44","0.7627471383975026"
"336","1","0.5","0.17","1","0.22892819979188345"
"324","1","0.5","0.17","59","0.7637877211238293"
"326","1","0.5","0.17","43","0.7700312174817898"
"334","1","0.5","0.17","16","0.7617065556711758"
"325","1","0.5","0.17","46","0.7648283038501561"
"330","1","0.5","0.17","38","0.7637877211238293"
"329","1","0.5","0.17","38","0.7845993756503642"
"331","1","0.5","0.17","33","0.7388137356919875"
"328","1","0.5","0.17","38","0.7565036420395421"
"335","1","0.5","0.17","13","0.736732570239334"
"332","1","0.5","0.17","17","0.7471383975026015"
"327","1","0.5","0.17","45","0.7627471383975026"
"333","1","0.5","0.17","20","0.7575442247658689"
"336","1","0.5","0.17","2","0.2695109261186264"
"326","1","0.5","0.17","44","0.7700312174817898"
"338","1","0.5","0.17","0","0.481789802289282"
"337","1","0.5","0.17","0","0.46514047866805414"
"330","1","0.5","0.17","39","0.7637877211238293"
"325","1","0.5","0.17","47","0.7648283038501561"
"334","1","0.5","0.17","17","0.7617065556711758"
"329","1","0.5","0.17","39","0.7845993756503642"
"328","1","0.5","0.17","39","0.7565036420395421"
"324","1","0.5","0.17","60","0.7637877211238293"
"335","1","0.5","0.17","14","0.7419354838709677"
"331","1","0.5","0.17","34","0.7377731529656608"
"332","1","0.5","0.17","18","0.7471383975026015"
"327","1","0.5","0.17","46","0.7627471383975026"
"333","1","0.5","0.17","21","0.7575442247658689"
"338","1","0.5","0.17","1","0.25078043704474506"
"336","1","0.5","0.17","3","0.3704474505723205"
"329","1","0.5","0.17","40","0.7845993756503642"
"334","1","0.5","0.17","18","0.7617065556711758"
"330","1","0.5","0.17","40","0.7637877211238293"
"326","1","0.5","0.17","45","0.7700312174817898"
"337","1","0.5","0.17","1","0.1914672216441207"
"325","1","0.5","0.17","48","0.7648283038501561"
"324","1","0.5","0.17","61","0.7637877211238293"
"328","1","0.5","0.17","40","0.7565036420395421"
"335","1","0.5","0.17","15","0.736732570239334"
"331","1","0.5","0.17","35","0.7388137356919875"
"332","1","0.5","0.17","19","0.7471383975026015"
"327","1","0.5","0.17","47","0.7627471383975026"
"329","1","0.5","0.17","41","0.7845993756503642"
"336","1","0.5","0.17","4","0.4547346514047867"
"330","1","0.5","0.17","41","0.7637877211238293"
"338","1","0.5","0.17","2","0.3309053069719043"
"325","1","0.5","0.17","49","0.7648283038501561"
"328","1","0.5","0.17","41","0.7565036420395421"
"326","1","0.5","0.17","46","0.7700312174817898"
"334","1","0.5","0.17","19","0.7617065556711758"
"335","1","0.5","0.17","16","0.7388137356919875"
"337","1","0.5","0.17","2","0.21852237252861603"
"324","1","0.5","0.17","62","0.7637877211238293"
"333","1","0.5","0.17","22","0.7575442247658689"
"332","1","0.5","0.17","20","0.7471383975026015"
"331","1","0.5","0.17","36","0.7377731529656608"
"327","1","0.5","0.17","48","0.7627471383975026"
"329","1","0.5","0.17","42","0.7845993756503642"
"325","1","0.5","0.17","50","0.7648283038501561"
"330","1","0.5","0.17","42","0.7637877211238293"
"326","1","0.5","0.17","47","0.7700312174817898"
"336","1","0.5","0.17","5","0.5369406867845994"
"334","1","0.5","0.17","20","0.7617065556711758"
"338","1","0.5","0.17","3","0.4713839750260146"
"335","1","0.5","0.17","17","0.7419354838709677"
"333","1","0.5","0.17","23","0.7575442247658689"
"327","1","0.5","0.17","49","0.7627471383975026"
"332","1","0.5","0.17","21","0.7471383975026015"
"331","1","0.5","0.17","37","0.7388137356919875"
"328","1","0.5","0.17","42","0.7565036420395421"
"329","1","0.5","0.17","43","0.7845993756503642"
"324","1","0.5","0.17","63","0.7637877211238293"
"337","1","0.5","0.17","3","0.28199791883454733"
"330","1","0.5","0.17","43","0.7637877211238293"
"336","1","0.5","0.17","6","0.6233090530697191"
"325","1","0.5","0.17","51","0.7648283038501561"
"338","1","0.5","0.17","4","0.5619146722164412"
"326","1","0.5","0.17","48","0.7700312174817898"
"333","1","0.5","0.17","24","0.7575442247658689"
"327","1","0.5","0.17","50","0.7627471383975026"
"334","1","0.5","0.17","21","0.7617065556711758"
"335","1","0.5","0.17","18","0.736732570239334"
"331","1","0.5","0.17","38","0.7388137356919875"
"329","1","0.5","0.17","44","0.7845993756503642"
"328","1","0.5","0.17","43","0.7565036420395421"
"336","1","0.5","0.17","7","0.6555671175858481"
"324","1","0.5","0.17","64","0.7637877211238293"
"337","1","0.5","0.17","4","0.3381893860561915"
"330","1","0.5","0.17","44","0.7637877211238293"
"325","1","0.5","0.17","52","0.7648283038501561"
"332","1","0.5","0.17","22","0.7471383975026015"
"338","1","0.5","0.17","5","0.6077003121748179"
"333","1","0.5","0.17","25","0.7575442247658689"
"334","1","0.5","0.17","22","0.7617065556711758"
"326","1","0.5","0.17","49","0.7700312174817898"
