"BehaviorSpace results (NetLogo 5.3.1)"
"wild_dogs.nlogo"
"sensitivity-analysis"
"04/12/2016 02:18:42:452 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","carrying-capacity","years-to-simulate","mortality-adult","mortality-disperser","mean-meeting-rate","[step]","count dogs","extinct?"
"11537","60","100","0.2","0.5","1.6","88","0","true"
"11535","60","100","0.2","0.5","1.6","93","0","true"
"11534","60","100","0.2","0.5","1.6","100","11","false"
"11541","60","100","0.2","0.5","1.6","35","0","true"
"11538","60","100","0.2","0.5","1.6","88","0","true"
"11542","60","100","0.2","0.5","1.6","34","0","true"
"11536","60","100","0.2","0.5","1.6","100","29","false"
"11539","60","100","0.2","0.5","1.6","100","9","false"
"11532","60","100","0.2","0.5","1.6","100","4","false"
"11544","60","100","0.2","0.5","1.6","75","0","true"
"11543","60","100","0.2","0.5","1.6","62","0","true"
"11540","60","100","0.2","0.5","1.6","100","44","false"
"11546","60","100","0.2","0.5","1.6","53","0","true"
"11545","60","100","0.2","0.5","1.6","82","0","true"
"11548","60","100","0.2","0.5","1.6","86","0","true"
"11547","60","100","0.2","0.5","1.6","89","0","true"
"11551","60","100","0.2","0.5","1.8","94","0","true"
"11550","60","100","0.2","0.5","1.6","100","15","false"
"11555","60","100","0.2","0.5","1.8","46","0","true"
"11552","60","100","0.2","0.5","1.8","100","24","false"
"11554","60","100","0.2","0.5","1.8","74","0","true"
"11556","60","100","0.2","0.5","1.8","57","0","true"
"11553","60","100","0.2","0.5","1.8","100","11","false"
"11558","60","100","0.2","0.5","1.8","56","0","true"
"11557","60","100","0.2","0.5","1.8","65","0","true"
"11549","60","100","0.2","0.5","1.6","100","40","false"
"11561","60","100","0.2","0.5","1.8","100","13","false"
"11563","60","100","0.2","0.5","1.8","81","0","true"
"11559","60","100","0.2","0.5","1.8","100","27","false"
"11562","60","100","0.2","0.5","1.8","70","0","true"
"11560","60","100","0.2","0.5","1.8","100","23","false"
"11564","60","100","0.2","0.5","1.8","69","0","true"
"11566","60","100","0.2","0.5","1.8","100","23","false"
"11565","60","100","0.2","0.5","1.8","100","24","false"
"11568","60","100","0.2","0.5","1.8","87","0","true"
"11567","60","100","0.2","0.5","1.8","100","16","false"
"11569","60","100","0.2","0.5","1.8","99","0","true"
"11570","60","100","0.2","0.5","1.8","96","0","true"
"11571","60","100","0.2","0.5","1.8","100","18","false"
"11578","60","100","0.2","0.5","1.8","31","0","true"
"11572","60","100","0.2","0.5","1.8","100","20","false"
"11579","60","100","0.2","0.5","1.8","28","0","true"
"11573","60","100","0.2","0.5","1.8","100","13","false"
"11574","60","100","0.2","0.5","1.8","100","42","false"
"11577","60","100","0.2","0.5","1.8","95","0","true"
"11580","60","100","0.2","0.5","1.8","53","0","true"
"11576","60","100","0.2","0.5","1.8","100","26","false"
"11575","60","100","0.2","0.5","1.8","100","47","false"
"11588","60","100","0.2","0.5","2","77","0","true"
"11581","60","100","0.2","0.5","2","100","17","false"
"11582","60","100","0.2","0.5","2","100","25","false"
"11587","60","100","0.2","0.5","2","100","12","false"
"11584","60","100","0.2","0.5","2","100","22","false"
"11586","60","100","0.2","0.5","2","100","26","false"
"11585","60","100","0.2","0.5","2","100","22","false"
"11589","60","100","0.2","0.5","2","61","0","true"
"11592","60","100","0.2","0.5","2","38","0","true"
"11583","60","100","0.2","0.5","2","100","45","false"
"11593","60","100","0.2","0.5","2","81","0","true"
"11594","60","100","0.2","0.5","2","100","1","false"
"11590","60","100","0.2","0.5","2","100","32","false"
"11596","60","100","0.2","0.5","2","100","13","false"
"11591","60","100","0.2","0.5","2","100","42","false"
"11595","60","100","0.2","0.5","2","100","16","false"
"11601","60","100","0.2","0.5","2","77","0","true"
"11602","60","100","0.2","0.5","2","82","0","true"
"11597","60","100","0.2","0.5","2","100","25","false"
"11599","60","100","0.2","0.5","2","100","14","false"
"11598","60","100","0.2","0.5","2","72","0","true"
"11600","60","100","0.2","0.5","2","81","0","true"
"11603","60","100","0.2","0.5","2","100","0","false"
"11605","60","100","0.2","0.5","2","52","0","true"
"11604","60","100","0.2","0.5","2","66","0","true"
"11608","60","100","0.2","0.5","2","72","0","true"
"11611","60","100","0.2","0.55","0.4","64","0","true"
"11610","60","100","0.2","0.5","2","95","0","true"
"11607","60","100","0.2","0.5","2","85","0","true"
"11612","60","100","0.2","0.55","0.4","56","0","true"
"11609","60","100","0.2","0.5","2","88","0","true"
"11613","60","100","0.2","0.55","0.4","66","0","true"
"11616","60","100","0.2","0.55","0.4","35","0","true"
"11606","60","100","0.2","0.5","2","100","33","false"
"11614","60","100","0.2","0.55","0.4","100","0","false"
"11618","60","100","0.2","0.55","0.4","46","0","true"
"11615","60","100","0.2","0.55","0.4","100","16","false"
"11621","60","100","0.2","0.55","0.4","51","0","true"
"11623","60","100","0.2","0.55","0.4","24","0","true"
"11624","60","100","0.2","0.55","0.4","31","0","true"
"11617","60","100","0.2","0.55","0.4","100","1","false"
"11620","60","100","0.2","0.55","0.4","81","0","true"
"11619","60","100","0.2","0.55","0.4","54","0","true"
"11622","60","100","0.2","0.55","0.4","100","1","false"
"11626","60","100","0.2","0.55","0.4","44","0","true"
"11625","60","100","0.2","0.55","0.4","57","0","true"
"11627","60","100","0.2","0.55","0.4","55","0","true"
"11633","60","100","0.2","0.55","0.4","23","0","true"
"11631","60","100","0.2","0.55","0.4","41","0","true"
"11632","60","100","0.2","0.55","0.4","62","0","true"
"11634","60","100","0.2","0.55","0.4","24","0","true"
"11629","60","100","0.2","0.55","0.4","64","0","true"
"11628","60","100","0.2","0.55","0.4","89","0","true"
"11635","60","100","0.2","0.55","0.4","33","0","true"
"11630","60","100","0.2","0.55","0.4","59","0","true"
"11636","60","100","0.2","0.55","0.4","58","0","true"
"11637","60","100","0.2","0.55","0.4","27","0","true"
"11639","60","100","0.2","0.55","0.4","50","0","true"
"11640","60","100","0.2","0.55","0.4","34","0","true"
"11638","60","100","0.2","0.55","0.4","48","0","true"
"11646","60","100","0.2","0.55","0.6","21","0","true"
"11642","60","100","0.2","0.55","0.6","65","0","true"
"11647","60","100","0.2","0.55","0.6","27","0","true"
"11641","60","100","0.2","0.55","0.6","74","0","true"
"11643","60","100","0.2","0.55","0.6","60","0","true"
"11645","60","100","0.2","0.55","0.6","38","0","true"
"11644","60","100","0.2","0.55","0.6","86","0","true"
"11652","60","100","0.2","0.55","0.6","26","0","true"
"11655","60","100","0.2","0.55","0.6","35","0","true"
"11651","60","100","0.2","0.55","0.6","96","0","true"
"11650","60","100","0.2","0.55","0.6","48","0","true"
"11649","60","100","0.2","0.55","0.6","100","5","false"
"11656","60","100","0.2","0.55","0.6","47","0","true"
"11653","60","100","0.2","0.55","0.6","85","0","true"
"11658","60","100","0.2","0.55","0.6","34","0","true"
"11648","60","100","0.2","0.55","0.6","100","15","false"
"11663","60","100","0.2","0.55","0.6","22","0","true"
"11659","60","100","0.2","0.55","0.6","63","0","true"
"11654","60","100","0.2","0.55","0.6","100","7","false"
"11666","60","100","0.2","0.55","0.6","26","0","true"
"11661","60","100","0.2","0.55","0.6","91","0","true"
"11662","60","100","0.2","0.55","0.6","77","0","true"
"11667","60","100","0.2","0.55","0.6","21","0","true"
"11660","60","100","0.2","0.55","0.6","97","0","true"
"11664","60","100","0.2","0.55","0.6","83","0","true"
"11657","60","100","0.2","0.55","0.6","100","8","false"
"11665","60","100","0.2","0.55","0.6","61","0","true"
"11670","60","100","0.2","0.55","0.6","41","0","true"
"11674","60","100","0.2","0.55","0.8","35","0","true"
"11669","60","100","0.2","0.55","0.6","67","0","true"
"11673","60","100","0.2","0.55","0.8","92","0","true"
"11668","60","100","0.2","0.55","0.6","100","6","false"
"11671","60","100","0.2","0.55","0.8","85","0","true"
"11672","60","100","0.2","0.55","0.8","100","18","false"
"11675","60","100","0.2","0.55","0.8","100","6","false"
"11677","60","100","0.2","0.55","0.8","100","1","false"
"11676","60","100","0.2","0.55","0.8","99","0","true"
"11679","60","100","0.2","0.55","0.8","69","0","true"
"11684","60","100","0.2","0.55","0.8","25","0","true"
"11683","60","100","0.2","0.55","0.8","38","0","true"
"11678","60","100","0.2","0.55","0.8","100","1","false"
"11681","60","100","0.2","0.55","0.8","54","0","true"
"11680","60","100","0.2","0.55","0.8","100","1","false"
"11687","60","100","0.2","0.55","0.8","33","0","true"
"11682","60","100","0.2","0.55","0.8","99","0","true"
"11689","60","100","0.2","0.55","0.8","50","0","true"
"11692","60","100","0.2","0.55","0.8","24","0","true"
"11688","60","100","0.2","0.55","0.8","54","0","true"
"11690","60","100","0.2","0.55","0.8","42","0","true"
"11695","60","100","0.2","0.55","0.8","45","0","true"
"11685","60","100","0.2","0.55","0.8","100","17","false"
"11694","60","100","0.2","0.55","0.8","54","0","true"
"11696","60","100","0.2","0.55","0.8","40","0","true"
"11686","60","100","0.2","0.55","0.8","100","33","false"
"11693","60","100","0.2","0.55","0.8","100","13","false"
"11697","60","100","0.2","0.55","0.8","46","0","true"
"11702","60","100","0.2","0.55","1","28","0","true"
"11691","60","100","0.2","0.55","0.8","100","11","false"
"11703","60","100","0.2","0.55","1","35","0","true"
"11699","60","100","0.2","0.55","0.8","100","6","false"
"11698","60","100","0.2","0.55","0.8","100","12","false"
"11700","60","100","0.2","0.55","0.8","100","17","false"
"11705","60","100","0.2","0.55","1","51","0","true"
"11704","60","100","0.2","0.55","1","64","0","true"
"11707","60","100","0.2","0.55","1","54","0","true"
"11701","60","100","0.2","0.55","1","100","13","false"
"11711","60","100","0.2","0.55","1","34","0","true"
"11708","60","100","0.2","0.55","1","46","0","true"
"11714","60","100","0.2","0.55","1","26","0","true"
"11710","60","100","0.2","0.55","1","72","0","true"
"11706","60","100","0.2","0.55","1","100","32","false"
"11709","60","100","0.2","0.55","1","100","12","false"
"11713","60","100","0.2","0.55","1","85","0","true"
"11717","60","100","0.2","0.55","1","100","16","false"
"11715","60","100","0.2","0.55","1","92","0","true"
"11718","60","100","0.2","0.55","1","87","0","true"
"11716","60","100","0.2","0.55","1","99","0","true"
"11712","60","100","0.2","0.55","1","94","0","true"
"11719","60","100","0.2","0.55","1","71","0","true"
"11721","60","100","0.2","0.55","1","51","0","true"
"11726","60","100","0.2","0.55","1","24","0","true"
"11724","60","100","0.2","0.55","1","74","0","true"
"11720","60","100","0.2","0.55","1","100","7","false"
"11727","60","100","0.2","0.55","1","36","0","true"
"11722","60","100","0.2","0.55","1","100","11","false"
"11723","60","100","0.2","0.55","1","100","1","false"
"11732","60","100","0.2","0.55","1.2","34","0","true"
"11725","60","100","0.2","0.55","1","100","12","false"
"11734","60","100","0.2","0.55","1.2","37","0","true"
"11728","60","100","0.2","0.55","1","100","14","false"
"11731","60","100","0.2","0.55","1.2","95","0","true"
"11730","60","100","0.2","0.55","1","100","17","false"
"11729","60","100","0.2","0.55","1","100","1","false"
"11739","60","100","0.2","0.55","1.2","40","0","true"
"11737","60","100","0.2","0.55","1.2","81","0","true"
"11735","60","100","0.2","0.55","1.2","75","0","true"
"11733","60","100","0.2","0.55","1.2","100","15","false"
"11741","60","100","0.2","0.55","1.2","26","0","true"
"11740","60","100","0.2","0.55","1.2","65","0","true"
"11736","60","100","0.2","0.55","1.2","100","7","false"
"11738","60","100","0.2","0.55","1.2","100","17","false"
"11745","60","100","0.2","0.55","1.2","75","0","true"
"11748","60","100","0.2","0.55","1.2","40","0","true"
"11743","60","100","0.2","0.55","1.2","100","15","false"
"11742","60","100","0.2","0.55","1.2","100","14","false"
"11750","60","100","0.2","0.55","1.2","29","0","true"
"11746","60","100","0.2","0.55","1.2","63","0","true"
"11747","60","100","0.2","0.55","1.2","100","19","false"
"11749","60","100","0.2","0.55","1.2","82","0","true"
"11753","60","100","0.2","0.55","1.2","28","0","true"
"11744","60","100","0.2","0.55","1.2","100","9","false"
"11755","60","100","0.2","0.55","1.2","31","0","true"
"11752","60","100","0.2","0.55","1.2","100","12","false"
"11754","60","100","0.2","0.55","1.2","70","0","true"
"11759","60","100","0.2","0.55","1.2","44","0","true"
"11751","60","100","0.2","0.55","1.2","100","19","false"
"11758","60","100","0.2","0.55","1.2","93","0","true"
"11757","60","100","0.2","0.55","1.2","85","0","true"
"11756","60","100","0.2","0.55","1.2","87","0","true"
"11764","60","100","0.2","0.55","1.4","43","0","true"
"11760","60","100","0.2","0.55","1.2","69","0","true"
"11761","60","100","0.2","0.55","1.4","100","5","false"
"11762","60","100","0.2","0.55","1.4","100","16","false"
"11765","60","100","0.2","0.55","1.4","73","0","true"
"11766","60","100","0.2","0.55","1.4","74","0","true"
"11763","60","100","0.2","0.55","1.4","100","14","false"
"11769","60","100","0.2","0.55","1.4","77","0","true"
"11767","60","100","0.2","0.55","1.4","100","1","false"
"11771","60","100","0.2","0.55","1.4","42","0","true"
"11772","60","100","0.2","0.55","1.4","61","0","true"
"11774","60","100","0.2","0.55","1.4","30","0","true"
"11768","60","100","0.2","0.55","1.4","100","1","false"
"11776","60","100","0.2","0.55","1.4","35","0","true"
"11773","60","100","0.2","0.55","1.4","79","0","true"
"11770","60","100","0.2","0.55","1.4","92","0","true"
"11781","60","100","0.2","0.55","1.4","36","0","true"
"11780","60","100","0.2","0.55","1.4","41","0","true"
"11778","60","100","0.2","0.55","1.4","66","0","true"
"11777","60","100","0.2","0.55","1.4","100","2","false"
"11775","60","100","0.2","0.55","1.4","100","6","false"
"11779","60","100","0.2","0.55","1.4","100","5","false"
"11783","60","100","0.2","0.55","1.4","100","10","false"
"11787","60","100","0.2","0.55","1.4","55","0","true"
"11785","60","100","0.2","0.55","1.4","100","5","false"
"11782","60","100","0.2","0.55","1.4","100","11","false"
"11789","60","100","0.2","0.55","1.4","27","0","true"
"11790","60","100","0.2","0.55","1.4","49","0","true"
"11786","60","100","0.2","0.55","1.4","98","0","true"
"11784","60","100","0.2","0.55","1.4","100","12","false"
"11788","60","100","0.2","0.55","1.4","72","0","true"
"11791","60","100","0.2","0.55","1.6","90","0","true"
"11796","60","100","0.2","0.55","1.6","65","0","true"
"11795","60","100","0.2","0.55","1.6","82","0","true"
"11799","60","100","0.2","0.55","1.6","88","0","true"
"11792","60","100","0.2","0.55","1.6","100","16","false"
"11797","60","100","0.2","0.55","1.6","100","8","false"
"11793","60","100","0.2","0.55","1.6","100","30","false"
"11794","60","100","0.2","0.55","1.6","100","17","false"
"11798","60","100","0.2","0.55","1.6","88","0","true"
"11800","60","100","0.2","0.55","1.6","57","0","true"
"11805","60","100","0.2","0.55","1.6","29","0","true"
"11801","60","100","0.2","0.55","1.6","76","0","true"
"11808","60","100","0.2","0.55","1.6","38","0","true"
"11802","60","100","0.2","0.55","1.6","100","15","false"
"11803","60","100","0.2","0.55","1.6","100","14","false"
"11807","60","100","0.2","0.55","1.6","66","0","true"
"11806","60","100","0.2","0.55","1.6","80","0","true"
"11809","60","100","0.2","0.55","1.6","65","0","true"
"11804","60","100","0.2","0.55","1.6","100","12","false"
"11816","60","100","0.2","0.55","1.6","36","0","true"
"11810","60","100","0.2","0.55","1.6","100","12","false"
"11811","60","100","0.2","0.55","1.6","100","38","false"
"11818","60","100","0.2","0.55","1.6","36","0","true"
"11815","60","100","0.2","0.55","1.6","93","0","true"
"11813","60","100","0.2","0.55","1.6","100","18","false"
"11820","60","100","0.2","0.55","1.6","25","0","true"
"11812","60","100","0.2","0.55","1.6","100","35","false"
"11814","60","100","0.2","0.55","1.6","87","0","true"
"11819","60","100","0.2","0.55","1.6","45","0","true"
"11817","60","100","0.2","0.55","1.6","98","0","true"
"11826","60","100","0.2","0.55","1.8","39","0","true"
"11824","60","100","0.2","0.55","1.8","70","0","true"
"11821","60","100","0.2","0.55","1.8","100","14","false"
"11822","60","100","0.2","0.55","1.8","100","15","false"
"11823","60","100","0.2","0.55","1.8","100","7","false"
"11825","60","100","0.2","0.55","1.8","81","0","true"
"11828","60","100","0.2","0.55","1.8","81","0","true"
"11827","60","100","0.2","0.55","1.8","100","15","false"
"11829","60","100","0.2","0.55","1.8","74","0","true"
"11831","60","100","0.2","0.55","1.8","100","17","false"
"11836","60","100","0.2","0.55","1.8","49","0","true"
"11830","60","100","0.2","0.55","1.8","100","8","false"
"11832","60","100","0.2","0.55","1.8","100","16","false"
"11833","60","100","0.2","0.55","1.8","100","12","false"
"11835","60","100","0.2","0.55","1.8","100","27","false"
"11834","60","100","0.2","0.55","1.8","100","4","false"
"11838","60","100","0.2","0.55","1.8","100","13","false"
"11839","60","100","0.2","0.55","1.8","100","1","false"
"11843","60","100","0.2","0.55","1.8","34","0","true"
"11837","60","100","0.2","0.55","1.8","88","0","true"
"11840","60","100","0.2","0.55","1.8","97","0","true"
"11846","60","100","0.2","0.55","1.8","34","0","true"
"11841","60","100","0.2","0.55","1.8","100","13","false"
"11842","60","100","0.2","0.55","1.8","100","20","false"
"11847","60","100","0.2","0.55","1.8","58","0","true"
"11845","60","100","0.2","0.55","1.8","72","0","true"
"11848","60","100","0.2","0.55","1.8","42","0","true"
"11844","60","100","0.2","0.55","1.8","88","0","true"
"11849","60","100","0.2","0.55","1.8","86","0","true"
"11851","60","100","0.2","0.55","2","70","0","true"
"11853","60","100","0.2","0.55","2","66","0","true"
"11850","60","100","0.2","0.55","1.8","100","23","false"
"11852","60","100","0.2","0.55","2","70","0","true"
"11857","60","100","0.2","0.55","2","66","0","true"
"11854","60","100","0.2","0.55","2","86","0","true"
"11862","60","100","0.2","0.55","2","49","0","true"
"11859","60","100","0.2","0.55","2","70","0","true"
"11855","60","100","0.2","0.55","2","100","15","false"
"11856","60","100","0.2","0.55","2","100","1","false"
"11861","60","100","0.2","0.55","2","100","6","false"
"11860","60","100","0.2","0.55","2","100","14","false"
"11858","60","100","0.2","0.55","2","100","25","false"
"11868","60","100","0.2","0.55","2","27","0","true"
"11867","60","100","0.2","0.55","2","45","0","true"
"11870","60","100","0.2","0.55","2","23","0","true"
"11865","60","100","0.2","0.55","2","82","0","true"
"11872","60","100","0.2","0.55","2","26","0","true"
"11866","60","100","0.2","0.55","2","50","0","true"
"11863","60","100","0.2","0.55","2","100","11","false"
"11873","60","100","0.2","0.55","2","61","0","true"
"11869","60","100","0.2","0.55","2","83","0","true"
"11864","60","100","0.2","0.55","2","100","35","false"
"11877","60","100","0.2","0.55","2","36","0","true"
"11881","60","100","0.2","0.6","0.4","37","0","true"
"11871","60","100","0.2","0.55","2","100","29","false"
"11874","60","100","0.2","0.55","2","100","12","false"
"11878","60","100","0.2","0.55","2","100","1","false"
"11875","60","100","0.2","0.55","2","100","25","false"
"11879","60","100","0.2","0.55","2","83","0","true"
"11880","60","100","0.2","0.55","2","100","12","false"
"11886","60","100","0.2","0.6","0.4","26","0","true"
"11882","60","100","0.2","0.6","0.4","100","4","false"
"11883","60","100","0.2","0.6","0.4","100","17","false"
"11885","60","100","0.2","0.6","0.4","86","0","true"
"11887","60","100","0.2","0.6","0.4","40","0","true"
"11884","60","100","0.2","0.6","0.4","100","10","false"
"11892","60","100","0.2","0.6","0.4","22","0","true"
"11876","60","100","0.2","0.55","2","100","34","false"
"11894","60","100","0.2","0.6","0.4","31","0","true"
"11889","60","100","0.2","0.6","0.4","66","0","true"
"11888","60","100","0.2","0.6","0.4","100","17","false"
"11891","60","100","0.2","0.6","0.4","59","0","true"
"11896","60","100","0.2","0.6","0.4","44","0","true"
"11890","60","100","0.2","0.6","0.4","100","18","false"
"11899","60","100","0.2","0.6","0.4","42","0","true"
"11893","60","100","0.2","0.6","0.4","100","0","false"
"11902","60","100","0.2","0.6","0.4","23","0","true"
"11898","60","100","0.2","0.6","0.4","59","0","true"
"11895","60","100","0.2","0.6","0.4","100","19","false"
"11897","60","100","0.2","0.6","0.4","74","0","true"
"11903","60","100","0.2","0.6","0.4","16","0","true"
"11901","60","100","0.2","0.6","0.4","28","0","true"
"11904","60","100","0.2","0.6","0.4","41","0","true"
"11900","60","100","0.2","0.6","0.4","100","13","false"
"11907","60","100","0.2","0.6","0.4","34","0","true"
"11909","60","100","0.2","0.6","0.4","67","0","true"
"11906","60","100","0.2","0.6","0.4","67","0","true"
"11912","60","100","0.2","0.6","0.6","44","0","true"
"11908","60","100","0.2","0.6","0.4","79","0","true"
"11910","60","100","0.2","0.6","0.4","83","0","true"
"11913","60","100","0.2","0.6","0.6","61","0","true"
"11905","60","100","0.2","0.6","0.4","100","19","false"
"11911","60","100","0.2","0.6","0.6","100","16","false"
"11915","60","100","0.2","0.6","0.6","48","0","true"
"11914","60","100","0.2","0.6","0.6","64","0","true"
"11917","60","100","0.2","0.6","0.6","57","0","true"
"11918","60","100","0.2","0.6","0.6","58","0","true"
"11919","60","100","0.2","0.6","0.6","59","0","true"
"11916","60","100","0.2","0.6","0.6","80","0","true"
"11920","60","100","0.2","0.6","0.6","76","0","true"
"11923","60","100","0.2","0.6","0.6","28","0","true"
"11926","60","100","0.2","0.6","0.6","25","0","true"
"11924","60","100","0.2","0.6","0.6","34","0","true"
"11921","60","100","0.2","0.6","0.6","100","6","false"
"11922","60","100","0.2","0.6","0.6","100","2","false"
"11928","60","100","0.2","0.6","0.6","60","0","true"
"11927","60","100","0.2","0.6","0.6","85","0","true"
"11925","60","100","0.2","0.6","0.6","82","0","true"
"11931","60","100","0.2","0.6","0.6","44","0","true"
"11929","60","100","0.2","0.6","0.6","86","0","true"
"11933","60","100","0.2","0.6","0.6","54","0","true"
"11930","60","100","0.2","0.6","0.6","85","0","true"
"11932","60","100","0.2","0.6","0.6","85","0","true"
"11934","60","100","0.2","0.6","0.6","50","0","true"
"11940","60","100","0.2","0.6","0.6","28","0","true"
"11937","60","100","0.2","0.6","0.6","81","0","true"
"11939","60","100","0.2","0.6","0.6","46","0","true"
"11935","60","100","0.2","0.6","0.6","100","10","false"
"11942","60","100","0.2","0.6","0.8","63","0","true"
"11946","60","100","0.2","0.6","0.8","16","0","true"
"11936","60","100","0.2","0.6","0.6","79","0","true"
"11938","60","100","0.2","0.6","0.6","100","14","false"
"11943","60","100","0.2","0.6","0.8","85","0","true"
"11941","60","100","0.2","0.6","0.8","85","0","true"
"11947","60","100","0.2","0.6","0.8","58","0","true"
"11951","60","100","0.2","0.6","0.8","40","0","true"
"11945","60","100","0.2","0.6","0.8","91","0","true"
"11944","60","100","0.2","0.6","0.8","83","0","true"
"11948","60","100","0.2","0.6","0.8","100","3","false"
"11949","60","100","0.2","0.6","0.8","85","0","true"
"11955","60","100","0.2","0.6","0.8","33","0","true"
"11950","60","100","0.2","0.6","0.8","100","22","false"
"11957","60","100","0.2","0.6","0.8","33","0","true"
"11952","60","100","0.2","0.6","0.8","77","0","true"
"11956","60","100","0.2","0.6","0.8","49","0","true"
"11960","60","100","0.2","0.6","0.8","37","0","true"
"11959","60","100","0.2","0.6","0.8","31","0","true"
"11961","60","100","0.2","0.6","0.8","39","0","true"
"11962","60","100","0.2","0.6","0.8","41","0","true"
"11963","60","100","0.2","0.6","0.8","41","0","true"
"11967","60","100","0.2","0.6","0.8","26","0","true"
"11953","60","100","0.2","0.6","0.8","100","13","false"
"11954","60","100","0.2","0.6","0.8","100","12","false"
"11966","60","100","0.2","0.6","0.8","34","0","true"
"11964","60","100","0.2","0.6","0.8","66","0","true"
"11965","60","100","0.2","0.6","0.8","82","0","true"
"11958","60","100","0.2","0.6","0.8","100","18","false"
"11968","60","100","0.2","0.6","0.8","84","0","true"
"11972","60","100","0.2","0.6","1","79","0","true"
"11970","60","100","0.2","0.6","0.8","100","9","false"
"11969","60","100","0.2","0.6","0.8","88","0","true"
"11973","60","100","0.2","0.6","1","73","0","true"
"11979","60","100","0.2","0.6","1","25","0","true"
"11975","60","100","0.2","0.6","1","56","0","true"
"11974","60","100","0.2","0.6","1","100","17","false"
"11971","60","100","0.2","0.6","1","100","14","false"
"11976","60","100","0.2","0.6","1","100","12","false"
"11981","60","100","0.2","0.6","1","47","0","true"
"11980","60","100","0.2","0.6","1","66","0","true"
"11983","60","100","0.2","0.6","1","67","0","true"
"11977","60","100","0.2","0.6","1","100","24","false"
"11978","60","100","0.2","0.6","1","100","40","false"
"11982","60","100","0.2","0.6","1","95","0","true"
"11986","60","100","0.2","0.6","1","87","0","true"
"11984","60","100","0.2","0.6","1","100","3","false"
"11987","60","100","0.2","0.6","1","88","0","true"
"11985","60","100","0.2","0.6","1","100","12","false"
"11993","60","100","0.2","0.6","1","30","0","true"
"11990","60","100","0.2","0.6","1","70","0","true"
"11989","60","100","0.2","0.6","1","93","0","true"
"11992","60","100","0.2","0.6","1","58","0","true"
"11988","60","100","0.2","0.6","1","100","34","false"
"11994","60","100","0.2","0.6","1","59","0","true"
"11998","60","100","0.2","0.6","1","27","0","true"
"11997","60","100","0.2","0.6","1","69","0","true"
"11996","60","100","0.2","0.6","1","61","0","true"
"11991","60","100","0.2","0.6","1","100","1","false"
"11995","60","100","0.2","0.6","1","72","0","true"
"12003","60","100","0.2","0.6","1.2","35","0","true"
"12000","60","100","0.2","0.6","1","59","0","true"
"11999","60","100","0.2","0.6","1","100","21","false"
"12002","60","100","0.2","0.6","1.2","100","10","false"
"12006","60","100","0.2","0.6","1.2","67","0","true"
"12007","60","100","0.2","0.6","1.2","54","0","true"
"12005","60","100","0.2","0.6","1.2","75","0","true"
"12001","60","100","0.2","0.6","1.2","100","19","false"
"12008","60","100","0.2","0.6","1.2","55","0","true"
"12009","60","100","0.2","0.6","1.2","68","0","true"
"12011","60","100","0.2","0.6","1.2","36","0","true"
"12004","60","100","0.2","0.6","1.2","100","16","false"
"12012","60","100","0.2","0.6","1.2","70","0","true"
"12010","60","100","0.2","0.6","1.2","90","0","true"
"12013","60","100","0.2","0.6","1.2","40","0","true"
"12016","60","100","0.2","0.6","1.2","39","0","true"
"12018","60","100","0.2","0.6","1.2","54","0","true"
"12014","60","100","0.2","0.6","1.2","100","11","false"
"12017","60","100","0.2","0.6","1.2","100","10","false"
"12020","60","100","0.2","0.6","1.2","74","0","true"
"12023","60","100","0.2","0.6","1.2","51","0","true"
"12024","60","100","0.2","0.6","1.2","68","0","true"
"12019","60","100","0.2","0.6","1.2","83","0","true"
"12015","60","100","0.2","0.6","1.2","100","14","false"
"12028","60","100","0.2","0.6","1.2","24","0","true"
"12031","60","100","0.2","0.6","1.4","32","0","true"
"12022","60","100","0.2","0.6","1.2","100","13","false"
"12021","60","100","0.2","0.6","1.2","100","12","false"
"12027","60","100","0.2","0.6","1.2","100","2","false"
"12026","60","100","0.2","0.6","1.2","98","0","true"
"12029","60","100","0.2","0.6","1.2","100","24","false"
"12025","60","100","0.2","0.6","1.2","100","21","false"
"12030","60","100","0.2","0.6","1.2","93","0","true"
"12037","60","100","0.2","0.6","1.4","33","0","true"
"12035","60","100","0.2","0.6","1.4","45","0","true"
"12033","60","100","0.2","0.6","1.4","74","0","true"
"12038","60","100","0.2","0.6","1.4","33","0","true"
"12039","60","100","0.2","0.6","1.4","31","0","true"
"12034","60","100","0.2","0.6","1.4","100","1","false"
"12042","60","100","0.2","0.6","1.4","29","0","true"
"12032","60","100","0.2","0.6","1.4","100","45","false"
"12036","60","100","0.2","0.6","1.4","78","0","true"
"12040","60","100","0.2","0.6","1.4","80","0","true"
"12041","60","100","0.2","0.6","1.4","71","0","true"
"12044","60","100","0.2","0.6","1.4","57","0","true"
"12048","60","100","0.2","0.6","1.4","36","0","true"
"12046","60","100","0.2","0.6","1.4","63","0","true"
"12043","60","100","0.2","0.6","1.4","81","0","true"
"12051","60","100","0.2","0.6","1.4","43","0","true"
"12049","60","100","0.2","0.6","1.4","58","0","true"
"12052","60","100","0.2","0.6","1.4","59","0","true"
"12055","60","100","0.2","0.6","1.4","29","0","true"
"12053","60","100","0.2","0.6","1.4","56","0","true"
"12047","60","100","0.2","0.6","1.4","100","7","false"
