"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"BusinessInvestor.nlogo"
"vary-vision"
"10/07/2025 22:04:18:816 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","18","0","18"
"[run number]","failure-max","turtle-coloring-mode","vision-mode","failure-min","color-patches-by","num-investors","sense-radius","max-ticks","[step]","mean-wealth","stdev-wealth"
"54","0.1","red","radius","0.01","exp utility","100","5","25","17","98927.36039134847","43309.456935120055"
"64","0.1","red","radius","0.01","exp utility","100","6","25","8","50652.019709058644","19701.780822716522"
"66","0.1","red","radius","0.01","exp utility","100","6","25","2","14315.688967229247","4451.9747025574725"
"52","0.1","red","radius","0.01","exp utility","100","5","25","21","111070.47589234926","54393.38074909821"
"56","0.1","red","radius","0.01","exp utility","100","5","25","15","88881.59827040549","36866.07400308672"
"55","0.1","red","radius","0.01","exp utility","100","5","25","18","100703.89480246812","47254.0550814946"
"58","0.1","red","radius","0.01","exp utility","100","5","25","17","94312.08126075378","43463.78975292724"
"60","0.1","red","radius","0.01","exp utility","100","5","25","14","78711.46524755277","33780.38511555218"
"61","0.1","red","radius","0.01","exp utility","100","6","25","9","54530.74506461639","22126.47321536438"
"63","0.1","red","radius","0.01","exp utility","100","6","25","9","51693.95601248954","23021.464767608024"
"62","0.1","red","radius","0.01","exp utility","100","6","25","9","53720.22735830035","22962.53601010999"
"53","0.1","red","radius","0.01","exp utility","100","5","25","22","98091.38375990702","62871.54956837496"
"65","0.1","red","radius","0.01","exp utility","100","6","25","4","27634.67723435609","8499.72159602988"
"60","0.1","red","radius","0.01","exp utility","100","5","25","15","81978.04766401375","36277.71032599949"
"54","0.1","red","radius","0.01","exp utility","100","5","25","18","104254.33935242206","44717.53689904467"
"52","0.1","red","radius","0.01","exp utility","100","5","25","22","116121.50862421688","55404.825365462435"
"59","0.1","red","radius","0.01","exp utility","100","5","25","15","86206.72113892263","40413.76154992902"
"66","0.1","red","radius","0.01","exp utility","100","6","25","3","21335.544465469062","6454.487758255052"
"56","0.1","red","radius","0.01","exp utility","100","5","25","16","92177.49898812403","40885.82237951392"
"64","0.1","red","radius","0.01","exp utility","100","6","25","9","55180.742634862174","23623.830168244716"
"55","0.1","red","radius","0.01","exp utility","100","5","25","19","106900.64265278267","48644.961643822484"
"58","0.1","red","radius","0.01","exp utility","100","5","25","18","101124.75414960887","44026.53512641862"
"57","0.1","red","radius","0.01","exp utility","100","5","25","13","78754.8489529154","30751.283126632854"
"63","0.1","red","radius","0.01","exp utility","100","6","25","10","57074.328379712795","25244.69477625343"
"62","0.1","red","radius","0.01","exp utility","100","6","25","10","57533.36755179831","26754.37667563714"
"53","0.1","red","radius","0.01","exp utility","100","5","25","23","100298.00308145434","65959.87915332508"
"60","0.1","red","radius","0.01","exp utility","100","5","25","16","85007.15391275208","39140.47150301385"
"59","0.1","red","radius","0.01","exp utility","100","5","25","16","89971.72835395968","43819.7949341705"
"54","0.1","red","radius","0.01","exp utility","100","5","25","19","107382.95085632197","48735.52318473349"
"65","0.1","red","radius","0.01","exp utility","100","6","25","5","33989.24598165022","10693.31951054066"
"56","0.1","red","radius","0.01","exp utility","100","5","25","17","97495.62661214199","42940.55516741032"
"52","0.1","red","radius","0.01","exp utility","100","5","25","23","118285.4583138159","58737.920005058826"
"57","0.1","red","radius","0.01","exp utility","100","5","25","14","84762.89900290332","32811.57916947834"
"55","0.1","red","radius","0.01","exp utility","100","5","25","20","111404.83245785952","51500.10132145122"
"66","0.1","red","radius","0.01","exp utility","100","6","25","4","27859.120183305982","9095.354088823025"
"63","0.1","red","radius","0.01","exp utility","100","6","25","11","61805.978865456535","28303.03255913616"
"53","0.1","red","radius","0.01","exp utility","100","5","25","24","107012.7938866499","66054.43127554882"
"60","0.1","red","radius","0.01","exp utility","100","5","25","17","87534.01881662854","42701.43710270394"
"62","0.1","red","radius","0.01","exp utility","100","6","25","11","63268.73929420921","28803.10643495474"
"64","0.1","red","radius","0.01","exp utility","100","6","25","10","60475.02524103295","26810.774357035894"
"56","0.1","red","radius","0.01","exp utility","100","5","25","18","100545.0788415971","45312.287263193735"
"58","0.1","red","radius","0.01","exp utility","100","5","25","19","103851.01905463383","49168.06406836953"
"61","0.1","red","radius","0.01","exp utility","100","6","25","10","58140.95423755706","26709.717659096346"
"55","0.1","red","radius","0.01","exp utility","100","5","25","21","114697.75679204785","54954.3231486896"
"52","0.1","red","radius","0.01","exp utility","100","5","25","24","123723.0430975118","60155.342452937686"
"54","0.1","red","radius","0.01","exp utility","100","5","25","20","114422.81553824591","49272.457833761095"
"65","0.1","red","radius","0.01","exp utility","100","6","25","6","40504.45315434553","12839.016177223717"
"60","0.1","red","radius","0.01","exp utility","100","5","25","18","92421.05034445511","44362.456896407224"
"59","0.1","red","radius","0.01","exp utility","100","5","25","17","92259.50524531372","48998.26606579695"
"66","0.1","red","radius","0.01","exp utility","100","6","25","5","34943.73690683816","10829.705974117467"
"67","0.1","red","radius","0.01","exp utility","100","6","25","0","0","0"
"63","0.1","red","radius","0.01","exp utility","100","6","25","12","64742.865290316964","31787.9268260297"
"64","0.1","red","radius","0.01","exp utility","100","6","25","11","66398.28303689156","29266.140891016483"
"56","0.1","red","radius","0.01","exp utility","100","5","25","19","102786.34904792324","50515.6728102572"
"62","0.1","red","radius","0.01","exp utility","100","6","25","12","69895.84819672402","30151.349893440285"
"57","0.1","red","radius","0.01","exp utility","100","5","25","15","89768.20638921107","35364.096547752"
"58","0.1","red","radius","0.01","exp utility","100","5","25","20","110073.99472022527","50665.09748969129"
"55","0.1","red","radius","0.01","exp utility","100","5","25","22","117455.15904778462","59698.50624691449"
"68","0.1","red","radius","0.01","exp utility","100","6","25","0","0","0"
"54","0.1","red","radius","0.01","exp utility","100","5","25","21","118959.560547547","53590.31111489957"
"60","0.1","red","radius","0.01","exp utility","100","5","25","19","93976.43420524104","48705.64762453455"
"65","0.1","red","radius","0.01","exp utility","100","6","25","7","45950.6713611021","15946.405679039432"
"66","0.1","red","radius","0.01","exp utility","100","6","25","6","41250.17391638007","13584.477407615692"
"61","0.1","red","radius","0.01","exp utility","100","6","25","11","63485.69063954713","29006.395938573107"
"67","0.1","red","radius","0.01","exp utility","100","6","25","1","7094.226322805201","2365.7146639056514"
"57","0.1","red","radius","0.01","exp utility","100","5","25","16","93512.96792486882","39618.71070861316"
"63","0.1","red","radius","0.01","exp utility","100","6","25","13","71168.67284955637","32808.36762246959"
"56","0.1","red","radius","0.01","exp utility","100","5","25","20","107871.19382916992","52340.80968235229"
"59","0.1","red","radius","0.01","exp utility","100","5","25","18","98397.48269215714","50810.043299201556"
"54","0.1","red","radius","0.01","exp utility","100","5","25","22","120409.21155911333","58145.91257420738"
"55","0.1","red","radius","0.01","exp utility","100","5","25","23","122737.3081823835","61035.57200693804"
"62","0.1","red","radius","0.01","exp utility","100","6","25","13","75693.40437989065","32093.50634688244"
"64","0.1","red","radius","0.01","exp utility","100","6","25","12","72903.53968383934","31081.211700960066"
"58","0.1","red","radius","0.01","exp utility","100","5","25","21","115170.04064577946","52468.67717662982"
"68","0.1","red","radius","0.01","exp utility","100","6","25","1","7282.914654850723","2147.225524801048"
"54","0.1","red","radius","0.01","exp utility","100","5","25","23","125028.79617386116","61216.061617198364"
"59","0.1","red","radius","0.01","exp utility","100","5","25","19","103720.06056118016","53344.60049370591"
"56","0.1","red","radius","0.01","exp utility","100","5","25","21","112859.35909567788","55190.10771760301"
"67","0.1","red","radius","0.01","exp utility","100","6","25","2","14103.048217885073","4284.926996057198"
"66","0.1","red","radius","0.01","exp utility","100","6","25","7","45486.64357447274","18282.946285699112"
"65","0.1","red","radius","0.01","exp utility","100","6","25","8","52432.75755671597","17675.867171140824"
"55","0.1","red","radius","0.01","exp utility","100","5","25","24","125986.70481764297","63620.189115217974"
"63","0.1","red","radius","0.01","exp utility","100","6","25","14","75173.58531979338","34774.63327451923"
"60","0.1","red","radius","0.01","exp utility","100","5","25","20","96061.00663267908","50624.94091403477"
"61","0.1","red","radius","0.01","exp utility","100","6","25","12","67469.61189397883","32736.288880570435"
"62","0.1","red","radius","0.01","exp utility","100","6","25","14","77443.9199351904","37288.983257915905"
"64","0.1","red","radius","0.01","exp utility","100","6","25","13","77756.66985262706","34863.341827137934"
"57","0.1","red","radius","0.01","exp utility","100","5","25","17","97400.98769821168","43535.326022948815"
"58","0.1","red","radius","0.01","exp utility","100","5","25","22","116863.24467615558","58092.0777918249"
"56","0.1","red","radius","0.01","exp utility","100","5","25","22","116638.91051459935","57913.60502183033"
"54","0.1","red","radius","0.01","exp utility","100","5","25","24","129523.01324877264","64194.9534723637"
"68","0.1","red","radius","0.01","exp utility","100","6","25","2","14660.561378563378","3838.7280356127003"
"66","0.1","red","radius","0.01","exp utility","100","6","25","8","52476.551874260826","19602.744587977202"
"67","0.1","red","radius","0.01","exp utility","100","6","25","3","20473.99301956897","6715.659185962312"
"69","0.1","red","radius","0.01","exp utility","100","6","25","0","0","0"
"60","0.1","red","radius","0.01","exp utility","100","5","25","21","96520.89208172147","53934.83091163035"
"65","0.1","red","radius","0.01","exp utility","100","6","25","9","59464.46728948038","18664.864482344638"
"63","0.1","red","radius","0.01","exp utility","100","6","25","15","81586.68502321669","35588.8237468758"
"62","0.1","red","radius","0.01","exp utility","100","6","25","15","83824.03657400805","38550.67012407819"
"59","0.1","red","radius","0.01","exp utility","100","5","25","20","110698.28678222332","54129.824722297555"
"58","0.1","red","radius","0.01","exp utility","100","5","25","23","119203.15428261258","62119.13183415361"
"57","0.1","red","radius","0.01","exp utility","100","5","25","18","101169.00128672732","47751.82893865864"
"56","0.1","red","radius","0.01","exp utility","100","5","25","23","121096.69564537633","59477.250776467496"
"64","0.1","red","radius","0.01","exp utility","100","6","25","14","81620.22008672342","38479.95473486844"
"70","0.1","red","radius","0.01","exp utility","100","6","25","0","0","0"
"61","0.1","red","radius","0.01","exp utility","100","6","25","13","73965.88441532862","34059.82868823783"
"66","0.1","red","radius","0.01","exp utility","100","6","25","9","57596.323343069205","23469.87518384346"
"60","0.1","red","radius","0.01","exp utility","100","5","25","22","99482.468108375","56716.53393989095"
"68","0.1","red","radius","0.01","exp utility","100","6","25","3","21741.57661022121","6053.678462997662"
"67","0.1","red","radius","0.01","exp utility","100","6","25","4","26306.119731487892","9710.837984843634"
"63","0.1","red","radius","0.01","exp utility","100","6","25","16","82997.36965889315","40838.61134759702"
"65","0.1","red","radius","0.01","exp utility","100","6","25","10","64766.444075462205","21643.436390614417"
"58","0.1","red","radius","0.01","exp utility","100","5","25","24","121305.39505584878","65725.02320618184"
"69","0.1","red","radius","0.01","exp utility","100","6","25","1","7404.201510665134","1833.6752180182484"
"62","0.1","red","radius","0.01","exp utility","100","6","25","16","88704.70576110882","40971.77432777588"
"56","0.1","red","radius","0.01","exp utility","100","5","25","24","126616.97266295704","61503.13558893801"
"59","0.1","red","radius","0.01","exp utility","100","5","25","21","113632.81794369021","57130.408514278366"
"57","0.1","red","radius","0.01","exp utility","100","5","25","19","106474.64661917045","49722.133832614505"
"64","0.1","red","radius","0.01","exp utility","100","6","25","15","86984.33439589932","41220.76131398916"
"68","0.1","red","radius","0.01","exp utility","100","6","25","4","28121.785473213487","8910.141695642722"
"60","0.1","red","radius","0.01","exp utility","100","5","25","23","101346.69820109107","58648.15537469521"
"66","0.1","red","radius","0.01","exp utility","100","6","25","10","62814.02966913156","26322.49638005926"
"67","0.1","red","radius","0.01","exp utility","100","6","25","5","32261.163899433985","12419.561376445925"
"63","0.1","red","radius","0.01","exp utility","100","6","25","17","88165.29928180906","43696.25379222606"
"71","0.1","red","radius","0.01","exp utility","100","7","25","0","0","0"
"65","0.1","red","radius","0.01","exp utility","100","6","25","11","70315.22833871815","24691.808932703785"
"70","0.1","red","radius","0.01","exp utility","100","6","25","1","7173.12732790632","2302.2161489716545"
"61","0.1","red","radius","0.01","exp utility","100","6","25","14","76807.69271939849","37667.896907951035"
"69","0.1","red","radius","0.01","exp utility","100","6","25","2","14420.004897467492","3992.3391559393885"
"62","0.1","red","radius","0.01","exp utility","100","6","25","17","94635.04183635171","42493.52128865457"
"60","0.1","red","radius","0.01","exp utility","100","5","25","24","105813.29484618774","60838.08079504955"
"57","0.1","red","radius","0.01","exp utility","100","5","25","20","109745.94622835024","53396.71943009837"
"59","0.1","red","radius","0.01","exp utility","100","5","25","22","116429.59659634376","61870.671410054914"
"72","0.1","red","radius","0.01","exp utility","100","7","25","0","0","0"
"64","0.1","red","radius","0.01","exp utility","100","6","25","16","91534.34822154911","43543.545069843305"
"67","0.1","red","radius","0.01","exp utility","100","6","25","6","38250.503449231706","14686.058849954972"
"68","0.1","red","radius","0.01","exp utility","100","6","25","5","35182.846831278606","10671.216464456571"
"66","0.1","red","radius","0.01","exp utility","100","6","25","11","65121.570257506144","31437.25679211242"
"61","0.1","red","radius","0.01","exp utility","100","6","25","15","79432.46370353445","42285.95743726461"
"63","0.1","red","radius","0.01","exp utility","100","6","25","18","92803.70066660656","46785.48008807292"
"65","0.1","red","radius","0.01","exp utility","100","6","25","12","76638.848747153","26992.030571004198"
"62","0.1","red","radius","0.01","exp utility","100","6","25","18","100339.5376456809","44667.21647207443"
"69","0.1","red","radius","0.01","exp utility","100","6","25","3","21167.806452474113","6248.467111365289"
"73","0.1","red","radius","0.01","exp utility","100","7","25","0","0","0"
"57","0.1","red","radius","0.01","exp utility","100","5","25","21","115735.93350517578","55302.51019397161"
"70","0.1","red","radius","0.01","exp utility","100","6","25","2","14059.750135442988","4695.006455999873"
"71","0.1","red","radius","0.01","exp utility","100","7","25","1","7457.650980631713","2137.1284707532222"
"59","0.1","red","radius","0.01","exp utility","100","5","25","23","121910.33876643165","63592.20302367794"
"63","0.1","red","radius","0.01","exp utility","100","6","25","19","97443.5488869552","48592.46469600034"
"64","0.1","red","radius","0.01","exp utility","100","6","25","17","97655.56221784446","45364.899965399905"
"67","0.1","red","radius","0.01","exp utility","100","6","25","7","44480.35097125915","16703.396999132256"
"72","0.1","red","radius","0.01","exp utility","100","7","25","1","7011.004115992776","2308.305661500042"
"65","0.1","red","radius","0.01","exp utility","100","6","25","13","82506.05489612791","28964.95519774947"
"66","0.1","red","radius","0.01","exp utility","100","6","25","12","70662.34246799708","33180.16505748583"
"62","0.1","red","radius","0.01","exp utility","100","6","25","19","106627.60357939627","46027.037714844184"
"61","0.1","red","radius","0.01","exp utility","100","6","25","16","85024.11719694154","44045.12301141301"
"69","0.1","red","radius","0.01","exp utility","100","6","25","4","27015.51128650884","9704.65593512607"
"73","0.1","red","radius","0.01","exp utility","100","7","25","1","6667.2862155637695","2333.633939559277"
"57","0.1","red","radius","0.01","exp utility","100","5","25","22","119363.07777495934","59843.079119833325"
"71","0.1","red","radius","0.01","exp utility","100","7","25","2","14669.064374534075","4369.288660097059"
"63","0.1","red","radius","0.01","exp utility","100","6","25","20","99661.47737986213","53017.33530887149"
"65","0.1","red","radius","0.01","exp utility","100","6","25","14","89024.77993725313","30834.383661397722"
"67","0.1","red","radius","0.01","exp utility","100","6","25","8","51563.87934981965","18033.815921665344"
"64","0.1","red","radius","0.01","exp utility","100","6","25","18","103566.00260388284","47765.57972659348"
"68","0.1","red","radius","0.01","exp utility","100","6","25","6","39937.690750300135","15591.874636922477"
"70","0.1","red","radius","0.01","exp utility","100","6","25","3","20746.697075288117","7288.8297871294635"
"59","0.1","red","radius","0.01","exp utility","100","5","25","24","124578.20165698625","67578.89942526622"
"66","0.1","red","radius","0.01","exp utility","100","6","25","13","76564.68772810235","34537.07918299587"
"72","0.1","red","radius","0.01","exp utility","100","7","25","2","14028.541275418016","4246.93418284238"
"62","0.1","red","radius","0.01","exp utility","100","6","25","20","109879.79737418696","50254.00443625283"
"61","0.1","red","radius","0.01","exp utility","100","6","25","17","86254.40602816017","47325.72297094726"
"57","0.1","red","radius","0.01","exp utility","100","5","25","23","122300.96466601625","64750.79029979854"
"69","0.1","red","radius","0.01","exp utility","100","6","25","5","32249.9881003526","13044.179384649968"
"73","0.1","red","radius","0.01","exp utility","100","7","25","2","13160.775717315677","4723.246166030238"
"67","0.1","red","radius","0.01","exp utility","100","6","25","9","55383.095594545186","22427.301502748185"
"63","0.1","red","radius","0.01","exp utility","100","6","25","21","105370.38293483539","54560.92386825865"
"65","0.1","red","radius","0.01","exp utility","100","6","25","15","92048.98266897857","36826.13942381507"
"70","0.1","red","radius","0.01","exp utility","100","6","25","4","27668.79554623079","9278.680970905316"
"66","0.1","red","radius","0.01","exp utility","100","6","25","14","82563.96042039806","36641.28063482132"
"64","0.1","red","radius","0.01","exp utility","100","6","25","19","105687.01720135593","52164.488387728445"
"74","0.1","red","radius","0.01","exp utility","100","7","25","0","0","0"
"71","0.1","red","radius","0.01","exp utility","100","7","25","3","21756.602494615432","6412.944472639485"
"68","0.1","red","radius","0.01","exp utility","100","6","25","7","45960.04496376699","17730.82454731333"
"72","0.1","red","radius","0.01","exp utility","100","7","25","3","20912.57020246501","6465.845041410883"
"61","0.1","red","radius","0.01","exp utility","100","6","25","18","88800.54115186384","49569.76539891334"
"57","0.1","red","radius","0.01","exp utility","100","5","25","24","128132.10348424241","66480.15628218597"
"62","0.1","red","radius","0.01","exp utility","100","6","25","21","114658.19258512506","53225.12673804247"
"69","0.1","red","radius","0.01","exp utility","100","6","25","6","38972.378497861166","14622.97068113926"
"63","0.1","red","radius","0.01","exp utility","100","6","25","22","106840.89742246363","58476.50925349962"
"67","0.1","red","radius","0.01","exp utility","100","6","25","10","60564.48570935285","25330.583628533685"
"70","0.1","red","radius","0.01","exp utility","100","6","25","5","34010.0344045764","12123.449839443922"
"66","0.1","red","radius","0.01","exp utility","100","6","25","15","88849.32905811338","38147.75756743237"
"68","0.1","red","radius","0.01","exp utility","100","6","25","8","51404.21923713873","20539.46992696245"
"65","0.1","red","radius","0.01","exp utility","100","6","25","16","94404.9220118906","42165.44453481956"
"73","0.1","red","radius","0.01","exp utility","100","7","25","3","19419.58781493596","6924.395483038511"
"64","0.1","red","radius","0.01","exp utility","100","6","25","20","111245.41406531633","54091.91407855716"
"75","0.1","red","radius","0.01","exp utility","100","7","25","0","0","0"
"74","0.1","red","radius","0.01","exp utility","100","7","25","1","7217.23689170931","1947.2475936447236"
"71","0.1","red","radius","0.01","exp utility","100","7","25","4","28587.122457637837","8685.158650869484"
"61","0.1","red","radius","0.01","exp utility","100","6","25","19","93718.1505368689","50740.592996179126"
"69","0.1","red","radius","0.01","exp utility","100","6","25","7","45027.65004858082","16960.82561869739"
"62","0.1","red","radius","0.01","exp utility","100","6","25","22","119614.32324226684","54781.8970494298"
"72","0.1","red","radius","0.01","exp utility","100","7","25","4","27308.7006591236","9121.654530352354"
"67","0.1","red","radius","0.01","exp utility","100","6","25","11","65533.20233940607","28245.80370607181"
"63","0.1","red","radius","0.01","exp utility","100","6","25","23","113095.50658131589","58796.79105412604"
"70","0.1","red","radius","0.01","exp utility","100","6","25","6","40746.153512296674","14465.363000709835"
"65","0.1","red","radius","0.01","exp utility","100","6","25","17","100302.35371108884","43988.52293737454"
"66","0.1","red","radius","0.01","exp utility","100","6","25","16","94954.68610690409","40595.27176580475"
"68","0.1","red","radius","0.01","exp utility","100","6","25","9","57923.139881844225","22072.87637292476"
"64","0.1","red","radius","0.01","exp utility","100","6","25","21","114132.79273374853","59106.189771865626"
"73","0.1","red","radius","0.01","exp utility","100","7","25","4","26113.74499828762","8607.527362140447"
"61","0.1","red","radius","0.01","exp utility","100","6","25","20","100185.52914365561","51509.6899520081"
"62","0.1","red","radius","0.01","exp utility","100","6","25","23","123223.60170209565","57205.19216394399"
"69","0.1","red","radius","0.01","exp utility","100","6","25","8","50258.80947956303","19885.173298578513"
"75","0.1","red","radius","0.01","exp utility","100","7","25","1","6728.453832139228","2175.9686147648995"
"71","0.1","red","radius","0.01","exp utility","100","7","25","5","35767.72349074154","10564.006881645942"
"74","0.1","red","radius","0.01","exp utility","100","7","25","2","13812.490178162729","4673.586656375392"
"63","0.1","red","radius","0.01","exp utility","100","6","25","24","117092.93633858128","61834.78510078536"
"70","0.1","red","radius","0.01","exp utility","100","6","25","7","46451.14275147364","17778.835699021136"
"67","0.1","red","radius","0.01","exp utility","100","6","25","12","69929.01065137332","31384.90747848583"
"72","0.1","red","radius","0.01","exp utility","100","7","25","5","33559.17201518281","12001.393412689034"
"65","0.1","red","radius","0.01","exp utility","100","6","25","18","102353.50630444608","49493.47133745229"
"66","0.1","red","radius","0.01","exp utility","100","6","25","17","100354.66511351873","43544.294831878964"
"64","0.1","red","radius","0.01","exp utility","100","6","25","22","118114.28866510832","62105.68342700581"
"68","0.1","red","radius","0.01","exp utility","100","6","25","10","63250.537576761795","24340.927644220432"
"61","0.1","red","radius","0.01","exp utility","100","6","25","21","105404.24722906193","53474.62936554221"
"73","0.1","red","radius","0.01","exp utility","100","7","25","5","31869.860480425396","11766.369543488525"
"62","0.1","red","radius","0.01","exp utility","100","6","25","24","127337.30355749534","60507.60147616253"
"69","0.1","red","radius","0.01","exp utility","100","6","25","9","57325.13063749487","20922.99050919836"
"75","0.1","red","radius","0.01","exp utility","100","7","25","2","13085.715683828177","4411.381447391008"
"70","0.1","red","radius","0.01","exp utility","100","6","25","8","53158.14257928026","19529.02849699064"
"71","0.1","red","radius","0.01","exp utility","100","7","25","6","42627.4810194639","13155.592085141187"
"67","0.1","red","radius","0.01","exp utility","100","6","25","13","74949.62100658717","34663.296915355866"
"74","0.1","red","radius","0.01","exp utility","100","7","25","3","20801.33864684484","6587.049248495285"
"76","0.1","red","radius","0.01","exp utility","100","7","25","0","0","0"
"64","0.1","red","radius","0.01","exp utility","100","6","25","23","123748.68537301109","64111.461888676604"
"66","0.1","red","radius","0.01","exp utility","100","6","25","18","107443.24546433176","44103.58265718811"
"65","0.1","red","radius","0.01","exp utility","100","6","25","19","106260.37945522726","51859.02081512518"
"72","0.1","red","radius","0.01","exp utility","100","7","25","6","40154.764553208384","13812.188244313575"
"61","0.1","red","radius","0.01","exp utility","100","6","25","22","110341.13777241645","55520.88260348941"
"68","0.1","red","radius","0.01","exp utility","100","6","25","11","68613.85724617752","26694.295729717574"
"69","0.1","red","radius","0.01","exp utility","100","6","25","10","61934.65668972127","24292.703160843044"
"73","0.1","red","radius","0.01","exp utility","100","7","25","6","37640.327264819934","14637.703557503037"
"77","0.1","red","radius","0.01","exp utility","100","7","25","0","0","0"
"70","0.1","red","radius","0.01","exp utility","100","6","25","9","58330.98722097508","22714.63891386054"
"67","0.1","red","radius","0.01","exp utility","100","6","25","14","77561.67857883964","38160.22210746837"
"65","0.1","red","radius","0.01","exp utility","100","6","25","20","112589.45160035195","52678.52161828746"
"75","0.1","red","radius","0.01","exp utility","100","7","25","3","19126.765907544035","6727.151845300121"
"71","0.1","red","radius","0.01","exp utility","100","7","25","7","49151.08989755982","16103.571233523879"
"64","0.1","red","radius","0.01","exp utility","100","6","25","24","128466.21057719737","67430.8857583806"
"66","0.1","red","radius","0.01","exp utility","100","6","25","19","112846.19353858306","45902.321256553325"
"76","0.1","red","radius","0.01","exp utility","100","7","25","1","7093.24559199803","2161.688258123621"
"74","0.1","red","radius","0.01","exp utility","100","7","25","4","27223.36824474266","8865.02599332917"
"61","0.1","red","radius","0.01","exp utility","100","6","25","23","115928.52438022835","57641.68316040736"
"68","0.1","red","radius","0.01","exp utility","100","6","25","12","74875.41608503574","28344.50602755987"
"72","0.1","red","radius","0.01","exp utility","100","7","25","7","46687.99433360545","15799.471541337178"
"69","0.1","red","radius","0.01","exp utility","100","6","25","11","65966.03124007292","28063.707405678226"
"73","0.1","red","radius","0.01","exp utility","100","7","25","7","43907.554250195055","16375.046570571201"
"70","0.1","red","radius","0.01","exp utility","100","6","25","10","61388.92279052023","27238.768194404638"
"77","0.1","red","radius","0.01","exp utility","100","7","25","1","6737.186687742097","2388.5096322131762"
"67","0.1","red","radius","0.01","exp utility","100","6","25","15","83405.04383713931","39469.000798984685"
"65","0.1","red","radius","0.01","exp utility","100","6","25","21","116917.52943200718","55923.57749333503"
"66","0.1","red","radius","0.01","exp utility","100","6","25","20","113900.08367944759","51044.75492485393"
"78","0.1","red","radius","0.01","exp utility","100","7","25","0","0","0"
"75","0.1","red","radius","0.01","exp utility","100","7","25","4","25423.060277068675","8582.452257838064"
"61","0.1","red","radius","0.01","exp utility","100","6","25","24","120133.18211543666","61163.96179174928"
"71","0.1","red","radius","0.01","exp utility","100","7","25","8","55295.86316686114","19020.686922671102"
"68","0.1","red","radius","0.01","exp utility","100","6","25","13","81054.3412479844","30387.624512750834"
"76","0.1","red","radius","0.01","exp utility","100","7","25","2","14051.356259037771","4241.7872400954275"
"69","0.1","red","radius","0.01","exp utility","100","6","25","12","71477.82249179696","30261.896560854373"
"74","0.1","red","radius","0.01","exp utility","100","7","25","5","33261.85621013347","11643.449330772311"
"72","0.1","red","radius","0.01","exp utility","100","7","25","8","51745.64241357012","19175.209092929665"
"67","0.1","red","radius","0.01","exp utility","100","6","25","16","90440.46227817767","40049.08294703109"
"70","0.1","red","radius","0.01","exp utility","100","6","25","11","65534.44229064861","30758.5935436231"
"73","0.1","red","radius","0.01","exp utility","100","7","25","8","48834.58008798993","19405.256039466254"
"77","0.1","red","radius","0.01","exp utility","100","7","25","2","13517.199157144152","4367.797208640538"
"65","0.1","red","radius","0.01","exp utility","100","6","25","22","121930.89682674207","57419.196114158134"
"66","0.1","red","radius","0.01","exp utility","100","6","25","21","120367.84831209821","52054.4711993852"
"68","0.1","red","radius","0.01","exp utility","100","6","25","14","87019.9012935034","32338.742420805094"
"75","0.1","red","radius","0.01","exp utility","100","7","25","5","31591.23995266775","10740.393361641924"
"79","0.1","red","radius","0.01","exp utility","100","7","25","0","0","0"
"78","0.1","red","radius","0.01","exp utility","100","7","25","1","7340.756764920175","1917.0565742950027"
"69","0.1","red","radius","0.01","exp utility","100","6","25","13","78366.45764761406","30920.603382172878"
"71","0.1","red","radius","0.01","exp utility","100","7","25","9","61422.41490036321","21815.603659646178"
"70","0.1","red","radius","0.01","exp utility","100","6","25","12","70750.06827186944","32640.442065422107"
"76","0.1","red","radius","0.01","exp utility","100","7","25","3","21134.68332711363","6176.272166518503"
"67","0.1","red","radius","0.01","exp utility","100","6","25","17","92809.74974703044","44644.053877949955"
"72","0.1","red","radius","0.01","exp utility","100","7","25","9","57780.223335094095","21835.00901407966"
"74","0.1","red","radius","0.01","exp utility","100","7","25","6","38353.01494968883","15406.67240033389"
"65","0.1","red","radius","0.01","exp utility","100","6","25","23","127728.3275969805","59053.13257011262"
"73","0.1","red","radius","0.01","exp utility","100","7","25","9","53734.098510262185","22919.41295902867"
"66","0.1","red","radius","0.01","exp utility","100","6","25","22","123748.45728248204","55494.572165779224"
"77","0.1","red","radius","0.01","exp utility","100","7","25","3","19997.787508683858","6637.789143596248"
"68","0.1","red","radius","0.01","exp utility","100","6","25","15","90352.70825178553","36268.72333841883"
"69","0.1","red","radius","0.01","exp utility","100","6","25","14","83641.85613769038","33829.18833185432"
"75","0.1","red","radius","0.01","exp utility","100","7","25","6","37048.57136769235","13340.30808514627"
"78","0.1","red","radius","0.01","exp utility","100","7","25","2","14789.635123924247","3542.115272661535"
"70","0.1","red","radius","0.01","exp utility","100","6","25","13","76681.24605817988","34999.03829206211"
"79","0.1","red","radius","0.01","exp utility","100","7","25","1","6937.772979921533","2233.229330387125"
"67","0.1","red","radius","0.01","exp utility","100","6","25","18","95546.7388404963","47281.84482788229"
"71","0.1","red","radius","0.01","exp utility","100","7","25","10","68927.39024895304","22700.524528355923"
"76","0.1","red","radius","0.01","exp utility","100","7","25","4","27414.043345947666","8786.88439872384"
"65","0.1","red","radius","0.01","exp utility","100","6","25","24","131464.5870034148","62594.27387809576"
