"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"BusinessInvestor.nlogo"
"vary-vision-and-investors"
"10/07/2025 21:50:53:651 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","18","0","18"
"[run number]","failure-max","turtle-coloring-mode","vision-mode","failure-min","color-patches-by","num-investors","sense-radius","max-ticks","[step]","mean-wealth"
"647","0.1","red","radius","0.01","exp utility","20","10","25","24","177487.68367309024"
"649","0.1","red","radius","0.01","exp utility","20","10","25","24","180879.45309514643"
"661","0.1","red","radius","0.01","exp utility","30","0","25","24","107112.5022574419"
"662","0.1","red","radius","0.01","exp utility","30","0","25","24","76357.70083339159"
"648","0.1","red","radius","0.01","exp utility","20","10","25","24","201198.37043647986"
"651","0.1","red","radius","0.01","exp utility","20","10","25","24","138512.05010770046"
"663","0.1","red","radius","0.01","exp utility","30","0","25","24","100832.81408120216"
"664","0.1","red","radius","0.01","exp utility","30","0","25","24","67406.0289807362"
"650","0.1","red","radius","0.01","exp utility","20","10","25","24","189606.20881931548"
"665","0.1","red","radius","0.01","exp utility","30","0","25","24","85917.17957041577"
"666","0.1","red","radius","0.01","exp utility","30","0","25","24","79763.90221336896"
"652","0.1","red","radius","0.01","exp utility","20","10","25","24","136570.91751268075"
"667","0.1","red","radius","0.01","exp utility","30","0","25","24","88097.3687376353"
"668","0.1","red","radius","0.01","exp utility","30","0","25","24","62045.298150150054"
"669","0.1","red","radius","0.01","exp utility","30","0","25","24","87219.49670636866"
"670","0.1","red","radius","0.01","exp utility","30","0","25","24","82087.52587474445"
"671","0.1","red","radius","0.01","exp utility","30","0","25","24","97590.90925322744"
"672","0.1","red","radius","0.01","exp utility","30","0","25","24","61473.4657467552"
"654","0.1","red","radius","0.01","exp utility","20","10","25","24","155055.2279489897"
"674","0.1","red","radius","0.01","exp utility","30","0","25","24","60011.49006237894"
"673","0.1","red","radius","0.01","exp utility","30","0","25","24","68486.8192079792"
"675","0.1","red","radius","0.01","exp utility","30","0","25","24","84233.84332932161"
"655","0.1","red","radius","0.01","exp utility","20","10","25","24","155180.66791515003"
"653","0.1","red","radius","0.01","exp utility","20","10","25","24","189791.23966913676"
"676","0.1","red","radius","0.01","exp utility","30","0","25","24","66416.3811125096"
"677","0.1","red","radius","0.01","exp utility","30","0","25","24","81212.73772772025"
"678","0.1","red","radius","0.01","exp utility","30","0","25","24","80153.35242032936"
"657","0.1","red","radius","0.01","exp utility","20","10","25","24","170721.71353807065"
"679","0.1","red","radius","0.01","exp utility","30","0","25","24","90281.61938480828"
"680","0.1","red","radius","0.01","exp utility","30","0","25","24","75916.77525289783"
"681","0.1","red","radius","0.01","exp utility","30","0","25","24","58518.706394391804"
"682","0.1","red","radius","0.01","exp utility","30","0","25","24","58108.49715136795"
"683","0.1","red","radius","0.01","exp utility","30","0","25","24","93079.73852948275"
"684","0.1","red","radius","0.01","exp utility","30","0","25","24","79469.72019136994"
"656","0.1","red","radius","0.01","exp utility","20","10","25","24","177700.87461810425"
"685","0.1","red","radius","0.01","exp utility","30","0","25","24","82401.7917556273"
"686","0.1","red","radius","0.01","exp utility","30","0","25","24","71359.899766507"
"687","0.1","red","radius","0.01","exp utility","30","0","25","24","52731.354307587404"
"688","0.1","red","radius","0.01","exp utility","30","0","25","24","75786.6254820114"
"658","0.1","red","radius","0.01","exp utility","20","10","25","24","146333.11517501515"
"689","0.1","red","radius","0.01","exp utility","30","0","25","24","68874.30854573123"
"690","0.1","red","radius","0.01","exp utility","30","0","25","24","80191.27535162051"
"691","0.1","red","radius","0.01","exp utility","30","1","25","24","137943.0319976663"
"692","0.1","red","radius","0.01","exp utility","30","1","25","24","117145.14735792679"
"693","0.1","red","radius","0.01","exp utility","30","1","25","24","121700.82037039511"
"694","0.1","red","radius","0.01","exp utility","30","1","25","24","139842.0152755249"
"695","0.1","red","radius","0.01","exp utility","30","1","25","24","100170.78035221895"
"696","0.1","red","radius","0.01","exp utility","30","1","25","24","139231.80135420235"
"697","0.1","red","radius","0.01","exp utility","30","1","25","24","136238.37675737662"
"659","0.1","red","radius","0.01","exp utility","20","10","25","24","183849.13036037382"
"698","0.1","red","radius","0.01","exp utility","30","1","25","24","123664.87058220556"
"699","0.1","red","radius","0.01","exp utility","30","1","25","24","123310.82616150288"
"702","0.1","red","radius","0.01","exp utility","30","1","25","24","141333.71874340126"
"700","0.1","red","radius","0.01","exp utility","30","1","25","24","141937.58072842256"
"701","0.1","red","radius","0.01","exp utility","30","1","25","24","132647.56508978095"
"703","0.1","red","radius","0.01","exp utility","30","1","25","24","108677.57870902812"
"660","0.1","red","radius","0.01","exp utility","20","10","25","24","166474.04711585885"
"704","0.1","red","radius","0.01","exp utility","30","1","25","24","119933.91463739422"
"705","0.1","red","radius","0.01","exp utility","30","1","25","24","132933.75412493575"
"706","0.1","red","radius","0.01","exp utility","30","1","25","24","124659.09772992105"
"708","0.1","red","radius","0.01","exp utility","30","1","25","24","131776.2141509945"
"707","0.1","red","radius","0.01","exp utility","30","1","25","24","131686.4872232635"
"710","0.1","red","radius","0.01","exp utility","30","1","25","24","112431.79274078958"
"709","0.1","red","radius","0.01","exp utility","30","1","25","24","118794.55813825161"
"713","0.1","red","radius","0.01","exp utility","30","1","25","24","123258.70960060501"
"712","0.1","red","radius","0.01","exp utility","30","1","25","24","130615.649912204"
"715","0.1","red","radius","0.01","exp utility","30","1","25","24","133108.62395097374"
"714","0.1","red","radius","0.01","exp utility","30","1","25","24","153538.40960938772"
"711","0.1","red","radius","0.01","exp utility","30","1","25","24","132585.5065189926"
"716","0.1","red","radius","0.01","exp utility","30","1","25","24","154898.72484599394"
"717","0.1","red","radius","0.01","exp utility","30","1","25","24","126691.8591167848"
"718","0.1","red","radius","0.01","exp utility","30","1","25","24","136212.78661850057"
"719","0.1","red","radius","0.01","exp utility","30","1","25","24","125948.5755415032"
"720","0.1","red","radius","0.01","exp utility","30","1","25","24","128094.81857916672"
"722","0.1","red","radius","0.01","exp utility","30","2","25","24","145501.43510306082"
"721","0.1","red","radius","0.01","exp utility","30","2","25","24","132098.46652224145"
"723","0.1","red","radius","0.01","exp utility","30","2","25","24","129374.10941898821"
"724","0.1","red","radius","0.01","exp utility","30","2","25","24","127051.51007497386"
"726","0.1","red","radius","0.01","exp utility","30","2","25","24","143333.3708566362"
"725","0.1","red","radius","0.01","exp utility","30","2","25","24","127652.88432129467"
"728","0.1","red","radius","0.01","exp utility","30","2","25","24","130640.52144634174"
"729","0.1","red","radius","0.01","exp utility","30","2","25","24","153678.98159677032"
"727","0.1","red","radius","0.01","exp utility","30","2","25","24","129764.62160326248"
"731","0.1","red","radius","0.01","exp utility","30","2","25","24","155855.15458890298"
"732","0.1","red","radius","0.01","exp utility","30","2","25","24","152621.2495460553"
"733","0.1","red","radius","0.01","exp utility","30","2","25","24","132776.13421881487"
"734","0.1","red","radius","0.01","exp utility","30","2","25","24","155533.37961696004"
"735","0.1","red","radius","0.01","exp utility","30","2","25","24","123118.93669718798"
"730","0.1","red","radius","0.01","exp utility","30","2","25","24","132359.64550429283"
"737","0.1","red","radius","0.01","exp utility","30","2","25","24","141437.19018370906"
"738","0.1","red","radius","0.01","exp utility","30","2","25","24","144140.19225675194"
"736","0.1","red","radius","0.01","exp utility","30","2","25","24","124424.77627635203"
"739","0.1","red","radius","0.01","exp utility","30","2","25","24","139511.11563903317"
"741","0.1","red","radius","0.01","exp utility","30","2","25","24","137873.99298655393"
"740","0.1","red","radius","0.01","exp utility","30","2","25","24","159119.396021278"
"742","0.1","red","radius","0.01","exp utility","30","2","25","24","132611.90263374336"
"743","0.1","red","radius","0.01","exp utility","30","2","25","24","145898.67188813825"
"744","0.1","red","radius","0.01","exp utility","30","2","25","24","130355.34992476781"
"745","0.1","red","radius","0.01","exp utility","30","2","25","24","131084.651458915"
"746","0.1","red","radius","0.01","exp utility","30","2","25","24","149102.99320170877"
"747","0.1","red","radius","0.01","exp utility","30","2","25","24","146638.72831240456"
"748","0.1","red","radius","0.01","exp utility","30","2","25","24","169550.01917339014"
"749","0.1","red","radius","0.01","exp utility","30","2","25","24","154749.53252810234"
"750","0.1","red","radius","0.01","exp utility","30","2","25","24","158650.65352127896"
"751","0.1","red","radius","0.01","exp utility","30","3","25","24","155268.74723239616"
"752","0.1","red","radius","0.01","exp utility","30","3","25","24","141178.21363344355"
"753","0.1","red","radius","0.01","exp utility","30","3","25","24","142698.53864877363"
"754","0.1","red","radius","0.01","exp utility","30","3","25","24","162221.8736075107"
"758","0.1","red","radius","0.01","exp utility","30","3","25","24","146564.32956307475"
"755","0.1","red","radius","0.01","exp utility","30","3","25","24","154065.4651439948"
"757","0.1","red","radius","0.01","exp utility","30","3","25","24","143319.54985900995"
"756","0.1","red","radius","0.01","exp utility","30","3","25","24","160039.12728301686"
"759","0.1","red","radius","0.01","exp utility","30","3","25","24","153623.85212530228"
"760","0.1","red","radius","0.01","exp utility","30","3","25","24","144754.68826145894"
"761","0.1","red","radius","0.01","exp utility","30","3","25","24","156370.249694884"
"762","0.1","red","radius","0.01","exp utility","30","3","25","24","158271.47145206624"
"763","0.1","red","radius","0.01","exp utility","30","3","25","24","126785.62164489967"
"764","0.1","red","radius","0.01","exp utility","30","3","25","24","144138.89111459738"
"765","0.1","red","radius","0.01","exp utility","30","3","25","24","152013.91895912366"
"766","0.1","red","radius","0.01","exp utility","30","3","25","24","159756.6810563345"
"768","0.1","red","radius","0.01","exp utility","30","3","25","24","145418.10108730895"
"767","0.1","red","radius","0.01","exp utility","30","3","25","24","179931.4242020029"
"771","0.1","red","radius","0.01","exp utility","30","3","25","24","143216.31516031356"
"769","0.1","red","radius","0.01","exp utility","30","3","25","24","168609.72116477546"
"770","0.1","red","radius","0.01","exp utility","30","3","25","24","163665.81896331703"
"773","0.1","red","radius","0.01","exp utility","30","3","25","24","156690.43640502894"
"772","0.1","red","radius","0.01","exp utility","30","3","25","24","155210.45992673497"
"774","0.1","red","radius","0.01","exp utility","30","3","25","24","135058.2774178334"
"776","0.1","red","radius","0.01","exp utility","30","3","25","24","154971.49405910025"
"775","0.1","red","radius","0.01","exp utility","30","3","25","24","153705.04611719487"
"777","0.1","red","radius","0.01","exp utility","30","3","25","24","150253.03816398757"
"778","0.1","red","radius","0.01","exp utility","30","3","25","24","138066.24615794758"
"779","0.1","red","radius","0.01","exp utility","30","3","25","24","145198.88569741638"
"780","0.1","red","radius","0.01","exp utility","30","3","25","24","154139.43171157115"
"781","0.1","red","radius","0.01","exp utility","30","4","25","24","156066.95286416527"
"785","0.1","red","radius","0.01","exp utility","30","4","25","24","166954.56388867606"
"782","0.1","red","radius","0.01","exp utility","30","4","25","24","144581.75821260893"
"783","0.1","red","radius","0.01","exp utility","30","4","25","24","168194.30669400978"
"784","0.1","red","radius","0.01","exp utility","30","4","25","24","180313.1568581802"
"786","0.1","red","radius","0.01","exp utility","30","4","25","24","151273.22784148296"
"788","0.1","red","radius","0.01","exp utility","30","4","25","24","145670.72106838974"
"787","0.1","red","radius","0.01","exp utility","30","4","25","24","182036.46652845433"
"789","0.1","red","radius","0.01","exp utility","30","4","25","24","139014.52221349368"
"790","0.1","red","radius","0.01","exp utility","30","4","25","24","153307.77920077526"
"791","0.1","red","radius","0.01","exp utility","30","4","25","24","159053.8801519382"
"793","0.1","red","radius","0.01","exp utility","30","4","25","24","168941.2619864085"
"792","0.1","red","radius","0.01","exp utility","30","4","25","24","147421.35201432655"
"794","0.1","red","radius","0.01","exp utility","30","4","25","24","155457.31664786625"
"795","0.1","red","radius","0.01","exp utility","30","4","25","24","188919.20488494975"
"796","0.1","red","radius","0.01","exp utility","30","4","25","24","145509.38257044335"
"798","0.1","red","radius","0.01","exp utility","30","4","25","24","170027.8407776579"
"797","0.1","red","radius","0.01","exp utility","30","4","25","24","170113.2940147713"
"803","0.1","red","radius","0.01","exp utility","30","4","25","24","171733.55955493884"
"801","0.1","red","radius","0.01","exp utility","30","4","25","24","139372.07124994518"
"799","0.1","red","radius","0.01","exp utility","30","4","25","24","163163.00020035697"
"800","0.1","red","radius","0.01","exp utility","30","4","25","24","158040.57617811553"
"804","0.1","red","radius","0.01","exp utility","30","4","25","24","150236.20358936177"
"802","0.1","red","radius","0.01","exp utility","30","4","25","24","160783.22371870754"
"805","0.1","red","radius","0.01","exp utility","30","4","25","24","169794.15372969108"
"806","0.1","red","radius","0.01","exp utility","30","4","25","24","154183.95426844934"
"807","0.1","red","radius","0.01","exp utility","30","4","25","24","169466.8093085774"
"808","0.1","red","radius","0.01","exp utility","30","4","25","24","170492.7330244239"
"809","0.1","red","radius","0.01","exp utility","30","4","25","24","171421.2449201025"
"810","0.1","red","radius","0.01","exp utility","30","4","25","24","157133.3850317719"
"811","0.1","red","radius","0.01","exp utility","30","5","25","24","154727.53338640695"
"813","0.1","red","radius","0.01","exp utility","30","5","25","24","150365.6219163751"
"818","0.1","red","radius","0.01","exp utility","30","5","25","24","168075.7288755165"
"814","0.1","red","radius","0.01","exp utility","30","5","25","24","157315.1199518241"
"815","0.1","red","radius","0.01","exp utility","30","5","25","24","156892.1233035861"
"817","0.1","red","radius","0.01","exp utility","30","5","25","24","151620.4561721858"
"812","0.1","red","radius","0.01","exp utility","30","5","25","24","154382.9583038379"
"821","0.1","red","radius","0.01","exp utility","30","5","25","24","155057.7376176872"
"816","0.1","red","radius","0.01","exp utility","30","5","25","24","151321.9792296334"
"822","0.1","red","radius","0.01","exp utility","30","5","25","24","156759.2999844815"
"819","0.1","red","radius","0.01","exp utility","30","5","25","24","162215.20179021233"
"823","0.1","red","radius","0.01","exp utility","30","5","25","24","139287.90581532914"
"820","0.1","red","radius","0.01","exp utility","30","5","25","24","148988.04726893155"
"824","0.1","red","radius","0.01","exp utility","30","5","25","24","161323.5294304378"
"826","0.1","red","radius","0.01","exp utility","30","5","25","24","153414.86432646867"
"828","0.1","red","radius","0.01","exp utility","30","5","25","24","130436.03621417908"
"830","0.1","red","radius","0.01","exp utility","30","5","25","24","163936.54603846755"
"829","0.1","red","radius","0.01","exp utility","30","5","25","24","159765.10217885656"
"827","0.1","red","radius","0.01","exp utility","30","5","25","24","160554.12974934123"
"832","0.1","red","radius","0.01","exp utility","30","5","25","24","161931.25514471083"
"833","0.1","red","radius","0.01","exp utility","30","5","25","24","169555.22625629525"
"835","0.1","red","radius","0.01","exp utility","30","5","25","24","179499.61896309748"
"834","0.1","red","radius","0.01","exp utility","30","5","25","24","154817.12258783975"
"831","0.1","red","radius","0.01","exp utility","30","5","25","24","152488.240486448"
"838","0.1","red","radius","0.01","exp utility","30","5","25","24","141308.64409741398"
"837","0.1","red","radius","0.01","exp utility","30","5","25","24","175919.3796399657"
"825","0.1","red","radius","0.01","exp utility","30","5","25","24","142778.4636124657"
"836","0.1","red","radius","0.01","exp utility","30","5","25","24","163944.8472666952"
"839","0.1","red","radius","0.01","exp utility","30","5","25","24","164423.55663050944"
"840","0.1","red","radius","0.01","exp utility","30","5","25","24","125022.10503026746"
"841","0.1","red","radius","0.01","exp utility","30","6","25","24","159159.62862914958"
"842","0.1","red","radius","0.01","exp utility","30","6","25","24","159078.20513408995"
"847","0.1","red","radius","0.01","exp utility","30","6","25","24","156488.14792252137"
"844","0.1","red","radius","0.01","exp utility","30","6","25","24","171108.67147895668"
"848","0.1","red","radius","0.01","exp utility","30","6","25","24","165386.64649010205"
"843","0.1","red","radius","0.01","exp utility","30","6","25","24","154341.58664069555"
"851","0.1","red","radius","0.01","exp utility","30","6","25","24","172049.92923179187"
"845","0.1","red","radius","0.01","exp utility","30","6","25","24","170005.12047224506"
"852","0.1","red","radius","0.01","exp utility","30","6","25","24","152197.7450893729"
"850","0.1","red","radius","0.01","exp utility","30","6","25","24","176525.46609176463"
"846","0.1","red","radius","0.01","exp utility","30","6","25","24","152656.33031931418"
"849","0.1","red","radius","0.01","exp utility","30","6","25","24","188404.75285029554"
"854","0.1","red","radius","0.01","exp utility","30","6","25","24","136790.64722757207"
"853","0.1","red","radius","0.01","exp utility","30","6","25","24","164566.32650622277"
"855","0.1","red","radius","0.01","exp utility","30","6","25","24","155477.0072170199"
"856","0.1","red","radius","0.01","exp utility","30","6","25","24","179547.7770433744"
"858","0.1","red","radius","0.01","exp utility","30","6","25","24","154195.12998313693"
"857","0.1","red","radius","0.01","exp utility","30","6","25","24","150848.74305268654"
"865","0.1","red","radius","0.01","exp utility","30","6","25","24","166398.84375966474"
"860","0.1","red","radius","0.01","exp utility","30","6","25","24","143113.97476137526"
"859","0.1","red","radius","0.01","exp utility","30","6","25","24","157983.9048566306"
"861","0.1","red","radius","0.01","exp utility","30","6","25","24","138768.19649785894"
"866","0.1","red","radius","0.01","exp utility","30","6","25","24","187663.50383945074"
"862","0.1","red","radius","0.01","exp utility","30","6","25","24","141594.74972890585"
"864","0.1","red","radius","0.01","exp utility","30","6","25","24","171382.5504781971"
"863","0.1","red","radius","0.01","exp utility","30","6","25","24","155459.23031535596"
"868","0.1","red","radius","0.01","exp utility","30","6","25","24","158146.245032143"
"867","0.1","red","radius","0.01","exp utility","30","6","25","24","151458.16893778654"
"869","0.1","red","radius","0.01","exp utility","30","6","25","24","150283.3899694776"
"870","0.1","red","radius","0.01","exp utility","30","6","25","24","172616.85989699984"
"872","0.1","red","radius","0.01","exp utility","30","7","25","24","162884.98806770996"
"871","0.1","red","radius","0.01","exp utility","30","7","25","24","153142.45715190086"
"881","0.1","red","radius","0.01","exp utility","30","7","25","24","168008.84510193535"
"877","0.1","red","radius","0.01","exp utility","30","7","25","24","164947.2908903991"
"873","0.1","red","radius","0.01","exp utility","30","7","25","24","144822.78796200088"
"876","0.1","red","radius","0.01","exp utility","30","7","25","24","135923.03356286467"
"879","0.1","red","radius","0.01","exp utility","30","7","25","24","153822.44540972312"
"875","0.1","red","radius","0.01","exp utility","30","7","25","24","164984.30971730303"
"878","0.1","red","radius","0.01","exp utility","30","7","25","24","155180.40514483754"
"874","0.1","red","radius","0.01","exp utility","30","7","25","24","160268.36705433045"
"880","0.1","red","radius","0.01","exp utility","30","7","25","24","156763.36464610117"
"882","0.1","red","radius","0.01","exp utility","30","7","25","24","144975.97523122"
"884","0.1","red","radius","0.01","exp utility","30","7","25","24","152258.13774119125"
"883","0.1","red","radius","0.01","exp utility","30","7","25","24","160926.10938460164"
"885","0.1","red","radius","0.01","exp utility","30","7","25","24","143875.58000050412"
"888","0.1","red","radius","0.01","exp utility","30","7","25","24","147858.49955394786"
"886","0.1","red","radius","0.01","exp utility","30","7","25","24","171112.74280506506"
"887","0.1","red","radius","0.01","exp utility","30","7","25","24","152654.54873352163"
"890","0.1","red","radius","0.01","exp utility","30","7","25","24","154923.70231861577"
"892","0.1","red","radius","0.01","exp utility","30","7","25","24","180811.51154673094"
"894","0.1","red","radius","0.01","exp utility","30","7","25","24","156943.78678380142"
"893","0.1","red","radius","0.01","exp utility","30","7","25","24","150166.31364435676"
"896","0.1","red","radius","0.01","exp utility","30","7","25","24","174946.79815021172"
"895","0.1","red","radius","0.01","exp utility","30","7","25","24","175475.07470177804"
"897","0.1","red","radius","0.01","exp utility","30","7","25","24","156558.50852666394"
"891","0.1","red","radius","0.01","exp utility","30","7","25","24","145355.9566798387"
"889","0.1","red","radius","0.01","exp utility","30","7","25","24","168833.3675807969"
"898","0.1","red","radius","0.01","exp utility","30","7","25","24","167842.5254395359"
"899","0.1","red","radius","0.01","exp utility","30","7","25","24","177206.9243912584"
"900","0.1","red","radius","0.01","exp utility","30","7","25","24","163866.84796558606"
"902","0.1","red","radius","0.01","exp utility","30","8","25","24","162755.72409883156"
"904","0.1","red","radius","0.01","exp utility","30","8","25","24","146243.90206388637"
"903","0.1","red","radius","0.01","exp utility","30","8","25","24","184579.6846498574"
"901","0.1","red","radius","0.01","exp utility","30","8","25","24","176961.45290696961"
"907","0.1","red","radius","0.01","exp utility","30","8","25","24","163378.3370426719"
"911","0.1","red","radius","0.01","exp utility","30","8","25","24","177171.06892523088"
"906","0.1","red","radius","0.01","exp utility","30","8","25","24","177561.91467409412"
"905","0.1","red","radius","0.01","exp utility","30","8","25","24","149288.18761871383"
"908","0.1","red","radius","0.01","exp utility","30","8","25","24","154518.67006487487"
"912","0.1","red","radius","0.01","exp utility","30","8","25","24","155679.9624221992"
"909","0.1","red","radius","0.01","exp utility","30","8","25","24","164069.01585958723"
"910","0.1","red","radius","0.01","exp utility","30","8","25","24","155270.57416494"
"913","0.1","red","radius","0.01","exp utility","30","8","25","24","160200.26050652246"
"914","0.1","red","radius","0.01","exp utility","30","8","25","24","175718.88708746506"
"915","0.1","red","radius","0.01","exp utility","30","8","25","24","178781.00194756538"
"917","0.1","red","radius","0.01","exp utility","30","8","25","24","169445.52987309144"
"916","0.1","red","radius","0.01","exp utility","30","8","25","24","165350.57597107996"
"918","0.1","red","radius","0.01","exp utility","30","8","25","24","173555.5411986467"
"921","0.1","red","radius","0.01","exp utility","30","8","25","24","177725.11525943162"
"919","0.1","red","radius","0.01","exp utility","30","8","25","24","174836.96815575438"
"924","0.1","red","radius","0.01","exp utility","30","8","25","24","140389.94700901638"
"920","0.1","red","radius","0.01","exp utility","30","8","25","24","172961.70714216382"
"923","0.1","red","radius","0.01","exp utility","30","8","25","24","153339.8747743081"
"922","0.1","red","radius","0.01","exp utility","30","8","25","24","173388.6493587816"
"925","0.1","red","radius","0.01","exp utility","30","8","25","24","135819.66186621692"
"926","0.1","red","radius","0.01","exp utility","30","8","25","24","159091.31317473587"
"927","0.1","red","radius","0.01","exp utility","30","8","25","24","150253.56371691392"
"928","0.1","red","radius","0.01","exp utility","30","8","25","24","152246.08478103613"
"929","0.1","red","radius","0.01","exp utility","30","8","25","24","150763.43165627477"
"930","0.1","red","radius","0.01","exp utility","30","8","25","24","162715.8734788943"
"932","0.1","red","radius","0.01","exp utility","30","9","25","24","165152.03825057248"
"931","0.1","red","radius","0.01","exp utility","30","9","25","24","151049.72094710977"
"937","0.1","red","radius","0.01","exp utility","30","9","25","24","145986.38428697115"
"933","0.1","red","radius","0.01","exp utility","30","9","25","24","153819.86772386762"
"935","0.1","red","radius","0.01","exp utility","30","9","25","24","150527.86769986615"
"934","0.1","red","radius","0.01","exp utility","30","9","25","24","149699.51125702474"
"936","0.1","red","radius","0.01","exp utility","30","9","25","24","152662.77389256723"
"938","0.1","red","radius","0.01","exp utility","30","9","25","24","162483.74952528786"
"941","0.1","red","radius","0.01","exp utility","30","9","25","24","129824.57915214633"
"939","0.1","red","radius","0.01","exp utility","30","9","25","24","151628.50873632362"
"940","0.1","red","radius","0.01","exp utility","30","9","25","24","154677.2133231302"
"942","0.1","red","radius","0.01","exp utility","30","9","25","24","173662.50810741473"
"943","0.1","red","radius","0.01","exp utility","30","9","25","24","152773.20171242527"
"944","0.1","red","radius","0.01","exp utility","30","9","25","24","158050.29228631573"
"945","0.1","red","radius","0.01","exp utility","30","9","25","24","164376.35239525398"
"946","0.1","red","radius","0.01","exp utility","30","9","25","24","201061.60005246822"
"947","0.1","red","radius","0.01","exp utility","30","9","25","24","157225.6030003138"
"948","0.1","red","radius","0.01","exp utility","30","9","25","24","179900.25552779343"
"952","0.1","red","radius","0.01","exp utility","30","9","25","24","168215.56040611598"
"953","0.1","red","radius","0.01","exp utility","30","9","25","24","185644.05757399232"
"950","0.1","red","radius","0.01","exp utility","30","9","25","24","163443.353645133"
"949","0.1","red","radius","0.01","exp utility","30","9","25","24","161394.54572442448"
"951","0.1","red","radius","0.01","exp utility","30","9","25","24","149398.9843193625"
"955","0.1","red","radius","0.01","exp utility","30","9","25","24","161136.07948681043"
"956","0.1","red","radius","0.01","exp utility","30","9","25","24","184825.47666025365"
"954","0.1","red","radius","0.01","exp utility","30","9","25","24","156856.22661803765"
"957","0.1","red","radius","0.01","exp utility","30","9","25","24","168834.2727260462"
"958","0.1","red","radius","0.01","exp utility","30","9","25","24","146624.51036896775"
"959","0.1","red","radius","0.01","exp utility","30","9","25","24","182529.71519469624"
"960","0.1","red","radius","0.01","exp utility","30","9","25","24","155956.8541625457"
"962","0.1","red","radius","0.01","exp utility","30","10","25","24","155060.1460228864"
"961","0.1","red","radius","0.01","exp utility","30","10","25","24","183692.67617252635"
"964","0.1","red","radius","0.01","exp utility","30","10","25","24","186486.8829850643"
"963","0.1","red","radius","0.01","exp utility","30","10","25","24","163934.49201597658"
"966","0.1","red","radius","0.01","exp utility","30","10","25","24","158086.82577801513"
"965","0.1","red","radius","0.01","exp utility","30","10","25","24","149858.01143340202"
"970","0.1","red","radius","0.01","exp utility","30","10","25","24","169249.13858387255"
"967","0.1","red","radius","0.01","exp utility","30","10","25","24","147522.41718354102"
"969","0.1","red","radius","0.01","exp utility","30","10","25","24","166131.4928419669"
"971","0.1","red","radius","0.01","exp utility","30","10","25","24","167709.30406394054"
"968","0.1","red","radius","0.01","exp utility","30","10","25","24","169720.0837417937"
"972","0.1","red","radius","0.01","exp utility","30","10","25","24","161519.78435553578"
"973","0.1","red","radius","0.01","exp utility","30","10","25","24","151506.70420675154"
"975","0.1","red","radius","0.01","exp utility","30","10","25","24","171716.8125283882"
"974","0.1","red","radius","0.01","exp utility","30","10","25","24","155474.77838135322"
"976","0.1","red","radius","0.01","exp utility","30","10","25","24","170548.4178427305"
"977","0.1","red","radius","0.01","exp utility","30","10","25","24","137557.2927030111"
"978","0.1","red","radius","0.01","exp utility","30","10","25","24","154464.17410724316"
"980","0.1","red","radius","0.01","exp utility","30","10","25","24","159660.83144146265"
"991","0.1","red","radius","0.01","exp utility","40","0","25","24","79570.82629137178"
"992","0.1","red","radius","0.01","exp utility","40","0","25","24","81962.24990747713"
"979","0.1","red","radius","0.01","exp utility","30","10","25","24","175735.57364519782"
"982","0.1","red","radius","0.01","exp utility","30","10","25","24","165293.55929172877"
"993","0.1","red","radius","0.01","exp utility","40","0","25","24","65657.09746174265"
"981","0.1","red","radius","0.01","exp utility","30","10","25","24","145171.4696479004"
"984","0.1","red","radius","0.01","exp utility","30","10","25","24","153819.76112945512"
"994","0.1","red","radius","0.01","exp utility","40","0","25","24","70994.95360046756"
"995","0.1","red","radius","0.01","exp utility","40","0","25","24","69528.92320859843"
"996","0.1","red","radius","0.01","exp utility","40","0","25","24","76122.37159547402"
"983","0.1","red","radius","0.01","exp utility","30","10","25","24","145735.2581834649"
"997","0.1","red","radius","0.01","exp utility","40","0","25","24","68657.92997358373"
"998","0.1","red","radius","0.01","exp utility","40","0","25","24","89266.61890988475"
"986","0.1","red","radius","0.01","exp utility","30","10","25","24","151549.1664689082"
"1000","0.1","red","radius","0.01","exp utility","40","0","25","24","94104.33570084328"
"999","0.1","red","radius","0.01","exp utility","40","0","25","24","71946.48485724317"
"1002","0.1","red","radius","0.01","exp utility","40","0","25","24","72936.2287012187"
"1001","0.1","red","radius","0.01","exp utility","40","0","25","24","77932.24287650116"
"1003","0.1","red","radius","0.01","exp utility","40","0","25","24","88509.68188909504"
"1004","0.1","red","radius","0.01","exp utility","40","0","25","24","80502.77178277992"
"985","0.1","red","radius","0.01","exp utility","30","10","25","24","167508.12543293735"
"1005","0.1","red","radius","0.01","exp utility","40","0","25","24","60242.650067632625"
"1006","0.1","red","radius","0.01","exp utility","40","0","25","24","86532.93041063145"
"1007","0.1","red","radius","0.01","exp utility","40","0","25","24","69238.01368044488"
"1008","0.1","red","radius","0.01","exp utility","40","0","25","24","79390.98047362888"
"987","0.1","red","radius","0.01","exp utility","30","10","25","24","151135.00249349544"
"1009","0.1","red","radius","0.01","exp utility","40","0","25","24","88996.2456290871"
"1011","0.1","red","radius","0.01","exp utility","40","0","25","24","83572.01082591049"
"1012","0.1","red","radius","0.01","exp utility","40","0","25","24","85155.25599342212"
"1014","0.1","red","radius","0.01","exp utility","40","0","25","24","73100.94957426417"
