"BehaviorSpace results (NetLogo 5.3.1)"
"segregation.nlogo"
"first-experiment"
"04/11/2017 01:16:57:528 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","density","%-similar-wanted","[step]","percent-similar"
"623","60","45","16","88.88888888888889"
"621","60","45","16","86.76703645007923"
"626","60","45","16","87.84949046250327"
"622","60","45","19","89.0990281061203"
"625","60","45","15","89.46280991735537"
"633","60","45","13","88.59671960426972"
"624","60","45","22","88.48422672480123"
"630","60","45","15","88.2461214830397"
"628","60","45","16","87.11264141662568"
"629","60","45","17","88.97980056251598"
"635","60","45","16","89.40027894002789"
"632","60","45","15","87.4239350912779"
"631","60","45","16","87.4443895205141"
"634","60","45","16","89.29384965831434"
"627","60","45","24","88.53598014888337"
"636","60","45","22","89.96905621454357"
"637","60","45","21","88.43039958213633"
"639","60","45","13","88.21160042964554"
"638","60","45","21","87.79642952304823"
"642","60","50","12","88.05646036916394"
"641","60","50","12","88.15296175956011"
"643","60","50","15","88.08146844355042"
"661","65","0","0","49.88235294117647"
"648","60","50","14","87.88827982250065"
"646","60","50","15","88.14644137224782"
"640","60","45","20","88.55280312907432"
"662","65","0","0","49.42683749157114"
"649","60","50","15","88.38862559241706"
"647","60","50","15","88.93793819787068"
"663","65","0","0","50.18256503879507"
"645","60","50","19","88.65435356200527"
"664","65","0","0","50.289403383793406"
"665","65","0","0","49.55936920222634"
"668","65","0","0","50.53364269141532"
"644","60","50","19","88.18660647103084"
"666","65","0","0","50.203619909502265"
"667","65","0","0","49.55476402493321"
"670","65","0","0","50.35410764872521"
"669","65","0","0","49.98808672861568"
"671","65","0","0","49.79838709677419"
"672","65","0","0","50.3199268738574"
"673","65","0","0","50.63347410535675"
"675","65","0","0","50.522803114571744"
"674","65","0","0","49.197332674734504"
"676","65","0","0","49.52402538531278"
"677","65","0","0","49.27167630057803"
"679","65","0","0","49.451575262543756"
"680","65","0","0","50.392288724501235"
"678","65","0","0","50.10640813431071"
"653","60","50","14","87.37558931377684"
"654","60","50","14","88.38409912235416"
"652","60","50","19","89.0677025527192"
"659","60","50","11","88.22292323869611"
"656","60","50","15","88.4255546645282"
"686","65","5","2","52.757475083056484"
"650","60","50","21","88.40998685939553"
"682","65","5","3","54.044599912549195"
"688","65","5","2","53.75931361481147"
"683","65","5","3","52.170081515752365"
"687","65","5","3","51.51029748283753"
"657","60","50","13","87.44137571651902"
"681","65","5","4","53.088845230299064"
"685","65","5","4","54.39659039928218"
"684","65","5","4","52.902662592754254"
"690","65","5","3","53.14861460957179"
"691","65","5","3","53.81090207428847"
"695","65","5","2","53.383458646616546"
"658","60","50","16","87.76371308016878"
"689","65","5","4","52.10597826086957"
"693","65","5","3","51.95428571428572"
"660","60","50","15","89.03462749213011"
"696","65","5","3","52.45086966342895"
"694","65","5","3","53.24849296718017"
"698","65","5","4","51.97677015858834"
"700","65","5","3","53.42902711323764"
"655","60","50","19","89.48437896875794"
"699","65","5","4","53.83949816136708"
"702","65","10","3","54.211806323236786"
"701","65","10","4","53.471757088635854"
"697","65","5","6","53.01394511920827"
"692","65","5","3","52.203023758099356"
"707","65","10","3","53.63282145312858"
"705","65","10","3","52.29986731534719"
"704","65","10","4","52.63157894736842"
"706","65","10","3","52.576164874551964"
"703","65","10","5","54.09011373578303"
"712","65","10","2","52.14763652061299"
"651","60","50","31","88.85358750330951"
"708","65","10","4","52.65911072362685"
"711","65","10","3","53.231106243154436"
"714","65","10","3","53.41889798628014"
"710","65","10","4","53.04444444444445"
"709","65","10","5","53.683300928926336"
"713","65","10","4","53.49115255858441"
"716","65","10","4","51.85512367491166"
"717","65","10","5","52.29793977812995"
"715","65","10","5","53.347826086956516"
"719","65","10","3","53.455541508638845"
"718","65","10","3","52.51599147121535"
"720","65","10","3","52.849185946872325"
"724","65","15","3","53.759484939066446"
"723","65","15","4","56.08490566037736"
"726","65","15","4","55.17086330935251"
"727","65","15","4","55.21776627856835"
"721","65","15","6","54.39586271744241"
"729","65","15","4","54.55169258920402"
"730","65","15","4","52.10830004438527"
"725","65","15","6","55.34873289975331"
"722","65","15","5","55.06429054816152"
"728","65","15","4","54.387990762124716"
"732","65","15","5","54.67561521252796"
"619","60","40","12","81.4973531635997"
"731","65","15","5","54.221724524076144"
"737","65","15","4","57.045143638850895"
"735","65","15","4","54.285714285714285"
"734","65","15","4","53.66135366135366"
"738","65","15","4","54.39814814814815"
"733","65","15","5","54.81331533963113"
"736","65","15","4","53.221099887766556"
"739","65","15","5","55.44270258335173"
"740","65","15","5","55.49488054607509"
"741","65","20","6","57.69497801434853"
"745","65","20","5","58.3029197080292"
"744","65","20","6","58.25444470099285"
"750","65","20","5","58.603216567525884"
"742","65","20","6","57.453973955994606"
"743","65","20","7","57.42725880551301"
"748","65","20","6","58.52492601866606"
"752","65","20","5","59.20962979786509"
"754","65","20","7","57.773109243697476"
"749","65","20","7","57.69843074823744"
"757","65","20","5","57.08582834331337"
"758","65","20","6","57.56449497157848"
"755","65","20","7","60.10054844606947"
"747","65","20","9","59.18506715228773"
"759","65","20","5","56.3071686875133"
"746","65","20","9","57.077024358130345"
"756","65","20","9","59.061452513966486"
