"BehaviorSpace results (NetLogo 6.0.2)"
"butterfly_class_7.nlogo"
"optimize-mating"
"01/30/2018 02:13:59:262 -0600"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","149","0","149"
"[run number]","initialization","q","real-terrain","[step]","corridor-width","cluster-size","mean-elevation"
"388","""edge""","0.15","true","999","45.975269191874254","3.44","597.2159999999999"
"391","""edge""","0.15","true","999","47.229905311852974","4.16","597.578"
"390","""edge""","0.15","true","999","42.40648444174269","2.96","598.06"
"392","""edge""","0.15","true","999","39.8310952938378","2.64","594.4480000000001"
"393","""edge""","0.15","true","999","44.75687165443865","2.68","598.8720000000002"
"394","""edge""","0.15","true","999","42.042166312348854","4.4","600.9659999999999"
"397","""edge""","0.15","true","999","40.31006179544938","3.52","591.5240000000001"
"395","""edge""","0.15","true","999","45.3271939168141","2.2","593.688"
"396","""edge""","0.15","true","999","41.71332863031915","2.92","592.4459999999998"
"398","""edge""","0.15","true","999","40.653641485278364","2.8","599.0939999999998"
"399","""edge""","0.15","true","999","35.36105938808202","3.4","587.472"
"400","""edge""","0.15","true","999","44.75788625497467","2.76","610.6759999999999"
"402","""edge""","0.2","true","999","30.56322472537131","6.56","611.1620000000001"
"401","""edge""","0.2","true","999","41.341879761891754","3.56","609.3580000000001"
"403","""edge""","0.2","true","999","32.68596696708055","9.16","624.766"
"404","""edge""","0.2","true","999","39.29169615209252","6","622.932"
"405","""edge""","0.2","true","999","39.737752119974125","4.64","607.966"
"406","""edge""","0.2","true","999","33.97509203078723","3.4","605.342"
"407","""edge""","0.2","true","999","31.534585948085258","4.12","601.8940000000001"
"408","""edge""","0.2","true","999","33.60132023661691","6.64","623.76"
"409","""edge""","0.2","true","999","28.581016855397234","4.52","610.3620000000001"
"410","""edge""","0.2","true","999","37.89133200119639","4.88","604.0039999999999"
"411","""edge""","0.2","true","999","30.44649699313507","4.36","604.5100000000001"
"412","""edge""","0.2","true","999","37.73270867429306","4.88","617.382"
"414","""edge""","0.2","true","999","41.419248671291534","3.96","612.884"
"413","""edge""","0.2","true","999","39.88509528143539","5.24","618.6479999999999"
"417","""edge""","0.2","true","999","42.693664382478374","4.2","620.16"
"415","""edge""","0.2","true","999","25.479100989049474","5.32","605.6080000000001"
"416","""edge""","0.2","true","999","30.316897428652933","6.12","608.816"
"418","""edge""","0.2","true","999","31.57581271647394","5.32","611.9479999999999"
"419","""edge""","0.2","true","999","36.206629920528826","5.88","618.7639999999999"
"420","""edge""","0.2","true","999","34.44346291909875","5.04","607.8960000000001"
"421","""edge""","0.2","true","999","36.64073543936409","5.72","614.4159999999999"
"422","""edge""","0.2","true","999","37.42101758280441","4.76","615.3979999999999"
"425","""edge""","0.2","true","999","35.60557598546555","4.76","612.16"
"423","""edge""","0.2","true","999","31.772411484024513","7","616.036"
"424","""edge""","0.2","true","999","28.73995461596967","4.08","606.2719999999999"
"426","""edge""","0.2","true","999","30.60980916808478","4.32","611.4739999999999"
"427","""edge""","0.2","true","999","35.86254041509225","3.72","605.2679999999999"
"428","""edge""","0.2","true","999","30.665194066137182","6.84","624.3620000000003"
"429","""edge""","0.2","true","999","37.01982579749284","4.4","616.5579999999998"
"430","""edge""","0.2","true","999","24.796276374913152","3.76","609.0560000000002"
"431","""edge""","0.2","true","999","40.590325200624086","5.32","609.6599999999999"
"432","""edge""","0.2","true","999","36.582539243177855","4.32","614.66"
"435","""edge""","0.2","true","999","27.12697686656478","4.76","610.114"
"433","""edge""","0.2","true","999","34.496692509040784","6.72","623.066"
"436","""edge""","0.2","true","999","34.28570831830536","8.4","617.49"
"434","""edge""","0.2","true","999","36.95293216818361","6.2","617.0120000000001"
"438","""edge""","0.2","true","999","41.89811007792227","5.28","612.1239999999999"
"437","""edge""","0.2","true","999","31.38193138702322","9.56","627.632"
"440","""edge""","0.2","true","999","38.0840704184943","4.44","622.8159999999999"
"439","""edge""","0.2","true","999","27.432120616562965","4.68","615.278"
"441","""edge""","0.2","true","999","32.764883226125704","4.56","610.1039999999998"
"442","""edge""","0.2","true","999","36.42533342602851","4.36","615.696"
"443","""edge""","0.2","true","999","32.0486727165838","4.16","609.5179999999999"
"444","""edge""","0.2","true","999","29.870528960713823","4.8","612.768"
"445","""edge""","0.2","true","999","36.650639341091996","4.12","614.3520000000001"
"446","""edge""","0.2","true","999","30.917662238758407","7","614.63"
"448","""edge""","0.2","true","999","40.281508470814146","5.6","621.3720000000001"
"447","""edge""","0.2","true","999","24.055849879938936","6.48","615.8199999999999"
"449","""edge""","0.2","true","999","34.9422576352921","3.72","615.2500000000001"
"450","""edge""","0.2","true","999","26.315793017717457","4.2","601.0560000000002"
"451","""edge""","0.2","true","999","40.54825437814097","4.64","617.174"
"453","""edge""","0.2","true","999","39.6252241511601","5.92","616.386"
"452","""edge""","0.2","true","999","34.74647075580366","4.56","603.29"
"454","""edge""","0.2","true","999","40.96410517767454","4.28","610.7439999999998"
"456","""edge""","0.2","true","999","31.97952335581543","5.76","618.1219999999998"
"455","""edge""","0.2","true","999","42.55699793788934","2.88","608.7779999999999"
"457","""edge""","0.2","true","999","38.939823093512125","3.16","608.262"
"459","""edge""","0.2","true","999","34.9574462345039","4.72","616.6800000000001"
"458","""edge""","0.2","true","999","34.694396491469355","3.64","603.5080000000002"
"460","""edge""","0.2","true","999","34.02522048630248","5.28","619.92"
"461","""edge""","0.2","true","999","41.00584995978169","4.96","618.4839999999999"
"462","""edge""","0.2","true","999","25.297469872128826","6.52","612.08"
"463","""edge""","0.2","true","999","38.5869066813587","6.12","610.9799999999999"
"464","""edge""","0.2","true","999","46.84538647342892","5.36","619.0660000000001"
"465","""edge""","0.2","true","999","33.30057935994438","5.96","629.0120000000001"
"466","""edge""","0.2","true","999","38.35158896804103","3.24","609.4959999999998"
"467","""edge""","0.2","true","999","28.912212907434153","5.96","614.1579999999999"
"468","""edge""","0.2","true","999","32.024603984680226","5.36","618.6279999999999"
"469","""edge""","0.2","true","999","38.25091586896197","3.72","617.5520000000001"
"471","""edge""","0.2","true","999","38.193763501729144","4.68","611.8280000000001"
"470","""edge""","0.2","true","999","31.602230549342696","6.28","622.1379999999998"
"473","""edge""","0.2","true","999","34.34295823768441","4.12","611.3000000000001"
"472","""edge""","0.2","true","999","34.6534743295451","5.2","604.8799999999999"
"474","""edge""","0.2","true","999","37.209656823191104","3.48","611.3660000000001"
"475","""edge""","0.2","true","999","34.84981183710531","4","613.3660000000001"
"476","""edge""","0.2","true","999","41.762523695665024","3.2","614.452"
"477","""edge""","0.2","true","999","35.021685203671616","5.04","623.0419999999999"
"478","""edge""","0.2","true","999","42.257350021814354","4.88","620.1519999999998"
"480","""edge""","0.2","true","999","31.94534168699705","7.76","620.8199999999998"
"479","""edge""","0.2","true","999","29.872317332642474","4.24","608.5280000000001"
"481","""edge""","0.2","true","999","36.42262613269358","3.8","611.192"
"482","""edge""","0.2","true","999","42.464615500253764","6.08","621.8160000000001"
"483","""edge""","0.2","true","999","33.0404932544903","4.68","614.9640000000002"
"485","""edge""","0.2","true","999","32.21206577772041","5.68","612.488"
"484","""edge""","0.2","true","999","23.56038789933728","5.52","607.534"
"487","""edge""","0.2","true","999","33.73461020698406","6.68","612.966"
"486","""edge""","0.2","true","999","34.782671733455786","5.04","612.4179999999998"
"488","""edge""","0.2","true","999","29.804589801628744","6.6","612.7320000000001"
"491","""edge""","0.2","true","999","36.93358936496357","4.8","622.28"
"489","""edge""","0.2","true","999","39.469789743054186","4.48","618.214"
"490","""edge""","0.2","true","999","35.825696597426926","5.16","613.8459999999999"
"493","""edge""","0.2","true","999","39.923687014469856","3.56","604.252"
"492","""edge""","0.2","true","999","31.533245367057123","5.72","616.7779999999999"
"495","""edge""","0.2","true","999","40.80197675657185","5.04","619.9159999999999"
"497","""edge""","0.2","true","999","40.35806920197437","3.92","602.9000000000001"
"494","""edge""","0.2","true","999","43.35866189997016","6.4","624.65"
"496","""edge""","0.2","true","999","37.23653110933903","8.08","619.9499999999999"
"498","""edge""","0.2","true","999","25.755090064820152","5.52","609.8939999999999"
"499","""edge""","0.2","true","999","38.48507564142373","5.08","613.09"
"501","""edge""","0.25","true","999","28.387156891820442","5.96","622.0179999999999"
"500","""edge""","0.2","true","999","36.62788390821702","6.16","614.572"
"502","""edge""","0.25","true","999","29.705381909282064","8.64","620.6160000000001"
"503","""edge""","0.25","true","999","22.484390871071803","6.76","616.2260000000002"
"505","""edge""","0.25","true","999","19.10952815777579","6.64","616.86"
"504","""edge""","0.25","true","999","27.727906460962245","6.16","626.304"
"506","""edge""","0.25","true","999","19.88556509766691","6.72","603.7860000000001"
"507","""edge""","0.25","true","999","32.81124802306669","4.88","625.862"
"508","""edge""","0.25","true","999","33.420175027305646","5.36","619.706"
"510","""edge""","0.25","true","999","25.46889701834689","11.88","627.602"
"511","""edge""","0.25","true","999","30.992573725990844","8.36","617.8579999999998"
"509","""edge""","0.25","true","999","31.681621546700846","5.68","625.672"
"512","""edge""","0.25","true","999","28.8119888478072","6.2","616.2579999999999"
"513","""edge""","0.25","true","999","29.435658648193314","4.16","613.0039999999999"
"515","""edge""","0.25","true","999","27.070479824388272","7.8","621.8459999999999"
"514","""edge""","0.25","true","999","25.319574667993326","5.28","613.9960000000001"
"516","""edge""","0.25","true","999","32.499411160804236","6.92","633.36"
"517","""edge""","0.25","true","999","21.997438161297026","6.92","613.0619999999999"
"518","""edge""","0.25","true","999","30.9094565777386","6.36","625.4839999999999"
"520","""edge""","0.25","true","999","31.60255473585151","5.8","626.142"
"519","""edge""","0.25","true","999","29.117319640156687","6.84","621.1339999999999"
"523","""edge""","0.25","true","999","24.523495461587167","9.12","615.312"
"521","""edge""","0.25","true","999","22.780879732839683","8.72","615.6080000000003"
"522","""edge""","0.25","true","999","28.541522634124618","7.96","624.9920000000001"
"525","""edge""","0.25","true","999","19.739013326092916","6.28","609.674"
"524","""edge""","0.25","true","999","37.65080854659686","5.12","625.516"
"526","""edge""","0.25","true","999","24.67201193075449","7.48","621.36"
"527","""edge""","0.25","true","999","30.012762655900254","6.08","606.3879999999999"
"528","""edge""","0.25","true","999","22.95161465661173","9.6","619.5479999999998"
"530","""edge""","0.25","true","999","25.765770257274955","4.72","611.34"
"529","""edge""","0.25","true","999","25.73924105011553","6.44","611.9719999999999"
"531","""edge""","0.25","true","999","23.28674736115694","7.28","615.46"
"532","""edge""","0.25","true","999","24.64834388089782","12.28","618.5219999999999"
"534","""edge""","0.25","true","999","27.001318682092293","7.4","623.326"
"533","""edge""","0.25","true","999","28.72035978742981","15.2","630.46"
"537","""edge""","0.25","true","999","31.110399726221218","5.6","624.3939999999999"
"535","""edge""","0.25","true","999","32.18217714164048","5.32","619.0080000000002"
"536","""edge""","0.25","true","999","28.058647829013744","6.16","614.1899999999998"
"538","""edge""","0.25","true","999","30.271275016421956","8.88","624.9179999999999"
"539","""edge""","0.25","true","999","31.273100168151984","5.84","610.0980000000002"
"540","""edge""","0.25","true","999","28.243337561438246","8.08","615.1119999999999"
"541","""edge""","0.25","true","999","30.462342473519747","5.64","624.3480000000001"
"542","""edge""","0.25","true","999","17.763271455483377","6.56","601.27"
"543","""edge""","0.25","true","999","28.461098850455766","8.68","618.4000000000001"
"544","""edge""","0.25","true","999","29.576883580950238","6.32","619.6259999999999"
"545","""edge""","0.25","true","999","32.222953441152356","10.4","622.5999999999999"
"546","""edge""","0.25","true","999","27.882289251804632","8.96","616.75"
"547","""edge""","0.25","true","999","22.977102253100213","6.76","620.0440000000001"
"548","""edge""","0.25","true","999","30.683733720916056","7.16","623.9700000000001"
"550","""edge""","0.25","true","999","26.37022198759228","5.96","616.8219999999998"
"549","""edge""","0.25","true","999","30.714958245424103","5.84","619.6479999999999"
"551","""edge""","0.25","true","999","32.00715327976118","8.84","624.2139999999999"
"552","""edge""","0.25","true","999","25.989997114880588","6.04","614.3999999999999"
"553","""edge""","0.25","true","999","28.375570107972003","8.92","632.65"
"554","""edge""","0.25","true","999","29.38272390548784","7.2","623.7299999999999"
"555","""edge""","0.25","true","999","32.3929094168097","4.56","611.896"
"556","""edge""","0.25","true","999","27.709026314832773","9.6","623.1159999999999"
"557","""edge""","0.25","true","999","25.659042569513943","5.72","620.4439999999998"
"558","""edge""","0.25","true","999","31.728809197369177","9.08","617.6139999999998"
"559","""edge""","0.25","true","999","26.596705503781145","18.88","636.396"
"560","""edge""","0.25","true","999","32.073312555904124","7.96","622.2479999999999"
"561","""edge""","0.25","true","999","32.57268612302436","7.04","621.3800000000001"
"563","""edge""","0.25","true","999","19.485831060331094","8.04","604.6000000000001"
"562","""edge""","0.25","true","999","31.233154758336546","9.28","628.3839999999999"
"566","""edge""","0.25","true","999","26.393856785795798","6.48","612.26"
"564","""edge""","0.25","true","999","33.14322537521601","5.32","623.2040000000001"
"565","""edge""","0.25","true","999","35.450705998559926","6.56","621.0999999999999"
"567","""edge""","0.25","true","999","27.12317130059269","5.32","612.02"
"568","""edge""","0.25","true","999","23.821502997558827","9.8","627.478"
"570","""edge""","0.25","true","999","22.231333092783903","7.08","615.5779999999999"
"569","""edge""","0.25","true","999","23.619047671069062","6.64","612.2399999999999"
"571","""edge""","0.25","true","999","34.44486629840284","5.6","618.8860000000001"
"572","""edge""","0.25","true","999","29.58617992760937","6.56","612.0380000000001"
"573","""edge""","0.25","true","999","28.765205168599433","6.56","625.6980000000002"
"574","""edge""","0.25","true","999","24.36769084639584","11.68","628.6999999999999"
"577","""edge""","0.25","true","999","20.84740882409478","7.6","616.1860000000001"
"576","""edge""","0.25","true","999","32.98472883488092","9.2","616.8660000000001"
"575","""edge""","0.25","true","999","25.399061816139927","7.16","609.942"
"578","""edge""","0.25","true","999","28.793339172082486","7.16","625.4119999999999"
"579","""edge""","0.25","true","999","33.90978216884687","8.96","628.5840000000001"
"580","""edge""","0.25","true","999","27.484316084577074","6.04","631.7199999999999"
"581","""edge""","0.25","true","999","25.38872883422674","7.68","623.0459999999999"
"583","""edge""","0.25","true","999","33.99776395989667","5.24","617.2959999999999"
"584","""edge""","0.25","true","999","34.938469492715775","5.2","625.8320000000001"
"582","""edge""","0.25","true","999","22.565437140054765","8.08","612.916"
"586","""edge""","0.25","true","999","28.275059491770637","9.8","624.276"
"585","""edge""","0.25","true","999","30.2114078682007","10.92","624.7639999999999"
"587","""edge""","0.25","true","999","32.24107975989281","5.52","616.482"
"588","""edge""","0.25","true","999","27.03161736105434","6.12","624.1619999999999"
"589","""edge""","0.25","true","999","24.95325920908747","10.36","621.1559999999998"
"591","""edge""","0.25","true","999","28.130872366465024","8.28","622.212"
"590","""edge""","0.25","true","999","31.478760925619106","6.28","619.5120000000001"
"593","""edge""","0.25","true","999","24.92743678712694","6.96","622.552"
"594","""edge""","0.25","true","999","19.94079115141933","6.36","608.3799999999999"
"592","""edge""","0.25","true","999","24.363423567723615","6.08","621.3419999999999"
"596","""edge""","0.25","true","999","27.03365936513927","6.04","618.404"
"595","""edge""","0.25","true","999","23.929239768237238","10.44","616.978"
"598","""edge""","0.25","true","999","29.082343675462727","9.04","626.442"
"597","""edge""","0.25","true","999","25.507060202103318","7.76","628.8539999999999"
"599","""edge""","0.25","true","999","20.53856978608778","7.92","614.262"
"600","""edge""","0.25","true","999","19.528821244588688","8.36","609.7479999999998"
"601","""edge""","0.3","true","999","19.082009875354437","7.08","613.0219999999998"
"603","""edge""","0.3","true","999","23.81018897141049","15.96","639.694"
"602","""edge""","0.3","true","999","17.85169937030044","7.52","596.6060000000001"
"604","""edge""","0.3","true","999","20.16783155870785","7.84","622.8979999999999"
"605","""edge""","0.3","true","999","20.283502240244513","13.84","627.382"
"606","""edge""","0.3","true","999","22.17077633167494","11.16","619.8619999999999"
"607","""edge""","0.3","true","999","25.059366544708904","7.16","609.554"
"608","""edge""","0.3","true","999","27.000016436054356","14.36","631.9779999999998"
"609","""edge""","0.3","true","999","24.53620447433245","8.96","612.382"
"611","""edge""","0.3","true","999","24.086915899093793","16.12","628.5659999999999"
"610","""edge""","0.3","true","999","21.623093394725363","11.56","625.0819999999999"
"612","""edge""","0.3","true","999","21.386860915383608","5.92","606.118"
"613","""edge""","0.3","true","999","26.242078809127097","6.88","615.8659999999999"
"614","""edge""","0.3","true","999","25.803797044850967","7.08","625.6200000000001"
"616","""edge""","0.3","true","999","26.74736508916352","12.56","630.668"
"617","""edge""","0.3","true","999","17.439515252349988","14.28","609.3080000000001"
"615","""edge""","0.3","true","999","16.106311723989837","7.24","613.6259999999999"
"618","""edge""","0.3","true","999","19.614794823700024","12.16","617.8099999999998"
"621","""edge""","0.3","true","999","24.477800483609037","12.76","632.8820000000001"
"619","""edge""","0.3","true","999","18.55308089564667","13.6","630.71"
"620","""edge""","0.3","true","999","18.769918004222117","7.36","608.958"
"622","""edge""","0.3","true","999","19.78703349510763","7.8","617.556"
"624","""edge""","0.3","true","999","24.468884144548348","10.52","625.7399999999999"
"623","""edge""","0.3","true","999","23.709416308226185","10.04","620.972"
"625","""edge""","0.3","true","999","23.93995185710407","11.4","622.276"
"626","""edge""","0.3","true","999","28.0610269780631","11.92","612.6439999999999"
"627","""edge""","0.3","true","999","21.479444354939577","15.92","621.5620000000001"
"628","""edge""","0.3","true","999","30.19528623638363","6.28","613.7639999999999"
"629","""edge""","0.3","true","999","14.24968611930012","13.4","609.312"
"630","""edge""","0.3","true","999","25.95871503618385","8.84","620.0719999999998"
"631","""edge""","0.3","true","999","25.987457061073354","8.88","636.6719999999999"
"632","""edge""","0.3","true","999","18.29736065319575","8.88","612.56"
"634","""edge""","0.3","true","999","27.678542017603657","6.44","621.1499999999999"
"633","""edge""","0.3","true","999","28.126372558595914","7.2","622.2499999999999"
"636","""edge""","0.3","true","999","25.599416990208585","6.36","628.644"
"635","""edge""","0.3","true","999","25.42950746259585","6.36","620.4200000000002"
"637","""edge""","0.3","true","999","29.02018818851982","12.96","622.0539999999997"
"639","""edge""","0.3","true","999","26.61756798155163","11.12","618.02"
"638","""edge""","0.3","true","999","21.09656734392173","11.88","623.9359999999999"
"640","""edge""","0.3","true","999","20.79455261866641","9.68","598.5040000000001"
"641","""edge""","0.3","true","999","31.10250980911729","5.96","620.9140000000001"
"642","""edge""","0.3","true","999","21.377385116326323","8.72","619.322"
"644","""edge""","0.3","true","999","24.671045649059593","8.92","623.8439999999998"
"643","""edge""","0.3","true","999","25.087270238363054","6.72","623.536"
"645","""edge""","0.3","true","999","26.539160150492922","15.76","630.0179999999998"
"646","""edge""","0.3","true","999","15.513234202888311","12.56","607.558"
"647","""edge""","0.3","true","999","31.426001099493103","11.08","631.3479999999998"
"648","""edge""","0.3","true","999","28.82959185801875","6.12","626.086"
"649","""edge""","0.3","true","999","22.690792170692305","8.36","632.214"
"651","""edge""","0.3","true","999","29.587068723693022","5.96","626.1819999999998"
"650","""edge""","0.3","true","999","26.10687339919658","5.72","623.866"
"652","""edge""","0.3","true","999","26.700351184219716","10.48","611.2159999999999"
"653","""edge""","0.3","true","999","22.49668885522062","7.92","631.1120000000001"
"654","""edge""","0.3","true","999","24.240034261180632","14.52","630.0740000000001"
"656","""edge""","0.3","true","999","16.717925957189497","12.72","609.988"
"655","""edge""","0.3","true","999","21.6817579603211","11.64","621.5480000000001"
"657","""edge""","0.3","true","999","25.39261410542851","7.36","624.4879999999999"
"658","""edge""","0.3","true","999","26.687136275941224","6.72","627.47"
"659","""edge""","0.3","true","999","20.524339190416466","7.44","612.616"
"660","""edge""","0.3","true","999","20.337175648599583","11.04","624.4920000000002"
"661","""edge""","0.3","true","999","24.600093367904872","8.48","621.1039999999998"
"662","""edge""","0.3","true","999","17.84166899818684","9.44","606.0000000000001"
"664","""edge""","0.3","true","999","17.82741032696413","10.4","611.1299999999999"
"665","""edge""","0.3","true","999","29.32584698745996","7.52","628.5840000000001"
"663","""edge""","0.3","true","999","22.191134342594026","20.8","633.2979999999998"
"666","""edge""","0.3","true","999","29.621561583695343","11.8","628.5800000000002"
"667","""edge""","0.3","true","999","25.385769646304276","12.04","636.1000000000001"
"668","""edge""","0.3","true","999","24.70688071090536","12.56","632.832"
"669","""edge""","0.3","true","999","22.1238161445988","9","630.3799999999999"
"670","""edge""","0.3","true","999","26.283382771279562","10.48","627.0179999999999"
"672","""edge""","0.3","true","999","19.345667269437765","11.44","623.56"
"671","""edge""","0.3","true","999","18.183853904044152","9.56","613.412"
"673","""edge""","0.3","true","999","25.94059119517085","7.36","618.7619999999998"
"676","""edge""","0.3","true","999","19.783927386577847","9.28","605.386"
"675","""edge""","0.3","true","999","29.111862046792","5.56","623.52"
"677","""edge""","0.3","true","999","19.474590179780588","13.44","628.2460000000001"
"674","""edge""","0.3","true","999","25.952031888341807","10.64","627.9939999999999"
"678","""edge""","0.3","true","999","27.04231083974785","14.72","627.8359999999999"
"679","""edge""","0.3","true","999","21.00364368134017","10.16","619.318"
"681","""edge""","0.3","true","999","20.207940959306168","7.16","623.5379999999998"
"680","""edge""","0.3","true","999","14.178027944081292","13.16","606.1519999999999"
"682","""edge""","0.3","true","999","23.9255369027087","10.96","628.2639999999999"
"683","""edge""","0.3","true","999","17.985931671253546","8.6","611.7520000000001"
"684","""edge""","0.3","true","999","28.241947066270765","8.36","622.7819999999998"
"686","""edge""","0.3","true","999","18.514659089325463","9.24","613.4819999999999"
"685","""edge""","0.3","true","999","25.912716092269946","8.28","627.962"
"687","""edge""","0.3","true","999","27.714547736564587","6.68","625.3979999999999"
"688","""edge""","0.3","true","999","20.068088065319575","12.48","626.2400000000001"
"689","""edge""","0.3","true","999","27.6416289012122","11.08","638.214"
"690","""edge""","0.3","true","999","27.684100345658297","12","635.036"
"691","""edge""","0.3","true","999","23.725939842297784","15.88","628.922"
"692","""edge""","0.3","true","999","29.820099181976705","10.96","632.93"
"693","""edge""","0.3","true","999","29.531851872097338","5.48","622.8500000000003"
"694","""edge""","0.3","true","999","20.982295276307504","7.84","624.2839999999999"
"695","""edge""","0.3","true","999","27.680034669746483","5.28","616.188"
"696","""edge""","0.3","true","999","24.935830262724593","7.92","628.808"
"697","""edge""","0.3","true","999","21.742364571793306","13.16","618.076"
"700","""edge""","0.3","true","999","17.644303240515836","9.92","607.7180000000003"
"701","""edge""","0.35","true","999","22.02847782220317","15.2","628.6079999999997"
"698","""edge""","0.3","true","999","28.149752385878283","8.12","623.286"
"699","""edge""","0.3","true","999","27.645502109237423","5.32","615.9119999999999"
"702","""edge""","0.35","true","999","25.382285711923515","6.76","623.3979999999998"
"703","""edge""","0.35","true","999","10.570236840894909","16.4","591.7759999999998"
"705","""edge""","0.35","true","999","23.93134152165491","13.12","627.0700000000002"
"706","""edge""","0.35","true","999","17.417901781051118","9.2","618.016"
"704","""edge""","0.35","true","999","21.374597930005727","8.76","626.2099999999998"
"707","""edge""","0.35","true","999","24.94287650726531","6.8","631.4979999999999"
"709","""edge""","0.35","true","999","22.231564390439207","8.44","621.5459999999999"
"708","""edge""","0.35","true","999","20.787487412508433","7.36","616.1020000000001"
"710","""edge""","0.35","true","999","11.828499621887019","20.16","594.168"
"711","""edge""","0.35","true","999","22.12225345257168","7.36","601.348"
"712","""edge""","0.35","true","999","23.120779855786804","11.32","616.6559999999998"
"713","""edge""","0.35","true","999","18.83215599205427","10.76","613.3340000000001"
"714","""edge""","0.35","true","999","21.48383476791314","7","618.486"
"717","""edge""","0.35","true","999","20.52044774575761","9.28","636.4039999999998"
"715","""edge""","0.35","true","999","18.82491757311412","9.48","601.6859999999999"
"716","""edge""","0.35","true","999","22.373734635357003","9.96","624.9739999999999"
"720","""edge""","0.35","true","999","12.882719208432752","18.28","604.5180000000001"
"718","""edge""","0.35","true","999","22.97519741662634","9.44","635.512"
"719","""edge""","0.35","true","999","21.112785698846","8.4","621.748"
"721","""edge""","0.35","true","999","14.575978379426049","14.44","627.672"
"722","""edge""","0.35","true","999","19.310375431242765","7.44","605.732"
"723","""edge""","0.35","true","999","14.844102172713724","10.8","606.52"
"726","""edge""","0.35","true","999","23.835266433210528","7.52","624.8879999999998"
"725","""edge""","0.35","true","999","23.009095072431535","19.16","631.0179999999998"
"727","""edge""","0.35","true","999","17.405377665986737","17.04","630.4139999999998"
"724","""edge""","0.35","true","999","15.921190690425234","17.92","627.6999999999997"
"728","""edge""","0.35","true","999","14.481540528155755","11.88","621.9"
"729","""edge""","0.35","true","999","19.473300145786343","10.56","626.0340000000001"
"730","""edge""","0.35","true","999","27.485366661878643","10","627.064"
"731","""edge""","0.35","true","999","22.375064653237217","13.88","626.0279999999998"
"732","""edge""","0.35","true","999","20.479071706640063","14.72","626.2079999999999"
"733","""edge""","0.35","true","999","17.24669730859126","10.52","635.104"
"737","""edge""","0.35","true","999","14.471455146075074","10.92","601.502"
"735","""edge""","0.35","true","999","20.623894405937612","11.88","618.636"
"734","""edge""","0.35","true","999","20.85868884915189","10.32","632.0360000000001"
"738","""edge""","0.35","true","999","24.05902001474335","15.92","629.02"
"736","""edge""","0.35","true","999","20.135497727927504","10.8","630.2180000000001"
"739","""edge""","0.35","true","999","15.800965898878758","11.84","628.3679999999998"
"740","""edge""","0.35","true","999","15.5736315125667","12.6","623.582"
"741","""edge""","0.35","true","999","17.617493143496183","14.4","623.8399999999999"
"742","""edge""","0.35","true","999","20.597475174599797","13.28","620.6999999999999"
"743","""edge""","0.35","true","999","21.183264689986917","9.08","622.816"
"746","""edge""","0.35","true","999","15.184598493359417","13.64","626.364"
"744","""edge""","0.35","true","999","12.30914954213296","11.96","597.362"
"745","""edge""","0.35","true","999","22.496784617362422","8.28","624.0519999999999"
"747","""edge""","0.35","true","999","22.058298163346524","7.16","617.07"
"748","""edge""","0.35","true","999","24.63159139513007","6.84","626.9219999999999"
"749","""edge""","0.35","true","999","15.939867561026297","8.04","612.1599999999999"
"750","""edge""","0.35","true","999","16.967893867548707","7.68","615.9499999999999"
"751","""edge""","0.35","true","999","16.19247989083105","7.28","609.8"
"752","""edge""","0.35","true","999","16.85425882153276","8.84","593.0739999999998"
"753","""edge""","0.35","true","999","14.508979781821573","8.76","603.6479999999999"
"754","""edge""","0.35","true","999","19.409878517848533","11.72","607.5139999999999"
"756","""edge""","0.35","true","999","27.7074806194211","11.6","635.8919999999999"
"757","""edge""","0.35","true","999","23.24561533146959","9.04","628.9119999999999"
"755","""edge""","0.35","true","999","21.007838344488846","8.92","618.9999999999999"
"758","""edge""","0.35","true","999","17.359516361326435","11.8","617.71"
"759","""edge""","0.35","true","999","22.031527104607875","8.32","624.0899999999998"
"760","""edge""","0.35","true","999","22.89960781972566","17.32","625.5859999999998"
"762","""edge""","0.35","true","999","12.424401703945762","15.32","600.4779999999998"
"761","""edge""","0.35","true","999","20.723122792597017","9.36","632.156"
"763","""edge""","0.35","true","999","25.67369011834191","8.64","626.32"
"764","""edge""","0.35","true","999","22.314037758943524","7.96","621.062"
"767","""edge""","0.35","true","999","14.96636578429159","10","600.9679999999998"
"765","""edge""","0.35","true","999","25.165144607587294","7.12","623.556"
"766","""edge""","0.35","true","999","23.045188389893543","7.52","622.9419999999998"
"770","""edge""","0.35","true","999","17.50076046476382","9.32","630.444"
"769","""edge""","0.35","true","999","20.7173933690054","6.8","616.3959999999997"
"768","""edge""","0.35","true","999","21.81074081654245","9.76","617.6539999999999"
"771","""edge""","0.35","true","999","21.440071940570586","7.08","610.944"
"772","""edge""","0.35","true","999","18.8380931173104","8.36","622.0239999999999"
"774","""edge""","0.35","true","999","11.428623996422766","13.12","596.3420000000001"
"775","""edge""","0.35","true","999","24.736439662030413","7.96","628.6"
"773","""edge""","0.35","true","999","12.385396036310855","12.88","597.7319999999999"
"776","""edge""","0.35","true","999","20.283184862549465","13.2","620.8179999999998"
"779","""edge""","0.35","true","999","12.201549600356168","15.96","596.3879999999999"
"777","""edge""","0.35","true","999","21.296009825008966","11.88","637.8919999999999"
