"BehaviorSpace results (NetLogo 6.0.2)"
"butterfly_class_7.nlogo"
"optimize-mating-big"
"01/30/2018 02:52:39:900 -0600"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","149","0","149"
"[run number]","initialization","q","real-terrain","[step]","corridor-width","cluster-size","mean-elevation"
"258","""edge""","0.1","true","999","48.62984769712995","1.8","574.618"
"256","""edge""","0.1","true","999","42.21895978254883","2.32","586.696"
"259","""edge""","0.1","true","999","37.63426382083531","2.08","577.4940000000001"
"260","""edge""","0.1","true","999","41.498209145957105","1.8","568.4039999999999"
"261","""edge""","0.1","true","999","44.818013063201946","2.04","567.0559999999997"
"262","""edge""","0.1","true","999","41.378213434418065","1.8","557.8400000000001"
"263","""edge""","0.1","true","999","42.38774659388433","2.08","574.5199999999999"
"264","""edge""","0.1","true","999","44.65511159954991","2.08","578.4699999999999"
"265","""edge""","0.1","true","999","43.35638370964868","1.76","564.9680000000001"
"266","""edge""","0.1","true","999","44.484005729419074","2","571.656"
"267","""edge""","0.1","true","999","43.68551496633411","2.48","585.97"
"268","""edge""","0.1","true","999","47.33793098713866","2.12","584.036"
"269","""edge""","0.1","true","999","44.241464068462655","3.16","571.56"
"270","""edge""","0.1","true","999","44.162924966835874","1.8","564.59"
"273","""edge""","0.1","true","999","49.53144548055604","1.96","582.5179999999999"
"274","""edge""","0.1","true","999","42.66970532586288","2.28","566.2339999999998"
"271","""edge""","0.1","true","999","41.49556347642951","2.68","573.134"
"272","""edge""","0.1","true","999","44.759435164573205","2.32","575.202"
"275","""edge""","0.1","true","999","43.416084527521804","2.04","579.1320000000002"
"277","""edge""","0.1","true","999","46.33462726324231","2.28","590.2339999999998"
"278","""edge""","0.1","true","999","49.83557912237684","2.32","594.8380000000001"
"276","""edge""","0.1","true","999","42.031340150190765","1.84","578.922"
"279","""edge""","0.1","true","999","46.30815361280121","2.12","576.5160000000001"
"280","""edge""","0.1","true","999","45.316316818988156","1.88","581.3339999999998"
"281","""edge""","0.1","true","999","35.37339714110119","2.08","572.2040000000001"
"282","""edge""","0.1","true","999","46.07872215153591","1.64","577.4819999999999"
"285","""edge""","0.1","true","999","44.14834132560422","2.28","589.572"
"283","""edge""","0.1","true","999","39.457724921903036","1.76","567.1659999999999"
"284","""edge""","0.1","true","999","43.662984372466376","2.32","584.5419999999999"
"286","""edge""","0.1","true","999","41.64676110945241","2.16","572.1999999999998"
"287","""edge""","0.1","true","999","47.84788068458953","2.2","585.4599999999999"
"288","""edge""","0.1","true","999","40.80780238630119","2.12","573.876"
"289","""edge""","0.1","true","999","39.871479867989365","2.12","585.2820000000002"
"290","""edge""","0.1","true","999","39.53814145277542","2.08","574.402"
"291","""edge""","0.1","true","999","36.7219347957109","2.04","571.3939999999999"
"292","""edge""","0.1","true","999","41.39286545353826","1.88","570.6600000000001"
"294","""edge""","0.1","true","999","38.36469275203411","2.16","580.4739999999999"
"293","""edge""","0.1","true","999","42.84785978896545","2.28","579.2660000000001"
"295","""edge""","0.1","true","999","45.586690627058594","2.76","577.032"
"296","""edge""","0.1","true","999","45.364689959418044","1.4","575.0699999999998"
"298","""edge""","0.1","true","999","43.2758170078441","1.84","584.822"
"297","""edge""","0.1","true","999","51.91540888784148","1.88","577.6340000000001"
"299","""edge""","0.1","true","999","43.8379259137359","1.4","570.7440000000001"
"300","""edge""","0.1","true","999","47.72859804462363","1.76","573.2900000000002"
"301","""edge""","0.15","true","999","40.497827920320475","2.96","602.096"
"302","""edge""","0.15","true","999","34.801137984228596","2.4","586.078"
"304","""edge""","0.15","true","999","37.52991907875998","2.68","595.498"
"303","""edge""","0.15","true","999","35.73059198073762","3.64","604.7760000000001"
"305","""edge""","0.15","true","999","36.23439553448441","4.32","604.5680000000002"
"306","""edge""","0.15","true","999","44.932792306171116","2.24","590.8919999999999"
"308","""edge""","0.15","true","999","37.212367598934094","4.56","607.876"
"307","""edge""","0.15","true","999","36.87953756970757","3.16","591.5279999999999"
"311","""edge""","0.15","true","999","41.69028369692791","3.76","607.276"
"309","""edge""","0.15","true","999","44.15347265129521","2.6","596.5579999999999"
"310","""edge""","0.15","true","999","42.59365596415301","4.56","600.076"
"312","""edge""","0.15","true","999","43.14724827526768","2.4","580.3039999999999"
"313","""edge""","0.15","true","999","45.93464065845008","3.2","610.618"
"315","""edge""","0.15","true","999","42.802862622610746","2.68","601.1080000000001"
"314","""edge""","0.15","true","999","39.984634829661765","3.56","592.4060000000001"
"316","""edge""","0.15","true","999","40.30573969200889","2.48","595.534"
"317","""edge""","0.15","true","999","41.38736915701949","2.76","586.0939999999999"
"318","""edge""","0.15","true","999","43.036018914131276","2.72","602.4919999999998"
"319","""edge""","0.15","true","999","39.84085167937167","2.64","587.17"
"321","""edge""","0.15","true","999","32.06191958204691","4.84","604.3619999999999"
"320","""edge""","0.15","true","999","44.27525353010021","4.2","607.1020000000001"
"322","""edge""","0.15","true","999","42.691092306362435","3.04","614.3700000000001"
"324","""edge""","0.15","true","999","44.218688516964235","3.08","609.9460000000003"
