"BehaviorSpace results (NetLogo 6.0.2)"
"BusinessInvestor.nlogo"
"vary-time-horizon"
"02/20/2018 04:06:18:929 -0600"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","18","0","18"
"[run number]","profit-multiplier","risk-multiplier","vision-mode","sense-radius","failure-max","turtle-coloring-mode","failure-min","max-ticks","color-patches-by","num-investors","time-horizon","[step]","mean [wealth] of turtles","mean [failures] of turtles","mean [profit] of turtles","mean [p-failure] of turtles"
"172","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","9","24","118305.4760810605","0.9","7007.500543838723","0.031081571235981896"
"163","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","9","24","125254.12925360024","0.82","6890.842233554746","0.030367505249638"
"131","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","7","24","132324.94901170523","0.8","7407.3643739200525","0.029814183308628693"
"173","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","9","24","129056.67706327593","0.91","7209.037211136946","0.03175363224939756"
"175","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","9","24","121157.28835472789","0.93","7102.331643658242","0.03148473212330398"
"177","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","9","24","128440.04105030188","0.81","7543.165105381232","0.031507537619164284"
"178","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","9","24","132070.50715519715","0.74","7574.990817109722","0.03274870055069562"
"179","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","9","24","131119.7060048506","0.92","7168.789554245588","0.031612887469742106"
"181","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","10","24","141862.24579105165","0.65","7016.12209330446","0.028844988073451996"
"180","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","9","24","123799.7376586209","0.88","7180.4728354401705","0.031869141981839294"
"171","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","9","24","139645.73167420886","0.59","7231.601600289389","0.026162120268943042"
"174","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","9","24","131047.6001743877","0.81","6952.512165317668","0.0326440328816113"
"176","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","9","24","133818.77095325442","0.8","6902.442820258739","0.030916458396153736"
"182","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","10","24","134063.53502224825","0.67","7293.923773602811","0.03436486229377766"
"183","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","10","24","122116.8181071701","0.82","7030.458750304692","0.0314998923276461"
"187","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","10","24","117694.78568505969","1.04","7518.723366617773","0.030280993993937074"
"184","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","10","24","139542.25395423523","0.64","7021.718524002523","0.0304419679757683"
"189","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","10","24","134003.2760574896","0.77","7088.203971873722","0.031540284214857335"
"188","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","10","24","118255.95221950537","0.85","7155.018021335105","0.03233828877863967"
"146","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","8","24","125597.21047028727","0.78","7113.69900195099","0.029891090672623043"
"185","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","10","24","124286.21911552084","0.82","6927.146416902632","0.028989617478216104"
"153","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","8","24","137066.673652359","0.7","7046.402920394278","0.030776780574071308"
"190","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","10","24","118798.56148703849","0.83","6723.133598809525","0.030200343716165184"
"191","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","10","24","126195.59493380238","0.69","7129.6644881486645","0.029713640490566472"
"192","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","10","24","127295.37171833735","0.92","7123.475780458261","0.03077135048617506"
"193","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","10","24","123689.000109734","0.89","7209.5799965463275","0.03308796528788237"
"160","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","8","24","113453.75639369208","1.03","6817.215926269008","0.03005699112718991"
"196","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","10","24","122550.18285556918","0.92","7171.2069040274255","0.031142704955443166"
"195","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","10","24","121380.12782319529","0.79","6935.868701543278","0.028738354463366277"
"194","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","10","24","130578.98502303555","0.77","7071.1825643352295","0.030145033977446393"
"197","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","10","24","117864.16319853834","0.97","7118.802432842325","0.03089778435507831"
"199","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","10","24","128810.83470959397","0.74","7392.797390230116","0.030623886264430338"
"200","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","10","24","130461.69381289929","0.78","6964.736982168368","0.030001702325077272"
"201","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","11","24","132989.94854805805","0.71","7547.983590495731","0.028153383828810684"
"202","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","11","24","128713.49115939034","0.89","7134.399802916177","0.03163744659506204"
"198","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","10","24","122664.74436285542","0.87","6979.214338243594","0.028317346963661946"
"207","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","11","24","133294.523826948","0.78","7228.129577606182","0.033448297000364426"
"206","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","11","24","127140.44234493902","0.84","7082.876957898814","0.02822550557633225"
"208","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","11","24","123337.84039498861","0.76","6915.008651633938","0.03159292955118846"
"203","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","11","24","116336.66431011513","0.96","6844.272636503051","0.03141241925441383"
"209","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","11","24","129756.81872489289","0.89","7195.724142177934","0.030319747834240962"
"212","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","11","24","123042.52486852511","0.87","7162.0656062459275","0.03147359084026435"
"211","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","11","24","119245.2525525346","0.97","6869.704518200706","0.03237084723606373"
"213","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","11","24","115661.39586954596","0.9","7161.510671747232","0.033296629430132674"
"214","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","11","24","128429.3125278694","1.02","7458.747476448096","0.028481220398486308"
"218","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","11","24","136784.9523677213","0.73","7520.807658017822","0.031039597095383557"
"215","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","11","24","133500.46982995316","0.63","7013.644700339293","0.02844392725951349"
"221","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","12","24","124157.20564427707","0.7","6991.8403778884895","0.028002615899978166"
"216","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","11","24","112623.95171086669","0.98","7189.788917210696","0.03274403753606745"
"219","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","11","24","123723.7611876264","0.87","7445.923670139182","0.030031116943983367"
"222","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","12","24","132035.0630720687","0.7","6879.822797309005","0.030650649383715138"
"217","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","11","24","117365.50508736093","0.96","7176.511938683879","0.029316759293646574"
"224","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","12","24","131597.6189682155","0.73","7120.985542314186","0.029675698244164547"
"220","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","11","24","118121.0429831654","1.02","6996.597434371411","0.030969351024886925"
"147","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","8","24","138878.99773941777","0.76","7254.681436890379","0.029190942610665346"
"223","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","12","24","128351.95795452809","0.86","7202.40774040288","0.03162717632307634"
"231","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","12","24","128580.07227861561","0.72","7065.017556577797","0.031264243127035934"
"229","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","12","24","110166.80979574675","0.87","6750.4586108835565","0.031521580330562265"
"230","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","12","24","118406.00940757657","0.93","6827.624834134715","0.031899800365947396"
"234","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","12","24","138184.22837966643","0.57","7009.034396755003","0.03013882986186342"
"233","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","12","24","119784.18478888253","0.74","6788.798126513841","0.029850315266445618"
"235","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","12","24","133265.84071300528","0.8","6901.474216886003","0.027909230105945478"
"228","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","12","24","116646.12557140339","0.89","6715.752416705734","0.029072819676778355"
"236","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","12","24","122672.25436247967","0.93","7197.8264898886","0.031480770231281215"
"232","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","12","24","134479.40372367564","0.78","7386.845703217609","0.027346233567623047"
"226","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","12","24","119916.43001598767","0.69","6711.007260718147","0.030215267071172888"
"225","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","12","24","115553.01244214305","1.03","7333.96131134902","0.030421203593428262"
"227","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","12","24","124139.99902233314","0.84","7136.2234814743115","0.0295715241498105"
"204","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","11","24","115839.6200021285","0.93","6642.676439273092","0.032048858115867065"
"240","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","12","24","124234.3665400723","0.82","7013.414891343202","0.030955675511312727"
"241","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","13","24","133065.0012192024","0.77","7165.499940267274","0.03185896596342872"
"238","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","12","24","120846.67773620377","0.81","6638.8344566867","0.030903710719187818"
"242","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","13","24","143402.61856417402","0.74","7249.887198659039","0.028656867696729007"
"243","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","13","24","121467.78083793916","0.94","6582.4455235900605","0.0293319518854038"
"244","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","13","24","131042.54393323982","0.67","6888.428608629707","0.02859772832541566"
"186","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","10","24","128576.7715734358","0.84","7225.669996649313","0.031443851357038255"
"205","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","11","24","126524.49238917114","0.74","7090.74206428584","0.028278380791493064"
"237","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","12","24","127539.6596953765","0.92","7472.749259332996","0.03236458450467056"
"247","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","13","24","129787.78250369178","0.8","7018.438692410744","0.03074808690376299"
"245","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","13","24","122774.12748838626","0.77","6669.089855315408","0.027680010735159993"
"249","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","13","24","117582.29209117431","0.85","7025.0903040840985","0.029753785527785893"
"248","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","13","24","113158.93944284593","0.88","7108.8350052845435","0.033607068838672746"
"253","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","13","24","122215.82720226474","0.77","6680.525962912739","0.029635174126155524"
"254","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","13","24","126064.05146424127","0.89","7043.387420360422","0.03082933637063215"
"257","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","13","24","131212.86522301458","0.71","6811.075461098633","0.028315702268350566"
"258","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","13","24","116900.34986211754","0.95","7070.3384637848385","0.031508677891222386"
"246","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","13","24","144036.7166065077","0.53","6987.731777810104","0.026602756959202608"
"251","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","13","24","126027.93226589743","0.91","7291.6014253923895","0.03020038418741167"
"262","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","14","24","132632.7262380343","0.73","7049.825186526978","0.028935769869040832"
"250","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","13","24","123428.44497483688","0.9","7123.918937109144","0.03203680711132047"
"263","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","14","24","117261.3812404191","0.75","6877.554928987411","0.029477883238290856"
"256","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","13","24","133190.0070166614","0.7","7237.310891342685","0.02586406104290097"
"255","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","13","24","131829.90442250084","0.62","6678.460319569824","0.02997651827817098"
"261","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","14","24","126582.58979465673","0.82","6774.01221062398","0.030287353049304036"
"264","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","14","24","116816.41945394363","0.86","7150.668277059576","0.030811018043526227"
"267","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","14","24","117010.9484441653","0.97","7189.442568265691","0.0315478751195471"
"268","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","14","24","128672.9899817416","0.65","7054.9953251141915","0.0290905549021393"
"265","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","14","24","117473.09754883756","0.83","6955.65600873537","0.027622576883488584"
"272","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","14","24","121745.41867167252","0.78","7039.552286758117","0.02934401105822236"
"266","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","14","24","133866.570359016","0.72","7086.591122533813","0.029679645482987266"
"273","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","14","24","129873.61584938456","0.77","6612.039024034719","0.02915579160745434"
"274","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","14","24","127836.10911408211","0.85","6994.696020915523","0.02761448455188038"
"275","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","14","24","121560.39991906128","0.84","6920.34624573","0.027966486956426936"
"239","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","12","24","117433.27216111355","1.07","7167.571764428943","0.03337371385907542"
"270","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","14","24","118413.99808610935","0.89","6725.162910165696","0.02985124727006263"
"271","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","14","24","130766.15576543254","0.79","7133.27870251558","0.029694840675702477"
"269","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","14","24","117527.3428929783","0.79","6558.057813055709","0.03071097608541572"
"278","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","14","24","125841.70169933568","0.85","7079.969664308318","0.029773397795932976"
"210","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","11","24","115109.81313045374","1.03","7343.881860154493","0.029450062323669868"
"280","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","14","24","125509.62438601542","0.73","7053.6649414304275","0.028693818798795206"
"279","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","14","24","111038.04496071182","0.95","7059.275434016279","0.03226981787060238"
"259","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","13","24","132716.28968525855","0.71","7163.010737888832","0.030867190167987002"
"277","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","14","24","129690.7263184777","0.77","7361.74309799607","0.03131906129061465"
"282","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","15","24","124746.47511994229","0.76","6734.956181550386","0.028902881643151086"
"283","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","15","24","131797.81687986045","0.71","7069.4115485785305","0.0287892244047028"
"281","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","15","24","129813.75772693532","0.6","7098.767499919857","0.02906047931842811"
"285","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","15","24","130531.15202165603","0.69","7065.037443503764","0.02938739643724007"
"286","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","15","24","120910.9220099229","0.87","6747.8625650753975","0.03188212205644304"
"276","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","14","24","132454.91383555997","0.65","7093.594578056221","0.029300017833637438"
"260","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","13","24","133177.15012557432","0.86","7139.453384428642","0.031207578691696766"
"289","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","15","24","130355.97827444611","0.77","7404.32616860632","0.029503670245383765"
"291","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","15","24","116316.88482523235","0.91","7136.167782970686","0.030671178692759003"
"284","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","15","24","136231.73565584247","0.69","7148.014395649488","0.03160119747445487"
"294","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","15","24","129279.33529323175","0.69","6793.308159093419","0.0300994411873484"
"293","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","15","24","131762.2392591768","0.9","7182.65673990057","0.02969781377277211"
"290","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","15","24","113545.68205065772","0.89","6784.50357172868","0.030602203194050163"
"252","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","13","24","127924.6079790778","0.74","6984.118242226054","0.028820833366128604"
"287","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","15","24","133874.88935792627","0.66","7141.465141901776","0.029386206130398038"
"297","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","15","24","121919.06995181339","0.76","7069.517401793358","0.028902146476610872"
"298","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","15","24","115687.59338821402","0.98","7206.110024621706","0.03349560360133433"
"296","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","15","24","134121.2686070289","0.7","6846.837437801104","0.029212062106503595"
"301","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","16","24","124927.04819543505","0.69","6803.2947711948855","0.028025837152385137"
"300","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","15","24","119748.34834528809","0.74","6863.575897535868","0.029697312118230356"
"295","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","15","24","122816.98160733128","0.79","6792.449281250335","0.030426187921258934"
"299","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","15","24","120963.7204879535","0.72","6728.254579734233","0.028609718259759623"
"304","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","16","24","129047.45788100777","0.6","6620.270484675494","0.02776817498427072"
"305","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","16","24","121872.45392701469","0.67","6755.348310195903","0.025919361352871862"
"302","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","16","24","116609.61142591799","0.82","7053.519941167257","0.02997408191527666"
"307","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","16","24","119970.70112680958","0.8","6786.601596357447","0.027744364350698273"
"308","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","16","24","128825.23418850853","0.9","7109.659842210004","0.031199445146516104"
"292","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","15","24","124517.98670080378","0.77","6647.7314398431345","0.02722953658476853"
"306","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","16","24","115955.5780519491","0.92","6952.924710467633","0.03227160074543639"
"309","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","16","24","115013.47159430842","0.83","6970.761858381975","0.030790575580766477"
"310","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","16","24","128519.02863812771","0.63","6793.583799222247","0.02879321609283608"
"312","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","16","24","115286.35835416138","0.89","6828.605091070119","0.028251257774744958"
"288","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","15","24","124403.15474020637","0.91","6714.709532945197","0.0314423759343091"
"303","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","16","24","118037.84774041497","0.94","6913.320448908093","0.030907269154443043"
"313","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","16","24","119982.82399341252","0.87","7109.586472932603","0.028832313808581995"
"316","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","16","24","132323.16386292732","0.79","7110.227881559101","0.028771511923236726"
"315","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","16","24","116679.12778711885","0.94","6883.908850093088","0.031989443315829307"
"319","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","16","24","129106.58212663169","0.71","6575.499294060167","0.02816273468842112"
"314","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","16","24","123584.45539843144","0.82","7140.909988328084","0.030161593437762608"
"320","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","16","24","112778.64717869578","0.68","6586.480129992187","0.02872407378563401"
"322","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","17","24","126941.82946958375","0.84","7200.967891672951","0.029739028705631373"
"318","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","16","24","124019.80630061684","0.83","7186.896049382559","0.030846468258649406"
"323","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","17","24","129663.99734881305","0.78","6768.400709154449","0.029354310081494295"
"328","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","17","24","132179.32255005345","0.66","7009.591888989572","0.029477858095328307"
"321","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","17","24","126093.71063747145","0.75","6725.6918372754135","0.030635899812316916"
"325","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","17","24","128466.62411325933","0.73","6800.887223846076","0.029531850251637445"
"311","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","16","24","121266.33279703172","0.77","6762.184641188116","0.03168937173155068"
"331","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","17","24","106536.60201661111","0.92","6635.517448962604","0.02855977923763932"
"327","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","17","24","125210.99486397399","0.71","6920.586539763874","0.027752459397488667"
"333","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","17","24","115883.5196238458","0.8","6504.135906828649","0.03045634288311981"
"324","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","17","24","116460.9240301829","0.75","6461.1048619719095","0.028048635227378837"
"332","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","17","24","110700.96407499931","0.88","7032.329129834891","0.03139250890749297"
"326","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","17","24","120318.78619583529","0.96","7177.59594020153","0.031393673857503995"
"334","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","17","24","113201.71872417402","0.92","6666.5448957542585","0.028807696355998388"
"329","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","17","24","115822.87829583492","0.85","6745.317264686729","0.029550276885633307"
"337","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","17","24","123864.97658322683","0.72","6880.4575098668465","0.02939296216709033"
"336","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","17","24","108443.67840793576","0.78","6642.821941047217","0.028363222199986243"
"335","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","17","24","126556.37866411664","0.83","7180.770715180355","0.02921609052490518"
"317","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","16","24","119591.55681251794","0.89","6821.1780188249695","0.027737231228537627"
"339","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","17","24","119310.07383359235","0.83","6884.307736177867","0.031552516435594764"
"330","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","17","24","103763.72105923436","0.91","6335.831153657691","0.03229857418689838"
"338","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","17","24","126592.46066420933","0.62","6567.381534793189","0.027071227920394896"
"340","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","17","24","119028.36977218809","0.9","7195.011729737664","0.03377496299493696"
"344","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","18","24","124212.93247256466","0.71","6859.300542936173","0.031325912459720336"
"346","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","18","24","115635.5632030266","0.78","6790.694339184276","0.03193249334540229"
"341","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","18","24","119701.57195601305","0.72","6525.48502992425","0.027263053348994027"
"348","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","18","24","124512.02681998123","0.71","6901.614272544732","0.026870366992989198"
"342","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","18","24","108850.80625809166","0.85","6747.0556512925905","0.032295589580144474"
"350","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","18","24","138840.93204526074","0.63","6801.186074011538","0.0273364578381013"
"345","1","1","""neighbors""","2","0.1","""wealth""","0.01","25","""exp utility""","100","18","24","110508.16652205942","0.84","6740.562892860076","0.030781540543441763"
